family,subfamily,tumor_type,endpoint,source,n,positive,negative,balanced_accuracy,adjusted_balanced_accuracy,p_permutation,permutations,permutation_exceedances,ncomp,seed,fastPLS_version,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier
fusion,fusion,KIRP,Any called fusion,Gao2018_TableS1,265,62,203,0.546400762752264,0.0928015255045289,1,0,,2,20261012,0.99.20,,,1,1,C
fusion,fusion,ESCA,Any called fusion,Gao2018_TableS1,154,103,51,0.535122786978869,0.0702455739577383,1,0,,3,20261010,0.99.20,,,1,1,C
fusion,fusion,KIRC,Any called fusion,Gao2018_TableS1,507,151,356,0.526601681672744,0.0532033633454869,1,0,,4,20261021,0.99.20,,,1,1,C
fusion,fusion,LUAD,Any called fusion,Gao2018_TableS1,461,367,94,0.523798481071367,0.047596962142733,1,0,,6,20261004,0.99.20,,,1,1,C
fusion,fusion,DLBC,Any called fusion,Gao2018_TableS1,44,22,22,0.522727272727273,0.0454545454545454,1,0,,4,20261027,0.99.20,,,1,1,C
fusion,fusion,THYM,Any called fusion,Gao2018_TableS1,117,27,90,0.522222222222222,0.0444444444444443,1,0,,1,20261017,0.99.20,,,1,1,C
fusion,fusion,PCPG,Any called fusion,Gao2018_TableS1,176,67,109,0.519717924140764,0.0394358482815282,1,0,,4,20261028,0.99.20,,,1,1,C
fusion,fusion,PRAD,Any called fusion,Gao2018_TableS1,400,345,55,0.502635046113307,0.00527009222661401,1,0,,1,20261006,0.99.20,,,1,1,C
fusion,fusion,MESO,Any called fusion,Gao2018_TableS1,75,50,25,0.5,0,1,0,,5,20261018,0.99.20,,,1,1,C
fusion,fusion,HNSC,Any called fusion,Gao2018_TableS1,435,302,133,0.496925260170293,-0.00614947965941348,1,0,,1,20261023,0.99.20,,,1,1,C
fusion,fusion,CESC,Any called fusion,Gao2018_TableS1,266,152,114,0.49671052631579,-0.00657894736842102,1,0,,3,20261014,0.99.20,,,1,1,C
fusion,fusion,SKCM,Any called fusion,Gao2018_TableS1,97,68,29,0.454107505070994,-0.0917849898580122,1,0,,4,20261025,0.99.20,,,1,1,C
fusion,fusion,READ,Any called fusion,Gao2018_TableS1,81,58,23,0.444902548725637,-0.110194902548726,1,0,,5,20261024,0.99.20,,,1,1,C
microsatellite_instability,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,391,74,317,0.74390399863586,0.48780799727172,0.01,99,0,9,20261032,0.99.20,99,FALSE,0.01,0.01,A
microsatellite_instability,microsatellite_instability,STAD,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,371,63,308,0.727994227994228,0.455988455988456,0.01,99,0,5,20261033,0.99.20,99,FALSE,0.01,0.01,A
microsatellite_instability,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,487,155,332,0.656947143412359,0.313894286824718,0.01,99,0,5,20261031,0.99.20,99,FALSE,0.01,0.01,B
microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,374,57,317,0.784050030438873,0.568100060877746,0.01,99,0,9,20261035,0.99.20,99,FALSE,0.01,0.01,A
microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,364,56,308,0.712662337662338,0.425324675324675,0.01,99,0,5,20261036,0.99.20,99,FALSE,0.01,0.01,A
microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,438,106,332,0.653131393498522,0.306262786997045,0.01,99,0,7,20261034,0.99.20,99,FALSE,0.01,0.01,B
oncogenic_pathway,oncogenic_pathway,LGG,TP53,SanchezVega2018_TableS4,481,248,233,0.822199916932023,0.644399833864045,0.01,99,0,3,20260969,0.99.20,99,FALSE,0.015,0.0461111111111111,A
oncogenic_pathway,oncogenic_pathway,LGG,HIPPO,SanchezVega2018_TableS4,481,379,102,0.810530808629521,0.621061617259041,0.01,99,0,2,20260872,0.99.20,99,FALSE,0.015,0.0461111111111111,A
oncogenic_pathway,oncogenic_pathway,UCEC,TP53,SanchezVega2018_TableS4,468,218,250,0.753743119266055,0.50748623853211,0.01,99,0,2,20260959,0.99.20,99,FALSE,0.0333333333333333,0.0461111111111111,A
oncogenic_pathway,oncogenic_pathway,BRCA,TP53,SanchezVega2018_TableS4,942,437,505,0.741708770419376,0.483417540838752,0.01,99,0,1,20260965,0.99.20,99,FALSE,0.09,0.0461111111111111,C
oncogenic_pathway,oncogenic_pathway,THCA,RTK RAS,SanchezVega2018_TableS4,478,403,75,0.739834574028123,0.479669148056245,0.01,99,0,4,20260949,0.99.20,99,FALSE,0.02,0.0461111111111111,A
oncogenic_pathway,oncogenic_pathway,LGG,WNT,SanchezVega2018_TableS4,481,131,350,0.729138495092694,0.458276990185387,0.01,99,0,3,20261002,0.99.20,99,FALSE,0.015,0.0461111111111111,A
oncogenic_pathway,oncogenic_pathway,THCA,WNT,SanchezVega2018_TableS4,478,62,416,0.700217121588089,0.400434243176179,0.01,99,0,3,20261000,0.99.20,99,FALSE,0.02,0.0461111111111111,A
oncogenic_pathway,oncogenic_pathway,LUAD,TP53,SanchezVega2018_TableS4,451,274,177,0.698719534826179,0.397439069652357,0.01,99,0,1,20260956,0.99.20,99,FALSE,0.1,0.0461111111111111,C
oncogenic_pathway,oncogenic_pathway,KIRP,Cell Cycle,SanchezVega2018_TableS4,243,31,212,0.69750456482045,0.395009129640901,0.01,99,0,3,20260844,0.99.20,99,FALSE,0.06,0.0461111111111111,C
oncogenic_pathway,oncogenic_pathway,PCPG,RTK RAS,SanchezVega2018_TableS4,158,52,106,0.693759071117562,0.387518142235123,0.01,99,0,2,20260954,0.99.20,99,FALSE,0.01,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,TGCT,RTK RAS,SanchezVega2018_TableS4,143,54,89,0.693196004993758,0.386392009987516,0.01,99,0,1,20260938,0.99.20,99,FALSE,0.01,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,LGG,RTK RAS,SanchezVega2018_TableS4,481,135,346,0.692239349175765,0.384478698351531,0.01,99,0,2,20260952,0.99.20,99,FALSE,0.015,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,GBM,TP53,SanchezVega2018_TableS4,71,38,33,0.690590111642743,0.381180223285487,0.01,99,0,2,20260955,0.99.20,99,FALSE,0.02,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,PCPG,Cell Cycle,SanchezVega2018_TableS4,155,23,132,0.686100131752306,0.372200263504611,0.01,99,0,10,20260857,0.99.20,99,FALSE,0.01,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,COAD,TP53,SanchezVega2018_TableS4,323,208,115,0.670903010033445,0.34180602006689,0.01,99,0,2,20260966,0.99.20,99,FALSE,0.03,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,LIHC,Cell Cycle,SanchezVega2018_TableS4,337,232,105,0.64361658456486,0.287233169129721,0.01,99,0,8,20260845,0.99.20,99,FALSE,0.0333333333333333,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,STAD,TP53,SanchezVega2018_TableS4,327,184,143,0.642691547582852,0.285383095165704,0.01,99,0,3,20260967,0.99.20,99,FALSE,0.018,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,222,146,76,0.642573900504686,0.285147801009373,0.01,99,0,2,20260964,0.99.20,99,FALSE,0.035,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,52,32,20,0.640625,0.28125,1,99,5,3,20260953,0.99.20,86,TRUE,1,1,C
oncogenic_pathway,oncogenic_pathway,STAD,HIPPO,SanchezVega2018_TableS4,327,70,257,0.639049471928849,0.278098943857699,0.01,99,0,8,20260870,0.99.20,99,FALSE,0.018,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,LGG,Cell Cycle,SanchezVega2018_TableS4,476,195,281,0.636098184140889,0.272196368281778,0.01,99,0,1,20260856,0.99.20,99,FALSE,0.015,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,LIHC,WNT,SanchezVega2018_TableS4,337,147,190,0.634174722520587,0.268349445041174,0.01,99,0,3,20260993,0.99.20,99,FALSE,0.0333333333333333,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,373,232,141,0.632887013939839,0.265774027879677,0.01,99,0,2,20260960,0.99.20,99,FALSE,0.1,0.0461111111111111,C
oncogenic_pathway,oncogenic_pathway,LGG,TGF-Beta,SanchezVega2018_TableS4,481,130,351,0.632336182336182,0.264672364672365,0.01,99,0,3,20260985,0.99.20,99,FALSE,0.015,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,UCEC,WNT,SanchezVega2018_TableS4,468,230,238,0.623675557179394,0.247351114358787,0.01,99,0,2,20260989,0.99.20,99,FALSE,0.0333333333333333,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,LIHC,TP53,SanchezVega2018_TableS4,337,127,210,0.62275965504312,0.245519310086239,0.01,99,0,3,20260962,0.99.20,99,FALSE,0.0333333333333333,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,HNSC,TP53,SanchezVega2018_TableS4,412,312,100,0.622307692307692,0.244615384615384,0.01,99,0,6,20260968,0.99.20,99,FALSE,0.1,0.0461111111111111,C
oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,327,125,202,0.621188118811881,0.242376237623762,0.01,99,0,2,20260899,0.99.20,99,FALSE,0.018,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,STAD,RTK RAS,SanchezVega2018_TableS4,327,192,135,0.61712962962963,0.234259259259259,0.01,99,0,3,20260947,0.99.20,99,FALSE,0.018,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,COAD,PI3K,SanchezVega2018_TableS4,323,148,175,0.612876447876448,0.225752895752896,0.01,99,0,3,20260926,0.99.20,99,FALSE,0.03,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,KICH,TP53,SanchezVega2018_TableS4,65,21,44,0.612012987012987,0.224025974025974,1,99,5,1,20260970,0.99.20,59,TRUE,1,1,C
oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,222,86,136,0.609097127222982,0.218194254445964,0.01,99,0,1,20260944,0.99.20,99,FALSE,0.035,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,468,183,285,0.605522001725626,0.211044003451251,0.01,99,0,3,20260889,0.99.20,99,FALSE,0.0333333333333333,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,PRAD,PI3K,SanchezVega2018_TableS4,389,131,258,0.605390851529676,0.210781703059353,0.01,99,0,5,20260916,0.99.20,99,FALSE,0.04,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,PRAD,TP53,SanchezVega2018_TableS4,389,81,308,0.604657687991021,0.209315375982043,0.01,99,0,8,20260958,0.99.20,99,FALSE,0.04,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,STAD,WNT,SanchezVega2018_TableS4,327,120,207,0.603562801932367,0.207125603864734,0.01,99,0,2,20260998,0.99.20,99,FALSE,0.018,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,COAD,MYC,SanchezVega2018_TableS4,323,79,244,0.603081552189251,0.206163104378502,0.01,99,0,4,20260882,0.99.20,99,FALSE,0.03,0.0461111111111111,B
oncogenic_pathway,oncogenic_pathway,KIRC,WNT,SanchezVega2018_TableS4,336,23,313,0.600708431726629,0.201416863453257,0.01,99,0,6,20260999,0.99.20,99,FALSE,0.05,0.0461111111111111,C
oncogenic_pathway,oncogenic_pathway,HNSC,PI3K,SanchezVega2018_TableS4,412,170,242,0.599003403014098,0.198006806028196,1,0,,1,20260930,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ACC,WNT,SanchezVega2018_TableS4,53,20,33,0.598484848484849,0.196969696969697,1,0,,1,20261003,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,READ,Cell Cycle,SanchezVega2018_TableS4,81,35,46,0.598136645962733,0.196273291925466,1,0,,1,20260855,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,READ,PI3K,SanchezVega2018_TableS4,107,25,82,0.596341463414634,0.192682926829268,1,0,,4,20260931,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,317,220,97,0.596157450796626,0.192314901593252,1,0,,1,20260851,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,NRF2,SanchezVega2018_TableS4,443,109,334,0.593185189254518,0.186370378509037,1,0,,6,20260906,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,Cell Cycle,SanchezVega2018_TableS4,412,332,80,0.591490963855422,0.182981927710844,1,0,,9,20260854,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,NOTCH,SanchezVega2018_TableS4,238,82,156,0.590994371482176,0.181988742964353,1,0,,3,20260895,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,222,145,77,0.590147783251232,0.180295566502463,1,0,,1,20260847,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,STAD,PI3K,SanchezVega2018_TableS4,327,133,194,0.588965971630106,0.177931943260212,1,0,,2,20260927,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,COAD,TGF-Beta,SanchezVega2018_TableS4,323,100,223,0.588071748878924,0.176143497757848,1,0,,2,20260981,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCEC,TGF-Beta,SanchezVega2018_TableS4,468,63,405,0.58694885361552,0.173897707231041,1,0,,10,20260974,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,COAD,NOTCH,SanchezVega2018_TableS4,323,107,216,0.58694617514711,0.173892350294219,1,0,,3,20260898,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,READ,NOTCH,SanchezVega2018_TableS4,107,28,79,0.584764918625678,0.169529837251356,1,0,,3,20260902,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,STAD,TGF-Beta,SanchezVega2018_TableS4,327,90,237,0.583825597749648,0.167651195499297,1,0,,3,20260982,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,COAD,RTK RAS,SanchezVega2018_TableS4,323,242,81,0.581904907662483,0.163809815324967,1,0,,10,20260946,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,RTK RAS,SanchezVega2018_TableS4,942,372,570,0.581677985285795,0.16335597057159,1,0,,3,20260945,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCEC,RTK RAS,SanchezVega2018_TableS4,468,271,197,0.576900743626726,0.153801487253451,1,0,,3,20260936,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,COAD,Cell Cycle,SanchezVega2018_TableS4,253,147,106,0.575439609806187,0.150879219612373,1,0,,4,20260850,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCS,NOTCH,SanchezVega2018_TableS4,52,28,24,0.574404761904762,0.148809523809524,1,0,,3,20260904,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,PI3K,SanchezVega2018_TableS4,942,528,414,0.572244180939833,0.144488361879666,1,0,,4,20260925,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,RTK RAS,SanchezVega2018_TableS4,238,89,149,0.572166503280296,0.144333006560591,1,0,,1,20260943,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LGG,PI3K,SanchezVega2018_TableS4,481,113,368,0.568499903809157,0.136999807618315,1,0,,5,20260932,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,NRF2,SanchezVega2018_TableS4,143,22,121,0.568181818181818,0.136363636363636,1,0,,3,20260909,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PRAD,WNT,SanchezVega2018_TableS4,389,141,248,0.56690402653855,0.133808053077099,1,0,,2,20260988,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,Cell Cycle,SanchezVega2018_TableS4,758,365,393,0.566108961622922,0.132217923245843,1,0,,9,20260848,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,TGF-Beta,SanchezVega2018_TableS4,412,54,358,0.566056279743431,0.132112559486861,1,0,,5,20260983,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,468,132,336,0.565611471861472,0.131222943722944,1,0,,4,20260860,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,HIPPO,SanchezVega2018_TableS4,451,101,350,0.565289957567185,0.130579915134371,1,0,,5,20260858,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,PI3K,SanchezVega2018_TableS4,373,170,203,0.563836569110403,0.127673138220806,1,0,,4,20260918,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,238,76,162,0.562215724496426,0.124431448992853,1,0,,2,20260865,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,468,437,31,0.561194360374991,0.122388720749981,1,0,,6,20260917,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PAAD,TGF-Beta,SanchezVega2018_TableS4,150,62,88,0.561033724340176,0.122067448680352,1,0,,2,20260977,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,WNT,SanchezVega2018_TableS4,238,32,206,0.554915048543689,0.109830097087379,1,0,,6,20260994,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,TP53,SanchezVega2018_TableS4,238,33,205,0.554841093865484,0.109682187730968,1,0,,10,20260963,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,WNT,SanchezVega2018_TableS4,942,163,779,0.554438992888476,0.108877985776952,1,0,,8,20260996,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,PI3K,SanchezVega2018_TableS4,443,306,137,0.552025189637899,0.104050379275798,1,0,,1,20260915,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,HIPPO,SanchezVega2018_TableS4,412,156,256,0.550280448717949,0.100560897435897,1,0,,10,20260871,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PRAD,NOTCH,SanchezVega2018_TableS4,389,54,335,0.546019900497512,0.0920398009950247,1,0,,10,20260888,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,NRF2,SanchezVega2018_TableS4,412,50,362,0.545469613259669,0.0909392265193372,1,0,,3,20260912,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,COAD,HIPPO,SanchezVega2018_TableS4,323,63,260,0.543803418803419,0.0876068376068377,1,0,,8,20260869,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRP,RTK RAS,SanchezVega2018_TableS4,255,42,213,0.543594902749832,0.0871898054996647,1,0,,9,20260941,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,STAD,MYC,SanchezVega2018_TableS4,327,55,272,0.543114973262032,0.0862299465240641,1,0,,9,20260883,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,TGF-Beta,SanchezVega2018_TableS4,373,31,342,0.542586304470855,0.0851726089417091,1,0,,4,20260975,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,RTK RAS,SanchezVega2018_TableS4,373,243,130,0.542465970243748,0.084931940487496,1,0,,3,20260937,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,PI3K,SanchezVega2018_TableS4,238,138,100,0.54231884057971,0.0846376811594203,1,0,,1,20260923,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,RTK RAS,SanchezVega2018_TableS4,143,81,62,0.542015133412983,0.0840302668259656,1,0,,1,20260939,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,WNT,SanchezVega2018_TableS4,451,77,374,0.538961038961039,0.077922077922078,1,0,,6,20260986,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,MESO,Cell Cycle,SanchezVega2018_TableS4,70,36,34,0.538398692810458,0.076797385620915,1,0,,1,20260849,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,PI3K,SanchezVega2018_TableS4,143,61,82,0.538384646141543,0.0767692922830867,1,0,,1,20260919,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,NOTCH,SanchezVega2018_TableS4,451,97,354,0.537625953753859,0.0752519075077174,1,0,,10,20260886,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,MYC,SanchezVega2018_TableS4,942,200,742,0.537459568733154,0.0749191374663072,1,0,,2,20260881,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,236,47,189,0.537431048069346,0.0748620961386919,1,0,,3,20260846,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,MYC,SanchezVega2018_TableS4,373,67,306,0.536337918251878,0.0726758365037559,1,0,,2,20260877,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LIHC,RTK RAS,SanchezVega2018_TableS4,337,74,263,0.535248175932587,0.0704963518651731,1,0,,1,20260942,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,HIPPO,SanchezVega2018_TableS4,443,119,324,0.533107687519452,0.0662153750389045,1,0,,4,20260859,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,373,72,301,0.531538390550018,0.0630767811000368,1,0,,2,20260990,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,COAD,WNT,SanchezVega2018_TableS4,323,290,33,0.531295715778474,0.0625914315569487,1,0,,2,20260997,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,MESO,HIPPO,SanchezVega2018_TableS4,70,27,43,0.529285099052541,0.0585701981050819,1,0,,7,20260868,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,PI3K,SanchezVega2018_TableS4,451,174,277,0.528341424955392,0.0566828499107848,1,0,,4,20260914,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,WNT,SanchezVega2018_TableS4,412,64,348,0.527209051724138,0.0544181034482758,1,0,,3,20261001,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,NOTCH,SanchezVega2018_TableS4,373,155,218,0.525969221663214,0.0519384433264278,1,0,,1,20260890,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,THCA,Cell Cycle,SanchezVega2018_TableS4,471,65,406,0.525824175824176,0.0516483516483517,1,0,,9,20260853,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LIHC,MYC,SanchezVega2018_TableS4,337,61,276,0.525807792824899,0.051615585649798,1,0,,2,20260880,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,Cell Cycle,SanchezVega2018_TableS4,373,303,70,0.525742574257426,0.0514851485148515,1,0,,10,20260842,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PRAD,Cell Cycle,SanchezVega2018_TableS4,388,109,279,0.52564861398836,0.051297227976719,1,0,,4,20260840,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PAAD,TP53,SanchezVega2018_TableS4,150,103,47,0.525511258004545,0.0510225160090891,1,0,,2,20260961,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,NOTCH,SanchezVega2018_TableS4,942,196,746,0.525161405044592,0.0503228100891831,1,0,,3,20260897,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,RTK RAS,SanchezVega2018_TableS4,451,338,113,0.524912289888464,0.0498245797769283,1,0,,2,20260933,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,NRF2,SanchezVega2018_TableS4,373,32,341,0.523414589442815,0.0468291788856305,1,0,,7,20260908,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PAAD,RTK RAS,SanchezVega2018_TableS4,150,117,33,0.522533022533023,0.0450660450660452,1,0,,10,20260940,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LIHC,PI3K,SanchezVega2018_TableS4,337,85,252,0.522478991596639,0.0449579831932772,1,0,,3,20260922,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,RTK RAS,SanchezVega2018_TableS4,412,176,236,0.520078967642527,0.0401579352850538,1,0,,4,20260950,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,NRF2,SanchezVega2018_TableS4,451,63,388,0.519473081328752,0.0389461626575029,1,0,,6,20260905,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,UCEC,Cell Cycle,SanchezVega2018_TableS4,226,131,95,0.518642024909602,0.0372840498192044,1,0,,3,20260841,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,KIRP,HIPPO,SanchezVega2018_TableS4,255,29,226,0.51853829722307,0.0370765944461398,1,0,,1,20260863,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PRAD,MYC,SanchezVega2018_TableS4,389,41,348,0.517907204934118,0.0358144098682367,1,0,,1,20260875,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUAD,Cell Cycle,SanchezVega2018_TableS4,426,252,174,0.517446633825944,0.0348932676518885,1,0,,1,20260838,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PRAD,RTK RAS,SanchezVega2018_TableS4,389,58,331,0.516538181060527,0.0330763621210544,1,0,,10,20260935,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,WNT,SanchezVega2018_TableS4,143,29,114,0.515728977616455,0.0314579552329097,1,0,,3,20260991,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BRCA,HIPPO,SanchezVega2018_TableS4,942,82,860,0.515371525808281,0.0307430516165628,1,0,,5,20260867,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,RTK RAS,SanchezVega2018_TableS4,443,237,206,0.515075171029454,0.0301503420589078,1,0,,2,20260934,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,BLCA,HIPPO,SanchezVega2018_TableS4,373,97,276,0.515034364261168,0.0300687285223367,1,0,,3,20260861,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,LUSC,TP53,SanchezVega2018_TableS4,443,380,63,0.514766081871345,0.02953216374269,1,0,,9,20260957,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,HNSC,MYC,SanchezVega2018_TableS4,412,78,334,0.514279134039613,0.0285582680792262,1,0,,2,20260884,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,PAAD,MYC,SanchezVega2018_TableS4,150,21,129,0.512735326688815,0.0254706533776301,1,0,,2,20260879,0.99.20,,,1,1,C
oncogenic_pathway,oncogenic_pathway,ESCA,TGF-Beta,SanchezVega2018_TableS4,143,27,116,0.511973180076628,0.0239463601532566,1,0,,3,20260976,0.99.20,,,1,1,C
