outcome_type,family,tumor_type,endpoint,size_stratum,imbalance_stratum,screen_tier,repeat_id,pls_primary,ridge_primary,pls_secondary,ridge_secondary,delta_ridge_minus_pls,delta_secondary_ridge_minus_pls
binary,aneuploidy,COAD,Genome doubling,medium,low,B,5,0.751614914577878,0.76440952737249,0.669809203142536,0.675009352787131,0.0127946127946128,0.00520014964459414
binary,aneuploidy,GBM,Genome doubling,medium,moderate,C,1,0.619427627958173,0.64921574023115,0.586337369290038,0.648458998348927,0.0297881122729774,0.0621216290588884
binary,aneuploidy,GBM,Genome doubling,medium,moderate,C,2,0.631122729774353,0.682856356631811,0.581452944413869,0.643505778756192,0.0517336268574573,0.0620528343423226
binary,aneuploidy,GBM,Genome doubling,medium,moderate,C,3,0.626719867914144,0.64694551458448,0.615643918547056,0.625343973582829,0.0202256466703357,0.0097000550357732
binary,aneuploidy,GBM,Genome doubling,medium,moderate,C,4,0.624036873968079,0.663800220143093,0.612272977435333,0.666827187671987,0.0397633461750138,0.0545542102366539
binary,aneuploidy,GBM,Genome doubling,medium,moderate,C,5,0.610346725371492,0.678866263070996,0.594867914144194,0.581040176114474,0.0685195376995047,-0.0138277380297194
binary,aneuploidy,KIRC,Genome doubling,large,moderate,C,1,0.630801498127341,0.709183520599251,0.61012734082397,0.647265917602996,0.0783820224719101,0.0371385767790262
binary,aneuploidy,KIRC,Genome doubling,large,moderate,C,2,0.675865168539326,0.688419475655431,0.652119850187266,0.688494382022472,0.0125543071161048,0.0363745318352059
binary,aneuploidy,KIRC,Genome doubling,large,moderate,C,3,0.632299625468165,0.667565543071161,0.622411985018727,0.633647940074907,0.0352659176029962,0.0112359550561798
binary,aneuploidy,KIRC,Genome doubling,large,moderate,C,4,0.641558052434457,0.693992509363296,0.623265917602996,0.680689138576779,0.052434456928839,0.0574232209737828
binary,aneuploidy,KIRC,Genome doubling,large,moderate,C,5,0.650996254681648,0.688988764044944,0.645647940074906,0.646516853932584,0.0379925093632959,0.000868913857677844
binary,aneuploidy,PAAD,Genome doubling,small,moderate,C,1,0.629268292682927,0.704471544715447,0.599491869918699,0.576422764227642,0.0752032520325203,-0.0230691056910569
binary,aneuploidy,PAAD,Genome doubling,small,moderate,C,2,0.604878048780488,0.658739837398374,0.610772357723577,0.621747967479675,0.0538617886178862,0.0109756097560976
binary,aneuploidy,PAAD,Genome doubling,small,moderate,C,3,0.587195121951219,0.636788617886179,0.530792682926829,0.588008130081301,0.0495934959349594,0.0572154471544716
binary,aneuploidy,PAAD,Genome doubling,small,moderate,C,4,0.609552845528455,0.663821138211382,0.589532520325203,0.609552845528455,0.0542682926829269,0.020020325203252
binary,aneuploidy,PAAD,Genome doubling,small,moderate,C,5,0.629878048780488,0.646951219512195,0.63140243902439,0.578353658536585,0.0170731707317073,-0.0530487804878048
binary,aneuploidy,PRAD,Genome doubling,medium,high,C,1,0.626746117026473,0.754127185698935,0.614144768975286,0.670118198691023,0.127381068672463,0.055973429715737
binary,aneuploidy,PRAD,Genome doubling,medium,high,C,2,0.681156588844388,0.695223209924783,0.6318745726287,0.644378235811273,0.0140666210803947,0.012503663182573
binary,aneuploidy,PRAD,Genome doubling,medium,high,C,3,0.622643352544691,0.703233369151119,0.616538048256325,0.689264432939338,0.0805900166064276,0.0727263846830126
binary,aneuploidy,PRAD,Genome doubling,medium,high,C,4,0.578001367588161,0.756080883071212,0.628797499267364,0.661619615121618,0.178079515483052,0.0328221158542541
binary,aneuploidy,PRAD,Genome doubling,medium,high,C,5,0.683696395428348,0.747875354107649,0.673927908566963,0.640373156198105,0.0641789586793006,-0.033554752368858
binary,driver_mutation,BLCA,EP300,medium,moderate,C,1,0.547474747474747,0.533838383838384,0.507070707070707,0.498316498316498,-0.0136363636363636,-0.00875420875420885
binary,driver_mutation,BLCA,EP300,medium,moderate,C,2,0.565881032547699,0.544051627384961,0.527441077441078,0.515151515151515,-0.0218294051627385,-0.0122895622895624
binary,driver_mutation,BLCA,EP300,medium,moderate,C,3,0.539281705948373,0.47716049382716,0.507575757575758,0.478114478114478,-0.0621212121212122,-0.0294612794612795
binary,driver_mutation,BLCA,EP300,medium,moderate,C,4,0.577272727272727,0.563187429854097,0.538888888888889,0.517508417508418,-0.0140852974186307,-0.0213804713804715
binary,driver_mutation,BLCA,EP300,medium,moderate,C,5,0.502300785634119,0.492312008978676,0.440740740740741,0.48047138047138,-0.00998877665544329,0.0397306397306397
binary,driver_mutation,BLCA,FBXW7,medium,high,C,1,0.606779661016949,0.515160075329567,0.534463276836158,0.523446327683616,-0.0916195856873823,-0.0110169491525423
binary,driver_mutation,BLCA,FBXW7,medium,high,C,2,0.56864406779661,0.441337099811676,0.546327683615819,0.42683615819209,-0.127306967984934,-0.119491525423729
binary,driver_mutation,BLCA,FBXW7,medium,high,C,3,0.530414312617702,0.51421845574388,0.51864406779661,0.513276836158192,-0.016195856873823,-0.00536723163841812
binary,driver_mutation,BLCA,FBXW7,medium,high,C,4,0.626271186440678,0.531544256120527,0.570338983050847,0.57909604519774,-0.0947269303201506,0.00875706214689265
binary,driver_mutation,BLCA,FBXW7,medium,high,C,5,0.611299435028249,0.536158192090396,0.549717514124294,0.522881355932204,-0.0751412429378531,-0.0268361581920904
binary,driver_mutation,CESC,EP300,small,moderate,C,1,0.629279279279279,0.657957957957958,0.623873873873874,0.603603603603604,0.0286786786786787,-0.0202702702702702
binary,driver_mutation,CESC,EP300,small,moderate,C,2,0.627177177177177,0.71966966966967,0.61981981981982,0.701351351351351,0.0924924924924926,0.0815315315315316
binary,driver_mutation,CESC,EP300,small,moderate,C,3,0.668168168168168,0.683183183183183,0.614414414414414,0.608558558558559,0.015015015015015,-0.0058558558558558
binary,driver_mutation,CESC,EP300,small,moderate,C,4,0.608108108108108,0.655705705705706,0.594594594594595,0.615315315315315,0.0475975975975976,0.0207207207207208
binary,driver_mutation,CESC,EP300,small,moderate,C,5,0.622372372372372,0.688288288288288,0.544144144144144,0.617567567567568,0.0659159159159158,0.0734234234234235
binary,driver_mutation,COAD,TP53,medium,low,A,1,0.857845479328855,0.859475562800371,0.783508052050252,0.784927348865968,0.00163008347151572,0.00141929681571629
binary,driver_mutation,COAD,TP53,medium,low,A,2,0.828588291503893,0.832213821983643,0.755557741491245,0.765717658300779,0.00362553047975034,0.0101599168095332
binary,driver_mutation,COAD,TP53,medium,low,A,3,0.862567100418763,0.866305050448273,0.792824822236587,0.766560804923976,0.00373795002951016,-0.0262640173126106
binary,driver_mutation,COAD,TP53,medium,low,A,4,0.857367696242377,0.85981282144965,0.771970995756162,0.767179112447655,0.00244512520727358,-0.00479188330850744
binary,driver_mutation,COAD,TP53,medium,low,A,5,0.84103875663978,0.853938899974706,0.767136955116495,0.77645372530283,0.012900143334926,0.00931677018633536
binary,driver_mutation,LIHC,APOB,small,high,C,1,0.494415487714073,0.525409530900968,0.517963514519732,0.479709605361132,0.030994043186895,-0.0382539091586002
binary,driver_mutation,LIHC,APOB,small,high,C,2,0.513123603871929,0.530342516753537,0.528387937453462,0.489110201042442,0.0172189128816083,-0.0392777364110201
binary,driver_mutation,LIHC,APOB,small,high,C,3,0.484363365599404,0.492042069992554,0.457930007446016,0.481943410275503,0.00767870439314972,0.0240134028294862
binary,driver_mutation,LIHC,APOB,small,high,C,4,0.469564408041698,0.562825763216679,0.474032017870439,0.522896500372301,0.0932613551749814,0.0488644825018615
binary,driver_mutation,LIHC,APOB,small,high,C,5,0.443596425912137,0.485061429635145,0.50614296351452,0.495346239761728,0.0414650037230082,-0.0107967237527922
binary,driver_mutation,LUAD,ARID1A,large,high,C,1,0.498447488584475,0.50958904109589,0.508904109589041,0.4762100456621,0.0111415525114155,-0.0326940639269406
binary,driver_mutation,LUAD,ARID1A,large,high,C,2,0.437808219178082,0.60662100456621,0.428264840182648,0.587671232876712,0.168812785388128,0.159406392694064
binary,driver_mutation,LUAD,ARID1A,large,high,C,3,0.488036529680365,0.554794520547945,0.458584474885845,0.561415525114155,0.0667579908675799,0.102831050228311
binary,driver_mutation,LUAD,ARID1A,large,high,C,4,0.467762557077626,0.497625570776256,0.492876712328767,0.47,0.0298630136986301,-0.0228767123287672
binary,driver_mutation,LUAD,ARID1A,large,high,C,5,0.494155251141553,0.554611872146119,0.482100456621005,0.519680365296804,0.0604566210045662,0.0375799086757991
binary,driver_mutation,PAAD,KRAS,small,low,C,1,0.618936294564582,0.528345996493279,0.572472238457043,0.535870835768557,-0.0905902980713034,-0.0366014026884862
binary,driver_mutation,PAAD,KRAS,small,low,C,2,0.588983050847458,0.584015195791935,0.556399766218586,0.539304500292227,-0.00496785505552311,-0.0170952659263588
binary,driver_mutation,PAAD,KRAS,small,low,C,3,0.621858562244302,0.586206896551724,0.577659263588545,0.519360023378142,-0.0356516656925775,-0.0582992402104032
binary,driver_mutation,PAAD,KRAS,small,low,C,4,0.538135593220339,0.510666277030976,0.500657510227937,0.52323202805377,-0.027469316189363,0.0225745178258329
binary,driver_mutation,PAAD,KRAS,small,low,C,5,0.640561075394506,0.558445353594389,0.624342489772063,0.540473407364115,-0.0821157218001168,-0.0838690824079485
binary,driver_mutation,UCEC,ARID1A,large,low,B,1,0.708583016661795,0.727126571178018,0.646969087985969,0.663484726688103,0.0185435545162234,0.0165156387021338
binary,driver_mutation,UCEC,ARID1A,large,low,B,2,0.729611224788074,0.727290996784566,0.654039389067524,0.674409894767612,-0.00232022800350773,0.0203705057000877
binary,driver_mutation,UCEC,ARID1A,large,low,B,3,0.702170418006431,0.741340251388483,0.650933572054955,0.681059997076878,0.039169833382052,0.0301264250219234
binary,driver_mutation,UCEC,ARID1A,large,low,B,4,0.687719234142064,0.726231365097925,0.650449429991231,0.670445410698626,0.0385121309558609,0.0199959807073955
binary,driver_mutation,UCEC,ARID1A,large,low,B,5,0.728496784565916,0.733502630809705,0.642255553931599,0.662297208418591,0.00500584624378841,0.020041654486992
binary,driver_mutation,UCEC,BCOR,large,moderate,C,1,0.641760877012676,0.67327852004111,0.592463172319287,0.621291538198013,0.0315176430284344,0.0288283658787256
binary,driver_mutation,UCEC,BCOR,large,moderate,C,2,0.633675916409729,0.631963001027749,0.5706748886605,0.612589928057554,-0.00171291538198004,0.0419150393970538
binary,driver_mutation,UCEC,BCOR,large,moderate,C,3,0.649537512846865,0.66642685851319,0.620143884892086,0.639174374785886,0.0168893456663242,0.0190304898937992
binary,driver_mutation,UCEC,BCOR,large,moderate,C,4,0.663103802672148,0.666152792052073,0.600496745460774,0.601952723535457,0.00304898937992471,0.00145597807468312
binary,driver_mutation,UCEC,BCOR,large,moderate,C,5,0.631449126413155,0.67324426173347,0.595066803699897,0.649811579307982,0.0417951353203152,0.054744775608085
binary,fusion,BLCA,Any called fusion,medium,moderate,C,1,0.641129032258065,0.675664575866189,0.581709229390681,0.624047939068101,0.0345355436081243,0.0423387096774194
binary,fusion,BLCA,Any called fusion,medium,moderate,C,2,0.624663978494624,0.662933094384707,0.622815860215054,0.65440188172043,0.0382691158900836,0.0315860215053763
binary,fusion,BLCA,Any called fusion,medium,moderate,C,3,0.602822580645161,0.664986559139785,0.589101702508961,0.630096326164875,0.0621639784946237,0.0409946236559139
binary,fusion,BLCA,Any called fusion,medium,moderate,C,4,0.656474014336918,0.683318399044206,0.615703405017921,0.618671594982079,0.026844384707288,0.00296818996415782
binary,fusion,BLCA,Any called fusion,medium,moderate,C,5,0.649753584229391,0.664463859020311,0.601478494623656,0.645553315412187,0.01471027479092,0.0440748207885304
binary,fusion,DLBC,Any called fusion,small,low,C,1,0.539256198347108,0.538223140495868,0.454545454545455,0.454545454545455,-0.00103305785123975,5.55111512312578e-17
binary,fusion,DLBC,Any called fusion,small,low,C,2,0.460743801652893,0.423553719008264,0.454545454545455,0.454545454545455,-0.0371900826446281,0
binary,fusion,DLBC,Any called fusion,small,low,C,3,0.522727272727273,0.329545454545455,0.409090909090909,0.477272727272727,-0.193181818181818,0.0681818181818182
binary,fusion,DLBC,Any called fusion,small,low,C,4,0.454545454545455,0.370867768595041,0.454545454545455,0.454545454545455,-0.0836776859504132,0
binary,fusion,DLBC,Any called fusion,small,low,C,5,0.545454545454545,0.46797520661157,0.477272727272727,0.431818181818182,-0.0774793388429751,-0.0454545454545455
binary,fusion,HNSC,Any called fusion,medium,low,C,1,0.546980032863616,0.553328685953294,0.500535278593836,0.542648010755365,0.00634865308967791,0.0421127321615298
binary,fusion,HNSC,Any called fusion,medium,low,C,2,0.520141413135488,0.57892247174227,0.523091669571279,0.535166558781059,0.058781058606782,0.0120748892097794
binary,fusion,HNSC,Any called fusion,medium,low,C,3,0.533934173181298,0.586590648807449,0.558370263406862,0.560312204351939,0.0526564756261514,0.00194194094507794
binary,fusion,HNSC,Any called fusion,medium,low,C,4,0.503734501817458,0.53109595180003,0.491771647662202,0.519743066274959,0.0273614499825723,0.0279714186127571
binary,fusion,HNSC,Any called fusion,medium,low,C,5,0.550042324353931,0.567270826071802,0.590138425534034,0.567308171089977,0.0172285017178708,-0.0228302544440572
binary,fusion,KIRC,Any called fusion,large,low,C,1,0.576903043381204,0.554579953865615,0.569871270183793,0.547204033038172,-0.0223230895155889,-0.0226672371456209
binary,fusion,KIRC,Any called fusion,large,low,C,2,0.573182528461939,0.57095021951038,0.553714934146886,0.566457697745368,-0.0022323089515589,0.012742763598482
binary,fusion,KIRC,Any called fusion,large,low,C,3,0.568383064216088,0.542674306123968,0.555119428528908,0.535651834213855,-0.0257087580921199,-0.0194675943150532
binary,fusion,KIRC,Any called fusion,large,low,C,4,0.546562244214599,0.530117568271449,0.52282535902969,0.51639816950666,-0.0164446759431506,-0.00642718952303001
binary,fusion,KIRC,Any called fusion,large,low,C,5,0.574428900959893,0.568848128580996,0.572177989433738,0.561137361410819,-0.0055807723788972,-0.0110406280229184
binary,fusion,LUSC,Any called fusion,large,moderate,C,1,0.55272952853598,0.603149986214502,0.562879101185553,0.593396746622553,0.0504204576785222,0.0305176454370004
binary,fusion,LUSC,Any called fusion,large,moderate,C,2,0.524538185828508,0.576371657016818,0.555934656741108,0.534877309070857,0.0518334711883099,-0.0210573476702509
binary,fusion,LUSC,Any called fusion,large,moderate,C,3,0.598600771987869,0.600634132892197,0.620692031982355,0.613971601874828,0.0020333609043286,-0.00672043010752688
binary,fusion,LUSC,Any called fusion,large,moderate,C,4,0.575992555831266,0.564826302729529,0.524176316515026,0.557416597739178,-0.011166253101737,0.0332402812241522
binary,fusion,LUSC,Any called fusion,large,moderate,C,5,0.507375241246209,0.525020678246485,0.483750344637441,0.528915081334436,0.0176454370002757,0.0451647366969947
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,1,0.826155826155826,0.837837837837838,0.748094248094248,0.784278784278784,0.0116820116820117,0.0361845361845362
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,2,0.7996237996238,0.864072864072864,0.708692208692209,0.835016335016335,0.0644490644490645,0.126324126324126
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,3,0.852291852291852,0.861498861498862,0.76972576972577,0.774923274923275,0.00920700920700912,0.00519750519750506
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,4,0.809226809226809,0.842094842094842,0.777002277002277,0.84011484011484,0.0328680328680329,0.0631125631125632
binary,fusion,THCA,Fusion pair: CCDC6--RET,large,high,B,5,0.776457776457777,0.838332838332838,0.778041778041778,0.822542322542322,0.0618750618750619,0.0445005445005444
binary,fusion,THYM,Any called fusion,small,moderate,C,1,0.498765432098765,0.588065843621399,0.527777777777778,0.561111111111111,0.0893004115226337,0.0333333333333333
binary,fusion,THYM,Any called fusion,small,moderate,C,2,0.619753086419753,0.586831275720165,0.587037037037037,0.524074074074074,-0.0329218106995886,-0.062962962962963
binary,fusion,THYM,Any called fusion,small,moderate,C,3,0.662139917695473,0.665843621399177,0.625925925925926,0.627777777777778,0.00370370370370376,0.00185185185185188
binary,fusion,THYM,Any called fusion,small,moderate,C,4,0.519753086419753,0.593415637860082,0.538888888888889,0.6,0.0736625514403293,0.0611111111111111
binary,fusion,THYM,Any called fusion,small,moderate,C,5,0.50082304526749,0.545679012345679,0.522222222222222,0.568518518518519,0.0448559670781894,0.0462962962962964
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,1,0.855614289368233,0.858299940318868,0.779691363287578,0.793418023701935,0.00268565095063522,0.0137266604143577
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,2,0.841418705772018,0.844829056185523,0.814839287236764,0.772486998039049,0.00341035041350501,-0.0423522891977151
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,3,0.827180492795635,0.846193196350925,0.767286213658453,0.757609344360133,0.0190127035552903,-0.00967686929832034
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,4,0.852800750277091,0.854719072384688,0.799066416574303,0.765048171199591,0.00191832210759646,-0.0340182453747122
binary,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),medium,moderate,A,5,0.847727854037002,0.846065308210419,0.786213658453406,0.802881746099412,-0.00166254582658376,0.0166680876460057
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,1,0.73354061406918,0.760143801010494,0.688107267780801,0.688330742324135,0.0266031869413137,0.00022347454333449
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,2,0.743023707734163,0.762670034978624,0.679722114263506,0.686815001943257,0.0196463272444617,0.00709288767975114
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,3,0.739623008161679,0.768927322191994,0.69671589584143,0.707899339292655,0.0293043140303149,0.0111834434512242
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,4,0.734881461329188,0.760202098717451,0.685532452390206,0.699300427516518,0.0253206373882627,0.0137679751263117
binary,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),large,low,B,5,0.734589972794403,0.759580256509911,0.673698017877964,0.68768946754761,0.0249902837155072,0.0139914496696463
binary,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,1,0.910897116608556,0.90940284465106,0.859732137915767,0.822569040898777,-0.0014942719574963,-0.0371630970169904
binary,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,2,0.880568930211965,0.909181471027727,0.819912557418784,0.827107200177099,0.0286125408157618,0.00719464275831538
binary,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,3,0.903038352980242,0.907465825446898,0.843073772759976,0.836764624494992,0.00442747246665565,-0.00630914826498419
binary,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,4,0.905196745807737,0.911782611101887,0.829569981736676,0.843073772759976,0.00658586529415017,0.0135037910232996
binary,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),medium,moderate,A,5,0.924622281255188,0.922353201616027,0.839919198627484,0.838341911561238,-0.00226907963916101,-0.00157728706624605
binary,oncogenic_pathway,KIRP,PI3K,small,high,C,1,0.484940984940985,0.515873015873016,0.506410256410256,0.481684981684982,0.030932030932031,-0.0247252747252748
binary,oncogenic_pathway,KIRP,PI3K,small,high,C,2,0.502238502238502,0.518111518111518,0.556166056166056,0.525030525030525,0.0158730158730159,-0.0311355311355311
binary,oncogenic_pathway,KIRP,PI3K,small,high,C,3,0.398046398046398,0.463573463573464,0.422161172161172,0.457875457875458,0.0655270655270656,0.0357142857142856
binary,oncogenic_pathway,KIRP,PI3K,small,high,C,4,0.442002442002442,0.488196988196988,0.482295482295482,0.434371184371184,0.0461945461945462,-0.0479242979242979
binary,oncogenic_pathway,KIRP,PI3K,small,high,C,5,0.433048433048433,0.415954415954416,0.438644688644689,0.444749694749695,-0.0170940170940171,0.00610500610500608
binary,oncogenic_pathway,LIHC,TP53,small,low,B,1,0.638845144356955,0.687739032620922,0.592800899887514,0.648387701537308,0.048893888263967,0.0555868016497938
binary,oncogenic_pathway,LIHC,TP53,small,low,B,2,0.689763779527559,0.692613423322085,0.648106486689164,0.648200224971879,0.00284964379452568,9.37382827146394e-05
binary,oncogenic_pathway,LIHC,TP53,small,low,B,3,0.63100862392201,0.668803899512561,0.585114360704912,0.63318335208099,0.0377952755905512,0.048068991376078
binary,oncogenic_pathway,LIHC,TP53,small,low,B,4,0.716572928383952,0.71713535808024,0.656805399325084,0.662392200974878,0.000562429696287947,0.00558680164979375
binary,oncogenic_pathway,LIHC,TP53,small,low,B,5,0.671053618297713,0.69610048743907,0.598481439820023,0.644731908511436,0.0250468691413573,0.0462504686914136
binary,oncogenic_pathway,LUAD,NRF2,medium,moderate,C,1,0.587015218458518,0.672557682866961,0.584417443953527,0.626677303223695,0.0855424644084438,0.0422598592701685
binary,oncogenic_pathway,LUAD,NRF2,medium,moderate,C,2,0.562755686467027,0.633570610374734,0.556332842415317,0.615140729831452,0.0708149239077074,0.0588078874161349
binary,oncogenic_pathway,LUAD,NRF2,medium,moderate,C,3,0.61004745540828,0.64081165112093,0.575192276223204,0.617922598592702,0.0307641957126493,0.0427303223694977
binary,oncogenic_pathway,LUAD,NRF2,medium,moderate,C,4,0.604565537555228,0.644943544428081,0.598858615611193,0.629254622811324,0.0403780068728523,0.0303960072001309
binary,oncogenic_pathway,LUAD,NRF2,medium,moderate,C,5,0.593233513336606,0.646989036164294,0.582862870234004,0.621522664048437,0.0537555228276878,0.0386597938144331
binary,oncogenic_pathway,LUSC,PI3K,medium,low,C,1,0.601474166308859,0.595558418014408,0.580470874481179,0.575783598110777,-0.00591574829445163,-0.00468727637040212
binary,oncogenic_pathway,LUSC,PI3K,medium,low,C,2,0.583178283478842,0.601283335718716,0.575568913696866,0.587770144554172,0.018105052239874,0.0122012308573065
binary,oncogenic_pathway,LUSC,PI3K,medium,low,C,3,0.607342206955775,0.60786699107867,0.565490673154907,0.567887982443586,0.000524784122894917,0.00239730928867898
binary,oncogenic_pathway,LUSC,PI3K,medium,low,C,4,0.60378798721435,0.592672105338486,0.583524163923477,0.554052764658175,-0.0111158818758647,-0.0294713992653023
binary,oncogenic_pathway,LUSC,PI3K,medium,low,C,5,0.618887457659463,0.61938838795859,0.576713897237727,0.576546920471352,0.000500930299126901,-0.000166976766375671
binary,oncogenic_pathway,PRAD,MYC,medium,high,C,1,0.548289879450519,0.624614522007289,0.52701850294365,0.598647322680123,0.0763246425567704,0.0716288197364733
binary,oncogenic_pathway,PRAD,MYC,medium,high,C,2,0.542402579198206,0.611157835716288,0.524074852817494,0.596544715447155,0.0687552565180825,0.0724698626296608
binary,oncogenic_pathway,PRAD,MYC,medium,high,C,3,0.619988786094758,0.630011213905243,0.564339781328848,0.573626296607794,0.010022427810485,0.00928651527894586
binary,oncogenic_pathway,PRAD,MYC,medium,high,C,4,0.646341463414634,0.651668068404822,0.592269414073451,0.610912531539108,0.00532660499018778,0.0186431174656573
binary,oncogenic_pathway,PRAD,MYC,medium,high,C,5,0.59300532660499,0.594967760022428,0.552144659377628,0.588730025231287,0.00196243341743763,0.0365853658536586
binary,oncogenic_pathway,STAD,MYC,small,moderate,C,1,0.531617647058824,0.519852941176471,0.491577540106952,0.551838235294118,-0.0117647058823529,0.0602606951871657
binary,oncogenic_pathway,STAD,MYC,small,moderate,C,2,0.532754010695187,0.562566844919786,0.520989304812834,0.551002673796791,0.029812834224599,0.0300133689839572
binary,oncogenic_pathway,STAD,MYC,small,moderate,C,3,0.490508021390374,0.499598930481283,0.478375668449198,0.486664438502674,0.00909090909090909,0.008288770053476
binary,oncogenic_pathway,STAD,MYC,small,moderate,C,4,0.513636363636364,0.575401069518717,0.51129679144385,0.496691176470588,0.0617647058823529,-0.014605614973262
binary,oncogenic_pathway,STAD,MYC,small,moderate,C,5,0.499197860962567,0.509959893048128,0.497493315508021,0.499131016042781,0.0107620320855615,0.00163770053475942
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,1,0.634221681096681,0.659564393939394,0.612554112554113,0.619047619047619,0.0253427128427128,0.00649350649350655
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,2,0.629667207792208,0.66700487012987,0.614718614718615,0.629193722943723,0.0373376623376623,0.0144751082251082
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,3,0.664998196248196,0.66504329004329,0.58887987012987,0.619994588744589,4.50937950937647e-05,0.0311147186147187
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,4,0.606443903318903,0.649891774891775,0.586309523809524,0.627570346320346,0.0434478715728716,0.0412608225108225
binary,oncogenic_pathway,UCEC,HIPPO,large,low,C,5,0.630005411255411,0.657084235209235,0.595508658008658,0.600243506493507,0.027078823953824,0.00473484848484862
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,1,0.599016853932584,0.580357142857143,0.586928170144462,0.590790529695024,-0.0186597110754414,0.0038623595505618
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,2,0.592721709470305,0.575466492776886,0.611556982343499,0.594101123595506,-0.017255216693419,-0.0174558587479936
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,3,0.574638844301766,0.552668539325843,0.566663322632424,0.550762439807384,-0.021970304975923,-0.0159008828250402
binary,oncogenic_pathway,UCEC,MYC,large,moderate,C,4,0.581661316211878,0.564581661316212,0.584921749598716,0.590389245585875,-0.0170796548956661,0.0054674959871589
