family,tumor_type,endpoint,n,repeat,outer_fold,selected_components,reached_ceiling,seed
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,3,5,3,FALSE,20290970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,4,1,4,FALSE,20300970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,4,2,2,FALSE,20300970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,4,3,3,FALSE,20300970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,4,4,3,FALSE,20300970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,4,5,3,FALSE,20300970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,5,1,3,FALSE,20310970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,5,2,3,FALSE,20310970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,5,3,3,FALSE,20310970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,5,4,3,FALSE,20310970
rna_pathway_activity,THCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,503,5,5,3,FALSE,20310970
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,1,1,3,FALSE,20270949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,1,2,3,FALSE,20270949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,1,3,4,FALSE,20270949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,1,4,3,FALSE,20270949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,1,5,3,FALSE,20270949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,2,1,3,FALSE,20280949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,2,2,3,FALSE,20280949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,2,3,3,FALSE,20280949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,2,4,3,FALSE,20280949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,2,5,4,FALSE,20280949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,3,1,3,FALSE,20290949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,3,2,3,FALSE,20290949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,3,3,3,FALSE,20290949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,3,4,2,FALSE,20290949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,3,5,4,FALSE,20290949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,4,1,2,FALSE,20300949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,4,2,3,FALSE,20300949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,4,3,3,FALSE,20300949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,4,4,4,FALSE,20300949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,4,5,3,FALSE,20300949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,5,1,3,FALSE,20310949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,5,2,3,FALSE,20310949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,5,3,4,FALSE,20310949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,5,4,2,FALSE,20310949
rna_pathway_activity,THCA,HALLMARK_P53_PATHWAY,503,5,5,3,FALSE,20310949
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,1,1,3,FALSE,20271160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,1,2,3,FALSE,20271160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,1,3,3,FALSE,20271160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,1,4,3,FALSE,20271160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,1,5,3,FALSE,20271160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,2,1,3,FALSE,20281160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,2,2,3,FALSE,20281160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,2,3,3,FALSE,20281160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,2,4,3,FALSE,20281160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,2,5,3,FALSE,20281160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,3,1,3,FALSE,20291160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,3,2,3,FALSE,20291160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,3,3,4,FALSE,20291160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,3,4,3,FALSE,20291160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,3,5,3,FALSE,20291160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,4,1,3,FALSE,20301160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,4,2,3,FALSE,20301160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,4,3,3,FALSE,20301160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,4,4,3,FALSE,20301160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,4,5,3,FALSE,20301160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,5,1,3,FALSE,20311160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,5,2,3,FALSE,20311160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,5,3,3,FALSE,20311160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,5,4,3,FALSE,20311160
rna_pathway_activity,THCA,HALLMARK_PANCREAS_BETA_CELLS,503,5,5,3,FALSE,20311160
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,1,1,3,FALSE,20271346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,1,2,3,FALSE,20271346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,1,3,2,FALSE,20271346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,1,4,2,FALSE,20271346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,1,5,3,FALSE,20271346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,2,1,3,FALSE,20281346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,2,2,2,FALSE,20281346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,2,3,4,FALSE,20281346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,2,4,3,FALSE,20281346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,2,5,1,FALSE,20281346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,3,1,5,FALSE,20291346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,3,2,2,FALSE,20291346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,3,3,3,FALSE,20291346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,3,4,2,FALSE,20291346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,3,5,3,FALSE,20291346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,4,1,2,FALSE,20301346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,4,2,2,FALSE,20301346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,4,3,2,FALSE,20301346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,4,4,3,FALSE,20301346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,4,5,2,FALSE,20301346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,5,1,2,FALSE,20311346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,5,2,2,FALSE,20311346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,5,3,3,FALSE,20311346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,5,4,2,FALSE,20311346
rna_pathway_activity,THCA,HALLMARK_TGF_BETA_SIGNALING,503,5,5,3,FALSE,20311346
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,1,1,3,FALSE,20270903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,1,2,3,FALSE,20270903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,1,3,4,FALSE,20270903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,1,4,4,FALSE,20270903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,1,5,3,FALSE,20270903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,2,1,3,FALSE,20280903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,2,2,4,FALSE,20280903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,2,3,3,FALSE,20280903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,2,4,4,FALSE,20280903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,2,5,4,FALSE,20280903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,3,1,3,FALSE,20290903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,3,2,5,FALSE,20290903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,3,3,3,FALSE,20290903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,3,4,4,FALSE,20290903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,3,5,4,FALSE,20290903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,4,1,4,FALSE,20300903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,4,2,4,FALSE,20300903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,4,3,4,FALSE,20300903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,4,4,4,FALSE,20300903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,4,5,4,FALSE,20300903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,5,1,3,FALSE,20310903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,5,2,3,FALSE,20310903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,5,3,3,FALSE,20310903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,5,4,3,FALSE,20310903
rna_pathway_activity,THCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,503,5,5,4,FALSE,20310903
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,1,1,1,FALSE,20271337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,1,2,1,FALSE,20271337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,1,3,1,FALSE,20271337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,1,4,3,FALSE,20271337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,1,5,1,FALSE,20271337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,2,1,3,FALSE,20281337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,2,2,1,FALSE,20281337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,2,3,1,FALSE,20281337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,2,4,1,FALSE,20281337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,2,5,4,FALSE,20281337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,3,1,2,FALSE,20291337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,3,2,1,FALSE,20291337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,3,3,4,FALSE,20291337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,3,4,1,FALSE,20291337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,3,5,1,FALSE,20291337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,4,1,3,FALSE,20301337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,4,2,1,FALSE,20301337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,4,3,1,FALSE,20301337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,4,4,1,FALSE,20301337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,4,5,1,FALSE,20301337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,5,1,1,FALSE,20311337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,5,2,1,FALSE,20311337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,5,3,1,FALSE,20311337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,5,4,4,FALSE,20311337
rna_pathway_activity,THYM,HALLMARK_ADIPOGENESIS,117,5,5,1,FALSE,20311337
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,1,1,3,FALSE,20271003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,1,2,1,FALSE,20271003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,1,3,2,FALSE,20271003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,1,4,1,FALSE,20271003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,1,5,1,FALSE,20271003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,2,1,3,FALSE,20281003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,2,2,4,FALSE,20281003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,2,3,2,FALSE,20281003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,2,4,1,FALSE,20281003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,2,5,1,FALSE,20281003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,3,1,3,FALSE,20291003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,3,2,1,FALSE,20291003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,3,3,1,FALSE,20291003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,3,4,2,FALSE,20291003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,3,5,1,FALSE,20291003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,4,1,2,FALSE,20301003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,4,2,1,FALSE,20301003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,4,3,2,FALSE,20301003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,4,4,1,FALSE,20301003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,4,5,3,FALSE,20301003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,5,1,2,FALSE,20311003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,5,2,2,FALSE,20311003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,5,3,3,FALSE,20311003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,5,4,2,FALSE,20311003
rna_pathway_activity,THYM,HALLMARK_ANGIOGENESIS,117,5,5,2,FALSE,20311003
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,1,1,1,FALSE,20271269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,1,2,4,FALSE,20271269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,1,3,2,FALSE,20271269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,1,4,1,FALSE,20271269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,1,5,3,FALSE,20271269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,2,1,2,FALSE,20281269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,2,2,1,FALSE,20281269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,2,3,1,FALSE,20281269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,2,4,1,FALSE,20281269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,2,5,1,FALSE,20281269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,3,1,1,FALSE,20291269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,3,2,1,FALSE,20291269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,3,3,1,FALSE,20291269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,3,4,1,FALSE,20291269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,3,5,1,FALSE,20291269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,4,1,3,FALSE,20301269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,4,2,1,FALSE,20301269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,4,3,1,FALSE,20301269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,4,4,2,FALSE,20301269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,4,5,1,FALSE,20301269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,5,1,1,FALSE,20311269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,5,2,1,FALSE,20311269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,5,3,2,FALSE,20311269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,5,4,1,FALSE,20311269
rna_pathway_activity,THYM,HALLMARK_APICAL_JUNCTION,117,5,5,1,FALSE,20311269
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,1,1,1,FALSE,20271317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,1,2,1,FALSE,20271317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,1,3,4,FALSE,20271317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,1,4,1,FALSE,20271317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,1,5,1,FALSE,20271317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,2,1,1,FALSE,20281317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,2,2,1,FALSE,20281317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,2,3,2,FALSE,20281317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,2,4,1,FALSE,20281317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,2,5,1,FALSE,20281317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,3,1,1,FALSE,20291317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,3,2,1,FALSE,20291317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,3,3,1,FALSE,20291317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,3,4,1,FALSE,20291317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,3,5,1,FALSE,20291317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,4,1,1,FALSE,20301317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,4,2,4,FALSE,20301317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,4,3,1,FALSE,20301317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,4,4,1,FALSE,20301317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,4,5,1,FALSE,20301317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,5,1,1,FALSE,20311317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,5,2,1,FALSE,20311317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,5,3,1,FALSE,20311317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,5,4,1,FALSE,20311317
rna_pathway_activity,THYM,HALLMARK_APICAL_SURFACE,117,5,5,1,FALSE,20311317
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,1,1,1,FALSE,20271170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,1,2,1,FALSE,20271170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,1,3,2,FALSE,20271170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,1,4,1,FALSE,20271170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,1,5,1,FALSE,20271170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,2,1,1,FALSE,20281170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,2,2,1,FALSE,20281170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,2,3,1,FALSE,20281170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,2,4,2,FALSE,20281170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,2,5,2,FALSE,20281170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,3,1,1,FALSE,20291170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,3,2,1,FALSE,20291170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,3,3,1,FALSE,20291170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,3,4,1,FALSE,20291170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,3,5,2,FALSE,20291170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,4,1,1,FALSE,20301170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,4,2,1,FALSE,20301170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,4,3,1,FALSE,20301170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,4,4,2,FALSE,20301170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,4,5,1,FALSE,20301170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,5,1,1,FALSE,20311170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,5,2,1,FALSE,20311170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,5,3,1,FALSE,20311170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,5,4,1,FALSE,20311170
rna_pathway_activity,THYM,HALLMARK_CHOLESTEROL_HOMEOSTASIS,117,5,5,1,FALSE,20311170
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,1,1,2,FALSE,20271275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,1,2,1,FALSE,20271275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,1,3,1,FALSE,20271275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,1,4,3,FALSE,20271275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,1,5,1,FALSE,20271275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,2,1,1,FALSE,20281275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,2,2,2,FALSE,20281275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,2,3,1,FALSE,20281275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,2,4,1,FALSE,20281275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,2,5,1,FALSE,20281275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,3,1,1,FALSE,20291275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,3,2,1,FALSE,20291275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,3,3,1,FALSE,20291275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,3,4,1,FALSE,20291275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,3,5,1,FALSE,20291275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,4,1,1,FALSE,20301275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,4,2,1,FALSE,20301275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,4,3,1,FALSE,20301275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,4,4,1,FALSE,20301275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,4,5,1,FALSE,20301275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,5,1,1,FALSE,20311275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,5,2,1,FALSE,20311275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,5,3,1,FALSE,20311275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,5,4,1,FALSE,20311275
rna_pathway_activity,THYM,HALLMARK_COAGULATION,117,5,5,1,FALSE,20311275
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,1,1,1,FALSE,20270921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,1,2,2,FALSE,20270921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,1,3,2,FALSE,20270921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,1,4,2,FALSE,20270921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,1,5,3,FALSE,20270921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,2,1,2,FALSE,20280921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,2,2,4,FALSE,20280921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,2,3,2,FALSE,20280921
rna_pathway_activity,THYM,HALLMARK_E2F_TARGETS,117,2,4,3,FALSE,20280921
