family,tumor_type,endpoint,n,positive,negative,tier,balanced_accuracy,adjusted_balanced_accuracy,q_value,repeated_sensitivity_mean,repeated_specificity_mean,repeated_balanced_accuracy_mean,repeated_auc_mean,repeated_pr_auc_mean,repeated_pr_auc_sd,repeated_pr_auc_minimum,repeated_pr_auc_maximum,ppv_tcga_prevalence_mean,ppv_tcga_prevalence_sd,npv_tcga_prevalence_mean,npv_tcga_prevalence_sd,observed_tcga_prevalence,minimum_outer_training_positive,minimum_outer_training_negative,minimum_outer_test_positive,minimum_outer_test_negative,maximum_outer_test_positive,maximum_outer_test_negative,selected_components_median,selected_components_q1,selected_components_q3,selected_components_minimum,selected_components_maximum,selected_components_unique,minimum_inner_training_positive,minimum_inner_training_negative,minimum_inner_validation_positive,minimum_inner_validation_negative,repeat_score_spearman_mean,repeat_score_spearman_minimum,repeat_class_agreement_mean,patients_same_class_all_repeats,median_patient_score_z_sd,minimum_class_n,eligible_at_50_per_class,model_evidence_tier,default_inference,limited_evidence_reason,pr_auc_definition,predictive_value_scope
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),364,56,308,A,0.730519480519481,0.461038961038961,0.001,0.564285714285714,0.922077922077922,0.743181818181818,0.85698051948052,0.561826090629034,0.0402470152469921,0.507369231995064,0.616800888452196,0.570375648193791,0.0458853390014561,0.92088779193856,0.00516419446556218,0.153846153846154,44,246,11,61,12,62,8,6,14,3,20,12,35,196,8,49,0.649165628891656,0.574510918720134,0.896703296703297,0.793956043956044,0.508034594454623,56,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),438,106,332,B,0.687542623323483,0.375085246646965,0.001,0.515094339622642,0.854819277108434,0.684956808365538,0.756842464196408,0.521626205061602,0.0233894591771375,0.494300600722686,0.546143471079175,0.531605832744447,0.0146592596232914,0.846767080094908,0.00716357969249754,0.242009132420091,84,265,21,66,22,67,12,9,13,5,19,11,67,212,16,53,0.752992226306057,0.706984428405676,0.876712328767123,0.742009132420091,0.390534130935033,106,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,BLCA,TP53,373,232,141,B,0.63351369528002,0.267027390560039,0.01,0.821551724137931,0.442553191489362,0.632052457813646,0.683394472976278,0.760020556834787,0.0154168005480893,0.743690225930653,0.785416868204668,0.707826851904276,0.0103149960127086,0.603437904554548,0.0433389597616292,0.621983914209115,185,112,46,28,47,29,2,2,2,1,18,6,148,89,37,22,0.800975659500315,0.64698367140996,0.884182305630027,0.74798927613941,0.33944839682591,141,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,BRCA,TP53,942,437,505,A,0.7418628361692,0.483725672338401,0.009,0.669565217391304,0.808316831683168,0.738941024537236,0.807034460883159,0.797314487747905,0.00430846602206203,0.791527689354676,0.802440712607616,0.751383573087317,0.00404135999058877,0.738723689891349,0.00612136044868185,0.463906581740977,349,404,87,101,88,101,3,1,3,1,5,5,279,323,69,80,0.939963131726924,0.933691861690163,0.940127388535032,0.878980891719745,0.183699364282788,437,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,COAD,MYC,323,79,244,B,0.615739780037352,0.231479560074704,0.0045,0.293670886075949,0.883606557377049,0.588638721726499,0.647302344884831,0.375134192524194,0.0289945545170714,0.351191730197893,0.421125967982439,0.451389684642806,0.0475710329658719,0.794390948452301,0.00743429548876323,0.244582043343653,63,195,15,48,16,49,4,4,5,3,8,5,50,156,12,39,0.821402575777324,0.794402530908117,0.891640866873065,0.780185758513932,0.330871054245149,79,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,COAD,TP53,323,208,115,B,0.693102006688963,0.386204013377927,0.0045,0.840384615384615,0.506086956521739,0.673235785953177,0.733846153846154,0.815227142878403,0.0133915064766043,0.793512917094773,0.829330427815,0.754899396370619,0.0125907285037452,0.637704617104841,0.0329903759514529,0.643962848297214,166,92,41,23,42,23,3,2,3,1,7,6,132,73,33,18,0.861942651456718,0.829259138183624,0.89969040247678,0.789473684210526,0.2995749125199,115,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,HNSC,TP53,412,312,100,B,0.659102564102564,0.318205128205128,0.01,0.88974358974359,0.368,0.628871794871795,0.674801282051282,0.843010189578387,0.0206459958955966,0.823966711176417,0.875351690534419,0.814548372954763,0.00658052145335374,0.517638804797938,0.0357651263106907,0.757281553398058,249,80,62,20,63,20,5,3,7,1,18,12,199,64,49,16,0.628297004569272,0.550606287780917,0.88495145631068,0.757281553398058,0.45938123968747,100,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LGG,Cell Cycle,476,195,281,B,0.621078565562551,0.242157131125103,0.0015,0.436923076923077,0.790747330960854,0.613835203941965,0.635941235514189,0.564022018969141,0.0227166301863228,0.544604398443918,0.593584932981876,0.593587713269239,0.0356309201695048,0.669194783504523,0.0108996936650163,0.409663865546218,156,224,39,56,39,57,1,1,3,1,8,7,124,179,31,44,0.713118067087808,0.643915894063683,0.855042016806723,0.71218487394958,0.386712235524189,195,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LGG,HIPPO,481,379,102,A,0.826555952196182,0.653111904392364,0.0015,0.940369393139842,0.688235294117647,0.814302343628745,0.881349267939366,0.948926321363589,0.010729707284401,0.934322472097234,0.959816516307768,0.918074158500644,0.00354672356869285,0.757414800722539,0.0338580180661029,0.787941787941788,303,81,75,20,76,21,6,3,6,2,20,8,242,64,60,16,0.754063510925544,0.690767634854772,0.943451143451144,0.879417879417879,0.382887864027209,102,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LGG,RTK RAS,481,135,346,A,0.701273817169771,0.402547634339542,0.0015,0.466666666666667,0.88150289017341,0.674084778420039,0.734074074074074,0.559381419907456,0.0455243988523397,0.492940036828351,0.606366074963574,0.606515674486029,0.0336172688837274,0.809055909553473,0.00845792979353841,0.280665280665281,108,276,27,69,27,70,2,2,3,1,15,7,86,220,21,55,0.757830397425833,0.657805962681481,0.919334719334719,0.831600831600832,0.337628170342769,135,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LGG,TGF-Beta,481,130,351,B,0.635327635327635,0.270655270655271,0.0015,0.426153846153846,0.829059829059829,0.627606837606838,0.722257286872672,0.465071261861447,0.0165153986892752,0.450630490957617,0.48693003141442,0.480961494078357,0.0153201810604062,0.796057844113213,0.00548411198389772,0.27027027027027,104,280,26,70,26,71,8,7,13,3,16,9,83,224,20,56,0.738403104269287,0.685239193071143,0.834095634095634,0.661122661122661,0.446868157652959,130,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LGG,TP53,481,248,233,A,0.813616225944898,0.627232451889797,0.0015,0.809677419354839,0.857510729613734,0.833594074484286,0.882669943236882,0.877809435396554,0.00847356838082714,0.866462448383573,0.88708344807135,0.858253339218409,0.0124735905287736,0.808982342374647,0.0100811369848546,0.515592515592516,198,186,49,46,50,47,3,3,4,2,7,6,158,148,39,37,0.932397893824242,0.90980042442698,0.943451143451144,0.885654885654886,0.212037498543166,233,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LGG,WNT,481,131,350,B,0.690970556161396,0.381941112322792,0.0015,0.56793893129771,0.872571428571429,0.720255179934569,0.808693565976009,0.594519589034644,0.0344189039615536,0.562119221382313,0.641310476512584,0.626137284185425,0.0268527684772484,0.843654592112738,0.0046811027218595,0.272349272349272,104,280,26,70,27,70,3,3,4,1,16,9,83,224,20,56,0.787769849725244,0.726405267380371,0.915592515592516,0.819126819126819,0.383556060050854,131,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LIHC,Cell Cycle,337,232,105,B,0.635796387520526,0.271592775041051,0.00333333333333333,0.836206896551724,0.44,0.638103448275862,0.690369458128079,0.800142787048332,0.0190090184893953,0.775180836944454,0.819608902717066,0.767491962137255,0.00979762161340053,0.550294438942104,0.0340036366162669,0.688427299703264,185,84,46,21,47,21,7,5,8,3,20,11,148,67,37,16,0.65706146170652,0.548293266879206,0.839762611275964,0.664688427299703,0.491368184679154,105,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LIHC,TP53,337,127,210,B,0.621297337832771,0.242594675665542,0.00333333333333333,0.428346456692913,0.78,0.604173228346457,0.643254593175853,0.512264150666799,0.0450648636417059,0.449116746388792,0.574503947488753,0.543594026382,0.0344278510936241,0.692829913655028,0.00529451218836049,0.376854599406528,101,168,25,42,26,42,3,3,7,2,17,9,80,134,20,33,0.616545064727557,0.544075189818171,0.790504451038576,0.55786350148368,0.487508105225494,127,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LIHC,WNT,337,147,190,B,0.634622269960616,0.269244539921232,0.00333333333333333,0.541496598639456,0.646315789473684,0.59390619405657,0.613834586466165,0.526241278234236,0.0286124221612774,0.494924555178427,0.558294370054486,0.542625115159142,0.0219003698921368,0.645655531471265,0.014687339248581,0.43620178041543,117,152,29,38,30,38,6,3,15,2,20,12,93,121,23,30,0.507662333101731,0.434318962252083,0.72700296735905,0.433234421364985,0.549737271826213,147,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LUAD,TP53,451,274,177,B,0.664171718421378,0.328343436842756,0.01,0.797080291970803,0.538983050847458,0.66803167140913,0.721724607200297,0.764666673143901,0.0150825135973419,0.753471208947631,0.788326543941298,0.728000990921405,0.00393782395568257,0.632011119905306,0.0127458446722573,0.607538802660754,219,141,54,35,55,36,3,2,4,1,12,8,175,112,43,28,0.768171967898279,0.71300407485169,0.86119733924612,0.720620842572062,0.388405863442849,177,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,LUSC,NRF2,443,109,334,B,0.619307257045542,0.238614514091084,0.01,0.311926605504587,0.816167664670659,0.564047135087623,0.631846398945229,0.344748503314229,0.0144943988403653,0.333203756054129,0.369937752730719,0.356316064887493,0.0137546984519276,0.784294271603734,0.00500583626157905,0.246049661399549,87,267,21,66,22,67,8,6,11,5,20,12,69,213,17,53,0.69161499067886,0.59589745614178,0.832505643340858,0.650112866817156,0.460320456812436,109,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,PCPG,RTK RAS,158,52,106,B,0.698476052249637,0.396952104499274,0.001,0.503846153846154,0.775471698113208,0.639658925979681,0.69833091436865,0.503416661270095,0.0675484387870151,0.432067250272424,0.602793305931665,0.524481926180039,0.0314170832580507,0.761512255792647,0.0168378189279335,0.329113924050633,41,84,10,21,11,22,3,2,5,1,19,10,32,67,8,16,0.626318039305768,0.53356993667083,0.822784810126582,0.639240506329114,0.504857305954437,52,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,SARC,RTK RAS,222,86,136,B,0.62594049247606,0.25188098495212,0.014,0.448837209302326,0.770588235294118,0.609712722298222,0.646220930232558,0.512520468786088,0.0243822942473005,0.47270357898793,0.533339467775994,0.551159230418952,0.0379960968684055,0.689485222468168,0.0243101702007596,0.387387387387387,68,108,17,27,18,28,1,1,2,1,3,3,54,86,13,21,0.793148670859038,0.734745438781313,0.850450450450451,0.698198198198198,0.34793996221655,86,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,SARC,TP53,222,146,76,B,0.652577505407354,0.305155010814708,0.007,0.89041095890411,0.402631578947368,0.646521268925739,0.641149963950973,0.731766698150065,0.0234673362663972,0.700841726377681,0.752169463194463,0.741121917735406,0.00487549129910485,0.660477718360071,0.0513651019124717,0.657657657657658,116,60,29,15,30,16,1,1,2,1,15,6,92,48,23,12,0.67711534759807,0.595690855516759,0.904504504504505,0.801801801801802,0.462550189719792,76,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,STAD,HIPPO,327,70,257,B,0.609199555308505,0.21839911061701,0.0018,0.36,0.856809338521401,0.6084046692607,0.666136742634797,0.381958433810344,0.028142592528757,0.337005838630787,0.410345959451548,0.405862179362736,0.0352497090950639,0.831038300922217,0.00989360903714882,0.214067278287462,56,205,14,51,14,52,8,7,11,3,17,11,44,164,11,41,0.667096576689862,0.598523296821869,0.856880733944954,0.706422018348624,0.468884996514971,70,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,STAD,NOTCH,327,125,202,B,0.660990099009901,0.321980198019802,0.0018,0.5024,0.768316831683168,0.635358415841584,0.668871287128713,0.546495284602352,0.0209919362553141,0.519883388950688,0.567873106923199,0.575118178132151,0.0331845383347345,0.71372490020276,0.00787870366156711,0.382262996941896,100,161,25,40,25,41,2,2,4,2,19,8,80,128,20,32,0.698002874608585,0.61982271874275,0.837308868501529,0.657492354740061,0.468220297605365,125,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,STAD,PI3K,327,133,194,B,0.617859080691419,0.235718161382839,0.0018,0.430075187969925,0.695876288659794,0.562975738314859,0.604239981396791,0.487877652033696,0.0152812867391546,0.461782471955654,0.501599900754582,0.491674097992884,0.0446350394354248,0.640676847562276,0.0246767128460201,0.406727828746177,106,155,26,38,27,39,5,2,8,1,20,11,84,124,21,31,0.578965422329971,0.476432396591653,0.772477064220183,0.541284403669725,0.536031223312282,133,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,STAD,RTK RAS,327,192,135,B,0.608622685185185,0.21724537037037,0.0018,0.736458333333333,0.500740740740741,0.618599537037037,0.669614197530864,0.731632316922085,0.0175400815274045,0.704698300086947,0.746492662603721,0.677285047899863,0.0138873341418307,0.571856125612234,0.0223681869565366,0.587155963302752,153,108,38,27,39,27,3,3,4,1,6,6,122,86,30,21,0.79888670692583,0.760291071279036,0.814067278287462,0.623853211009174,0.346031129739569,135,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,STAD,TP53,327,184,143,B,0.64075326847066,0.28150653694132,0.0018,0.690217391304348,0.542657342657343,0.616437366980845,0.670644572818486,0.705430742877731,0.0310267771296061,0.654191359706437,0.732503719254906,0.660230865761527,0.0139162641819038,0.576314980310228,0.015652598088885,0.562691131498471,147,114,36,28,37,29,3,3,4,1,18,6,117,91,29,22,0.784032915229248,0.713928741555666,0.842813455657492,0.672782874617737,0.407759095585321,143,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,TGCT,RTK RAS,143,54,89,A,0.711714523512276,0.423429047024553,0.001,0.585185185185185,0.786516853932584,0.685851019558885,0.734290470245526,0.597268091276016,0.0162225006047334,0.571861886579519,0.615607486672776,0.624735109137995,0.0131074832793982,0.757620793451605,0.00641012013299776,0.377622377622378,43,71,10,17,11,18,2,1,3,1,5,5,34,56,8,14,0.747615647263535,0.630179093207262,0.868531468531469,0.706293706293706,0.413305457335462,54,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,THCA,RTK RAS,478,403,75,A,0.739834574028123,0.479669148056245,0.002,0.932506203473945,0.517333333333333,0.724919768403639,0.810997518610422,0.948270899561573,0.0109191945845937,0.936562049693185,0.961281740044024,0.912140252210491,0.00539296225458903,0.589097491870654,0.0419767555278847,0.843096234309624,322,60,80,15,81,15,4,4,7,2,10,8,257,48,64,12,0.735610067178212,0.687921189196263,0.933891213389121,0.868200836820084,0.39080604914654,75,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,THCA,WNT,478,62,416,B,0.69661135235732,0.39322270471464,0.002,0.467741935483871,0.927884615384615,0.697813275434243,0.740904156327543,0.391615881257069,0.0314044727445756,0.344587962186705,0.423332680657321,0.492228128500777,0.0358090998003331,0.921255750052993,0.00529142356500491,0.129707112970711,49,332,12,83,13,84,5,3,11,1,20,13,39,265,9,66,0.519346667011675,0.460137709814141,0.926359832635983,0.845188284518829,0.587047751347162,62,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,UCEC,TP53,468,218,250,A,0.759449541284404,0.518899082568807,0.005,0.685321100917431,0.832,0.758660550458716,0.809816513761468,0.783343542061311,0.0169080672244017,0.760123446793858,0.799568444967041,0.780679360657898,0.00843184544862785,0.752061260521392,0.00682618264879809,0.465811965811966,174,200,43,50,44,50,2,2,2,1,8,4,139,160,34,40,0.929265220594442,0.881724399158641,0.929059829059829,0.85042735042735,0.180851801562218,218,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
oncogenic_pathway,UCEC,WNT,468,230,238,B,0.626287906466935,0.252575812933869,0.005,0.651304347826087,0.600840336134454,0.62607234198027,0.670800146145415,0.652997970640816,0.0142109929589304,0.640079250162473,0.673910251379377,0.611921832092321,0.0117815925298907,0.64076584836555,0.0139883374324179,0.491452991452991,184,190,46,47,46,48,5,5,8,1,16,8,147,152,36,38,0.723487827118496,0.650402597924091,0.77051282051282,0.527777777777778,0.374214482204571,230,TRUE,standard_internal_evidence,TRUE,"","Average precision: non-interpolated area under the precision-recall curve for positive class 1, calculated within each repeated nested-CV run",Held-out PPV and NPV at the observed endpoint prevalence in the analysed TCGA cohort; not transportable prevalence-adjusted estimates
