outcome_type,family,tumor_type,endpoint,p_permutation,q_value,q_value_global,q_value_outcome_wide,q_value_atlas_wide,tier
continuous,thorsson,KIRP,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,PRAD,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,PCPG,T Cells Regulatory Tregs,1,1,1,1,1,C
continuous,thorsson,THCA,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,LGG,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,READ,Intratumor Heterogeneity,1,1,1,1,1,C
continuous,thorsson,BLCA,T Cells CD4 Memory Resting,1,1,1,1,1,C
continuous,thorsson,BLCA,Neutrophils,1,1,1,1,1,C
continuous,thorsson,KIRC,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,HNSC,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,PRAD,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,BLCA,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,GBM,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,SARC,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,LGG,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,READ,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,COAD,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,PRAD,CTA Score,1,1,1,1,1,C
continuous,thorsson,THCA,Intratumor Heterogeneity,1,1,1,1,1,C
continuous,thorsson,BLCA,BCR Shannon,1,1,1,1,1,C
continuous,thorsson,COAD,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,UCEC,Monocytes,1,1,1,1,1,C
continuous,thorsson,LUAD,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,TGCT,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,KIRP,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,STAD,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,TGCT,Macrophages M1,1,1,1,1,1,C
continuous,thorsson,LIHC,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,BLCA,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,UVM,T Cells CD8,1,1,1,1,1,C
continuous,thorsson,UCS,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,PCPG,TCR Shannon,1,1,1,1,1,C
continuous,thorsson,BRCA,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,ESCA,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,COAD,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,LUSC,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,GBM,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,THCA,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,BRCA,Eosinophils,1,1,1,1,1,C
continuous,thorsson,CESC,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,COAD,Monocytes,1,1,1,1,1,C
continuous,thorsson,PAAD,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,SARC,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,SKCM,TGF-beta Response,1,1,1,1,1,C
continuous,thorsson,SARC,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,COAD,BCR Shannon,1,1,1,1,1,C
continuous,thorsson,PCPG,Homologous Recombination Defects,1,1,1,1,1,C
continuous,thorsson,BLCA,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,LGG,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,KIRP,IFN-gamma Response,1,1,1,1,1,C
continuous,thorsson,KIRP,Th1 Cells,1,1,1,1,1,C
continuous,thorsson,READ,Lymphocyte Infiltration Signature Score,1,1,1,1,1,C
continuous,thorsson,BLCA,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,SKCM,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,READ,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,LIHC,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,COAD,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,HNSC,T Cells CD4 Memory Resting,1,1,1,1,1,C
continuous,thorsson,CESC,BCR Richness,1,1,1,1,1,C
continuous,thorsson,ACC,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,LUSC,SNV Neoantigens,1,1,1,1,1,C
continuous,thorsson,ESCA,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,BRCA,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,LUAD,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,READ,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,READ,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,LUSC,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,READ,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,SKCM,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,SKCM,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,PAAD,T Cells Follicular Helper,1,1,1,1,1,C
continuous,thorsson,KIRC,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,LGG,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,HNSC,Intratumor Heterogeneity,1,1,1,1,1,C
continuous,thorsson,SARC,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,HNSC,Monocytes,1,1,1,1,1,C
continuous,thorsson,ESCA,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,ESCA,Number of Segments,1,1,1,1,1,C
continuous,thorsson,TGCT,Eosinophils,1,1,1,1,1,C
continuous,thorsson,PAAD,TCR Shannon,1,1,1,1,1,C
continuous,thorsson,PRAD,Neutrophils,1,1,1,1,1,C
continuous,thorsson,SARC,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,PCPG,T Cells CD8,1,1,1,1,1,C
continuous,thorsson,LIHC,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,UCEC,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,LUAD,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,UCS,T Cells CD8,1,1,1,1,1,C
continuous,thorsson,KIRP,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,READ,Macrophages M2,1,1,1,1,1,C
continuous,thorsson,MESO,Wound Healing,1,1,1,1,1,C
continuous,thorsson,PRAD,Macrophages M1,1,1,1,1,1,C
continuous,thorsson,LUAD,T Cells Regulatory Tregs,1,1,1,1,1,C
continuous,thorsson,LUSC,Monocytes,1,1,1,1,1,C
continuous,thorsson,PAAD,Macrophages M2,1,1,1,1,1,C
continuous,thorsson,PRAD,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,CESC,T Cells Regulatory Tregs,1,1,1,1,1,C
continuous,thorsson,LGG,Neutrophils,1,1,1,1,1,C
continuous,thorsson,THYM,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,LIHC,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,COAD,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,MESO,Th1 Cells,1,1,1,1,1,C
continuous,thorsson,THCA,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,UVM,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,LUSC,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,MESO,T Cells CD8,1,1,1,1,1,C
continuous,thorsson,THYM,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,PCPG,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,TGCT,SNV Neoantigens,1,1,1,1,1,C
continuous,thorsson,PAAD,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,HNSC,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,READ,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,PAAD,Th2 Cells,1,1,1,1,1,C
continuous,thorsson,CESC,T Cells Follicular Helper,1,1,1,1,1,C
continuous,thorsson,TGCT,Aneuploidy Score,1,1,1,1,1,C
continuous,thorsson,MESO,Macrophages M1,1,1,1,1,1,C
continuous,thorsson,PRAD,BCR Shannon,1,1,1,1,1,C
continuous,thorsson,PAAD,Lymphocyte Infiltration Signature Score,1,1,1,1,1,C
continuous,thorsson,KICH,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,STAD,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,COAD,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,PAAD,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,MESO,Homologous Recombination Defects,1,1,1,1,1,C
continuous,thorsson,PCPG,Wound Healing,1,1,1,1,1,C
continuous,thorsson,SKCM,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,LIHC,Macrophages M1,1,1,1,1,1,C
continuous,thorsson,LGG,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,KIRC,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,SARC,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,LIHC,Neutrophils,1,1,1,1,1,C
continuous,thorsson,THYM,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,HNSC,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,UCEC,Neutrophils,1,1,1,1,1,C
continuous,thorsson,THCA,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,TGCT,Homologous Recombination Defects,1,1,1,1,1,C
continuous,thorsson,LUAD,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,ESCA,Neutrophils,1,1,1,1,1,C
continuous,thorsson,UCEC,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,UCEC,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,KIRP,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,TGCT,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,PAAD,Macrophage Regulation,1,1,1,1,1,C
continuous,thorsson,PRAD,BCR Richness,1,1,1,1,1,C
continuous,thorsson,ACC,Intratumor Heterogeneity,1,1,1,1,1,C
continuous,thorsson,COAD,Eosinophils,1,1,1,1,1,C
continuous,thorsson,HNSC,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,ESCA,T Cells Follicular Helper,1,1,1,1,1,C
continuous,thorsson,KIRP,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,COAD,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,KICH,Aneuploidy Score,1,1,1,1,1,C
continuous,thorsson,GBM,T Cells Regulatory Tregs,1,1,1,1,1,C
continuous,thorsson,PRAD,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,ACC,T Cells CD8,1,1,1,1,1,C
continuous,thorsson,READ,Macrophage Regulation,1,1,1,1,1,C
continuous,thorsson,SKCM,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,TGCT,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,LGG,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,PAAD,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,LIHC,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,THCA,Neutrophils,1,1,1,1,1,C
continuous,thorsson,ESCA,BCR Shannon,1,1,1,1,1,C
continuous,thorsson,UCS,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,PAAD,IFN-gamma Response,1,1,1,1,1,C
continuous,thorsson,PRAD,T Cells CD4 Memory Resting,1,1,1,1,1,C
continuous,thorsson,OV,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,KICH,Lymphocyte Infiltration Signature Score,1,1,1,1,1,C
continuous,thorsson,LIHC,SNV Neoantigens,1,1,1,1,1,C
continuous,thorsson,STAD,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,KIRC,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,LIHC,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,READ,Th1 Cells,1,1,1,1,1,C
continuous,thorsson,OV,BCR Richness,1,1,1,1,1,C
continuous,thorsson,THCA,T Cells CD4 Memory Resting,1,1,1,1,1,C
continuous,thorsson,READ,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,SKCM,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,OV,IFN-gamma Response,1,1,1,1,1,C
continuous,thorsson,PAAD,TCR Richness,1,1,1,1,1,C
continuous,thorsson,GBM,T Cells Follicular Helper,1,1,1,1,1,C
continuous,thorsson,PAAD,Neutrophils,1,1,1,1,1,C
continuous,thorsson,KIRP,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,TGCT,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,THYM,Eosinophils,1,1,1,1,1,C
continuous,thorsson,TGCT,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,PAAD,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,SKCM,Monocytes,1,1,1,1,1,C
continuous,thorsson,KIRP,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,LIHC,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,PAAD,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,PAAD,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,THCA,Number of Segments,1,1,1,1,1,C
continuous,thorsson,OV,Intratumor Heterogeneity,1,1,1,1,1,C
continuous,thorsson,LUAD,Eosinophils,1,1,1,1,1,C
continuous,thorsson,BLCA,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,ESCA,Th1 Cells,1,1,1,1,1,C
continuous,thorsson,PAAD,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,LGG,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,SARC,T Cells Regulatory Tregs,1,1,1,1,1,C
continuous,thorsson,UCEC,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,PAAD,Monocytes,1,1,1,1,1,C
continuous,thorsson,SARC,Th17 Cells,1,1,1,1,1,C
continuous,thorsson,KIRC,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,GBM,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,UCEC,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,PAAD,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,PRAD,T Cells CD8,1,1,1,1,1,C
continuous,thorsson,LIHC,T Cells CD4 Memory Resting,1,1,1,1,1,C
continuous,thorsson,UVM,T Cells Follicular Helper,1,1,1,1,1,C
continuous,thorsson,SKCM,Aneuploidy Score,1,1,1,1,1,C
continuous,thorsson,READ,BCR Richness,1,1,1,1,1,C
continuous,thorsson,THYM,Neutrophils,1,1,1,1,1,C
continuous,thorsson,MESO,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,THYM,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,STAD,IFN-gamma Response,1,1,1,1,1,C
continuous,thorsson,READ,T Cells CD8,1,1,1,1,1,C
continuous,thorsson,ACC,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,GBM,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,BLCA,Eosinophils,1,1,1,1,1,C
continuous,thorsson,CESC,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,KIRP,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,UCEC,TCR Richness,1,1,1,1,1,C
continuous,thorsson,READ,BCR Shannon,1,1,1,1,1,C
continuous,thorsson,CESC,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,ESCA,Monocytes,1,1,1,1,1,C
continuous,thorsson,SARC,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,KICH,IFN-gamma Response,1,1,1,1,1,C
continuous,thorsson,CESC,BCR Shannon,1,1,1,1,1,C
continuous,thorsson,LIHC,Eosinophils,1,1,1,1,1,C
continuous,thorsson,SARC,BCR Shannon,1,1,1,1,1,C
continuous,thorsson,THYM,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,OV,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,ESCA,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,READ,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,PCPG,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,PCPG,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,SARC,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,READ,Eosinophils,1,1,1,1,1,C
continuous,thorsson,READ,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,KICH,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,PCPG,Eosinophils,1,1,1,1,1,C
continuous,thorsson,KIRP,Neutrophils,1,1,1,1,1,C
continuous,thorsson,GBM,Monocytes,1,1,1,1,1,C
continuous,thorsson,PCPG,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,MESO,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,PRAD,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,LIHC,BCR Richness,1,1,1,1,1,C
continuous,thorsson,HNSC,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,LGG,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,GBM,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,SKCM,Th17 Cells,1,1,1,1,1,C
continuous,thorsson,OV,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,SARC,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,LUSC,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,ESCA,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,SKCM,Number of Segments,1,1,1,1,1,C
continuous,thorsson,PCPG,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,LIHC,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,PAAD,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,UVM,IFN-gamma Response,1,1,1,1,1,C
continuous,thorsson,OV,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,PAAD,Homologous Recombination Defects,1,1,1,1,1,C
continuous,thorsson,UCS,Number of Segments,1,1,1,1,1,C
continuous,thorsson,OV,T Cells Follicular Helper,1,1,1,1,1,C
continuous,thorsson,SKCM,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,PRAD,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,SARC,Eosinophils,1,1,1,1,1,C
continuous,thorsson,UCS,Macrophages M2,1,1,1,1,1,C
continuous,thorsson,ESCA,Intratumor Heterogeneity,1,1,1,1,1,C
continuous,thorsson,THYM,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,KIRP,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,CESC,Th2 Cells,1,1,1,1,1,C
continuous,thorsson,ESCA,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,SKCM,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,GBM,Eosinophils,1,1,1,1,1,C
continuous,thorsson,GBM,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,UCS,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,OV,Wound Healing,1,1,1,1,1,C
continuous,thorsson,PCPG,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,HNSC,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,PCPG,Proliferation,1,1,1,1,1,C
continuous,thorsson,KICH,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,OV,Number of Segments,1,1,1,1,1,C
continuous,thorsson,PAAD,T Cells CD4 Memory Resting,1,1,1,1,1,C
continuous,thorsson,ACC,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,SKCM,CTA Score,1,1,1,1,1,C
continuous,thorsson,SKCM,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,PAAD,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,THYM,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,LIHC,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,UVM,TIL Regional Fraction,1,1,1,1,1,C
continuous,thorsson,READ,Monocytes,1,1,1,1,1,C
continuous,thorsson,KICH,Dendritic Cells Activated,1,1,1,1,1,C
continuous,thorsson,ACC,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,ESCA,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,UVM,Nonsilent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,CESC,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,UVM,TGF-beta Response,1,1,1,1,1,C
continuous,thorsson,READ,IFN-gamma Response,1,1,1,1,1,C
continuous,thorsson,UVM,Aneuploidy Score,1,1,1,1,1,C
continuous,thorsson,SKCM,Neutrophils,1,1,1,1,1,C
continuous,thorsson,PRAD,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,PCPG,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,ACC,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,MESO,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,TGCT,Th1 Cells,1,1,1,1,1,C
continuous,thorsson,UCS,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,PCPG,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,SKCM,Eosinophils,1,1,1,1,1,C
continuous,thorsson,TGCT,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,ACC,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,OV,TCR Richness,1,1,1,1,1,C
continuous,thorsson,PCPG,Aneuploidy Score,1,1,1,1,1,C
continuous,thorsson,UVM,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,LUSC,Eosinophils,1,1,1,1,1,C
continuous,thorsson,MESO,Stromal Fraction,1,1,1,1,1,C
continuous,thorsson,ACC,T Cells CD4 Memory Resting,1,1,1,1,1,C
continuous,thorsson,GBM,Aneuploidy Score,1,1,1,1,1,C
continuous,thorsson,OV,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,KIRP,BCR Richness,1,1,1,1,1,C
continuous,thorsson,UVM,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,MESO,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,ESCA,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,KICH,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,UCS,TGF-beta Response,1,1,1,1,1,C
continuous,thorsson,PCPG,Intratumor Heterogeneity,1,1,1,1,1,C
continuous,thorsson,OV,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,UVM,Th17 Cells,1,1,1,1,1,C
continuous,thorsson,OV,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,PCPG,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,KIRP,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,GBM,CTA Score,1,1,1,1,1,C
continuous,thorsson,GBM,Macrophages M2,1,1,1,1,1,C
continuous,thorsson,UVM,Macrophages M2,1,1,1,1,1,C
continuous,thorsson,CESC,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,PRAD,Eosinophils,1,1,1,1,1,C
continuous,thorsson,OV,Neutrophils,1,1,1,1,1,C
continuous,thorsson,CESC,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,SARC,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,PAAD,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,MESO,T Cells Regulatory Tregs,1,1,1,1,1,C
continuous,thorsson,UCS,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,UVM,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,ESCA,NK Cells Activated,1,1,1,1,1,C
continuous,thorsson,KICH,T Cells Follicular Helper,1,1,1,1,1,C
continuous,thorsson,UCS,Leukocyte Fraction,1,1,1,1,1,C
continuous,thorsson,LIHC,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,UVM,Mast Cells Activated,1,1,1,1,1,C
continuous,thorsson,UCS,Lymphocyte Infiltration Signature Score,1,1,1,1,1,C
continuous,thorsson,KIRP,Eosinophils,1,1,1,1,1,C
continuous,thorsson,OV,CTA Score,1,1,1,1,1,C
continuous,thorsson,UCS,Th2 Cells,1,1,1,1,1,C
continuous,thorsson,UCS,Neutrophils,1,1,1,1,1,C
continuous,thorsson,ACC,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,PAAD,TCR Evenness,1,1,1,1,1,C
continuous,thorsson,PAAD,Eosinophils,1,1,1,1,1,C
continuous,thorsson,UVM,Macrophages M0,1,1,1,1,1,C
continuous,thorsson,UVM,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,UCS,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,BLCA,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,CESC,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,UCS,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,MESO,Fraction Altered,1,1,1,1,1,C
continuous,thorsson,PCPG,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,STAD,BCR Evenness,1,1,1,1,1,C
continuous,thorsson,UVM,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,OV,Macrophages M1,1,1,1,1,1,C
continuous,thorsson,PCPG,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,MESO,TCR Shannon,1,1,1,1,1,C
continuous,thorsson,UCS,Th17 Cells,1,1,1,1,1,C
continuous,thorsson,UVM,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,TGCT,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,READ,Macrophages M1,1,1,1,1,1,C
continuous,thorsson,KICH,CTA Score,1,1,1,1,1,C
continuous,thorsson,UCS,CTA Score,1,1,1,1,1,C
continuous,thorsson,ACC,Monocytes,1,1,1,1,1,C
continuous,thorsson,MESO,T Cells CD4 Memory Activated,1,1,1,1,1,C
continuous,thorsson,PAAD,Mast Cells Resting,1,1,1,1,1,C
continuous,thorsson,PCPG,Monocytes,1,1,1,1,1,C
continuous,thorsson,UVM,B Cells Memory,1,1,1,1,1,C
continuous,thorsson,PAAD,T Cells gamma delta,1,1,1,1,1,C
continuous,thorsson,THYM,Silent Mutation Rate,1,1,1,1,1,C
continuous,thorsson,GBM,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,UVM,Number of Segments,1,1,1,1,1,C
continuous,thorsson,PAAD,Th1 Cells,1,1,1,1,1,C
continuous,thorsson,PAAD,Macrophages M1,1,1,1,1,1,C
continuous,thorsson,PCPG,Neutrophils,1,1,1,1,1,C
continuous,thorsson,THCA,Indel Neoantigens,1,1,1,1,1,C
continuous,thorsson,MESO,NK Cells Resting,1,1,1,1,1,C
continuous,thorsson,READ,Wound Healing,1,1,1,1,1,C
continuous,thorsson,READ,Proliferation,1,1,1,1,1,C
continuous,thorsson,READ,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,SKCM,SNV Neoantigens,1,1,1,1,1,C
continuous,thorsson,MESO,Dendritic Cells Resting,1,1,1,1,1,C
continuous,thorsson,READ,B Cells Naive,1,1,1,1,1,C
continuous,thorsson,ACC,Th2 Cells,1,1,1,1,1,C
continuous,thorsson,UVM,Homologous Recombination Defects,1,1,1,1,1,C
continuous,thorsson,GBM,T Cells CD4 Naive,1,1,1,1,1,C
continuous,thorsson,PAAD,Plasma Cells,1,1,1,1,1,C
continuous,thorsson,MESO,Th17 Cells,1,1,1,1,1,C
continuous,thorsson,PCPG,Number of Segments,1,1,1,1,1,C
continuous,thorsson,UCS,Nonsilent Mutation Rate,1,1,1,1,1,C
