family,tumor_type,endpoint,repeat,q2,rmse,spearman
thorsson,LIHC,TCR Shannon,4,-0.549927040920884,1.32183974770405,0.0899457856233671
thorsson,LIHC,TCR Shannon,5,-0.67377258107596,1.37363517668058,0.0476649343928323
thorsson,LIHC,TGF-beta Response,1,-0.420694544870778,0.504112915692947,-0.0455137904450215
thorsson,LIHC,TGF-beta Response,2,-0.673760144692474,0.547172269265097,0.0680452259901034
thorsson,LIHC,TGF-beta Response,3,-0.790467164932467,0.565927305181745,-0.133748942834548
thorsson,LIHC,TGF-beta Response,4,-0.335257319697962,0.488719819514571,-0.0123997557296782
thorsson,LIHC,TGF-beta Response,5,-0.423079305005694,0.504535837114568,-0.119154474218126
thorsson,LIHC,Th17 Cells,1,-0.31402080544702,1687.08301502433,-0.0988562390766514
thorsson,LIHC,Th17 Cells,2,-0.391870248322566,1736.33975204791,-0.00638475620116945
thorsson,LIHC,Th17 Cells,3,-0.613364222049049,1869.39700772481,-0.0639413543091541
thorsson,LIHC,Th17 Cells,4,-0.412268667818576,1749.01685343695,-0.023061110934068
thorsson,LIHC,Th17 Cells,5,-0.345107982327654,1706.9229092666,-0.0569793823372414
thorsson,LIHC,Th2 Cells,1,-0.165184560726819,621.619352940895,0.0625918965683092
thorsson,LIHC,Th2 Cells,2,-0.0784633504453294,598.039489034924,0.0130111539351652
thorsson,LIHC,Th2 Cells,3,-0.226121598606407,637.666993103014,-0.0334495907311371
thorsson,LIHC,Th2 Cells,4,-0.0999031287338763,603.954727324946,0.0586499523300176
thorsson,LIHC,Th2 Cells,5,-0.156267575125088,619.236204096662,0.03938377884466
thorsson,LIHC,Wound Healing,1,-0.0860986538301905,0.171547100138794,0.0765006814993101
thorsson,LIHC,Wound Healing,2,-0.416989575098595,0.195944045765011,-0.0536811551597127
thorsson,LIHC,Wound Healing,3,-0.643730068204795,0.211039618527769,-0.0754387024658253
