outcome_type,family,tumor_type,endpoint,outer_fold,test_patients,test_sites,test_site_ids,test_positive,test_negative,training_patients,training_sites,training_positive,training_negative,inner_folds,minimum_sites_per_inner_fold,maximum_inner_folds_per_site,inner_site_overlap,outer_seed,inner_seed
continuous,thorsson,LGG,TGF-beta Response,1,103,5,DU;FN;P5;W9;WH,,,385,20,,,5,4,1,FALSE,20261385,20262386
continuous,thorsson,LGG,TGF-beta Response,2,101,5,DH;S9;TM;TQ;VV,,,387,20,,,5,4,1,FALSE,20261385,20262387
continuous,thorsson,LGG,TGF-beta Response,3,47,5,E1;EZ;IK;QH;R8,,,441,20,,,5,4,1,FALSE,20261385,20262388
continuous,thorsson,LGG,TGF-beta Response,4,171,5,CS;FG;HT;KT;RY,,,317,20,,,5,4,1,FALSE,20261385,20262389
continuous,thorsson,LGG,TGF-beta Response,5,66,5,DB;F6;HW;VM;WY,,,422,20,,,5,4,1,FALSE,20261385,20262390
continuous,thorsson,LGG,Wound Healing,1,97,5,DH;E1;FG;KT;QH,,,391,20,,,5,4,1,FALSE,20261463,20262464
continuous,thorsson,LGG,Wound Healing,2,179,5,DB;DU;R8;RY;S9,,,309,20,,,5,4,1,FALSE,20261463,20262465
continuous,thorsson,LGG,Wound Healing,3,52,5,CS;HW;IK;VM;WY,,,436,20,,,5,4,1,FALSE,20261463,20262466
continuous,thorsson,LGG,Wound Healing,4,19,5,FN;P5;VV;W9;WH,,,469,20,,,5,4,1,FALSE,20261463,20262467
continuous,thorsson,LGG,Wound Healing,5,141,5,EZ;F6;HT;TM;TQ,,,347,20,,,5,4,1,FALSE,20261463,20262468
continuous,thorsson,LIHC,Homologous Recombination Defects,1,38,7,2Y;4R;EP;GJ;RG;WQ;XR,,,312,26,,,5,5,1,FALSE,20261562,20262563
continuous,thorsson,LIHC,Homologous Recombination Defects,2,56,7,5C;BW;FV;G3;LG;YA;ZP,,,294,26,,,5,5,1,FALSE,20261562,20262564
continuous,thorsson,LIHC,Homologous Recombination Defects,3,30,7,2V;BC;HP;O8;QA;WJ;ZS,,,320,26,,,5,5,1,FALSE,20261562,20262565
continuous,thorsson,LIHC,Homologous Recombination Defects,4,27,6,MI;MR;NI;PD;RC;UB,,,323,27,,,5,5,1,FALSE,20261562,20262566
continuous,thorsson,LIHC,Homologous Recombination Defects,5,199,6,5R;CC;DD;ED;K7;WX,,,151,27,,,5,5,1,FALSE,20261562,20262567
continuous,thorsson,LIHC,Leukocyte Fraction,1,203,7,DD;FV;G3;MI;RG;YA;ZS,,,160,26,,,5,5,1,FALSE,20261387,20262388
continuous,thorsson,LIHC,Leukocyte Fraction,2,32,7,4R;ED;GJ;LG;MR;O8;ZP,,,331,26,,,5,5,1,FALSE,20261387,20262389
continuous,thorsson,LIHC,Leukocyte Fraction,3,45,7,5R;BC;BW;HP;K7;RC;WX,,,318,26,,,5,5,1,FALSE,20261387,20262390
continuous,thorsson,LIHC,Leukocyte Fraction,4,47,6,5C;CC;NI;QA;UB;WJ,,,316,27,,,5,5,1,FALSE,20261387,20262391
continuous,thorsson,LIHC,Leukocyte Fraction,5,36,6,2V;2Y;EP;PD;WQ;XR,,,327,27,,,5,5,1,FALSE,20261387,20262392
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,1,21,7,2V;5C;MR;O8;RC;RG;ZS,,,331,26,,,5,5,1,FALSE,20261437,20262438
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,2,69,7,CC;ED;EP;GJ;K7;NI;ZP,,,283,26,,,5,5,1,FALSE,20261437,20262439
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,3,61,7,BC;G3;HP;MI;WJ;WQ;YA,,,291,26,,,5,5,1,FALSE,20261437,20262440
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,4,176,6,2Y;4R;DD;QA;UB;WX,,,176,27,,,5,5,1,FALSE,20261437,20262441
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,5,25,6,5R;BW;FV;LG;PD;XR,,,327,27,,,5,5,1,FALSE,20261437,20262442
continuous,thorsson,LIHC,Macrophage Regulation,1,189,7,2Y;5C;DD;ED;MI;QA;YA,,,163,26,,,5,5,1,FALSE,20261412,20262413
continuous,thorsson,LIHC,Macrophage Regulation,2,50,7,CC;EP;GJ;K7;LG;RG;WJ,,,302,26,,,5,5,1,FALSE,20261412,20262414
continuous,thorsson,LIHC,Macrophage Regulation,3,25,7,2V;4R;UB;WQ;WX;ZP;ZS,,,327,26,,,5,5,1,FALSE,20261412,20262415
continuous,thorsson,LIHC,Macrophage Regulation,4,20,6,5R;BW;FV;NI;O8;PD,,,332,27,,,5,5,1,FALSE,20261412,20262416
continuous,thorsson,LIHC,Macrophage Regulation,5,68,6,BC;G3;HP;MR;RC;XR,,,284,27,,,5,5,1,FALSE,20261412,20262417
continuous,thorsson,LIHC,Proliferation,1,25,7,5R;FV;LG;MI;RG;WJ;WQ,,,327,26,,,5,5,1,FALSE,20261388,20262389
continuous,thorsson,LIHC,Proliferation,2,216,7,2Y;CC;DD;GJ;UB;ZP;ZS,,,136,26,,,5,5,1,FALSE,20261388,20262390
continuous,thorsson,LIHC,Proliferation,3,41,7,BW;ED;EP;MR;NI;RC;WX,,,311,26,,,5,5,1,FALSE,20261388,20262391
continuous,thorsson,LIHC,Proliferation,4,28,6,5C;BC;HP;O8;PD;QA,,,324,27,,,5,5,1,FALSE,20261388,20262392
continuous,thorsson,LIHC,Proliferation,5,42,6,2V;4R;G3;K7;XR;YA,,,310,27,,,5,5,1,FALSE,20261388,20262393
continuous,thorsson,LIHC,Stromal Fraction,1,53,7,4R;BW;CC;EP;QA;RC;ZS,,,295,26,,,5,5,1,FALSE,20261523,20262524
continuous,thorsson,LIHC,Stromal Fraction,2,16,7,5R;MR;RG;WJ;WQ;WX;XR,,,332,26,,,5,5,1,FALSE,20261523,20262525
continuous,thorsson,LIHC,Stromal Fraction,3,182,7,DD;ED;FV;GJ;K7;MI;YA,,,166,26,,,5,5,1,FALSE,20261523,20262526
continuous,thorsson,LIHC,Stromal Fraction,4,61,6,BC;G3;LG;O8;PD;ZP,,,287,27,,,5,5,1,FALSE,20261523,20262527
continuous,thorsson,LIHC,Stromal Fraction,5,36,6,2V;2Y;5C;HP;NI;UB,,,312,27,,,5,5,1,FALSE,20261523,20262528
continuous,thorsson,LIHC,TCR Shannon,1,29,7,4R;ED;K7;PD;QA;UB;WJ,,,270,26,,,5,5,1,FALSE,20261569,20262570
continuous,thorsson,LIHC,TCR Shannon,2,33,7,2Y;BW;GJ;LG;NI;WQ;ZP,,,266,26,,,5,5,1,FALSE,20261569,20262571
continuous,thorsson,LIHC,TCR Shannon,3,43,7,2V;5C;CC;HP;MI;RG;ZS,,,256,26,,,5,5,1,FALSE,20261569,20262572
continuous,thorsson,LIHC,TCR Shannon,4,146,6,5R;DD;EP;FV;MR;RC,,,153,27,,,5,5,1,FALSE,20261569,20262573
continuous,thorsson,LIHC,TCR Shannon,5,48,6,BC;G3;O8;WX;XR;YA,,,251,27,,,5,5,1,FALSE,20261569,20262574
continuous,thorsson,LIHC,TGF-beta Response,1,12,7,2V;HP;MR;NI;RG;WJ;WX,,,340,26,,,5,5,1,FALSE,20261421,20262422
continuous,thorsson,LIHC,TGF-beta Response,2,55,7,2Y;5C;5R;ED;GJ;XR;ZP,,,297,26,,,5,5,1,FALSE,20261421,20262423
continuous,thorsson,LIHC,TGF-beta Response,3,47,7,BC;EP;O8;PD;RC;UB;WQ,,,305,26,,,5,5,1,FALSE,20261421,20262424
continuous,thorsson,LIHC,TGF-beta Response,4,183,6,4R;BW;DD;G3;QA;ZS,,,169,27,,,5,5,1,FALSE,20261421,20262425
continuous,thorsson,LIHC,TGF-beta Response,5,55,6,CC;FV;K7;LG;MI;YA,,,297,27,,,5,5,1,FALSE,20261421,20262426
continuous,thorsson,LIHC,Th17 Cells,1,170,7,BW;DD;GJ;MI;XR;ZP;ZS,,,182,26,,,5,5,1,FALSE,20261538,20262539
continuous,thorsson,LIHC,Th17 Cells,2,54,7,EP;G3;HP;K7;QA;UB;WX,,,298,26,,,5,5,1,FALSE,20261538,20262540
continuous,thorsson,LIHC,Th17 Cells,3,78,7,2Y;4R;BC;CC;LG;PD;YA,,,274,26,,,5,5,1,FALSE,20261538,20262541
continuous,thorsson,LIHC,Th17 Cells,4,9,6,MR;NI;O8;RG;WJ;WQ,,,343,27,,,5,5,1,FALSE,20261538,20262542
continuous,thorsson,LIHC,Th17 Cells,5,41,6,2V;5C;5R;ED;FV;RC,,,311,27,,,5,5,1,FALSE,20261538,20262543
continuous,thorsson,LIHC,Th2 Cells,1,34,7,BC;MR;O8;WJ;XR;YA;ZS,,,318,26,,,5,5,1,FALSE,20261537,20262538
continuous,thorsson,LIHC,Th2 Cells,2,163,7,DD;FV;GJ;NI;PD;RG;WX,,,189,26,,,5,5,1,FALSE,20261537,20262539
continuous,thorsson,LIHC,Th2 Cells,3,87,7,2V;2Y;5R;CC;ED;RC;ZP,,,265,26,,,5,5,1,FALSE,20261537,20262540
continuous,thorsson,LIHC,Th2 Cells,4,26,6,EP;K7;MI;QA;UB;WQ,,,326,27,,,5,5,1,FALSE,20261537,20262541
continuous,thorsson,LIHC,Th2 Cells,5,42,6,4R;5C;BW;G3;HP;LG,,,310,27,,,5,5,1,FALSE,20261537,20262542
continuous,thorsson,LIHC,Wound Healing,1,200,7,2V;CC;DD;EP;FV;PD;XR,,,152,26,,,5,5,1,FALSE,20261423,20262424
continuous,thorsson,LIHC,Wound Healing,2,34,7,2Y;5C;GJ;HP;NI;YA;ZS,,,318,26,,,5,5,1,FALSE,20261423,20262425
continuous,thorsson,LIHC,Wound Healing,3,46,7,BC;ED;K7;MR;O8;WJ;WX,,,306,26,,,5,5,1,FALSE,20261423,20262426
continuous,thorsson,LIHC,Wound Healing,4,58,6,BW;G3;RC;UB;WQ;ZP,,,294,27,,,5,5,1,FALSE,20261423,20262427
continuous,thorsson,LIHC,Wound Healing,5,14,6,4R;5R;LG;MI;QA;RG,,,338,27,,,5,5,1,FALSE,20261423,20262428
continuous,thorsson,LUAD,Fraction Altered,1,62,7,05;4B;83;95;J2;MP;S2,,,397,26,,,5,5,1,FALSE,20261547,20262548
continuous,thorsson,LUAD,Fraction Altered,2,87,7,50;64;71;73;80;86;L9,,,372,26,,,5,5,1,FALSE,20261547,20262549
continuous,thorsson,LUAD,Fraction Altered,3,131,7,35;38;55;67;69;L4;MN,,,328,26,,,5,5,1,FALSE,20261547,20262550
continuous,thorsson,LUAD,Fraction Altered,4,128,6,44;49;75;78;91;93,,,331,27,,,5,5,1,FALSE,20261547,20262551
continuous,thorsson,LUAD,Fraction Altered,5,51,6,53;62;97;99;NJ;O1,,,408,27,,,5,5,1,FALSE,20261547,20262552
continuous,thorsson,LUAD,Homologous Recombination Defects,1,116,7,38;44;67;78;83;97;O1,,,333,26,,,5,5,1,FALSE,20261497,20262498
continuous,thorsson,LUAD,Homologous Recombination Defects,2,81,7,49;53;69;75;95;L9;S2,,,368,26,,,5,5,1,FALSE,20261497,20262499
continuous,thorsson,LUAD,Homologous Recombination Defects,3,57,7,35;50;62;91;L4;MP;NJ,,,392,26,,,5,5,1,FALSE,20261497,20262500
continuous,thorsson,LUAD,Homologous Recombination Defects,4,41,6,05;71;80;99;J2;MN,,,408,27,,,5,5,1,FALSE,20261497,20262501
continuous,thorsson,LUAD,Homologous Recombination Defects,5,154,6,4B;55;64;73;86;93,,,295,27,,,5,5,1,FALSE,20261497,20262502
continuous,thorsson,LUAD,Leukocyte Fraction,1,43,7,05;53;71;99;J2;L4;S2,,,417,26,,,5,5,1,FALSE,20261418,20262419
continuous,thorsson,LUAD,Leukocyte Fraction,2,113,7,35;38;44;50;67;97;NJ,,,347,26,,,5,5,1,FALSE,20261418,20262420
continuous,thorsson,LUAD,Leukocyte Fraction,3,102,7,49;69;80;83;86;91;MP,,,358,26,,,5,5,1,FALSE,20261418,20262421
continuous,thorsson,LUAD,Leukocyte Fraction,4,143,6,55;62;64;73;95;L9,,,317,27,,,5,5,1,FALSE,20261418,20262422
continuous,thorsson,LUAD,Leukocyte Fraction,5,59,6,4B;75;78;93;MN;O1,,,401,27,,,5,5,1,FALSE,20261418,20262423
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,1,185,7,05;38;49;55;73;78;93,,,225,26,,,5,5,1,FALSE,20261468,20262469
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,2,65,7,50;64;91;95;MP;NJ;S2,,,345,26,,,5,5,1,FALSE,20261468,20262470
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,3,83,7,44;62;67;80;97;L9;MN,,,327,26,,,5,5,1,FALSE,20261468,20262471
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,4,33,6,35;53;69;71;75;O1,,,377,27,,,5,5,1,FALSE,20261468,20262472
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,5,44,6,4B;83;86;99;J2;L4,,,366,27,,,5,5,1,FALSE,20261468,20262473
continuous,thorsson,LUAD,Macrophage Regulation,1,48,7,35;38;64;75;80;95;S2,,,362,26,,,5,5,1,FALSE,20261457,20262458
continuous,thorsson,LUAD,Macrophage Regulation,2,76,7,49;53;62;78;91;J2;O1,,,334,26,,,5,5,1,FALSE,20261457,20262459
continuous,thorsson,LUAD,Macrophage Regulation,3,89,7,44;69;71;73;83;86;MN,,,321,26,,,5,5,1,FALSE,20261457,20262460
continuous,thorsson,LUAD,Macrophage Regulation,4,142,6,05;55;97;L4;L9;NJ,,,268,27,,,5,5,1,FALSE,20261457,20262461
continuous,thorsson,LUAD,Macrophage Regulation,5,55,6,4B;50;67;93;99;MP,,,355,27,,,5,5,1,FALSE,20261457,20262462
continuous,thorsson,LUAD,Nonsilent Mutation Rate,1,145,7,38;55;75;93;95;NJ;S2,,,315,26,,,5,5,1,FALSE,20261548,20262549
continuous,thorsson,LUAD,Nonsilent Mutation Rate,2,32,7,4B;67;69;83;91;L4;MN,,,428,26,,,5,5,1,FALSE,20261548,20262550
continuous,thorsson,LUAD,Nonsilent Mutation Rate,3,80,7,50;53;71;78;J2;MP;O1,,,380,26,,,5,5,1,FALSE,20261548,20262551
continuous,thorsson,LUAD,Nonsilent Mutation Rate,4,128,6,35;44;49;64;86;L9,,,332,27,,,5,5,1,FALSE,20261548,20262552
continuous,thorsson,LUAD,Nonsilent Mutation Rate,5,75,6,05;62;73;80;97;99,,,385,27,,,5,5,1,FALSE,20261548,20262553
continuous,thorsson,LUAD,Number of Segments,1,80,7,38;44;4B;53;62;73;S2,,,379,26,,,5,5,1,FALSE,20261504,20262505
continuous,thorsson,LUAD,Number of Segments,2,154,7,55;64;69;78;91;L4;MN,,,305,26,,,5,5,1,FALSE,20261504,20262506
continuous,thorsson,LUAD,Number of Segments,3,39,7,35;83;95;J2;L9;NJ;O1,,,420,26,,,5,5,1,FALSE,20261504,20262507
continuous,thorsson,LUAD,Number of Segments,4,128,6,49;50;86;93;97;MP,,,331,27,,,5,5,1,FALSE,20261504,20262508
continuous,thorsson,LUAD,Number of Segments,5,58,6,05;67;71;75;80;99,,,401,27,,,5,5,1,FALSE,20261504,20262509
continuous,thorsson,LUAD,Proliferation,1,163,7,4B;50;55;67;86;MP;NJ,,,247,26,,,5,5,1,FALSE,20261370,20262371
continuous,thorsson,LUAD,Proliferation,2,34,7,35;62;64;91;L4;L9;MN,,,376,26,,,5,5,1,FALSE,20261370,20262372
continuous,thorsson,LUAD,Proliferation,3,62,7,05;38;69;73;83;99;J2,,,348,26,,,5,5,1,FALSE,20261370,20262373
continuous,thorsson,LUAD,Proliferation,4,77,6,44;53;71;78;95;S2,,,333,27,,,5,5,1,FALSE,20261370,20262374
continuous,thorsson,LUAD,Proliferation,5,74,6,49;75;80;93;97;O1,,,336,27,,,5,5,1,FALSE,20261370,20262375
continuous,thorsson,LUAD,SNV Neoantigens,1,85,7,53;62;67;69;78;83;MP,,,365,26,,,5,5,1,FALSE,20261529,20262530
continuous,thorsson,LUAD,SNV Neoantigens,2,64,7,49;75;80;91;J2;L9;MN,,,386,26,,,5,5,1,FALSE,20261529,20262531
continuous,thorsson,LUAD,SNV Neoantigens,3,87,7,38;50;86;95;99;L4;NJ,,,363,26,,,5,5,1,FALSE,20261529,20262532
continuous,thorsson,LUAD,SNV Neoantigens,4,84,6,05;44;4B;64;93;O1,,,366,27,,,5,5,1,FALSE,20261529,20262533
continuous,thorsson,LUAD,SNV Neoantigens,5,130,6,35;55;71;73;97;S2,,,320,27,,,5,5,1,FALSE,20261529,20262534
continuous,thorsson,LUAD,Silent Mutation Rate,1,196,7,44;55;62;64;78;NJ;O1,,,264,26,,,5,5,1,FALSE,20261585,20262586
continuous,thorsson,LUAD,Silent Mutation Rate,2,91,7,67;73;86;95;L4;MN;MP,,,369,26,,,5,5,1,FALSE,20261585,20262587
continuous,thorsson,LUAD,Silent Mutation Rate,3,74,7,35;38;49;4B;80;97;L9,,,386,26,,,5,5,1,FALSE,20261585,20262588
continuous,thorsson,LUAD,Silent Mutation Rate,4,68,6,05;50;53;75;83;99,,,392,27,,,5,5,1,FALSE,20261585,20262589
continuous,thorsson,LUAD,Silent Mutation Rate,5,31,6,69;71;91;93;J2;S2,,,429,27,,,5,5,1,FALSE,20261585,20262590
continuous,thorsson,LUAD,Stromal Fraction,1,67,7,4B;62;86;95;L4;MN;NJ,,,375,26,,,5,5,1,FALSE,20261570,20262571
continuous,thorsson,LUAD,Stromal Fraction,2,150,7,53;55;67;71;73;75;97,,,292,26,,,5,5,1,FALSE,20261570,20262572
continuous,thorsson,LUAD,Stromal Fraction,3,52,7,05;35;80;83;J2;MP;S2,,,390,26,,,5,5,1,FALSE,20261570,20262573
continuous,thorsson,LUAD,Stromal Fraction,4,69,6,44;64;91;93;99;O1,,,373,27,,,5,5,1,FALSE,20261570,20262574
continuous,thorsson,LUAD,Stromal Fraction,5,104,6,38;49;50;69;78;L9,,,338,27,,,5,5,1,FALSE,20261570,20262575
continuous,thorsson,LUAD,TCR Shannon,1,44,7,38;71;83;97;L4;NJ;S2,,,364,26,,,5,5,1,FALSE,20261533,20262534
continuous,thorsson,LUAD,TCR Shannon,2,113,7,44;49;4B;67;73;78;J2,,,295,26,,,5,5,1,FALSE,20261533,20262535
continuous,thorsson,LUAD,TCR Shannon,3,160,7,05;35;55;62;86;MP;O1,,,248,26,,,5,5,1,FALSE,20261533,20262536
continuous,thorsson,LUAD,TCR Shannon,4,43,6,53;64;75;80;99;L9,,,365,27,,,5,5,1,FALSE,20261533,20262537
continuous,thorsson,LUAD,TCR Shannon,5,48,6,50;69;91;93;95;MN,,,360,27,,,5,5,1,FALSE,20261533,20262538
continuous,thorsson,LUAD,TGF-beta Response,1,56,7,05;38;4B;64;67;93;L4,,,354,26,,,5,5,1,FALSE,20261557,20262558
continuous,thorsson,LUAD,TGF-beta Response,2,76,7,35;75;78;MN;MP;NJ;O1,,,334,26,,,5,5,1,FALSE,20261557,20262559
continuous,thorsson,LUAD,TGF-beta Response,3,123,7,50;55;69;83;91;J2;L9,,,287,26,,,5,5,1,FALSE,20261557,20262560
continuous,thorsson,LUAD,TGF-beta Response,4,101,6,44;49;53;73;97;99,,,309,27,,,5,5,1,FALSE,20261557,20262561
continuous,thorsson,LUAD,TGF-beta Response,5,54,6,62;71;80;86;95;S2,,,356,27,,,5,5,1,FALSE,20261557,20262562
continuous,thorsson,LUAD,TIL Regional Fraction,1,144,7,38;55;71;73;75;99;NJ,,,316,26,,,5,5,1,FALSE,20261408,20262409
continuous,thorsson,LUAD,TIL Regional Fraction,2,80,7,50;78;80;83;91;97;MN,,,380,26,,,5,5,1,FALSE,20261408,20262410
continuous,thorsson,LUAD,TIL Regional Fraction,3,143,7,44;49;62;67;86;MP;O1,,,317,26,,,5,5,1,FALSE,20261408,20262411
continuous,thorsson,LUAD,TIL Regional Fraction,4,38,6,35;53;69;93;L9;S2,,,422,27,,,5,5,1,FALSE,20261408,20262412
continuous,thorsson,LUAD,TIL Regional Fraction,5,55,6,05;4B;64;95;J2;L4,,,405,27,,,5,5,1,FALSE,20261408,20262413
continuous,thorsson,LUAD,Th2 Cells,1,101,7,44;50;62;71;86;L9;NJ,,,309,26,,,5,5,1,FALSE,20261415,20262416
continuous,thorsson,LUAD,Th2 Cells,2,152,7,55;64;93;95;97;MP;O1,,,258,26,,,5,5,1,FALSE,20261415,20262417
continuous,thorsson,LUAD,Th2 Cells,3,20,7,35;91;99;J2;L4;MN;S2,,,390,26,,,5,5,1,FALSE,20261415,20262418
continuous,thorsson,LUAD,Th2 Cells,4,86,6,38;49;67;73;78;83,,,324,27,,,5,5,1,FALSE,20261415,20262419
continuous,thorsson,LUAD,Th2 Cells,5,51,6,05;4B;53;69;75;80,,,359,27,,,5,5,1,FALSE,20261415,20262420
continuous,thorsson,LUAD,Wound Healing,1,145,7,55;64;75;95;99;L4;MP,,,265,26,,,5,5,1,FALSE,20261417,20262418
continuous,thorsson,LUAD,Wound Healing,2,57,7,4B;53;62;67;73;97;S2,,,353,26,,,5,5,1,FALSE,20261417,20262419
continuous,thorsson,LUAD,Wound Healing,3,57,7,05;50;69;83;91;L9;MN,,,353,26,,,5,5,1,FALSE,20261417,20262420
continuous,thorsson,LUAD,Wound Healing,4,49,6,35;80;86;93;NJ;O1,,,361,27,,,5,5,1,FALSE,20261417,20262421
continuous,thorsson,LUAD,Wound Healing,5,102,6,38;44;49;71;78;J2,,,308,27,,,5,5,1,FALSE,20261417,20262422
continuous,thorsson,LUSC,Leukocyte Fraction,1,96,7,37;43;56;68;70;94;96,,,368,28,,,5,5,1,FALSE,20261552,20262553
continuous,thorsson,LUSC,Leukocyte Fraction,2,97,7,39;60;66;79;L3;NC;XC,,,367,28,,,5,5,1,FALSE,20261552,20262554
continuous,thorsson,LUSC,Leukocyte Fraction,3,70,7,58;6A;85;90;92;J1;NK,,,394,28,,,5,5,1,FALSE,20261552,20262555
continuous,thorsson,LUSC,Leukocyte Fraction,4,108,7,18;21;33;34;77;MF;O2,,,356,28,,,5,5,1,FALSE,20261552,20262556
continuous,thorsson,LUSC,Leukocyte Fraction,5,93,7,22;46;51;52;63;98;LA,,,371,28,,,5,5,1,FALSE,20261552,20262557
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,1,100,7,18;33;37;66;68;90;O2,,,362,28,,,5,5,1,FALSE,20261492,20262493
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,2,123,7,21;43;63;77;79;94;98,,,339,28,,,5,5,1,FALSE,20261492,20262494
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,3,66,7,22;46;6A;70;J1;L3;NC,,,396,28,,,5,5,1,FALSE,20261492,20262495
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,4,133,7,34;39;52;56;85;96;NK,,,329,28,,,5,5,1,FALSE,20261492,20262496
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,5,40,7,51;58;60;92;LA;MF;XC,,,422,28,,,5,5,1,FALSE,20261492,20262497
continuous,thorsson,LUSC,Proliferation,1,130,7,34;37;39;60;63;66;92,,,332,28,,,5,5,1,FALSE,20261456,20262457
continuous,thorsson,LUSC,Proliferation,2,152,7,33;43;56;68;79;85;NC,,,310,28,,,5,5,1,FALSE,20261456,20262458
continuous,thorsson,LUSC,Proliferation,3,41,7,46;51;96;98;LA;NK;O2,,,421,28,,,5,5,1,FALSE,20261456,20262459
continuous,thorsson,LUSC,Proliferation,4,67,7,21;22;52;58;70;90;MF,,,395,28,,,5,5,1,FALSE,20261456,20262460
continuous,thorsson,LUSC,Proliferation,5,72,7,18;6A;77;94;J1;L3;XC,,,390,28,,,5,5,1,FALSE,20261456,20262461
continuous,thorsson,LUSC,Stromal Fraction,1,83,7,21;34;66;96;98;J1;O2,,,363,28,,,5,5,1,FALSE,20261524,20262525
continuous,thorsson,LUSC,Stromal Fraction,2,92,7,37;43;56;90;L3;NC;XC,,,354,28,,,5,5,1,FALSE,20261524,20262526
continuous,thorsson,LUSC,Stromal Fraction,3,86,7,33;58;6A;70;85;94;LA,,,360,28,,,5,5,1,FALSE,20261524,20262527
continuous,thorsson,LUSC,Stromal Fraction,4,118,7,22;46;52;63;77;79;NK,,,328,28,,,5,5,1,FALSE,20261524,20262528
continuous,thorsson,LUSC,Stromal Fraction,5,67,7,18;39;51;60;68;92;MF,,,379,28,,,5,5,1,FALSE,20261524,20262529
continuous,thorsson,LUSC,T Cells CD8,1,118,7,21;22;37;68;6A;77;O2,,,344,28,,,5,5,1,FALSE,20261568,20262569
continuous,thorsson,LUSC,T Cells CD8,2,64,7,34;58;66;92;L3;LA;MF,,,398,28,,,5,5,1,FALSE,20261568,20262570
continuous,thorsson,LUSC,T Cells CD8,3,64,7,18;33;39;46;70;90;J1,,,398,28,,,5,5,1,FALSE,20261568,20262571
continuous,thorsson,LUSC,T Cells CD8,4,129,7,43;51;56;60;63;98;NK,,,333,28,,,5,5,1,FALSE,20261568,20262572
continuous,thorsson,LUSC,T Cells CD8,5,87,7,52;79;85;94;96;NC;XC,,,375,28,,,5,5,1,FALSE,20261568,20262573
continuous,thorsson,LUSC,TGF-beta Response,1,61,7,33;43;58;79;94;NK;O2,,,401,28,,,5,5,1,FALSE,20261555,20262556
continuous,thorsson,LUSC,TGF-beta Response,2,37,7,46;52;68;98;J1;L3;MF,,,425,28,,,5,5,1,FALSE,20261555,20262557
continuous,thorsson,LUSC,TGF-beta Response,3,88,7,34;37;51;56;70;NC;XC,,,374,28,,,5,5,1,FALSE,20261555,20262558
continuous,thorsson,LUSC,TGF-beta Response,4,147,7,22;39;60;63;6A;77;90,,,315,28,,,5,5,1,FALSE,20261555,20262559
continuous,thorsson,LUSC,TGF-beta Response,5,129,7,18;21;66;85;92;96;LA,,,333,28,,,5,5,1,FALSE,20261555,20262560
continuous,thorsson,LUSC,TIL Regional Fraction,1,102,7,39;46;60;85;90;92;NC,,,282,25,,,5,5,1,FALSE,20261405,20262406
continuous,thorsson,LUSC,TIL Regional Fraction,2,55,7,21;33;52;98;L3;LA;O2,,,329,25,,,5,5,1,FALSE,20261405,20262407
continuous,thorsson,LUSC,TIL Regional Fraction,3,103,6,37;43;56;63;96;NK,,,281,26,,,5,5,1,FALSE,20261405,20262408
continuous,thorsson,LUSC,TIL Regional Fraction,4,88,6,51;66;6A;70;77;79,,,296,26,,,5,5,1,FALSE,20261405,20262409
continuous,thorsson,LUSC,TIL Regional Fraction,5,36,6,34;58;68;94;J1;MF,,,348,26,,,5,5,1,FALSE,20261405,20262410
continuous,thorsson,LUSC,Th1 Cells,1,81,7,33;34;37;43;51;98;LA,,,381,28,,,5,5,1,FALSE,20261565,20262566
continuous,thorsson,LUSC,Th1 Cells,2,95,7,58;63;77;L3;MF;NC;O2,,,367,28,,,5,5,1,FALSE,20261565,20262567
continuous,thorsson,LUSC,Th1 Cells,3,109,7,18;39;52;56;60;68;J1,,,353,28,,,5,5,1,FALSE,20261565,20262568
continuous,thorsson,LUSC,Th1 Cells,4,103,7,22;79;85;90;92;96;XC,,,359,28,,,5,5,1,FALSE,20261565,20262569
continuous,thorsson,LUSC,Th1 Cells,5,74,7,21;46;66;6A;70;94;NK,,,388,28,,,5,5,1,FALSE,20261565,20262570
continuous,thorsson,LUSC,Th2 Cells,1,101,7,43;60;68;77;90;96;J1,,,361,28,,,5,5,1,FALSE,20261567,20262568
continuous,thorsson,LUSC,Th2 Cells,2,37,7,37;58;6A;94;L3;LA;O2,,,425,28,,,5,5,1,FALSE,20261567,20262569
continuous,thorsson,LUSC,Th2 Cells,3,50,7,34;39;46;52;79;92;NK,,,412,28,,,5,5,1,FALSE,20261567,20262570
