outcome_type,family,subfamily,tumor_type,endpoint,source,primary_best_foundation_model,alternative_partitions,primary_winner_repeat_count,primary_winner_repeat_proportion,modal_repeat_winner,modal_repeat_winner_count,modal_repeat_winner_proportion,modal_repeat_winner_tied
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,LUSC,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,0,0,GigaSSL,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,5,0,0,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,2,0.4,GigaSSL,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,5,2,0.4,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,5,1,0.2,ProvGigaPath,2,0.4,TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,MESO,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,2,0.4,GigaSSL,2,0.4,TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,0,0,GigaSSL,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,2,0.4,ProvGigaPath,2,0.4,TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,1,0.2,GigaSSL,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,0,0,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,OV,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,2,0.4,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,5,0,0,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PAAD,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,2,0.4,ProvGigaPath,2,0.4,TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,2,0.4,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,5,0,0,ProvGigaPath,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,1,0.2,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PCPG,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,2,0.4,GigaSSL,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_DNA_REPAIR,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,PRAD,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,READ,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,GigaSSL,5,2,0.4,GigaSSL,2,0.4,TRUE
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
continuous,rna_pathway_activity,MSigDB Hallmark,SARC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,TITAN,5,5,1,TITAN,5,1,FALSE
