outcome_type,family,subfamily,tumor_type,endpoint,source,alternative_partitions,all_three_proportion,exactly_two_proportion,representation_specific_proportion,none_proportion,modal_consensus_class,modal_consensus_tied,modal_consensus_proportion,modal_support_pattern,modal_support_pattern_proportion,mean_supported_by_n,min_supported_by_n,max_supported_by_n,primary_consensus_class,primary_support_pattern,primary_supported_by_n,selection_reason,primary_union_positive,primary_near_threshold,primary_threshold_distance_min,primary_consensus_agreement_proportion
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Number of Segments,Thorsson2018_PanImmune_MS,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.046721649588983,0.6
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Proliferation,Thorsson2018_PanImmune_MS,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.049967324075328,0
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Th2 Cells,Thorsson2018_PanImmune_MS,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,representation specific,GigaSSL,1,union-positive and near-threshold,TRUE,TRUE,0.00850540227319699,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,KICH,Wound Healing,Thorsson2018_PanImmune_MS,5,0,0.4,0,0.6,none,FALSE,0.6,None,0.6,0.8,0,2,exactly two,TITAN+GigaSSL,2,union-positive and near-threshold,TRUE,TRUE,0.00773143675318799,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,CTA Score,Thorsson2018_PanImmune_MS,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.00683871913547299,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Fraction Altered,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.015886294618523,1
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,IFN-gamma Response,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.020842457178889,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,5,0.8,0.2,0,0,all three,FALSE,0.8,TITAN+GigaSSL+ProvGigaPath,0.8,2.8,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.043220315319289,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.022288710990677,0
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Macrophage Regulation,Thorsson2018_PanImmune_MS,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.000920643633351009,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Proliferation,Thorsson2018_PanImmune_MS,5,0.4,0.6,0,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.6,2.4,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.007847526747263,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Stromal Fraction,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.023074657781394,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TCR Shannon,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.043154778197116,1
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,TGF-beta Response,Thorsson2018_PanImmune_MS,5,0.4,0.6,0,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.6,2.4,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.025612357585221,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Th1 Cells,Thorsson2018_PanImmune_MS,5,0.2,0.8,0,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,2.2,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.00469395451949198,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Th17 Cells,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.019457680946836,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRC,Wound Healing,Thorsson2018_PanImmune_MS,5,0.2,0,0.8,0,representation specific,FALSE,0.8,TITAN,0.8,1.4,1,3,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00617494464760601,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.080542747835653,1
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Leukocyte Fraction,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.16827500690793,1
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,exactly two,GigaSSL+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.000197905371493001,0
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophage Regulation,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.088690839008438,1
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M1,Thorsson2018_PanImmune_MS,5,0,0.8,0.2,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,1.8,1,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.013472402674074,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Macrophages M2,Thorsson2018_PanImmune_MS,5,0,0.8,0.2,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,1.8,1,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.026164439703119,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Proliferation,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.005344283441928,1
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Stromal Fraction,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.030065744175269,1
continuous,thorsson,immune_inflammatory_and_genomic_context,KIRP,Th2 Cells,Thorsson2018_PanImmune_MS,5,0.2,0.8,0,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,2.2,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.045540191794909,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Aneuploidy Score,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.002565165544233,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.049781104835728,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Leukocyte Fraction,Thorsson2018_PanImmune_MS,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00626625177790802,0.6
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.036550102593143,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Macrophage Regulation,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.079970538039992,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Number of Segments,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.036550412648311,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Proliferation,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.015633531570567,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,T Cells CD4 Naive,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.036233727487029,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,TGF-beta Response,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.093926129566988,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LGG,Wound Healing,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.01803090590854,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.028100604016193,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.116207033886089,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,5,0.8,0,0.2,0,all three,FALSE,0.8,TITAN+GigaSSL+ProvGigaPath,0.8,2.6,1,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.020185119362706,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Macrophage Regulation,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.116284995698816,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Proliferation,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.096188050503436,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Stromal Fraction,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.043427599377487,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,TCR Richness,Thorsson2018_PanImmune_MS,5,0,0.2,0.4,0.4,representation specific,TRUE,0.4,None,0.4,0.8,0,2,none,None,0,near-threshold only,FALSE,TRUE,0.023258708097852,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,TCR Shannon,Thorsson2018_PanImmune_MS,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.024685148200624,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,TGF-beta Response,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.099943348157645,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Th17 Cells,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.059104845641691,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Th2 Cells,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00294050066441598,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LIHC,Wound Healing,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.056075076630492,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00225002953936099,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Fraction Altered,Thorsson2018_PanImmune_MS,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.026197598795173,0
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,5,0.2,0.8,0,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,2.2,2,3,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.029138689496406,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,IFN-gamma Response,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00497995794305298,0
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.128367692181955,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,5,0.8,0.2,0,0,all three,FALSE,0.8,TITAN+GigaSSL+ProvGigaPath,0.8,2.8,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.040458167503637,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,5,0,1,0,0,exactly two,FALSE,1,TITAN+ProvGigaPath,1,2,2,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.041871527564252,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,5,0,0.8,0.2,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,1.8,1,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.042280316997871,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Number of Segments,Thorsson2018_PanImmune_MS,5,0.2,0.8,0,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,2.2,2,3,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.035870516262239,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Proliferation,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.147535996866255,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,SNV Neoantigens,Thorsson2018_PanImmune_MS,5,0,0.8,0.2,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,1.8,1,2,representation specific,ProvGigaPath,1,union-positive and near-threshold,TRUE,TRUE,0.00699920872015702,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Silent Mutation Rate,Thorsson2018_PanImmune_MS,5,0,0.8,0.2,0,exactly two,FALSE,0.8,TITAN+ProvGigaPath,0.8,1.8,1,2,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.010146649010183,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Stromal Fraction,Thorsson2018_PanImmune_MS,5,0.8,0.2,0,0,all three,FALSE,0.8,TITAN+GigaSSL+ProvGigaPath,0.8,2.8,2,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.027305549693629,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,T Cells CD8,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.027484171111849,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,TCR Shannon,Thorsson2018_PanImmune_MS,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.018100472415642,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,TGF-beta Response,Thorsson2018_PanImmune_MS,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00411599238028301,0.6
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,TIL Regional Fraction,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.217179621748586,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Th1 Cells,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.036919511058389,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Th2 Cells,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.031151405131763,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUAD,Wound Healing,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.091925195376268,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.015578724948895,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,5,0.4,0.6,0,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.6,2.4,2,3,exactly two,TITAN+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.003118760868764,0.6
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Macrophage Regulation,Thorsson2018_PanImmune_MS,5,0,0.4,0.4,0.2,exactly two,TRUE,0.4,ProvGigaPath,0.4,1.2,0,2,representation specific,ProvGigaPath,1,union-positive and near-threshold,TRUE,TRUE,0.00912046373220002,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Proliferation,Thorsson2018_PanImmune_MS,5,0,0,1,0,representation specific,FALSE,1,TITAN,1,1,1,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00619945473706801,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Stromal Fraction,Thorsson2018_PanImmune_MS,5,0.4,0.4,0.2,0,all three,TRUE,0.4,TITAN+GigaSSL+ProvGigaPath,0.4,2.2,1,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive and near-threshold,TRUE,TRUE,0.00459347274491798,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,T Cells CD8,Thorsson2018_PanImmune_MS,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.012430285749732,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,TCR Richness,Thorsson2018_PanImmune_MS,5,0,0,0.8,0.2,representation specific,FALSE,0.8,ProvGigaPath,0.8,0.8,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.00750443278009,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,TGF-beta Response,Thorsson2018_PanImmune_MS,5,0,0.6,0.4,0,exactly two,FALSE,0.6,TITAN+ProvGigaPath,0.6,1.6,1,2,representation specific,ProvGigaPath,1,union-positive and near-threshold,TRUE,TRUE,0.00248644991795902,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,5,1,0,0,0,all three,FALSE,1,TITAN+GigaSSL+ProvGigaPath,1,3,3,3,all three,TITAN+GigaSSL+ProvGigaPath,3,union-positive,TRUE,FALSE,0.20199390925589,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Th1 Cells,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.00951958089080801,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Th17 Cells,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.049330879217421,1
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Th2 Cells,Thorsson2018_PanImmune_MS,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.00610819865933199,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,LUSC,Wound Healing,Thorsson2018_PanImmune_MS,5,0,0,0.8,0.2,representation specific,FALSE,0.8,TITAN,0.8,0.8,0,1,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.016884411641931,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,MESO,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.030236998509435,1
continuous,thorsson,immune_inflammatory_and_genomic_context,MESO,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,5,0,0.4,0.6,0,representation specific,FALSE,0.6,TITAN,0.6,1.4,1,2,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.008775094443709,0.6
continuous,thorsson,immune_inflammatory_and_genomic_context,MESO,Macrophage Regulation,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.02248748488813,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,MESO,TGF-beta Response,Thorsson2018_PanImmune_MS,5,0,0.2,0.2,0.6,none,FALSE,0.6,None,0.6,0.6,0,2,representation specific,GigaSSL,1,union-positive and near-threshold,TRUE,TRUE,0.016944824006611,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,MESO,Wound Healing,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,none,None,0,near-threshold only,FALSE,TRUE,0.00728866221986202,1
continuous,thorsson,immune_inflammatory_and_genomic_context,OV,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.00264248626125002,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,OV,Stromal Fraction,Thorsson2018_PanImmune_MS,5,0,0,0.2,0.8,none,FALSE,0.8,None,0.8,0.2,0,1,none,None,0,near-threshold only,FALSE,TRUE,0.00725980932286402,0.8
continuous,thorsson,immune_inflammatory_and_genomic_context,OV,TGF-beta Response,Thorsson2018_PanImmune_MS,5,0,0.2,0.6,0.2,representation specific,FALSE,0.6,GigaSSL,0.6,1,0,2,exactly two,GigaSSL+ProvGigaPath,2,union-positive and near-threshold,TRUE,TRUE,0.00634687790312399,0.2
continuous,thorsson,immune_inflammatory_and_genomic_context,OV,Th1 Cells,Thorsson2018_PanImmune_MS,5,0,0,0.4,0.6,none,FALSE,0.6,None,0.6,0.4,0,1,representation specific,TITAN,1,union-positive,TRUE,FALSE,0.053268257963598,0.4
continuous,thorsson,immune_inflammatory_and_genomic_context,PAAD,Fraction Altered,Thorsson2018_PanImmune_MS,5,0,0,0,1,none,FALSE,1,None,1,0,0,0,representation specific,TITAN,1,union-positive and near-threshold,TRUE,TRUE,0.011737935204839,0
continuous,thorsson,immune_inflammatory_and_genomic_context,PAAD,TIL Regional Fraction,Thorsson2018_PanImmune_MS,5,0.6,0.4,0,0,all three,FALSE,0.6,TITAN+GigaSSL+ProvGigaPath,0.6,2.6,2,3,exactly two,GigaSSL+ProvGigaPath,2,union-positive,TRUE,FALSE,0.060121599668736,0.4
