layer,foundation_model,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,saved_current_balanced_accuracy,recomputed_primary_balanced_accuracy,primary_sensitivity,primary_specificity,primary_auc,primary_pr_auc,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_auc,equal_prior_pr_auc,optimized_balanced_accuracy,optimized_sensitivity,optimized_specificity,optimized_auc,optimized_pr_auc,current_crossing,current_candidate,recomputed_primary_crossing,equal_prior_crossing,optimized_crossing,median_primary_component,median_equal_component,median_optimized_component,median_optimized_threshold,primary_components_at_ceiling,equal_components_at_ceiling,optimized_components_at_ceiling,equal_prior_delta_ba,optimized_delta_ba,primary_reproduction_delta,near_threshold,baseline_crossing,union_positive,optimized_membership_change,equal_prior_membership_change
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,HNSC,NOTCH1,TCGA_MC3_Bailey2018,431,77,354,20260903,0.534283513097073,0.509263335534522,0.207792207792208,0.810734463276836,0.514931396287329,0.187133835487633,0.604904982023626,0.636363636363636,0.573446327683616,0.582984811798371,0.219361947249042,0.563394232885758,0.584415584415584,0.542372881355932,0.582984811798371,0.219361947249042,FALSE,,FALSE,TRUE,FALSE,18,1,1,-1.64942489212452,2,0,0,0.0956416464891041,0.0541308973512363,-0.025020177562551,FALSE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,HNSC,TP53,TCGA_MC3_Bailey2018,431,320,111,20260907,0.598662725225225,0.595988175675676,0.840625,0.351351351351351,0.648536036036036,0.80501640879662,0.609051238738739,0.740625,0.477477477477478,0.629870495495496,0.80338133681939,0.619341216216216,0.80625,0.432432432432432,0.670720720720721,0.817936000048413,FALSE,,FALSE,TRUE,TRUE,7,6,5,0.516572376959157,0,0,0,0.0130630630630632,0.0233530405405406,-0.00267454954954938,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,KIRC,BAP1,TCGA_MC3_Bailey2018,351,35,316,20260909,0.597694394213382,0.509629294755877,0.0857142857142857,0.933544303797468,0.562115732368897,0.147167778522497,0.636889692585895,0.514285714285714,0.759493670886076,0.721428571428571,0.216017220668308,0.535804701627486,0.628571428571429,0.443037974683544,0.581464737793852,0.154753956616654,FALSE,,FALSE,TRUE,FALSE,6,1,2,-3.57031996022819,0,0,0,0.127260397830018,0.0261754068716094,-0.088065099457505,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LGG,IDH2,TCGA_MC3_Bailey2018,485,20,465,20260919,0.697311827956989,0.538172043010753,0.1,0.976344086021505,0.675913978494624,0.16842362782185,0.725268817204301,0.7,0.750537634408602,0.778602150537634,0.141260464877593,0.697311827956989,0.7,0.694623655913978,0.785483870967742,0.16420367866647,TRUE,,FALSE,TRUE,TRUE,4,1,1,-3.45115864041578,0,0,0,0.187096774193548,0.159139784946237,-0.159139784946236,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LGG,NF1,TCGA_MC3_Bailey2018,485,31,454,20260920,0.636777035668609,0.474669603524229,0,0.949339207048458,0.517052721330112,0.0675858448112541,0.658554781867273,0.548387096774194,0.768722466960352,0.716569560892426,0.139665951594658,0.675323291175217,0.709677419354839,0.640969162995595,0.673298280517266,0.128302771464903,TRUE,,FALSE,TRUE,TRUE,17,1,2,-3.73358847068894,0,0,0,0.183885178343044,0.200653687650988,-0.16210743214438,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LGG,NOTCH1,TCGA_MC3_Bailey2018,485,32,453,20260921,0.669943432671082,0.537113686534216,0.125,0.949227373068433,0.613548565121413,0.159224281430723,0.634450883002208,0.5625,0.706401766004415,0.675565673289183,0.156191366479961,0.637417218543046,0.5,0.774834437086093,0.715438741721854,0.166001897012398,TRUE,,FALSE,TRUE,TRUE,9,2,1,-2.35751826890437,0,0,0,0.0973371964679912,0.10030353200883,-0.132829746136866,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LGG,PTEN,TCGA_MC3_Bailey2018,485,23,462,20260924,0.710380199510634,0.568558253340862,0.173913043478261,0.963203463203463,0.727837380011293,0.168881272775345,0.789572746094485,0.782608695652174,0.796536796536797,0.814229249011858,0.20826219929416,0.676642198381329,0.608695652173913,0.744588744588745,0.702898550724638,0.164654268814225,TRUE,,FALSE,TRUE,TRUE,5,1,1,-3.60336454096427,0,0,0,0.221014492753623,0.108083945040467,-0.141821946169772,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LIHC,AXIN1,TCGA_MC3_Bailey2018,346,25,321,20260930,0.619065420560748,0.528847352024922,0.12,0.937694704049844,0.609221183800623,0.121371515323709,0.664236760124611,0.64,0.688473520249221,0.696448598130841,0.14692034324168,0.569221183800623,0.64,0.498442367601246,0.590155763239875,0.115830839754743,TRUE,,FALSE,TRUE,FALSE,16,1,12,-10.0645553926297,0,0,1,0.135389408099688,0.0403738317757009,-0.0902180685358258,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LIHC,BAP1,TCGA_MC3_Bailey2018,346,20,326,20260931,0.686963190184049,0.587730061349693,0.2,0.975460122699386,0.738343558282209,0.199619562657093,0.641717791411043,0.4,0.883435582822086,0.81840490797546,0.271819666462294,0.790030674846626,0.85,0.730061349693252,0.862730061349693,0.354017995667873,TRUE,,FALSE,TRUE,TRUE,1,3,3,-4.9815155557044,0,0,0,0.0539877300613497,0.202300613496932,-0.0992331288343557,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LIHC,TP53,TCGA_MC3_Bailey2018,346,106,240,20260933,0.652555031446541,0.578026729559749,0.30188679245283,0.854166666666667,0.634787735849057,0.427366389912292,0.639701257861635,0.537735849056604,0.741666666666667,0.676611635220126,0.484736043035622,0.622051886792453,0.556603773584906,0.6875,0.621580188679245,0.425343880866129,TRUE,,FALSE,TRUE,TRUE,4,3,4,-1.10715189096539,0,0,0,0.0616745283018868,0.0440251572327044,-0.0745283018867926,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LUAD,KEAP1,TCGA_MC3_Bailey2018,463,83,380,20260938,0.631246036778694,0.553170577045022,0.216867469879518,0.889473684210526,0.663062777425492,0.290819909761684,0.609797083069119,0.530120481927711,0.689473684210526,0.657863031071655,0.283238978245849,0.605072923272036,0.746987951807229,0.463157894736842,0.652029169308814,0.279872737689107,TRUE,,FALSE,TRUE,TRUE,7,2,3,-2.41353058877184,0,0,0,0.0566265060240965,0.0519023462270134,-0.0780754597336718,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LUAD,PIK3CA,TCGA_MC3_Bailey2018,463,26,437,20260942,0.607463474740363,0.546250660095054,0.115384615384615,0.977116704805492,0.684122513641964,0.133179123347118,0.618641084316142,0.461538461538462,0.775743707093822,0.672064777327935,0.153969513054322,0.590521035029044,0.576923076923077,0.604118993135012,0.624361908114769,0.115852835235432,TRUE,,FALSE,TRUE,FALSE,4,2,6,-5.25410924753178,0,0,0,0.0723904242210879,0.0442703749339906,-0.0612128146453094,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LUAD,SMARCA4,TCGA_MC3_Bailey2018,463,36,427,20260946,0.627406973718449,0.499674733281291,0.0555555555555556,0.943793911007026,0.586586000520427,0.100034330717709,0.62187743950039,0.583333333333333,0.660421545667447,0.616705698672912,0.117554395002702,0.60548399687744,0.583333333333333,0.627634660421546,0.622300286234713,0.129308223785749,TRUE,,FALSE,TRUE,TRUE,10,1,1,-2.51029714122554,1,0,0,0.1222027062191,0.105809263596149,-0.127732240437158,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LUAD,STK11,TCGA_MC3_Bailey2018,463,67,396,20260947,0.595224634403739,0.536408864767074,0.194029850746269,0.878787878787879,0.600972410673903,0.19909561490976,0.608416252072968,0.522388059701493,0.694444444444445,0.654568068747173,0.227380629316502,0.602687320970903,0.611940298507463,0.593434343434343,0.645070104025328,0.228409066668338,FALSE,,FALSE,TRUE,TRUE,16,2,2,-2.12944782784337,2,0,0,0.0720073873058947,0.0662784562038293,-0.0588157696366652,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LUSC,FBXW7,TCGA_MC3_Bailey2018,460,25,435,20260954,0.585057471264368,0.513563218390805,0.08,0.947126436781609,0.617747126436782,0.0899747406194118,0.630804597701149,0.48,0.781609195402299,0.643310344827586,0.118511569428377,0.576551724137931,0.76,0.393103448275862,0.530206896551724,0.0618101192653069,FALSE,,FALSE,TRUE,FALSE,16,6,3,-5.43232452967389,1,0,1,0.117241379310345,0.0629885057471263,-0.0714942528735634,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,LUSC,KEAP1,TCGA_MC3_Bailey2018,460,51,409,20260956,0.597296131166403,0.515988302411429,0.0784313725490196,0.953545232273839,0.613548108730045,0.170785326483635,0.624095114818544,0.509803921568627,0.73838630806846,0.623951292008246,0.176271475683149,0.604679035428352,0.627450980392157,0.581907090464548,0.630710964092238,0.17950560298043,FALSE,,FALSE,TRUE,TRUE,3,3,3,-3.8199983173046,0,0,0,0.108106812407114,0.0886907330169231,-0.0813078287549739,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,OV,TP53,TCGA_MC3_Bailey2018,70,21,49,20260966,0.540816326530612,0.591836734693878,0.285714285714286,0.897959183673469,0.620019436345967,0.477192342721734,0.639455782312925,0.380952380952381,0.897959183673469,0.607385811467444,0.446995259810838,0.557823129251701,0.238095238095238,0.877551020408163,0.592808551992226,0.432079278576199,FALSE,,FALSE,TRUE,FALSE,8,6,4,-0.15515367706162,0,0,0,0.0476190476190477,-0.0340136054421769,0.0510204081632656,FALSE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,PAAD,KRAS,TCGA_MC3_Bailey2018,175,116,59,20260968,0.483708357685564,0.603667445938048,0.732758620689655,0.474576271186441,0.607539450613676,0.733629684501312,0.53156049094097,0.724137931034483,0.338983050847458,0.543395675043834,0.697718753113065,0.492036820572765,0.560344827586207,0.423728813559322,0.523524254821742,0.686829109094861,FALSE,,TRUE,FALSE,FALSE,13,11,11,1.98724366567343,0,0,1,-0.0721069549970778,-0.111630625365283,0.119959088252484,FALSE,TRUE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,PRAD,SPOP,TCGA_MC3_Bailey2018,368,39,329,20260972,0.671849427168576,0.544150884576417,0.17948717948718,0.908814589665653,0.649364819577586,0.178454834426507,0.665692463564804,0.58974358974359,0.741641337386018,0.708362559426389,0.253430796337802,0.634907645545944,0.692307692307692,0.577507598784195,0.668848881614839,0.187576488042172,TRUE,,FALSE,TRUE,TRUE,10,3,4,-3.38855004967765,1,0,0,0.121541578988388,0.090756760969527,-0.12769854259216,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,PRAD,TP53,TCGA_MC3_Bailey2018,368,42,326,20260973,0.627519719544259,0.588007595676307,0.261904761904762,0.914110429447853,0.685874963482326,0.246539760469964,0.692594215600351,0.642857142857143,0.742331288343558,0.716184633362548,0.235863713528861,0.644390885188431,0.785714285714286,0.503067484662577,0.667031843412212,0.248073640607888,TRUE,,FALSE,TRUE,TRUE,12,1,13,-7.15654741403441,0,0,1,0.104586619924043,0.0563832895121239,-0.0395121238679517,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,READ,KRAS,TCGA_MC3_Bailey2018,134,29,105,20260975,0.664367816091954,0.514778325123153,0.172413793103448,0.857142857142857,0.626929392446634,0.30968901831806,0.711986863711002,0.862068965517241,0.561904761904762,0.698850574712644,0.321256113472065,0.700656814449918,0.896551724137931,0.504761904761905,0.698850574712644,0.321256113472065,TRUE,,FALSE,TRUE,TRUE,8,1,1,-1.56566372950542,0,0,0,0.197208538587849,0.185878489326765,-0.149589490968801,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,SARC,RB1,TCGA_MC3_Bailey2018,229,24,205,20260978,0.660162601626016,0.508841463414634,0.125,0.892682926829268,0.655691056910569,0.213747750142777,0.663516260162602,0.541666666666667,0.785365853658537,0.748373983739838,0.223976555670116,0.650406504065041,0.666666666666667,0.634146341463415,0.677032520325203,0.236682192104239,TRUE,,FALSE,TRUE,TRUE,10,2,3,-2.83200200434597,0,0,0,0.154674796747968,0.141565040650407,-0.151321138211382,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,SARC,TP53,TCGA_MC3_Bailey2018,229,81,148,20260979,0.586503169836503,0.566941941941942,0.37037037037037,0.763513513513514,0.615615615615616,0.448363259008319,0.601518184851518,0.567901234567901,0.635135135135135,0.667000333667,0.470151723950102,0.659284284284284,0.703703703703704,0.614864864864865,0.683933933933934,0.48270375115095,FALSE,,FALSE,TRUE,TRUE,1,2,2,-0.906196962176204,0,0,0,0.0345762429095762,0.0923423423423424,-0.0195612278945611,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,SKCM,BRAF,TCGA_MC3_Bailey2018,98,52,46,20260980,0.599916387959866,0.566053511705686,0.653846153846154,0.478260869565217,0.570234113712375,0.574590052285209,0.597408026755853,0.673076923076923,0.521739130434783,0.584030100334448,0.584445952894542,0.609531772575251,0.653846153846154,0.565217391304348,0.628344481605351,0.64543572582458,FALSE,,FALSE,FALSE,TRUE,3,2,2,0.245939019837746,0,0,0,0.0313545150501672,0.0434782608695652,-0.0338628762541804,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID1A,TCGA_MC3_Bailey2018,365,89,276,20260982,0.642851327145416,0.583028008467676,0.314606741573034,0.851449275362319,0.631167562286273,0.403433315231121,0.645395701025892,0.584269662921348,0.706521739130435,0.670167725126201,0.377246119168325,0.629803777886338,0.51685393258427,0.742753623188406,0.658483960267057,0.424248140793536,TRUE,,FALSE,TRUE,TRUE,5,3,2,-0.901022470061495,0,0,0,0.0623676925582153,0.0467757694186615,-0.0598233186777398,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID2,TCGA_MC3_Bailey2018,365,22,343,20260983,0.706201961304002,0.475218658892128,0,0.950437317784256,0.588921282798834,0.0808773257861649,0.615889212827988,0.5,0.731778425655977,0.673601908295786,0.125709564622708,0.661608799363901,0.681818181818182,0.641399416909621,0.701431221839385,0.137079641559849,TRUE,,FALSE,TRUE,TRUE,10,1,2,-3.01078694723964,0,0,0,0.14067055393586,0.186390140471773,-0.230983302411874,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,BCOR,TCGA_MC3_Bailey2018,365,29,336,20260984,0.673953201970443,0.533251231527094,0.137931034482759,0.928571428571429,0.606424466338259,0.131619860882705,0.713002873563218,0.655172413793103,0.770833333333333,0.757389162561576,0.247776103057969,0.655223727422003,0.724137931034483,0.586309523809524,0.754618226600985,0.222853141064518,TRUE,,FALSE,TRUE,TRUE,15,2,2,-3.63703591139245,1,0,0,0.179751642036125,0.12197249589491,-0.140701970443349,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,CDH1,TCGA_MC3_Bailey2018,365,35,330,20260985,0.744155844155844,0.583982683982684,0.228571428571429,0.939393939393939,0.638528138528139,0.18829637221791,0.738961038961039,0.714285714285714,0.763636363636364,0.791774891774892,0.284258547175189,0.7495670995671,0.714285714285714,0.784848484848485,0.791774891774892,0.284258547175189,TRUE,,FALSE,TRUE,TRUE,11,1,1,-2.07186103527112,0,0,0,0.154978354978355,0.165584415584416,-0.16017316017316,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,CTNNB1,TCGA_MC3_Bailey2018,365,21,344,20260986,0.717261904761905,0.583610188261351,0.19047619047619,0.976744186046512,0.634551495016611,0.146586549715048,0.651439645625692,0.523809523809524,0.779069767441861,0.717746400885936,0.164109053444208,0.720168881506091,0.80952380952381,0.630813953488372,0.79249723145072,0.238052030548963,TRUE,,FALSE,TRUE,TRUE,10,1,2,-3.81607393130462,0,0,0,0.0678294573643411,0.13655869324474,-0.133651716500554,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,DMD,TCGA_MC3_Bailey2018,365,47,318,20260987,0.587916499397832,0.463836477987421,0,0.927672955974843,0.477719791248495,0.123481897563824,0.578382175832999,0.468085106382979,0.688679245283019,0.619697577947277,0.167520286808828,0.610765422186538,0.595744680851064,0.625786163522013,0.637428074401178,0.173616647759969,FALSE,,FALSE,FALSE,TRUE,5,3,3,-2.22940781495176,0,0,0,0.114545697845577,0.146928944199117,-0.124080021410411,TRUE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,FBXW7,TCGA_MC3_Bailey2018,365,29,336,20260989,0.619868637110016,0.570710180623974,0.206896551724138,0.934523809523809,0.647167487684729,0.163490661681835,0.651734400656815,0.586206896551724,0.717261904761905,0.674568965517241,0.178525297018463,0.659688013136289,0.724137931034483,0.595238095238095,0.668411330049261,0.157892306782361,TRUE,,FALSE,TRUE,TRUE,18,1,3,-3.75686216147177,1,0,0,0.0810242200328407,0.0889778325123153,-0.0491584564860423,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,KRAS,TCGA_MC3_Bailey2018,365,30,335,20260990,0.620646766169154,0.53681592039801,0.133333333333333,0.940298507462687,0.575522388059702,0.147869858336569,0.641044776119403,0.5,0.782089552238806,0.702189054726368,0.203478873130242,0.616417910447761,0.6,0.632835820895522,0.608258706467662,0.159503703642845,TRUE,,FALSE,TRUE,TRUE,9,3,8,-4.01600653172291,0,0,0,0.104228855721393,0.0796019900497512,-0.0838308457711441,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,PTEN,TCGA_MC3_Bailey2018,365,23,342,20260993,0.577358250699212,0.476608187134503,0,0.953216374269006,0.520340706839563,0.0724777477334618,0.602974828375286,0.521739130434783,0.68421052631579,0.690821256038647,0.114089985838678,0.56000508517671,0.652173913043478,0.467836257309942,0.608060005085177,0.0978323104385885,FALSE,,FALSE,TRUE,FALSE,6,1,3,-4.49415383668118,1,0,0,0.126366641240783,0.083396898042207,-0.100750063564709,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,STAD,RHOA,TCGA_MC3_Bailey2018,365,20,345,20260995,0.719927536231884,0.563405797101449,0.15,0.976811594202898,0.677101449275362,0.152032771690848,0.707608695652174,0.65,0.765217391304348,0.786956521739131,0.158138388838678,0.71268115942029,0.75,0.67536231884058,0.810434782608696,0.153449577487745,TRUE,,FALSE,TRUE,TRUE,7,1,1,-3.02121184544037,0,0,0,0.144202898550725,0.149275362318841,-0.156521739130435,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,TGCT,KIT,TCGA_MC3_Bailey2018,128,20,108,20260999,0.757407407407407,0.480555555555556,0.1,0.861111111111111,0.597685185185185,0.249216025789958,0.653703703703704,0.65,0.657407407407407,0.776851851851852,0.40194752125215,0.680555555555556,0.75,0.611111111111111,0.755555555555556,0.365257653149975,TRUE,,FALSE,TRUE,TRUE,4,1,1,-2.12426489119233,0,0,0,0.173148148148148,0.2,-0.276851851851851,FALSE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,ARID5B,TCGA_MC3_Bailey2018,486,52,434,20261006,0.639533853243531,0.554280397022333,0.173076923076923,0.935483870967742,0.678925912796881,0.20510006814542,0.652118043247076,0.557692307692308,0.746543778801843,0.676976249556895,0.180652636372885,0.646446295639844,0.673076923076923,0.619815668202765,0.677242112725984,0.212819219578582,TRUE,,FALSE,TRUE,TRUE,9,3,4,-3.05475461742214,1,0,0,0.097837646224743,0.0921658986175116,-0.0852534562211985,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATR,TCGA_MC3_Bailey2018,486,51,435,20261009,0.552805949966193,0.569912102772143,0.215686274509804,0.924137931034483,0.592111787243633,0.192551031171054,0.620351588911427,0.470588235294118,0.770114942528736,0.641649763353617,0.191584682377757,0.57579445571332,0.627450980392157,0.524137931034483,0.660265945458643,0.216123524225422,FALSE,,FALSE,TRUE,FALSE,9,2,3,-3.05836379661008,0,0,0,0.0504394861392833,0.00588235294117656,0.0171061528059503,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,BCOR,TCGA_MC3_Bailey2018,486,70,416,20261010,0.605357142857143,0.538701923076923,0.2,0.877403846153846,0.598248626373627,0.192572729858129,0.63073489010989,0.557142857142857,0.704326923076923,0.638461538461538,0.215224028099218,0.613633241758242,0.614285714285714,0.612980769230769,0.628228021978022,0.207573706252066,TRUE,,FALSE,TRUE,TRUE,10,2,3,-1.97562724682632,0,0,0,0.092032967032967,0.0749313186813186,-0.0666552197802199,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTCF,TCGA_MC3_Bailey2018,486,96,390,20261014,0.630769230769231,0.546554487179487,0.21875,0.874358974358975,0.641319444444445,0.2818259377712,0.640304487179487,0.572916666666667,0.707692307692308,0.659054487179487,0.297316182169589,0.63838141025641,0.65625,0.620512820512821,0.664503205128205,0.303444319314859,TRUE,,FALSE,TRUE,TRUE,8,4,4,-1.66271019749646,0,0,0,0.09375,0.0918269230769231,-0.0842147435897438,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNND1,TCGA_MC3_Bailey2018,486,41,445,20261016,0.587229377911757,0.506248287201973,0.0731707317073171,0.939325842696629,0.526774458755824,0.0935813453120941,0.614688955878323,0.487804878048781,0.741573033707865,0.644121677171828,0.126622747909387,0.597972047136202,0.634146341463415,0.561797752808989,0.647519868457112,0.122307638339442,FALSE,,FALSE,TRUE,FALSE,10,2,2,-2.93151195132523,0,0,0,0.10844066867635,0.0917237599342286,-0.0809810907097839,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,DICER1,TCGA_MC3_Bailey2018,486,51,435,20261017,0.628127112914131,0.587762001352265,0.235294117647059,0.940229885057471,0.684922244759973,0.241964684481614,0.660108181203516,0.529411764705882,0.790804597701149,0.671624971827812,0.200233945103684,0.662609871534821,0.647058823529412,0.67816091954023,0.727518593644354,0.27506200604362,TRUE,,FALSE,TRUE,TRUE,9,3,4,-2.87876414550336,0,0,0,0.0723461798512508,0.0748478701825557,-0.040365111561866,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB2,TCGA_MC3_Bailey2018,486,25,461,20261019,0.543687635574837,0.48590021691974,0,0.971800433839479,0.56590021691974,0.0736549426015188,0.55527114967462,0.36,0.750542299349241,0.620650759219089,0.0748572751050875,0.622733188720174,0.56,0.685466377440347,0.60590021691974,0.0693834152779611,FALSE,,FALSE,FALSE,TRUE,10,2,3,-3.60585859790885,0,0,0,0.0693709327548807,0.136832971800434,-0.0577874186550973,FALSE,FALSE,TRUE,TRUE,FALSE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,FAT1,TCGA_MC3_Bailey2018,486,82,404,20261021,0.596081864283989,0.551587780729292,0.219512195121951,0.883663366336634,0.59061820816228,0.234306644649778,0.608910891089109,0.5,0.717821782178218,0.598889157208404,0.227867513239909,0.592006761651775,0.609756097560976,0.574257425742574,0.593727360540932,0.234159620702086,FALSE,,FALSE,TRUE,FALSE,14,4,5,-2.12837972093731,0,0,0,0.0573231103598165,0.0404189809224825,-0.0444940835546966,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,FOXA2,TCGA_MC3_Bailey2018,486,30,456,20261024,0.594736842105263,0.523464912280702,0.0666666666666667,0.980263157894737,0.582529239766082,0.104215759110517,0.603728070175439,0.433333333333333,0.774122807017544,0.645760233918129,0.180133913722152,0.544298245614035,0.4,0.68859649122807,0.506067251461988,0.0790701295828461,FALSE,,FALSE,TRUE,FALSE,3,2,2,-2.9953639460708,0,0,0,0.0802631578947368,0.0208333333333333,-0.0712719298245612,TRUE,FALSE,TRUE,FALSE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,INPPL1,TCGA_MC3_Bailey2018,486,56,430,20261025,0.649003322259136,0.543147840531562,0.160714285714286,0.925581395348837,0.600539867109635,0.173958329490695,0.656270764119601,0.589285714285714,0.723255813953488,0.690323920265781,0.207469530069831,0.652865448504983,0.696428571428571,0.609302325581395,0.674916943521595,0.178657691209961,TRUE,,FALSE,TRUE,TRUE,15,2,2,-2.57515128207124,1,0,0,0.11312292358804,0.109717607973422,-0.105855481727575,TRUE,FALSE,TRUE,TRUE,TRUE
matched three-representation atlas,TITAN,driver_mutation,Bailey_tissue_specific_driver,UCEC,KANSL1,TCGA_MC3_Bailey2018,486,55,431,20261026,0.615756169584476,0.526513393798777,0.127272727272727,0.925754060324826,0.603206074667792,0.175337306310606,0.619004429445265,0.490909090909091,0.747099767981439,0.648850453490825,0.197152268656162,0.622716726429023,0.690909090909091,0.554524361948956,0.666483864163679,0.222239393315776,TRUE,,FALSE,TRUE,TRUE,12,1,2,-2.37374142062381,0,0,0,0.0924910356464881,0.0962033326302468,-0.0892427757856994,TRUE,FALSE,TRUE,TRUE,TRUE
