stability_job_id,stability_repeat,seed,fold_assignment_sha256,outer_fold_n,outer_fold_positive,outer_fold_negative,identical_across_representations
32,3,20790847,785dc055dc83b8b0bc47b2b1cac67e50e0ff87c27200919a3d01a5015ac26e47,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
32,4,20800847,1274ffe87e5811c4f9168de7e481538e7d69e57637f23a600a6a574d23843b14,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
32,5,20810847,add0f27f867f25c4da024396aa2f7d7ebb78b2f84ec65da413590fc1e21eadd4,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
33,1,20770848,5ccdd546a5251190b5aeeaa04d6ab165a4b9f6d10810a5c05efe1bcc5a20103a,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
33,2,20780848,a6fd5b4eea8d8448e4d510fc6fa9fbf409243bc4a6aef16c2cd33d616d3849fc,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
33,3,20790848,11db1d4e2dbc71780a51662c5e4cb9afb44330cbe58bb88bb216eca0e74cc23c,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
33,4,20800848,b9fa38c2b9aa9453ba245624f18ffbe15efcba0ec5f5ac571b068f8b8243f317,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
33,5,20810848,a701261de55c83294bb592ac987ff9076e43ef01fa6974ccfdbe229e7a3eede7,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
34,1,20770849,f1396f3bd1fe343b906d244494d48376835a8d52a3aec7a71d354d3b7c0e42f1,78;78;76;76;76,17;17;16;16;16,61;61;60;60;60,TRUE
34,2,20780849,24df1154f928a95d8591330e3ab29d2e25b4ee162fa7d71fc19074d49b5c0157,78;78;76;76;76,17;17;16;16;16,61;61;60;60;60,TRUE
34,3,20790849,07c114d98f73b49a89c37cb14207e2d940c6a8f8ec0b988fbaecfb1a40d5e896,78;78;76;76;76,17;17;16;16;16,61;61;60;60;60,TRUE
34,4,20800849,8b1252df1f5093ba18fc575ca7d3409e66ed4d4502a75b9bf6f7c43c91c3bb96,78;78;76;76;76,17;17;16;16;16,61;61;60;60;60,TRUE
34,5,20810849,ae23c7700a0820efb1afb22a88f8de9c5e221efa001b6ed4341709cde9a29062,78;78;76;76;76,17;17;16;16;16,61;61;60;60;60,TRUE
35,1,20770850,2ba1db7a33859bcefaf4a090cf5e55359cfad6d0259af79ff94dadded9f908f3,78;77;77;76;76,15;15;15;14;14,63;62;62;62;62,TRUE
35,2,20780850,dbfa974898563d6f54a1dbc6d34b831fd610339cbdd9816523a42c80f658f304,78;77;77;76;76,15;15;15;14;14,63;62;62;62;62,TRUE
35,3,20790850,db5b87c23307667818754164934ad6d31ccb8e8ab4aa4242c8e2a959ae170f16,78;77;77;76;76,15;15;15;14;14,63;62;62;62;62,TRUE
35,4,20800850,d71ac6a5353e02c8b79dd54167be49968d281ea26e87a65620a3ce2ae727995d,78;77;77;76;76,15;15;15;14;14,63;62;62;62;62,TRUE
35,5,20810850,6cb2f2224c7d9bc7114c41c063637d27b5731d5ff2a69fa2d9d0d5a28654ba09,78;77;77;76;76,15;15;15;14;14,63;62;62;62;62,TRUE
36,1,20770851,b20e3a6b0cf99f776cf3ab42a2e1499702e707fed447d4e95da86c871c6450f8,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
36,2,20780851,a8fddf70cf9c3a5f9d318b8bcfa3066fb18b9532a08b458803561dca8f7e1b0c,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
36,3,20790851,71500099b6190f90ca8e066c2f9fb7035f1098bd3196040b373e310c911ad16e,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
36,4,20800851,bbb5084689152425b6409e781bef8ff4d61296cab9a6db6efced273472be1c31,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
36,5,20810851,527a7d5ca36dc5d88f8ee9a3286f11d58ca51f75987f2d582c56aa277ec114a1,77;77;77;77;76,5;5;5;5;4,72;72;72;72;72,TRUE
37,1,20770852,f52f3564dba76df40389a1bf22bbe9ce19ca542b621a3063f5cc94aaee73b7ca,78;77;77;76;76,5;4;4;4;4,73;73;73;72;72,TRUE
37,2,20780852,c1ec77fbd2e92f3d9abb60f86cd84482b8cfbc7723c49509c82c1db2fb8ff353,78;77;77;76;76,5;4;4;4;4,73;73;73;72;72,TRUE
37,3,20790852,e19ee5b02c026ceb70641e1575d383ddb3208256227e84645538a0c8144730b5,78;77;77;76;76,5;4;4;4;4,73;73;73;72;72,TRUE
37,4,20800852,97a994c728d40ec26fec943faecca31c3145d4cd14f2872943f7e6a44df719bb,78;77;77;76;76,5;4;4;4;4,73;73;73;72;72,TRUE
37,5,20810852,fdd93d7d72ba742b5b088ba9dfa787997e7c398b6effeaa0183bfb51987222c7,78;77;77;76;76,5;4;4;4;4,73;73;73;72;72,TRUE
38,1,20770853,b1cb5c8bc87ec4acd3eb6010af63c2499d0cc9a8dc7d895181075dd6df28fdbe,78;78;76;76;76,5;5;4;4;4,73;73;72;72;72,TRUE
38,2,20780853,8ba4343a4ecfb83b86eba19925f09a4e6cee73b82c2b3734aca9dff92296b7c2,78;78;76;76;76,5;5;4;4;4,73;73;72;72;72,TRUE
38,3,20790853,9a4c544db904fb86b8194b36acf758edd60132c91d078747a4ae583573bb457e,78;78;76;76;76,5;5;4;4;4,73;73;72;72;72,TRUE
38,4,20800853,a6e6a1759a04f1baef06a646c843e5d501e047ec986e05277fc5dbdec903a3d2,78;78;76;76;76,5;5;4;4;4,73;73;72;72;72,TRUE
38,5,20810853,ad177f0dcfcc9e161cc258c1afaa0e3fe0789624691c38c5b77b4a4e50fe09c2,78;78;76;76;76,5;5;4;4;4,73;73;72;72;72,TRUE
39,1,20770854,942f73fbab7ca8e898950ca42bdbd029189b1b27a84b39e57e49d5d717417839,77;77;77;77;76,9;9;9;9;9,68;68;68;68;67,TRUE
39,2,20780854,fead5edc60e4fe3b6f2defda6aa120b89f319cb9bcff30292ad5e9f28c3f9c4d,77;77;77;77;76,9;9;9;9;9,68;68;68;68;67,TRUE
39,3,20790854,476748dbb315af549f21c390a92e711c89a77088cbca221cefafe2d18e8651dc,77;77;77;77;76,9;9;9;9;9,68;68;68;68;67,TRUE
39,4,20800854,69623b244ae2623215c7409ace24d687f169fa987d413b464400e733dbe1a591,77;77;77;77;76,9;9;9;9;9,68;68;68;68;67,TRUE
39,5,20810854,1208c787e9fa1ad56b960b7a341a00923a40987e7d6b417dd94cda8380d21263,77;77;77;77;76,9;9;9;9;9,68;68;68;68;67,TRUE
40,1,20770855,fa84edc15b50d40b69d615c4ef7e9170136a8f33e6c12ac4595585b6a84fd0f1,78;77;77;76;76,11;11;11;10;10,67;66;66;66;66,TRUE
40,2,20780855,c9ccff7d86a33edf0254fbec67ca5cc6fd078560a9c2847239f164312953a11a,78;77;77;76;76,11;11;11;10;10,67;66;66;66;66,TRUE
40,3,20790855,748f05c539d6af94f79a32854bd203df082c980fd0d1987325b81b93a7c0da55,78;77;77;76;76,11;11;11;10;10,67;66;66;66;66,TRUE
40,4,20800855,7b7344ef94f8bd3dd3fa77271e17d933be141201f68def5ef8c221e083680db6,78;77;77;76;76,11;11;11;10;10,67;66;66;66;66,TRUE
40,5,20810855,14df9bbd4a111af0d902c1d42a1f7eed5c1f5584a6fc570955bc22e63d4b6a01,78;77;77;76;76,11;11;11;10;10,67;66;66;66;66,TRUE
41,1,20770856,c66e2fb2c562b3cc02a2a59e18f208a385c4ed448cfe3f41b3abc7f1c1d7c2e3,77;77;77;77;76,37;37;37;37;37,40;40;40;40;39,TRUE
41,2,20780856,ab1c5dfcefa39150dc10f75a5e54c802ce5980fba9862a1a60ea3d74b2ebb6a8,77;77;77;77;76,37;37;37;37;37,40;40;40;40;39,TRUE
41,3,20790856,720ad03730e69c0b45ceddc75cba0ec81b364e1f73ef043484ee08a0b841ccac,77;77;77;77;76,37;37;37;37;37,40;40;40;40;39,TRUE
41,4,20800856,f0e3eeec37403f88b21514006ff99e355da7519cbe8dfc88835de52fa64e4671,77;77;77;77;76,37;37;37;37;37,40;40;40;40;39,TRUE
41,5,20810856,fb64d3baec6bbec7b89f68b32d60c2d07eaac19e2f7f8bc1aae18aac2bf65416,77;77;77;77;76,37;37;37;37;37,40;40;40;40;39,TRUE
42,1,20770857,80bdce1c04f5b87a15103c2f61f50f2b0b0c81a005ef4141e5a571ff2e948fc8,77;77;77;77;76,5;5;5;5;5,72;72;72;72;71,TRUE
42,2,20780857,62434900c2d5fb940c872710cffef611084a5a6b142d08a475d23451455da35b,77;77;77;77;76,5;5;5;5;5,72;72;72;72;71,TRUE
42,3,20790857,7ba0dc20b99e7eb6c8172c24894d005fd9fe0a07fbe8ceae4a5d095e90f07ccf,77;77;77;77;76,5;5;5;5;5,72;72;72;72;71,TRUE
42,4,20800857,fc01e24eeb40958fe69ac62ef933e1afd3cf30f8f9249aff57ab482b7ee008f6,77;77;77;77;76,5;5;5;5;5,72;72;72;72;71,TRUE
42,5,20810857,b388f298228d52169bd7ad510a145ef6bc04938d63ab98751f3d861e01d9c020,77;77;77;77;76,5;5;5;5;5,72;72;72;72;71,TRUE
43,1,20770858,6c666e559fec582f857ecd1864dd1aeb0d561df5bb3d66e5a573e967444939cc,51;50;50;50;50,6;6;6;6;6,45;44;44;44;44,TRUE
43,2,20780858,59dbd0d88f002e25240e068348a89fdd9c510e0e054c8461119d3583753a4ab1,51;50;50;50;50,6;6;6;6;6,45;44;44;44;44,TRUE
43,3,20790858,b6082a292bf9a467caaebce1d931571bfa3cca744d88e1c130ea6f374e866a7e,51;50;50;50;50,6;6;6;6;6,45;44;44;44;44,TRUE
43,4,20800858,9974ea6b975fe3008657ca8eaa7453bd2b04f659e4fc94771c3ee255b56a0fe3,51;50;50;50;50,6;6;6;6;6,45;44;44;44;44,TRUE
43,5,20810858,0d66c941028ee5c4eed23412d564d534b188b3df9ca7e2589a15a556daae6d8e,51;50;50;50;50,6;6;6;6;6,45;44;44;44;44,TRUE
44,1,20770859,1eaac3009462f40836658ee89adcfec7ce7da67e565253c948cb0b1fb9f0a609,51;51;50;50;49,10;10;9;9;9,41;41;41;41;40,TRUE
44,2,20780859,1d9135f18efcefe9efee1a8dba69f0e2178b6ba4772376e5f6b48626360644c7,51;51;50;50;49,10;10;9;9;9,41;41;41;41;40,TRUE
44,3,20790859,3d0265c100b9d20dae1eaa0130c46701ee385115efcf42f8a7ca62c24f3c871a,51;51;50;50;49,10;10;9;9;9,41;41;41;41;40,TRUE
44,4,20800859,968683918aace3578e02bf1b0dd587c5222ca8e0ecd0be63910b7261022c915f,51;51;50;50;49,10;10;9;9;9,41;41;41;41;40,TRUE
44,5,20810859,d7e662b1cc94fa700c4d9806533af44c324741de5c986413113ff2b8c6fbe58d,51;51;50;50;49,10;10;9;9;9,41;41;41;41;40,TRUE
45,1,20770860,89a057f3f605c79f3202034173d43b8c25205473e6e7da1498f9b7647a8edb11,51;51;51;49;49,8;8;8;7;7,43;43;43;42;42,TRUE
45,2,20780860,eef8c1fb4460cf08049769dcc10074a7d1fdc2f7a425423d498a543fed8a9625,51;51;51;49;49,8;8;8;7;7,43;43;43;42;42,TRUE
45,3,20790860,15e168f8ebe714de401a8f6f0d6808cf6cc6e5e7160a2162d7c79ef110ece332,51;51;51;49;49,8;8;8;7;7,43;43;43;42;42,TRUE
45,4,20800860,2191ad531683b94417246f6609d79a777e5c5c2d53983957d0f1ea3b62d743ad,51;51;51;49;49,8;8;8;7;7,43;43;43;42;42,TRUE
45,5,20810860,17088d6ddc66e59a139d906ae4ffd5f8df41387360ddbfd8d10e1cceeff5f148,51;51;51;49;49,8;8;8;7;7,43;43;43;42;42,TRUE
46,1,20770861,ee6b65f7b5a4bd2a70ebd15c86a5aa40623dbaad2f6fab02c0047e50013acc98,51;50;50;50;50,14;14;14;14;14,37;36;36;36;36,TRUE
46,2,20780861,f0a2dc9877ff8675b085b643e782fe574376df02f7b40bc64c46cd48efc0d98c,51;50;50;50;50,14;14;14;14;14,37;36;36;36;36,TRUE
46,3,20790861,ca63e73e8e69a43cb60d2ce27340078d45f9dc27511b15b2a4904e5f9295dc84,51;50;50;50;50,14;14;14;14;14,37;36;36;36;36,TRUE
46,4,20800861,cb699950a2ad6d96360ab2559640e84a9941f13d98bb1c9489617b54628b371a,51;50;50;50;50,14;14;14;14;14,37;36;36;36;36,TRUE
46,5,20810861,3491683054fd95e14ed56b97fd9122c81c6c718ee3559760edc9c0c80e09fa28,51;50;50;50;50,14;14;14;14;14,37;36;36;36;36,TRUE
47,1,20770862,79f9a301772b1c93ddbde864897faef5377fbbeb03b7c721f2e4a0f70e2de581,51;50;50;50;50,5;4;4;4;4,46;46;46;46;46,TRUE
47,2,20780862,76d5d70b338557d99408d70b97c1c5891f8a5ad7b853f858e6ed907502ba772b,51;50;50;50;50,5;4;4;4;4,46;46;46;46;46,TRUE
47,3,20790862,052747b89ed4b0edc13cc86e5fb113a4adddd2be7ced372191e5243c3a698040,51;50;50;50;50,5;4;4;4;4,46;46;46;46;46,TRUE
47,4,20800862,f19bea52a777237899b870a48a8ee1c5486453aeaab1251040d2fefcd4a6c1e4,51;50;50;50;50,5;4;4;4;4,46;46;46;46;46,TRUE
47,5,20810862,3db75b95827a55f01c07d0f1d4b8131cc64ea4c94cbb6e2d82817870f1912335,51;50;50;50;50,5;4;4;4;4,46;46;46;46;46,TRUE
48,1,20770863,014361bac2fee195e5d1fffdcf0904a62a0b314ffe40c90809f70542be117963,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
48,2,20780863,4039a57df5240ae47cc94f5d7ad2a9d3be1586f808a82e0fa66d9ea6c5940ebf,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
48,3,20790863,3ff794137c4eba8d3dbbf456aefb2904e64504258f8d4ee5b4344b2bf4c5ec9c,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
48,4,20800863,bab250c3bdf6a62f1e27dd2fdd76d11cfd6f6f136868c8d675865ab51af2acad,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
48,5,20810863,fd796618fc598082fe9acba9774c18f68a35ebd4f7967ab24c3ac5844fe23af3,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
49,1,20770864,8647d37d96339c9df7315ad06a1c9f139729e76e372b88d66663ece8715ebfc4,77;77;76;76;76,8;8;7;7;7,69;69;69;69;69,TRUE
49,2,20780864,2b6f07fdf0b1b1f4c3ab7fab1caccf5c0fbbe7f95a5f0f6ccafd342cdcdaa011,77;77;76;76;76,8;8;7;7;7,69;69;69;69;69,TRUE
49,3,20790864,34d028dc93cc268d2133031e255830963f4f8423ff4fdd1e1754c830d6f3802f,77;77;76;76;76,8;8;7;7;7,69;69;69;69;69,TRUE
49,4,20800864,f10a285989b94bc8d267dd9b2e7aab2fa5e8736ad8d16abcfdb7f51317141fe3,77;77;76;76;76,8;8;7;7;7,69;69;69;69;69,TRUE
49,5,20810864,053ffbb6ec1335bf8cbb388458ecd23f6eaccb0e4093740aec934aa79359f67b,77;77;76;76;76,8;8;7;7;7,69;69;69;69;69,TRUE
50,1,20770865,63caf3b44c5d0439cafcb05dcdeb8c958a235eb8fe6f2fe8e862836715a6472e,78;76;76;76;76,40;39;39;39;39,38;37;37;37;37,TRUE
50,2,20780865,4c93152854b308b87f5a7f45f3cad7c0f324bdad5000b0676305e8ef4c754614,78;76;76;76;76,40;39;39;39;39,38;37;37;37;37,TRUE
50,3,20790865,00c67e86a4fc775bdbf7db597e5d600ac26ecafdd54fc5daa32454c41dd95dbf,78;76;76;76;76,40;39;39;39;39,38;37;37;37;37,TRUE
50,4,20800865,bae13f7696dcf1f6e260def6ddd1c868fd2fdc860280076c699093e404a1940b,78;76;76;76;76,40;39;39;39;39,38;37;37;37;37,TRUE
50,5,20810865,6983eefb38447b24651e894c1475711c1e26ebc0f36618f01116b90aee2d1fce,78;76;76;76;76,40;39;39;39;39,38;37;37;37;37,TRUE
51,1,20770866,899ce5ff5c026ce68d4f5f3dec95f337f614cf7bf086d17a6b3ff39b754ccade,77;77;77;76;75,7;7;7;7;6,70;70;70;69;69,TRUE
51,2,20780866,c40a3fd2807a431f4b660cae0a38ae33c9131b71e74b4f0039c4e929dbaaa0e8,77;77;77;76;75,7;7;7;7;6,70;70;70;69;69,TRUE
51,3,20790866,6705114110e4efe4edd2b42b28d57646b022850b7c9da93192b0433e1c5f185d,77;77;77;76;75,7;7;7;7;6,70;70;70;69;69,TRUE
51,4,20800866,bbd088e9060b96ffba2bc2be079a43829130632e2b027faef927b96a8bf6a494,77;77;77;76;75,7;7;7;7;6,70;70;70;69;69,TRUE
51,5,20810866,6a3d78728b7f09385af7ce7675f22d89f819d81b525fd16419e9b6443641ba2e,77;77;77;76;75,7;7;7;7;6,70;70;70;69;69,TRUE
52,1,20770867,a4cd52c67d346fbf7b2062c26ad7abeb1886ee433d46efea370249e8e6fee156,77;77;77;76;75,9;9;9;9;8,68;68;68;67;67,TRUE
52,2,20780867,7a975c8050bef0562943fa026a8b009471231c5a06ef9243bf481982d79109d4,77;77;77;76;75,9;9;9;9;8,68;68;68;67;67,TRUE
52,3,20790867,46fb50b2b21960ea53957ee0dab3fd857eb05d158563fb2b86eecd8d71e46175,77;77;77;76;75,9;9;9;9;8,68;68;68;67;67,TRUE
52,4,20800867,60902e79985cd2b3abd646ceff284e05adb04d27c57790be61c12a58e1a44ee4,77;77;77;76;75,9;9;9;9;8,68;68;68;67;67,TRUE
52,5,20810867,41da6629fa1ae559f4e805ac7ed48d1936cc51d273d18c777bbe60e2488a2fac,77;77;77;76;75,9;9;9;9;8,68;68;68;67;67,TRUE
53,1,20770868,8b3e30ba372e9fa27133608ca4a841d6e9d174aaab6198d2e2f0376833545887,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
53,2,20780868,d9033b8a940842672cba383792b4c2281bf67afc724abda6f7167c30cca9a3a2,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
53,3,20790868,e69270d5408b5ac17eba3b20aa5fd8cd87b4d6da32ffa220231e32d3d10980e4,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
53,4,20800868,3f5a7df4544ddf618762ddf24830308f48796631ea2aab5e2f0dcc49f04e84b2,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
53,5,20810868,7c206f76b8108563ecb053de64463559c923e6c987887c57ec5cd5169bcbb57c,78;76;76;76;76,5;4;4;4;4,73;72;72;72;72,TRUE
54,1,20770869,035805e629d183ba469f6f93659c47bc87b5176ce3182e10c1292eb221fa35f8,77;77;77;76;75,9;9;9;8;8,68;68;68;68;67,TRUE
54,2,20780869,8cddaffb7116ac8b5384c44614897928ac5fd14390c40d3fb26e6aaad76a9c16,77;77;77;76;75,9;9;9;8;8,68;68;68;68;67,TRUE
54,3,20790869,94937bdc847c7411506ea46de8b3433da4be22e3c01a53e14506d80c19d88b5f,77;77;77;76;75,9;9;9;8;8,68;68;68;68;67,TRUE
54,4,20800869,e87a5b762b0d8ebad106a516be56f9a871a4d170933bb99d6e0d364904becbf2,77;77;77;76;75,9;9;9;8;8,68;68;68;68;67,TRUE
54,5,20810869,115452d4014c2dbb5b1e98f8770f5512783bda43393b5c281fb7bfd7392ffbdd,77;77;77;76;75,9;9;9;8;8,68;68;68;68;67,TRUE
55,1,20770870,67058fefbc628a6242bae8a972a08dd18edb5eb150fac1c1cc6bf4ff3b599013,78;76;76;76;76,26;25;25;25;25,52;51;51;51;51,TRUE
55,2,20780870,99d006efca0c8e1a18ba56953fb3b076e3604bb6d303ab272fe17379828d14a8,78;76;76;76;76,26;25;25;25;25,52;51;51;51;51,TRUE
55,3,20790870,68ea886f4eaa0db96942d9a7a2bc22a4f2b67e672fd6ba137310c01a833315a7,78;76;76;76;76,26;25;25;25;25,52;51;51;51;51,TRUE
55,4,20800870,522ebe5cfa5ee07f0b507196ea02ebd5fd13e47b59c3b44239f6f59172849483,78;76;76;76;76,26;25;25;25;25,52;51;51;51;51,TRUE
55,5,20810870,29a5a15af2e55095987191239a432c3c284658da96131b9f70d778bc004be364,78;76;76;76;76,26;25;25;25;25,52;51;51;51;51,TRUE
56,1,20770871,4a69149667a4a57396ad6c21cfb2dfc1cbd7589db5e4986d12e890cb8e4b9edf,77;77;77;76;75,17;17;17;16;16,60;60;60;60;59,TRUE
56,2,20780871,17e8bff7a55ad9836c9346a711a3f1e7aaa94097bbb4ccf2a911a2266d30fa6d,77;77;77;76;75,17;17;17;16;16,60;60;60;60;59,TRUE
56,3,20790871,64b95245faaf1dd6b01e2d31c93743b979b773e22d8c8a23151e6b3d9517724e,77;77;77;76;75,17;17;17;16;16,60;60;60;60;59,TRUE
56,4,20800871,7951f5a5a280c4b8dace6e600645586be049fde02534e578c5bc8b8f08adcd45,77;77;77;76;75,17;17;17;16;16,60;60;60;60;59,TRUE
56,5,20810871,b1a457482458301e0dad03aa6ec6df4f671e3b88ce8554fc1ecec617429534e3,77;77;77;76;75,17;17;17;16;16,60;60;60;60;59,TRUE
57,1,20770872,7cf8a8bd50eb4ad5a2ecea86553522818cd9b1311ef0b51c9c809590d21e4f4e,78;76;76;76;76,8;7;7;7;7,70;69;69;69;69,TRUE
57,2,20780872,e04f4416675b0d115a0554f1f2219d012fcb23706b1db10148aba2d2f1ebf0f7,78;76;76;76;76,8;7;7;7;7,70;69;69;69;69,TRUE
57,3,20790872,99e19aff42b1276cbbebfb643af8fe4340654123ab1a180b7eb62f702d8c6a59,78;76;76;76;76,8;7;7;7;7,70;69;69;69;69,TRUE
57,4,20800872,b87b4b3d32841550fa1d9cc63bd28ad84f12dd089c5fe7f4a4ae389e12721720,78;76;76;76;76,8;7;7;7;7,70;69;69;69;69,TRUE
57,5,20810872,8159821e472832d67d48631aba571c002996a109acf8a2490f569e03f116d94a,78;76;76;76;76,8;7;7;7;7,70;69;69;69;69,TRUE
58,1,20770873,e2ed6edbc432a2a677d3f6e86dc5fd5ae691720cc6ffdedf9c345668774c98fb,77;77;76;76;76,9;9;8;8;8,68;68;68;68;68,TRUE
58,2,20780873,36316a03ba7abc07464e93065c93e540784b84ef0e0a3354cf663f518745d048,77;77;76;76;76,9;9;8;8;8,68;68;68;68;68,TRUE
58,3,20790873,986c63992032b36ff3ba82be1a3beff6a7d2ac6f3eb9a75c3603f6fab7e24449,77;77;76;76;76,9;9;8;8;8,68;68;68;68;68,TRUE
58,4,20800873,ef7d1823e61d0981c6217a42f1ddec728648f24527dcf2a09015c71156e6d4f0,77;77;76;76;76,9;9;8;8;8,68;68;68;68;68,TRUE
58,5,20810873,40924e49e24f7269be1cee0d9cb1f78622e80c3f2031a0ba05614904d0aebc19,77;77;76;76;76,9;9;8;8;8,68;68;68;68;68,TRUE
59,1,20770874,43ae6d0acffa0675f5eb3103211d7283105ca3bf326686c02888b4f98b87fbd0,77;77;76;76;76,7;7;6;6;6,70;70;70;70;70,TRUE
59,2,20780874,e72ff49b2441ede3bfa496d58694089429e3a9da09b1c02883eb0cb9519ad907,77;77;76;76;76,7;7;6;6;6,70;70;70;70;70,TRUE
59,3,20790874,b7cef286feaf708a60f9a1ad0ad5b638a2e5fd03b17161da94c58f014f9f1080,77;77;76;76;76,7;7;6;6;6,70;70;70;70;70,TRUE
59,4,20800874,8984ad01228c7f851334bffd495932f53d6f41537be15cf0c61bbc82d8986e9a,77;77;76;76;76,7;7;6;6;6,70;70;70;70;70,TRUE
59,5,20810874,7b3a42b26ed110e90d6e56db9abbaaf8ab02d14f8112d6d16eebf5c8686adf54,77;77;76;76;76,7;7;6;6;6,70;70;70;70;70,TRUE
60,1,20770875,554f3ff8058362900e38afb34f1f9dd714a4d7cd8fc83b0ff0b890546ea115bc,78;76;76;76;76,33;32;32;32;32,45;44;44;44;44,TRUE
60,2,20780875,d253838f6ff9db275c8cd381c255e1eabb982f02a5cf61fe0f4806e3aa6c75f9,78;76;76;76;76,33;32;32;32;32,45;44;44;44;44,TRUE
60,3,20790875,1b0612a722802083da764e7629b52f95f89a92eec0a4d625fcfe93b076b748fa,78;76;76;76;76,33;32;32;32;32,45;44;44;44;44,TRUE
60,4,20800875,2df154b831546a26446332e8218c41f0ac9e3bde74f0c1f1346ec384d5ba287f,78;76;76;76;76,33;32;32;32;32,45;44;44;44;44,TRUE
60,5,20810875,6be3b4977e67f300e6687d451ee93844db11ff3a7eb912ecac0d22df76d4f56e,78;76;76;76;76,33;32;32;32;32,45;44;44;44;44,TRUE
61,1,20770876,609ae516d2f92e2329c4730f14a1ccf738f3862f028dd338c39e24714b6b7644,48;48;48;48;48,8;8;8;8;8,40;40;40;40;40,TRUE
61,2,20780876,3e7fe4998bff067ed0181747695cb90d96912c114166c3d5c870489cab6ef83c,48;48;48;48;48,8;8;8;8;8,40;40;40;40;40,TRUE
61,3,20790876,72203bf4106741e8e64825c712073be189eaba7938df7443c7fad0a57065f1d9,48;48;48;48;48,8;8;8;8;8,40;40;40;40;40,TRUE
61,4,20800876,24fe19931bbd0d7659464bf6272f2b54b56be9d5460f602d52acc938befd3167,48;48;48;48;48,8;8;8;8;8,40;40;40;40;40,TRUE
61,5,20810876,2aea67e97a9f8987d4345403f264dbc44de158c6233ac58026f8417a7b81ff84,48;48;48;48;48,8;8;8;8;8,40;40;40;40;40,TRUE
62,1,20770877,d6224036e300cbf6b877cff5d552b8b2a8a25a2160e24a54eb48550c9c165205,49;49;48;47;47,5;5;4;4;4,44;44;44;43;43,TRUE
62,2,20780877,2d790e0caf58561f798cbfaece6de0ec139cb6b02ffe6cf771c9a8f210886797,49;49;48;47;47,5;5;4;4;4,44;44;44;43;43,TRUE
62,3,20790877,0a3dd8592519fd83b3c9a564b8f26cfcb662b6f3541b42abc46bf7696793dafc,49;49;48;47;47,5;5;4;4;4,44;44;44;43;43,TRUE
62,4,20800877,5bce253b0940f7a8bfbda43968860085c2ee94fb366c9f9ea4e2a825b49ff517,49;49;48;47;47,5;5;4;4;4,44;44;44;43;43,TRUE
62,5,20810877,060cc9364ccc7e5a087c21f9318a638e7118d5479b83f9fdebccc0d319cee796,49;49;48;47;47,5;5;4;4;4,44;44;44;43;43,TRUE
63,1,20770878,9a442649cba1990920881c62ffb574febfa622017a04a33d509238de6098dbdd,49;49;48;47;47,11;11;11;10;10,38;38;37;37;37,TRUE
63,2,20780878,65ccd9e65209101cba5fbb68040468690f26c3b715cbb1d552e1c7259debbe5e,49;49;48;47;47,11;11;11;10;10,38;38;37;37;37,TRUE
63,3,20790878,fd723dad66f478929fd00b78f974adc842b0968c4ecff1387621f1428899d5d0,49;49;48;47;47,11;11;11;10;10,38;38;37;37;37,TRUE
63,4,20800878,81d3f700aa7aa04bb998ce39636c696e3ad991cf4faf379da2b0328e0ce53804,49;49;48;47;47,11;11;11;10;10,38;38;37;37;37,TRUE
63,5,20810878,ff0e32b8105d530f0ccb02f8937721561df1f40e5ac999e1f64222c6a22c61f4,49;49;48;47;47,11;11;11;10;10,38;38;37;37;37,TRUE
64,1,20770879,e0800a12b71954e64a131393bab81e4b06939f547ae7b467885f98f715f3fda8,49;49;48;47;47,11;11;10;10;10,38;38;38;37;37,TRUE
64,2,20780879,442491aae5545bd3c20691d1de7fbc8cd916b78d45aca750fd054f1c15a61543,49;49;48;47;47,11;11;10;10;10,38;38;38;37;37,TRUE
64,3,20790879,d06976198f4cf463aa48a4a483c16a295cd769803535d9b6a078b0bf80af3e8b,49;49;48;47;47,11;11;10;10;10,38;38;38;37;37,TRUE
