family,tumor_type,endpoint,repeat,outer_fold,n,positive,negative,training_patients,training_positive,training_negative,test_patients,test_positive,test_negative,limited_evidence
driver_mutation,KIRC,SETD2,4,4,353,47,306,283,38,245,70,9,61,TRUE
driver_mutation,KIRC,SETD2,4,5,353,47,306,283,38,245,70,9,61,TRUE
driver_mutation,KIRC,SETD2,5,1,353,47,306,281,37,244,72,10,62,TRUE
driver_mutation,KIRC,SETD2,5,2,353,47,306,282,37,245,71,10,61,TRUE
driver_mutation,KIRC,SETD2,5,3,353,47,306,283,38,245,70,9,61,TRUE
driver_mutation,KIRC,SETD2,5,4,353,47,306,283,38,245,70,9,61,TRUE
driver_mutation,KIRC,SETD2,5,5,353,47,306,283,38,245,70,9,61,TRUE
driver_mutation,KIRC,VHL,1,1,353,161,192,281,128,153,72,33,39,FALSE
driver_mutation,KIRC,VHL,1,2,353,161,192,282,129,153,71,32,39,FALSE
driver_mutation,KIRC,VHL,1,3,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,1,4,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,1,5,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,2,1,353,161,192,281,128,153,72,33,39,FALSE
driver_mutation,KIRC,VHL,2,2,353,161,192,282,129,153,71,32,39,FALSE
driver_mutation,KIRC,VHL,2,3,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,2,4,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,2,5,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,3,1,353,161,192,281,128,153,72,33,39,FALSE
driver_mutation,KIRC,VHL,3,2,353,161,192,282,129,153,71,32,39,FALSE
driver_mutation,KIRC,VHL,3,3,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,3,4,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,3,5,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,4,1,353,161,192,281,128,153,72,33,39,FALSE
driver_mutation,KIRC,VHL,4,2,353,161,192,282,129,153,71,32,39,FALSE
driver_mutation,KIRC,VHL,4,3,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,4,4,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,4,5,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,5,1,353,161,192,281,128,153,72,33,39,FALSE
driver_mutation,KIRC,VHL,5,2,353,161,192,282,129,153,71,32,39,FALSE
driver_mutation,KIRC,VHL,5,3,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,5,4,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,KIRC,VHL,5,5,353,161,192,283,129,154,70,32,38,FALSE
driver_mutation,LGG,ATRX,1,1,485,181,304,387,144,243,98,37,61,FALSE
driver_mutation,LGG,ATRX,1,2,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,1,3,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,1,4,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,1,5,485,181,304,389,145,244,96,36,60,FALSE
driver_mutation,LGG,ATRX,2,1,485,181,304,387,144,243,98,37,61,FALSE
driver_mutation,LGG,ATRX,2,2,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,2,3,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,2,4,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,2,5,485,181,304,389,145,244,96,36,60,FALSE
driver_mutation,LGG,ATRX,3,1,485,181,304,387,144,243,98,37,61,FALSE
driver_mutation,LGG,ATRX,3,2,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,3,3,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,3,4,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,3,5,485,181,304,389,145,244,96,36,60,FALSE
driver_mutation,LGG,ATRX,4,1,485,181,304,387,144,243,98,37,61,FALSE
driver_mutation,LGG,ATRX,4,2,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,4,3,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,4,4,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,4,5,485,181,304,389,145,244,96,36,60,FALSE
driver_mutation,LGG,ATRX,5,1,485,181,304,387,144,243,98,37,61,FALSE
driver_mutation,LGG,ATRX,5,2,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,5,3,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,5,4,485,181,304,388,145,243,97,36,61,FALSE
driver_mutation,LGG,ATRX,5,5,485,181,304,389,145,244,96,36,60,FALSE
driver_mutation,LGG,CIC,1,1,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,1,2,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,1,3,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,1,4,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,1,5,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,2,1,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,2,2,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,2,3,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,2,4,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,2,5,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,3,1,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,3,2,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,3,3,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,3,4,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,3,5,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,4,1,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,4,2,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,4,3,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,4,4,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,4,5,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,5,1,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,5,2,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,5,3,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,5,4,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,CIC,5,5,485,105,380,388,84,304,97,21,76,FALSE
driver_mutation,LGG,EGFR,1,1,485,34,451,387,27,360,98,7,91,TRUE
driver_mutation,LGG,EGFR,1,2,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,1,3,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,1,4,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,1,5,485,34,451,389,28,361,96,6,90,TRUE
driver_mutation,LGG,EGFR,2,1,485,34,451,387,27,360,98,7,91,TRUE
driver_mutation,LGG,EGFR,2,2,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,2,3,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,2,4,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,2,5,485,34,451,389,28,361,96,6,90,TRUE
driver_mutation,LGG,EGFR,3,1,485,34,451,387,27,360,98,7,91,TRUE
driver_mutation,LGG,EGFR,3,2,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,3,3,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,3,4,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,3,5,485,34,451,389,28,361,96,6,90,TRUE
driver_mutation,LGG,EGFR,4,1,485,34,451,387,27,360,98,7,91,TRUE
driver_mutation,LGG,EGFR,4,2,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,4,3,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,4,4,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,4,5,485,34,451,389,28,361,96,6,90,TRUE
driver_mutation,LGG,EGFR,5,1,485,34,451,387,27,360,98,7,91,TRUE
driver_mutation,LGG,EGFR,5,2,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,5,3,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,5,4,485,34,451,388,27,361,97,7,90,TRUE
driver_mutation,LGG,EGFR,5,5,485,34,451,389,28,361,96,6,90,TRUE
driver_mutation,LGG,FUBP1,1,1,485,44,441,387,35,352,98,9,89,TRUE
driver_mutation,LGG,FUBP1,1,2,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,1,3,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,1,4,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,1,5,485,44,441,389,36,353,96,8,88,TRUE
driver_mutation,LGG,FUBP1,2,1,485,44,441,387,35,352,98,9,89,TRUE
driver_mutation,LGG,FUBP1,2,2,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,2,3,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,2,4,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,2,5,485,44,441,389,36,353,96,8,88,TRUE
driver_mutation,LGG,FUBP1,3,1,485,44,441,387,35,352,98,9,89,TRUE
driver_mutation,LGG,FUBP1,3,2,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,3,3,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,3,4,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,3,5,485,44,441,389,36,353,96,8,88,TRUE
driver_mutation,LGG,FUBP1,4,1,485,44,441,387,35,352,98,9,89,TRUE
driver_mutation,LGG,FUBP1,4,2,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,4,3,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,4,4,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,4,5,485,44,441,389,36,353,96,8,88,TRUE
driver_mutation,LGG,FUBP1,5,1,485,44,441,387,35,352,98,9,89,TRUE
driver_mutation,LGG,FUBP1,5,2,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,5,3,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,5,4,485,44,441,388,35,353,97,9,88,TRUE
driver_mutation,LGG,FUBP1,5,5,485,44,441,389,36,353,96,8,88,TRUE
driver_mutation,LGG,IDH1,1,1,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,1,2,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,1,3,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,1,4,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,1,5,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,2,1,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,2,2,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,2,3,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,2,4,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,2,5,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,3,1,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,3,2,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,3,3,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,3,4,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,3,5,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,4,1,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,4,2,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,4,3,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,4,4,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,4,5,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,5,1,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,5,2,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,5,3,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,5,4,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,IDH1,5,5,485,375,110,388,300,88,97,75,22,FALSE
driver_mutation,LGG,PTEN,1,1,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,1,2,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,1,3,485,23,462,388,18,370,97,5,92,TRUE
driver_mutation,LGG,PTEN,1,4,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,1,5,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,2,1,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,2,2,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,2,3,485,23,462,388,18,370,97,5,92,TRUE
driver_mutation,LGG,PTEN,2,4,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,2,5,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,3,1,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,3,2,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,3,3,485,23,462,388,18,370,97,5,92,TRUE
driver_mutation,LGG,PTEN,3,4,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,3,5,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,4,1,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,4,2,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,4,3,485,23,462,388,18,370,97,5,92,TRUE
driver_mutation,LGG,PTEN,4,4,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,4,5,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,5,1,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,5,2,485,23,462,387,18,369,98,5,93,TRUE
driver_mutation,LGG,PTEN,5,3,485,23,462,388,18,370,97,5,92,TRUE
driver_mutation,LGG,PTEN,5,4,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,PTEN,5,5,485,23,462,389,19,370,96,4,92,TRUE
driver_mutation,LGG,TP53,1,1,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,1,2,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,1,3,485,232,253,388,186,202,97,46,51,FALSE
driver_mutation,LGG,TP53,1,4,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,1,5,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,2,1,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,2,2,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,2,3,485,232,253,388,186,202,97,46,51,FALSE
driver_mutation,LGG,TP53,2,4,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,2,5,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,3,1,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,3,2,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,3,3,485,232,253,388,186,202,97,46,51,FALSE
driver_mutation,LGG,TP53,3,4,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,3,5,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,4,1,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,4,2,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,4,3,485,232,253,388,186,202,97,46,51,FALSE
driver_mutation,LGG,TP53,4,4,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,4,5,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,5,1,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,5,2,485,232,253,387,185,202,98,47,51,FALSE
driver_mutation,LGG,TP53,5,3,485,232,253,388,186,202,97,46,51,FALSE
driver_mutation,LGG,TP53,5,4,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LGG,TP53,5,5,485,232,253,389,186,203,96,46,50,FALSE
driver_mutation,LIHC,BAP1,1,1,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,1,2,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,1,3,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,1,4,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,1,5,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,2,1,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,2,2,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,2,3,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,2,4,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,2,5,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,3,1,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,3,2,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,3,3,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,3,4,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,3,5,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,4,1,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,4,2,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,4,3,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,4,4,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,4,5,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,5,1,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,5,2,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,5,3,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,5,4,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,BAP1,5,5,350,20,330,280,16,264,70,4,66,TRUE
driver_mutation,LIHC,CTNNB1,1,1,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,1,2,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,1,3,350,93,257,280,74,206,70,19,51,FALSE
driver_mutation,LIHC,CTNNB1,1,4,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,1,5,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,2,1,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,2,2,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,2,3,350,93,257,280,74,206,70,19,51,FALSE
driver_mutation,LIHC,CTNNB1,2,4,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,2,5,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,3,1,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,3,2,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,3,3,350,93,257,280,74,206,70,19,51,FALSE
driver_mutation,LIHC,CTNNB1,3,4,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,3,5,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,4,1,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,4,2,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,4,3,350,93,257,280,74,206,70,19,51,FALSE
driver_mutation,LIHC,CTNNB1,4,4,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,4,5,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,5,1,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,5,2,350,93,257,279,74,205,71,19,52,FALSE
driver_mutation,LIHC,CTNNB1,5,3,350,93,257,280,74,206,70,19,51,FALSE
driver_mutation,LIHC,CTNNB1,5,4,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,CTNNB1,5,5,350,93,257,281,75,206,69,18,51,FALSE
driver_mutation,LIHC,TP53,1,1,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,1,2,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,1,3,350,107,243,280,86,194,70,21,49,FALSE
driver_mutation,LIHC,TP53,1,4,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,1,5,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,2,1,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,2,2,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,2,3,350,107,243,280,86,194,70,21,49,FALSE
driver_mutation,LIHC,TP53,2,4,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,2,5,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,3,1,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,3,2,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,3,3,350,107,243,280,86,194,70,21,49,FALSE
driver_mutation,LIHC,TP53,3,4,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,3,5,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,4,1,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,4,2,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,4,3,350,107,243,280,86,194,70,21,49,FALSE
driver_mutation,LIHC,TP53,4,4,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,4,5,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,5,1,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,5,2,350,107,243,279,85,194,71,22,49,FALSE
driver_mutation,LIHC,TP53,5,3,350,107,243,280,86,194,70,21,49,FALSE
driver_mutation,LIHC,TP53,5,4,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LIHC,TP53,5,5,350,107,243,281,86,195,69,21,48,FALSE
driver_mutation,LUAD,TP53,1,1,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,1,2,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,1,3,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,1,4,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,1,5,463,234,229,372,188,184,91,46,45,FALSE
driver_mutation,LUAD,TP53,2,1,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,2,2,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,2,3,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,2,4,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,2,5,463,234,229,372,188,184,91,46,45,FALSE
driver_mutation,LUAD,TP53,3,1,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,3,2,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,3,3,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,3,4,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,3,5,463,234,229,372,188,184,91,46,45,FALSE
driver_mutation,LUAD,TP53,4,1,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,4,2,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,4,3,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,4,4,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,4,5,463,234,229,372,188,184,91,46,45,FALSE
driver_mutation,LUAD,TP53,5,1,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,5,2,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,5,3,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,5,4,463,234,229,370,187,183,93,47,46,FALSE
driver_mutation,LUAD,TP53,5,5,463,234,229,372,188,184,91,46,45,FALSE
driver_mutation,OV,TP53,1,1,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,1,2,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,1,3,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,1,4,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,1,5,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,2,1,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,2,2,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,2,3,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,2,4,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,2,5,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,3,1,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,3,2,72,22,50,57,17,40,15,5,10,TRUE
driver_mutation,OV,TP53,3,3,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,3,4,72,22,50,58,18,40,14,4,10,TRUE
driver_mutation,OV,TP53,3,5,72,22,50,58,18,40,14,4,10,TRUE
