family,tumor_type,endpoint,repeat,outer_fold,n,positive,negative,training_patients,training_positive,training_negative,test_patients,test_positive,test_negative,limited_evidence
driver_mutation,UCEC,CTNNB1,3,3,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,3,4,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,3,5,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,4,1,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,4,2,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,4,3,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,4,4,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,4,5,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,5,1,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,5,2,487,97,390,389,77,312,98,20,78,FALSE
driver_mutation,UCEC,CTNNB1,5,3,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,5,4,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,CTNNB1,5,5,487,97,390,390,78,312,97,19,78,FALSE
driver_mutation,UCEC,PTEN,1,1,487,261,226,388,208,180,99,53,46,FALSE
driver_mutation,UCEC,PTEN,1,2,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,1,3,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,1,4,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,1,5,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,2,1,487,261,226,388,208,180,99,53,46,FALSE
driver_mutation,UCEC,PTEN,2,2,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,2,3,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,2,4,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,2,5,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,3,1,487,261,226,388,208,180,99,53,46,FALSE
driver_mutation,UCEC,PTEN,3,2,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,3,3,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,3,4,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,3,5,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,4,1,487,261,226,388,208,180,99,53,46,FALSE
driver_mutation,UCEC,PTEN,4,2,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,4,3,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,4,4,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,4,5,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,5,1,487,261,226,388,208,180,99,53,46,FALSE
driver_mutation,UCEC,PTEN,5,2,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,5,3,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,5,4,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,PTEN,5,5,487,261,226,390,209,181,97,52,45,FALSE
driver_mutation,UCEC,TP53,1,1,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,1,2,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,1,3,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,1,4,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,1,5,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,2,1,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,2,2,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,2,3,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,2,4,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,2,5,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,3,1,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,3,2,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,3,3,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,3,4,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,3,5,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,4,1,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,4,2,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,4,3,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,4,4,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,4,5,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,5,1,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,5,2,487,155,332,389,124,265,98,31,67,FALSE
driver_mutation,UCEC,TP53,5,3,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,5,4,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UCEC,TP53,5,5,487,155,332,390,124,266,97,31,66,FALSE
driver_mutation,UVM,GNA11,1,1,80,36,44,63,28,35,17,8,9,TRUE
driver_mutation,UVM,GNA11,1,2,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,1,3,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,1,4,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,1,5,80,36,44,65,29,36,15,7,8,TRUE
driver_mutation,UVM,GNA11,2,1,80,36,44,63,28,35,17,8,9,TRUE
driver_mutation,UVM,GNA11,2,2,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,2,3,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,2,4,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,2,5,80,36,44,65,29,36,15,7,8,TRUE
driver_mutation,UVM,GNA11,3,1,80,36,44,63,28,35,17,8,9,TRUE
driver_mutation,UVM,GNA11,3,2,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,3,3,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,3,4,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,3,5,80,36,44,65,29,36,15,7,8,TRUE
driver_mutation,UVM,GNA11,4,1,80,36,44,63,28,35,17,8,9,TRUE
driver_mutation,UVM,GNA11,4,2,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,4,3,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,4,4,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,4,5,80,36,44,65,29,36,15,7,8,TRUE
driver_mutation,UVM,GNA11,5,1,80,36,44,63,28,35,17,8,9,TRUE
driver_mutation,UVM,GNA11,5,2,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,5,3,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,5,4,80,36,44,64,29,35,16,7,9,TRUE
driver_mutation,UVM,GNA11,5,5,80,36,44,65,29,36,15,7,8,TRUE
fusion,LGG,Any called fusion,1,1,487,236,251,388,188,200,99,48,51,FALSE
fusion,LGG,Any called fusion,1,2,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,1,3,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,1,4,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,1,5,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,2,1,487,236,251,388,188,200,99,48,51,FALSE
fusion,LGG,Any called fusion,2,2,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,2,3,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,2,4,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,2,5,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,3,1,487,236,251,388,188,200,99,48,51,FALSE
fusion,LGG,Any called fusion,3,2,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,3,3,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,3,4,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,3,5,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,4,1,487,236,251,388,188,200,99,48,51,FALSE
fusion,LGG,Any called fusion,4,2,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,4,3,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,4,4,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,4,5,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,5,1,487,236,251,388,188,200,99,48,51,FALSE
fusion,LGG,Any called fusion,5,2,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,5,3,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,5,4,487,236,251,390,189,201,97,47,50,FALSE
fusion,LGG,Any called fusion,5,5,487,236,251,390,189,201,97,47,50,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,1,400,159,241,319,127,192,81,32,49,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,2,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,3,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,4,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,5,400,159,241,321,128,193,79,31,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,1,400,159,241,319,127,192,81,32,49,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,2,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,3,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,4,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,5,400,159,241,321,128,193,79,31,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,1,400,159,241,319,127,192,81,32,49,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,2,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,3,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,4,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,5,400,159,241,321,128,193,79,31,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,1,400,159,241,319,127,192,81,32,49,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,2,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,3,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,4,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,5,400,159,241,321,128,193,79,31,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,1,400,159,241,319,127,192,81,32,49,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,2,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,3,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,4,400,159,241,320,127,193,80,32,48,FALSE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,5,400,159,241,321,128,193,79,31,48,FALSE
fusion,SARC,Any called fusion,1,1,252,216,36,200,172,28,52,44,8,TRUE
fusion,SARC,Any called fusion,1,2,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,1,3,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,1,4,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,1,5,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,2,1,252,216,36,200,172,28,52,44,8,TRUE
fusion,SARC,Any called fusion,2,2,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,2,3,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,2,4,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,2,5,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,3,1,252,216,36,200,172,28,52,44,8,TRUE
fusion,SARC,Any called fusion,3,2,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,3,3,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,3,4,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,3,5,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,4,1,252,216,36,200,172,28,52,44,8,TRUE
fusion,SARC,Any called fusion,4,2,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,4,3,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,4,4,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,4,5,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,5,1,252,216,36,200,172,28,52,44,8,TRUE
fusion,SARC,Any called fusion,5,2,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,5,3,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,5,4,252,216,36,202,173,29,50,43,7,TRUE
fusion,SARC,Any called fusion,5,5,252,216,36,202,173,29,50,43,7,TRUE
fusion,THCA,Any called fusion,1,1,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,1,2,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,1,3,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,1,4,502,138,364,402,111,291,100,27,73,FALSE
fusion,THCA,Any called fusion,1,5,502,138,364,403,111,292,99,27,72,FALSE
fusion,THCA,Any called fusion,2,1,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,2,2,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,2,3,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,2,4,502,138,364,402,111,291,100,27,73,FALSE
fusion,THCA,Any called fusion,2,5,502,138,364,403,111,292,99,27,72,FALSE
fusion,THCA,Any called fusion,3,1,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,3,2,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,3,3,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,3,4,502,138,364,402,111,291,100,27,73,FALSE
fusion,THCA,Any called fusion,3,5,502,138,364,403,111,292,99,27,72,FALSE
fusion,THCA,Any called fusion,4,1,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,4,2,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,4,3,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,4,4,502,138,364,402,111,291,100,27,73,FALSE
fusion,THCA,Any called fusion,4,5,502,138,364,403,111,292,99,27,72,FALSE
fusion,THCA,Any called fusion,5,1,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,5,2,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,5,3,502,138,364,401,110,291,101,28,73,FALSE
fusion,THCA,Any called fusion,5,4,502,138,364,402,111,291,100,27,73,FALSE
fusion,THCA,Any called fusion,5,5,502,138,364,403,111,292,99,27,72,FALSE
fusion,THCA,Fusion pair: CCDC6--RET,1,1,502,21,481,400,16,384,102,5,97,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,1,2,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,1,3,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,1,4,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,1,5,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,2,1,502,21,481,400,16,384,102,5,97,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,2,2,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,2,3,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,2,4,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,2,5,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,3,1,502,21,481,400,16,384,102,5,97,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,3,2,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,3,3,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,3,4,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,3,5,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,4,1,502,21,481,400,16,384,102,5,97,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,4,2,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,4,3,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,4,4,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,4,5,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,5,1,502,21,481,400,16,384,102,5,97,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,5,2,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,5,3,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,5,4,502,21,481,402,17,385,100,4,96,TRUE
fusion,THCA,Fusion pair: CCDC6--RET,5,5,502,21,481,402,17,385,100,4,96,TRUE
fusion,UCEC,Any called fusion,1,1,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,1,2,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,1,3,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,1,4,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,1,5,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,2,1,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,2,2,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,2,3,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,2,4,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,2,5,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,3,1,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,3,2,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,3,3,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,3,4,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,3,5,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,4,1,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,4,2,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,4,3,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,4,4,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,4,5,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,5,1,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,5,2,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,5,3,153,80,73,122,64,58,31,16,15,FALSE
fusion,UCEC,Any called fusion,5,4,153,80,73,123,64,59,30,16,14,FALSE
fusion,UCEC,Any called fusion,5,5,153,80,73,123,64,59,30,16,14,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,1,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,2,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,3,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,4,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,5,391,74,317,314,60,254,77,14,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,1,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,2,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,3,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,4,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,5,391,74,317,314,60,254,77,14,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,1,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,2,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,3,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,4,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,5,391,74,317,314,60,254,77,14,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,1,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,2,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,3,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,4,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,5,391,74,317,314,60,254,77,14,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,1,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,2,391,74,317,312,59,253,79,15,64,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,3,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,4,391,74,317,313,59,254,78,15,63,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,5,391,74,317,314,60,254,77,14,63,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,1,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,2,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,3,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,4,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,5,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,1,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,2,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,3,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,4,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,5,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,1,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,2,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,3,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,4,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,5,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,1,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,2,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,3,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,4,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,5,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,1,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,2,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,3,371,63,308,296,50,246,75,13,62,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,4,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,5,371,63,308,298,51,247,73,12,61,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,1,487,155,332,389,124,265,98,31,67,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,2,487,155,332,389,124,265,98,31,67,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,3,487,155,332,390,124,266,97,31,66,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,4,487,155,332,390,124,266,97,31,66,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,5,487,155,332,390,124,266,97,31,66,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),2,1,487,155,332,389,124,265,98,31,67,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),2,2,487,155,332,389,124,265,98,31,67,FALSE
