family,tumor_type,endpoint,repeat,training_fraction,outer_fold,training_patients,training_positive,training_negative,test_positive,test_negative,selected_components,seed
aneuploidy,OV,Genome doubling,1,0.5,1,38,26,12,14,6,3,20270820
aneuploidy,OV,Genome doubling,1,0.5,2,38,26,12,13,6,3,20270820
aneuploidy,OV,Genome doubling,1,0.5,3,38,26,12,13,6,1,20270820
aneuploidy,OV,Genome doubling,1,0.5,4,38,26,12,13,6,6,20270820
aneuploidy,OV,Genome doubling,1,0.5,5,38,26,12,13,6,2,20270820
aneuploidy,OV,Genome doubling,2,0.5,1,38,26,12,14,6,2,20280820
aneuploidy,OV,Genome doubling,2,0.5,2,38,26,12,13,6,6,20280820
aneuploidy,OV,Genome doubling,2,0.5,3,38,26,12,13,6,2,20280820
aneuploidy,OV,Genome doubling,2,0.5,4,38,26,12,13,6,3,20280820
aneuploidy,OV,Genome doubling,2,0.5,5,38,26,12,13,6,13,20280820
aneuploidy,OV,Genome doubling,3,0.5,1,38,26,12,14,6,2,20290820
aneuploidy,OV,Genome doubling,3,0.5,2,38,26,12,13,6,10,20290820
aneuploidy,OV,Genome doubling,3,0.5,3,38,26,12,13,6,4,20290820
aneuploidy,OV,Genome doubling,3,0.5,4,38,26,12,13,6,3,20290820
aneuploidy,OV,Genome doubling,3,0.5,5,38,26,12,13,6,4,20290820
aneuploidy,OV,Genome doubling,4,0.5,1,38,26,12,14,6,9,20300820
aneuploidy,OV,Genome doubling,4,0.5,2,38,26,12,13,6,2,20300820
aneuploidy,OV,Genome doubling,4,0.5,3,38,26,12,13,6,4,20300820
aneuploidy,OV,Genome doubling,4,0.5,4,38,26,12,13,6,5,20300820
aneuploidy,OV,Genome doubling,4,0.5,5,38,26,12,13,6,2,20300820
aneuploidy,OV,Genome doubling,5,0.5,1,38,26,12,14,6,2,20310820
aneuploidy,OV,Genome doubling,5,0.5,2,38,26,12,13,6,3,20310820
aneuploidy,OV,Genome doubling,5,0.5,3,38,26,12,13,6,1,20310820
aneuploidy,OV,Genome doubling,5,0.5,4,38,26,12,13,6,9,20310820
aneuploidy,OV,Genome doubling,5,0.5,5,38,26,12,13,6,3,20310820
aneuploidy,OV,Genome doubling,1,0.75,1,57,39,18,14,6,2,20270820
aneuploidy,OV,Genome doubling,1,0.75,2,57,39,18,13,6,2,20270820
aneuploidy,OV,Genome doubling,1,0.75,3,57,39,18,13,6,2,20270820
aneuploidy,OV,Genome doubling,1,0.75,4,57,39,18,13,6,9,20270820
aneuploidy,OV,Genome doubling,1,0.75,5,57,39,18,13,6,10,20270820
aneuploidy,OV,Genome doubling,2,0.75,1,57,39,18,14,6,7,20280820
aneuploidy,OV,Genome doubling,2,0.75,2,57,39,18,13,6,3,20280820
aneuploidy,OV,Genome doubling,2,0.75,3,57,39,18,13,6,4,20280820
aneuploidy,OV,Genome doubling,2,0.75,4,57,39,18,13,6,3,20280820
aneuploidy,OV,Genome doubling,2,0.75,5,57,39,18,13,6,12,20280820
aneuploidy,OV,Genome doubling,3,0.75,1,57,39,18,14,6,8,20290820
aneuploidy,OV,Genome doubling,3,0.75,2,57,39,18,13,6,6,20290820
aneuploidy,OV,Genome doubling,3,0.75,3,57,39,18,13,6,3,20290820
aneuploidy,OV,Genome doubling,3,0.75,4,57,39,18,13,6,2,20290820
aneuploidy,OV,Genome doubling,3,0.75,5,57,39,18,13,6,3,20290820
aneuploidy,OV,Genome doubling,4,0.75,1,57,39,18,14,6,17,20300820
aneuploidy,OV,Genome doubling,4,0.75,2,57,39,18,13,6,2,20300820
aneuploidy,OV,Genome doubling,4,0.75,3,57,39,18,13,6,15,20300820
aneuploidy,OV,Genome doubling,4,0.75,4,57,39,18,13,6,2,20300820
aneuploidy,OV,Genome doubling,4,0.75,5,57,39,18,13,6,13,20300820
aneuploidy,OV,Genome doubling,5,0.75,1,57,39,18,14,6,4,20310820
aneuploidy,OV,Genome doubling,5,0.75,2,57,39,18,13,6,13,20310820
aneuploidy,OV,Genome doubling,5,0.75,3,57,39,18,13,6,12,20310820
aneuploidy,OV,Genome doubling,5,0.75,4,57,39,18,13,6,20,20310820
aneuploidy,OV,Genome doubling,5,0.75,5,57,39,18,13,6,7,20310820
aneuploidy,OV,Genome doubling,1,1,1,76,52,24,14,6,2,20270820
aneuploidy,OV,Genome doubling,1,1,2,77,53,24,13,6,14,20270820
aneuploidy,OV,Genome doubling,1,1,3,77,53,24,13,6,3,20270820
aneuploidy,OV,Genome doubling,1,1,4,77,53,24,13,6,13,20270820
aneuploidy,OV,Genome doubling,1,1,5,77,53,24,13,6,2,20270820
aneuploidy,OV,Genome doubling,2,1,1,76,52,24,14,6,2,20280820
aneuploidy,OV,Genome doubling,2,1,2,77,53,24,13,6,17,20280820
aneuploidy,OV,Genome doubling,2,1,3,77,53,24,13,6,3,20280820
aneuploidy,OV,Genome doubling,2,1,4,77,53,24,13,6,2,20280820
aneuploidy,OV,Genome doubling,2,1,5,77,53,24,13,6,13,20280820
aneuploidy,OV,Genome doubling,3,1,1,76,52,24,14,6,2,20290820
aneuploidy,OV,Genome doubling,3,1,2,77,53,24,13,6,10,20290820
aneuploidy,OV,Genome doubling,3,1,3,77,53,24,13,6,5,20290820
aneuploidy,OV,Genome doubling,3,1,4,77,53,24,13,6,2,20290820
aneuploidy,OV,Genome doubling,3,1,5,77,53,24,13,6,15,20290820
aneuploidy,OV,Genome doubling,4,1,1,76,52,24,14,6,4,20300820
aneuploidy,OV,Genome doubling,4,1,2,77,53,24,13,6,2,20300820
aneuploidy,OV,Genome doubling,4,1,3,77,53,24,13,6,2,20300820
aneuploidy,OV,Genome doubling,4,1,4,77,53,24,13,6,3,20300820
aneuploidy,OV,Genome doubling,4,1,5,77,53,24,13,6,2,20300820
aneuploidy,OV,Genome doubling,5,1,1,76,52,24,14,6,2,20310820
aneuploidy,OV,Genome doubling,5,1,2,77,53,24,13,6,10,20310820
aneuploidy,OV,Genome doubling,5,1,3,77,53,24,13,6,7,20310820
aneuploidy,OV,Genome doubling,5,1,4,77,53,24,13,6,4,20310820
aneuploidy,OV,Genome doubling,5,1,5,77,53,24,13,6,2,20310820
aneuploidy,PCPG,Genome doubling,1,0.5,1,62,9,53,5,27,5,20270826
aneuploidy,PCPG,Genome doubling,1,0.5,2,62,9,53,5,27,7,20270826
aneuploidy,PCPG,Genome doubling,1,0.5,3,62,9,53,5,27,1,20270826
aneuploidy,PCPG,Genome doubling,1,0.5,4,62,9,53,5,26,5,20270826
aneuploidy,PCPG,Genome doubling,1,0.5,5,63,10,53,4,26,12,20270826
aneuploidy,PCPG,Genome doubling,2,0.5,1,62,9,53,5,27,1,20280826
aneuploidy,PCPG,Genome doubling,2,0.5,2,62,9,53,5,27,6,20280826
aneuploidy,PCPG,Genome doubling,2,0.5,3,62,9,53,5,27,5,20280826
aneuploidy,PCPG,Genome doubling,2,0.5,4,62,9,53,5,26,15,20280826
aneuploidy,PCPG,Genome doubling,2,0.5,5,63,10,53,4,26,1,20280826
aneuploidy,PCPG,Genome doubling,3,0.5,1,62,9,53,5,27,15,20290826
aneuploidy,PCPG,Genome doubling,3,0.5,2,62,9,53,5,27,4,20290826
aneuploidy,PCPG,Genome doubling,3,0.5,3,62,9,53,5,27,7,20290826
aneuploidy,PCPG,Genome doubling,3,0.5,4,62,9,53,5,26,9,20290826
aneuploidy,PCPG,Genome doubling,3,0.5,5,63,10,53,4,26,7,20290826
aneuploidy,PCPG,Genome doubling,4,0.5,1,62,9,53,5,27,3,20300826
aneuploidy,PCPG,Genome doubling,4,0.5,2,62,9,53,5,27,5,20300826
aneuploidy,PCPG,Genome doubling,4,0.5,3,62,9,53,5,27,12,20300826
aneuploidy,PCPG,Genome doubling,4,0.5,4,62,9,53,5,26,13,20300826
aneuploidy,PCPG,Genome doubling,4,0.5,5,63,10,53,4,26,6,20300826
aneuploidy,PCPG,Genome doubling,5,0.5,1,62,9,53,5,27,2,20310826
aneuploidy,PCPG,Genome doubling,5,0.5,2,62,9,53,5,27,17,20310826
aneuploidy,PCPG,Genome doubling,5,0.5,3,62,9,53,5,27,4,20310826
aneuploidy,PCPG,Genome doubling,5,0.5,4,62,9,53,5,26,12,20310826
aneuploidy,PCPG,Genome doubling,5,0.5,5,63,10,53,4,26,1,20310826
aneuploidy,PCPG,Genome doubling,1,0.75,1,93,14,79,5,27,2,20270826
aneuploidy,PCPG,Genome doubling,1,0.75,2,93,14,79,5,27,6,20270826
aneuploidy,PCPG,Genome doubling,1,0.75,3,93,14,79,5,27,18,20270826
aneuploidy,PCPG,Genome doubling,1,0.75,4,94,14,80,5,26,7,20270826
aneuploidy,PCPG,Genome doubling,1,0.75,5,95,15,80,4,26,12,20270826
aneuploidy,PCPG,Genome doubling,2,0.75,1,93,14,79,5,27,2,20280826
aneuploidy,PCPG,Genome doubling,2,0.75,2,93,14,79,5,27,20,20280826
aneuploidy,PCPG,Genome doubling,2,0.75,3,93,14,79,5,27,14,20280826
aneuploidy,PCPG,Genome doubling,2,0.75,4,94,14,80,5,26,11,20280826
aneuploidy,PCPG,Genome doubling,2,0.75,5,95,15,80,4,26,4,20280826
aneuploidy,PCPG,Genome doubling,3,0.75,1,93,14,79,5,27,14,20290826
aneuploidy,PCPG,Genome doubling,3,0.75,2,93,14,79,5,27,14,20290826
aneuploidy,PCPG,Genome doubling,3,0.75,3,93,14,79,5,27,8,20290826
aneuploidy,PCPG,Genome doubling,3,0.75,4,94,14,80,5,26,7,20290826
aneuploidy,PCPG,Genome doubling,3,0.75,5,95,15,80,4,26,7,20290826
aneuploidy,PCPG,Genome doubling,4,0.75,1,93,14,79,5,27,12,20300826
aneuploidy,PCPG,Genome doubling,4,0.75,2,93,14,79,5,27,2,20300826
aneuploidy,PCPG,Genome doubling,4,0.75,3,93,14,79,5,27,7,20300826
aneuploidy,PCPG,Genome doubling,4,0.75,4,94,14,80,5,26,4,20300826
aneuploidy,PCPG,Genome doubling,4,0.75,5,95,15,80,4,26,11,20300826
aneuploidy,PCPG,Genome doubling,5,0.75,1,93,14,79,5,27,4,20310826
aneuploidy,PCPG,Genome doubling,5,0.75,2,93,14,79,5,27,1,20310826
aneuploidy,PCPG,Genome doubling,5,0.75,3,93,14,79,5,27,8,20310826
aneuploidy,PCPG,Genome doubling,5,0.75,4,94,14,80,5,26,9,20310826
aneuploidy,PCPG,Genome doubling,5,0.75,5,95,15,80,4,26,13,20310826
aneuploidy,PCPG,Genome doubling,1,1,1,125,19,106,5,27,14,20270826
aneuploidy,PCPG,Genome doubling,1,1,2,125,19,106,5,27,11,20270826
aneuploidy,PCPG,Genome doubling,1,1,3,125,19,106,5,27,10,20270826
aneuploidy,PCPG,Genome doubling,1,1,4,126,19,107,5,26,8,20270826
aneuploidy,PCPG,Genome doubling,1,1,5,127,20,107,4,26,6,20270826
aneuploidy,PCPG,Genome doubling,2,1,1,125,19,106,5,27,12,20280826
aneuploidy,PCPG,Genome doubling,2,1,2,125,19,106,5,27,7,20280826
aneuploidy,PCPG,Genome doubling,2,1,3,125,19,106,5,27,9,20280826
aneuploidy,PCPG,Genome doubling,2,1,4,126,19,107,5,26,10,20280826
aneuploidy,PCPG,Genome doubling,2,1,5,127,20,107,4,26,5,20280826
aneuploidy,PCPG,Genome doubling,3,1,1,125,19,106,5,27,17,20290826
aneuploidy,PCPG,Genome doubling,3,1,2,125,19,106,5,27,8,20290826
aneuploidy,PCPG,Genome doubling,3,1,3,125,19,106,5,27,8,20290826
aneuploidy,PCPG,Genome doubling,3,1,4,126,19,107,5,26,7,20290826
aneuploidy,PCPG,Genome doubling,3,1,5,127,20,107,4,26,6,20290826
aneuploidy,PCPG,Genome doubling,4,1,1,125,19,106,5,27,9,20300826
aneuploidy,PCPG,Genome doubling,4,1,2,125,19,106,5,27,2,20300826
aneuploidy,PCPG,Genome doubling,4,1,3,125,19,106,5,27,12,20300826
aneuploidy,PCPG,Genome doubling,4,1,4,126,19,107,5,26,10,20300826
aneuploidy,PCPG,Genome doubling,4,1,5,127,20,107,4,26,16,20300826
aneuploidy,PCPG,Genome doubling,5,1,1,125,19,106,5,27,8,20310826
aneuploidy,PCPG,Genome doubling,5,1,2,125,19,106,5,27,17,20310826
aneuploidy,PCPG,Genome doubling,5,1,3,125,19,106,5,27,12,20310826
aneuploidy,PCPG,Genome doubling,5,1,4,126,19,107,5,26,12,20310826
aneuploidy,PCPG,Genome doubling,5,1,5,127,20,107,4,26,5,20310826
driver_mutation,BRCA,FOXA1,1,0.5,1,392,11,381,6,191,10,20270868
driver_mutation,BRCA,FOXA1,1,0.5,2,392,11,381,6,191,18,20270868
driver_mutation,BRCA,FOXA1,1,0.5,3,392,11,381,6,191,12,20270868
driver_mutation,BRCA,FOXA1,1,0.5,4,392,11,381,5,190,20,20270868
driver_mutation,BRCA,FOXA1,1,0.5,5,392,11,381,5,190,1,20270868
driver_mutation,BRCA,FOXA1,2,0.5,1,392,11,381,6,191,15,20280868
driver_mutation,BRCA,FOXA1,2,0.5,2,392,11,381,6,191,7,20280868
driver_mutation,BRCA,FOXA1,2,0.5,3,392,11,381,6,191,3,20280868
driver_mutation,BRCA,FOXA1,2,0.5,4,392,11,381,5,190,9,20280868
driver_mutation,BRCA,FOXA1,2,0.5,5,392,11,381,5,190,10,20280868
driver_mutation,BRCA,FOXA1,3,0.5,1,392,11,381,6,191,10,20290868
driver_mutation,BRCA,FOXA1,3,0.5,2,392,11,381,6,191,3,20290868
driver_mutation,BRCA,FOXA1,3,0.5,3,392,11,381,6,191,5,20290868
driver_mutation,BRCA,FOXA1,3,0.5,4,392,11,381,5,190,17,20290868
driver_mutation,BRCA,FOXA1,3,0.5,5,392,11,381,5,190,19,20290868
driver_mutation,BRCA,FOXA1,4,0.5,1,392,11,381,6,191,5,20300868
driver_mutation,BRCA,FOXA1,4,0.5,2,392,11,381,6,191,11,20300868
driver_mutation,BRCA,FOXA1,4,0.5,3,392,11,381,6,191,8,20300868
driver_mutation,BRCA,FOXA1,4,0.5,4,392,11,381,5,190,17,20300868
driver_mutation,BRCA,FOXA1,4,0.5,5,392,11,381,5,190,7,20300868
driver_mutation,BRCA,FOXA1,5,0.5,1,392,11,381,6,191,20,20310868
driver_mutation,BRCA,FOXA1,5,0.5,2,392,11,381,6,191,14,20310868
driver_mutation,BRCA,FOXA1,5,0.5,3,392,11,381,6,191,8,20310868
driver_mutation,BRCA,FOXA1,5,0.5,4,392,11,381,5,190,18,20310868
driver_mutation,BRCA,FOXA1,5,0.5,5,392,11,381,5,190,1,20310868
driver_mutation,BRCA,FOXA1,1,0.75,1,587,16,571,6,191,17,20270868
driver_mutation,BRCA,FOXA1,1,0.75,2,587,16,571,6,191,9,20270868
driver_mutation,BRCA,FOXA1,1,0.75,3,587,16,571,6,191,9,20270868
driver_mutation,BRCA,FOXA1,1,0.75,4,589,17,572,5,190,13,20270868
driver_mutation,BRCA,FOXA1,1,0.75,5,589,17,572,5,190,7,20270868
driver_mutation,BRCA,FOXA1,2,0.75,1,587,16,571,6,191,10,20280868
driver_mutation,BRCA,FOXA1,2,0.75,2,587,16,571,6,191,8,20280868
driver_mutation,BRCA,FOXA1,2,0.75,3,587,16,571,6,191,10,20280868
driver_mutation,BRCA,FOXA1,2,0.75,4,589,17,572,5,190,4,20280868
driver_mutation,BRCA,FOXA1,2,0.75,5,589,17,572,5,190,11,20280868
driver_mutation,BRCA,FOXA1,3,0.75,1,587,16,571,6,191,2,20290868
driver_mutation,BRCA,FOXA1,3,0.75,2,587,16,571,6,191,20,20290868
driver_mutation,BRCA,FOXA1,3,0.75,3,587,16,571,6,191,18,20290868
driver_mutation,BRCA,FOXA1,3,0.75,4,589,17,572,5,190,9,20290868
driver_mutation,BRCA,FOXA1,3,0.75,5,589,17,572,5,190,16,20290868
driver_mutation,BRCA,FOXA1,4,0.75,1,587,16,571,6,191,11,20300868
driver_mutation,BRCA,FOXA1,4,0.75,2,587,16,571,6,191,8,20300868
driver_mutation,BRCA,FOXA1,4,0.75,3,587,16,571,6,191,6,20300868
driver_mutation,BRCA,FOXA1,4,0.75,4,589,17,572,5,190,2,20300868
driver_mutation,BRCA,FOXA1,4,0.75,5,589,17,572,5,190,10,20300868
driver_mutation,BRCA,FOXA1,5,0.75,1,587,16,571,6,191,9,20310868
driver_mutation,BRCA,FOXA1,5,0.75,2,587,16,571,6,191,2,20310868
driver_mutation,BRCA,FOXA1,5,0.75,3,587,16,571,6,191,11,20310868
driver_mutation,BRCA,FOXA1,5,0.75,4,589,17,572,5,190,12,20310868
driver_mutation,BRCA,FOXA1,5,0.75,5,589,17,572,5,190,7,20310868
driver_mutation,BRCA,FOXA1,1,1,1,784,22,762,6,191,8,20270868
driver_mutation,BRCA,FOXA1,1,1,2,784,22,762,6,191,6,20270868
driver_mutation,BRCA,FOXA1,1,1,3,784,22,762,6,191,17,20270868
driver_mutation,BRCA,FOXA1,1,1,4,786,23,763,5,190,11,20270868
driver_mutation,BRCA,FOXA1,1,1,5,786,23,763,5,190,10,20270868
driver_mutation,BRCA,FOXA1,2,1,1,784,22,762,6,191,20,20280868
driver_mutation,BRCA,FOXA1,2,1,2,784,22,762,6,191,13,20280868
driver_mutation,BRCA,FOXA1,2,1,3,784,22,762,6,191,10,20280868
driver_mutation,BRCA,FOXA1,2,1,4,786,23,763,5,190,11,20280868
driver_mutation,BRCA,FOXA1,2,1,5,786,23,763,5,190,12,20280868
driver_mutation,BRCA,FOXA1,3,1,1,784,22,762,6,191,11,20290868
driver_mutation,BRCA,FOXA1,3,1,2,784,22,762,6,191,17,20290868
driver_mutation,BRCA,FOXA1,3,1,3,784,22,762,6,191,12,20290868
driver_mutation,BRCA,FOXA1,3,1,4,786,23,763,5,190,10,20290868
driver_mutation,BRCA,FOXA1,3,1,5,786,23,763,5,190,19,20290868
driver_mutation,BRCA,FOXA1,4,1,1,784,22,762,6,191,10,20300868
driver_mutation,BRCA,FOXA1,4,1,2,784,22,762,6,191,12,20300868
driver_mutation,BRCA,FOXA1,4,1,3,784,22,762,6,191,17,20300868
driver_mutation,BRCA,FOXA1,4,1,4,786,23,763,5,190,8,20300868
driver_mutation,BRCA,FOXA1,4,1,5,786,23,763,5,190,9,20300868
driver_mutation,BRCA,FOXA1,5,1,1,784,22,762,6,191,12,20310868
driver_mutation,BRCA,FOXA1,5,1,2,784,22,762,6,191,6,20310868
driver_mutation,BRCA,FOXA1,5,1,3,784,22,762,6,191,7,20310868
driver_mutation,BRCA,FOXA1,5,1,4,786,23,763,5,190,9,20310868
driver_mutation,BRCA,FOXA1,5,1,5,786,23,763,5,190,4,20310868
driver_mutation,CESC,TP53,1,0.5,1,100,8,92,5,47,1,20270858
driver_mutation,CESC,TP53,1,0.5,2,100,8,92,4,46,4,20270858
driver_mutation,CESC,TP53,1,0.5,3,100,8,92,4,46,1,20270858
driver_mutation,CESC,TP53,1,0.5,4,100,8,92,4,46,12,20270858
driver_mutation,CESC,TP53,1,0.5,5,100,8,92,4,46,1,20270858
driver_mutation,CESC,TP53,2,0.5,1,100,8,92,5,47,1,20280858
driver_mutation,CESC,TP53,2,0.5,2,100,8,92,4,46,1,20280858
driver_mutation,CESC,TP53,2,0.5,3,100,8,92,4,46,7,20280858
driver_mutation,CESC,TP53,2,0.5,4,100,8,92,4,46,1,20280858
driver_mutation,CESC,TP53,2,0.5,5,100,8,92,4,46,12,20280858
driver_mutation,CESC,TP53,3,0.5,1,100,8,92,5,47,18,20290858
driver_mutation,CESC,TP53,3,0.5,2,100,8,92,4,46,17,20290858
driver_mutation,CESC,TP53,3,0.5,3,100,8,92,4,46,1,20290858
driver_mutation,CESC,TP53,3,0.5,4,100,8,92,4,46,1,20290858
driver_mutation,CESC,TP53,3,0.5,5,100,8,92,4,46,7,20290858
driver_mutation,CESC,TP53,4,0.5,1,100,8,92,5,47,8,20300858
driver_mutation,CESC,TP53,4,0.5,2,100,8,92,4,46,4,20300858
driver_mutation,CESC,TP53,4,0.5,3,100,8,92,4,46,3,20300858
driver_mutation,CESC,TP53,4,0.5,4,100,8,92,4,46,1,20300858
driver_mutation,CESC,TP53,4,0.5,5,100,8,92,4,46,2,20300858
driver_mutation,CESC,TP53,5,0.5,1,100,8,92,5,47,9,20310858
driver_mutation,CESC,TP53,5,0.5,2,100,8,92,4,46,12,20310858
driver_mutation,CESC,TP53,5,0.5,3,100,8,92,4,46,17,20310858
driver_mutation,CESC,TP53,5,0.5,4,100,8,92,4,46,8,20310858
driver_mutation,CESC,TP53,5,0.5,5,100,8,92,4,46,1,20310858
driver_mutation,CESC,TP53,1,0.75,1,150,12,138,5,47,14,20270858
driver_mutation,CESC,TP53,1,0.75,2,150,12,138,4,46,2,20270858
driver_mutation,CESC,TP53,1,0.75,3,150,12,138,4,46,17,20270858
driver_mutation,CESC,TP53,1,0.75,4,150,12,138,4,46,12,20270858
driver_mutation,CESC,TP53,1,0.75,5,150,12,138,4,46,1,20270858
driver_mutation,CESC,TP53,2,0.75,1,150,12,138,5,47,17,20280858
driver_mutation,CESC,TP53,2,0.75,2,150,12,138,4,46,1,20280858
driver_mutation,CESC,TP53,2,0.75,3,150,12,138,4,46,2,20280858
driver_mutation,CESC,TP53,2,0.75,4,150,12,138,4,46,18,20280858
driver_mutation,CESC,TP53,2,0.75,5,150,12,138,4,46,20,20280858
driver_mutation,CESC,TP53,3,0.75,1,150,12,138,5,47,4,20290858
driver_mutation,CESC,TP53,3,0.75,2,150,12,138,4,46,4,20290858
driver_mutation,CESC,TP53,3,0.75,3,150,12,138,4,46,7,20290858
driver_mutation,CESC,TP53,3,0.75,4,150,12,138,4,46,3,20290858
driver_mutation,CESC,TP53,3,0.75,5,150,12,138,4,46,1,20290858
driver_mutation,CESC,TP53,4,0.75,1,150,12,138,5,47,2,20300858
driver_mutation,CESC,TP53,4,0.75,2,150,12,138,4,46,1,20300858
driver_mutation,CESC,TP53,4,0.75,3,150,12,138,4,46,11,20300858
driver_mutation,CESC,TP53,4,0.75,4,150,12,138,4,46,18,20300858
driver_mutation,CESC,TP53,4,0.75,5,150,12,138,4,46,1,20300858
driver_mutation,CESC,TP53,5,0.75,1,150,12,138,5,47,6,20310858
driver_mutation,CESC,TP53,5,0.75,2,150,12,138,4,46,18,20310858
driver_mutation,CESC,TP53,5,0.75,3,150,12,138,4,46,10,20310858
driver_mutation,CESC,TP53,5,0.75,4,150,12,138,4,46,16,20310858
driver_mutation,CESC,TP53,5,0.75,5,150,12,138,4,46,1,20310858
driver_mutation,CESC,TP53,1,1,1,200,16,184,5,47,9,20270858
driver_mutation,CESC,TP53,1,1,2,202,17,185,4,46,2,20270858
driver_mutation,CESC,TP53,1,1,3,202,17,185,4,46,20,20270858
driver_mutation,CESC,TP53,1,1,4,202,17,185,4,46,15,20270858
driver_mutation,CESC,TP53,1,1,5,202,17,185,4,46,14,20270858
driver_mutation,CESC,TP53,2,1,1,200,16,184,5,47,18,20280858
driver_mutation,CESC,TP53,2,1,2,202,17,185,4,46,15,20280858
driver_mutation,CESC,TP53,2,1,3,202,17,185,4,46,2,20280858
driver_mutation,CESC,TP53,2,1,4,202,17,185,4,46,14,20280858
driver_mutation,CESC,TP53,2,1,5,202,17,185,4,46,18,20280858
driver_mutation,CESC,TP53,3,1,1,200,16,184,5,47,20,20290858
driver_mutation,CESC,TP53,3,1,2,202,17,185,4,46,1,20290858
driver_mutation,CESC,TP53,3,1,3,202,17,185,4,46,12,20290858
driver_mutation,CESC,TP53,3,1,4,202,17,185,4,46,17,20290858
driver_mutation,CESC,TP53,3,1,5,202,17,185,4,46,18,20290858
driver_mutation,CESC,TP53,4,1,1,200,16,184,5,47,14,20300858
driver_mutation,CESC,TP53,4,1,2,202,17,185,4,46,1,20300858
driver_mutation,CESC,TP53,4,1,3,202,17,185,4,46,17,20300858
driver_mutation,CESC,TP53,4,1,4,202,17,185,4,46,9,20300858
driver_mutation,CESC,TP53,4,1,5,202,17,185,4,46,10,20300858
driver_mutation,CESC,TP53,5,1,1,200,16,184,5,47,13,20310858
driver_mutation,CESC,TP53,5,1,2,202,17,185,4,46,18,20310858
driver_mutation,CESC,TP53,5,1,3,202,17,185,4,46,5,20310858
driver_mutation,CESC,TP53,5,1,4,202,17,185,4,46,1,20310858
driver_mutation,CESC,TP53,5,1,5,202,17,185,4,46,15,20310858
driver_mutation,KIRC,SETD2,1,0.5,1,140,18,122,10,62,18,20270859
driver_mutation,KIRC,SETD2,1,0.5,2,140,18,122,10,61,15,20270859
driver_mutation,KIRC,SETD2,1,0.5,3,141,19,122,9,61,2,20270859
driver_mutation,KIRC,SETD2,1,0.5,4,141,19,122,9,61,2,20270859
driver_mutation,KIRC,SETD2,1,0.5,5,141,19,122,9,61,12,20270859
driver_mutation,KIRC,SETD2,2,0.5,1,140,18,122,10,62,10,20280859
driver_mutation,KIRC,SETD2,2,0.5,2,140,18,122,10,61,11,20280859
driver_mutation,KIRC,SETD2,2,0.5,3,141,19,122,9,61,10,20280859
driver_mutation,KIRC,SETD2,2,0.5,4,141,19,122,9,61,11,20280859
driver_mutation,KIRC,SETD2,2,0.5,5,141,19,122,9,61,15,20280859
driver_mutation,KIRC,SETD2,3,0.5,1,140,18,122,10,62,2,20290859
driver_mutation,KIRC,SETD2,3,0.5,2,140,18,122,10,61,8,20290859
driver_mutation,KIRC,SETD2,3,0.5,3,141,19,122,9,61,7,20290859
driver_mutation,KIRC,SETD2,3,0.5,4,141,19,122,9,61,19,20290859
driver_mutation,KIRC,SETD2,3,0.5,5,141,19,122,9,61,9,20290859
driver_mutation,KIRC,SETD2,4,0.5,1,140,18,122,10,62,17,20300859
driver_mutation,KIRC,SETD2,4,0.5,2,140,18,122,10,61,13,20300859
driver_mutation,KIRC,SETD2,4,0.5,3,141,19,122,9,61,18,20300859
driver_mutation,KIRC,SETD2,4,0.5,4,141,19,122,9,61,6,20300859
driver_mutation,KIRC,SETD2,4,0.5,5,141,19,122,9,61,10,20300859
driver_mutation,KIRC,SETD2,5,0.5,1,140,18,122,10,62,15,20310859
driver_mutation,KIRC,SETD2,5,0.5,2,140,18,122,10,61,6,20310859
driver_mutation,KIRC,SETD2,5,0.5,3,141,19,122,9,61,3,20310859
driver_mutation,KIRC,SETD2,5,0.5,4,141,19,122,9,61,2,20310859
driver_mutation,KIRC,SETD2,5,0.5,5,141,19,122,9,61,17,20310859
driver_mutation,KIRC,SETD2,1,0.75,1,210,27,183,10,62,17,20270859
driver_mutation,KIRC,SETD2,1,0.75,2,210,27,183,10,61,20,20270859
driver_mutation,KIRC,SETD2,1,0.75,3,211,28,183,9,61,18,20270859
driver_mutation,KIRC,SETD2,1,0.75,4,211,28,183,9,61,15,20270859
driver_mutation,KIRC,SETD2,1,0.75,5,211,28,183,9,61,10,20270859
driver_mutation,KIRC,SETD2,2,0.75,1,210,27,183,10,62,12,20280859
driver_mutation,KIRC,SETD2,2,0.75,2,210,27,183,10,61,12,20280859
driver_mutation,KIRC,SETD2,2,0.75,3,211,28,183,9,61,19,20280859
driver_mutation,KIRC,SETD2,2,0.75,4,211,28,183,9,61,11,20280859
driver_mutation,KIRC,SETD2,2,0.75,5,211,28,183,9,61,10,20280859
driver_mutation,KIRC,SETD2,3,0.75,1,210,27,183,10,62,12,20290859
driver_mutation,KIRC,SETD2,3,0.75,2,210,27,183,10,61,8,20290859
driver_mutation,KIRC,SETD2,3,0.75,3,211,28,183,9,61,15,20290859
driver_mutation,KIRC,SETD2,3,0.75,4,211,28,183,9,61,13,20290859
driver_mutation,KIRC,SETD2,3,0.75,5,211,28,183,9,61,2,20290859
driver_mutation,KIRC,SETD2,4,0.75,1,210,27,183,10,62,11,20300859
driver_mutation,KIRC,SETD2,4,0.75,2,210,27,183,10,61,18,20300859
driver_mutation,KIRC,SETD2,4,0.75,3,211,28,183,9,61,12,20300859
