foundation_model,outcome_type,family,endpoint,source,eligible_cancers,retained_cancers,retained_cancer_percent,retained_cancer_codes
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,15,53.5714285714286,BLCA;KIRC;LGG;LIHC;LUAD;LUSC;MESO;PAAD;PCPG;READ;SARC;STAD;TGCT;THCA;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;GBM;KIRC;LGG;LIHC;PAAD;SARC;STAD;TGCT;THCA;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,BLCA;PAAD;TGCT;THCA;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,BLCA;LIHC;PAAD;TGCT;THCA;THYM;UCS
TITAN,continuous,rna_pathway_activity,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,9,32.1428571428572,BLCA;LIHC;OV;PAAD;PRAD;TGCT;THCA;THYM;UCS
GigaSSL,continuous,rna_pathway_activity,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,BLCA;LGG;OV;TGCT;THCA;THYM;UCS
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,6,21.4285714285714,LIHC;PAAD;TGCT;THCA;THYM;UCS
TITAN,continuous,rna_pathway_activity,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,8,28.5714285714286,BLCA;LGG;OV;PAAD;TGCT;THCA;THYM;UCS
GigaSSL,continuous,rna_pathway_activity,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRP;LIHC;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRP;LIHC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,ACC;GBM;KIRC;KIRP;LIHC;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,KICH;KIRP;LIHC;LUAD;PRAD;STAD;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,BLCA;KIRP;LIHC;LUAD;PRAD;STAD;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,17,60.7142857142857,BLCA;HNSC;KICH;KIRC;KIRP;LGG;LIHC;LUAD;LUSC;PAAD;PRAD;SARC;STAD;TGCT;THCA;THYM;UCEC
GigaSSL,continuous,rna_pathway_activity,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,LGG;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,KIRC;TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,10,35.7142857142857,GBM;HNSC;KIRC;KIRP;LGG;LUAD;PAAD;PCPG;STAD;TGCT
GigaSSL,continuous,rna_pathway_activity,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,KIRC;LIHC;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRC;STAD;TGCT;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,STAD;TGCT;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_HEME_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,KIRP
GigaSSL,continuous,rna_pathway_activity,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,LGG;PCPG;TGCT;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRC;PAAD;PCPG;TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,KIRC;LGG;PAAD;PCPG;TGCT;THCA;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;COAD;KIRC;LGG;LIHC;LUAD;MESO;PAAD;SARC;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;KIRC;LGG;LIHC;LUAD;MESO;PAAD;PCPG;SARC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,12,42.8571428571429,BLCA;GBM;KIRC;LGG;LIHC;LUAD;PAAD;PCPG;PRAD;SARC;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;COAD;KIRC;KIRP;LGG;LIHC;LUAD;LUSC;SARC;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;COAD;KIRC;KIRP;LGG;LIHC;LUAD;LUSC;SARC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,15,53.5714285714286,ACC;BLCA;CESC;COAD;GBM;KIRC;KIRP;LGG;LIHC;LUAD;MESO;PAAD;SARC;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;COAD;KIRP;LGG;LIHC;LUAD;LUSC;PAAD;SARC;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;COAD;KIRC;KIRP;LIHC;LUAD;LUSC;PAAD;SARC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,13,46.4285714285714,ACC;BLCA;CESC;GBM;KIRC;KIRP;LGG;LIHC;LUAD;PAAD;SARC;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,BLCA;HNSC;KICH;LGG;PAAD;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,9,32.1428571428572,BLCA;COAD;HNSC;KIRC;LUAD;PAAD;SARC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;CESC;COAD;HNSC;KIRC;LGG;LUAD;PAAD;SARC;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;COAD;KIRC;KIRP;LGG;LUAD;PAAD;PCPG;SARC;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;COAD;KIRC;KIRP;LUAD;LUSC;PAAD;PCPG;SARC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,15,53.5714285714286,BLCA;CESC;COAD;GBM;HNSC;KIRC;KIRP;LGG;LIHC;LUAD;LUSC;PAAD;SARC;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_KRAS_SIGNALING_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,STAD;TGCT;THCA;THYM;UCS
GigaSSL,continuous,rna_pathway_activity,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,6,21.4285714285714,BLCA;LGG;LUAD;SARC;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,BLCA;KIRC;LUAD;PAAD;SARC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,11,39.2857142857143,BLCA;GBM;KIRC;LGG;LIHC;LUAD;PAAD;PRAD;SARC;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,0,0,""
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,LIHC
TITAN,continuous,rna_pathway_activity,HALLMARK_MITOTIC_SPINDLE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KICH;KIRP;LIHC;PAAD
GigaSSL,continuous,rna_pathway_activity,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRP;LUAD;STAD;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,ACC;BLCA;KIRP;LUAD;STAD;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,14,50,BLCA;KIRP;LGG;LIHC;LUAD;LUSC;MESO;OV;PAAD;SARC;STAD;TGCT;THCA;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,LIHC;LUAD;STAD;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,6,21.4285714285714,BLCA;LIHC;LUAD;STAD;TGCT;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,10,35.7142857142857,BLCA;LIHC;LUAD;LUSC;PRAD;SARC;STAD;TGCT;THYM;UCEC
GigaSSL,continuous,rna_pathway_activity,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,LUAD;SARC;STAD;TGCT;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,KIRP;LUAD;SARC;STAD;TGCT;THYM;UCEC
TITAN,continuous,rna_pathway_activity,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,10,35.7142857142857,KIRP;LGG;LIHC;LUAD;LUSC;SARC;STAD;TGCT;THYM;UCEC
GigaSSL,continuous,rna_pathway_activity,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,LIHC;STAD;TGCT;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,BLCA;LIHC;LUAD;READ;STAD;TGCT;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,8,28.5714285714286,BLCA;COAD;HNSC;LGG;LIHC;STAD;TGCT;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,8,28.5714285714286,KIRC;LGG;LIHC;PAAD;PCPG;TGCT;THCA;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,9,32.1428571428572,KIRC;LGG;LIHC;LUAD;PAAD;PCPG;TGCT;THCA;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,9,32.1428571428572,KIRC;LGG;LIHC;LUAD;PAAD;PCPG;TGCT;THCA;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRC;KIRP;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRC;KIRP;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,6,21.4285714285714,KIRC;KIRP;LIHC;TGCT;THCA;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,6,21.4285714285714,CESC;LIHC;PAAD;TGCT;THCA;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,9,32.1428571428572,CESC;LIHC;LUAD;LUSC;PAAD;PCPG;TGCT;THCA;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,15,53.5714285714286,BLCA;CESC;ESCA;GBM;KIRC;LGG;LIHC;LUAD;LUSC;PAAD;PCPG;SARC;TGCT;THCA;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,CESC;ESCA;TGCT;THCA
GigaSSL,continuous,rna_pathway_activity,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,KIRP;TGCT;UCS
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,KIRP;LIHC;TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,7,25,ACC;GBM;KIRP;LGG;LIHC;OV;TGCT
GigaSSL,continuous,rna_pathway_activity,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,LGG;LIHC;LUAD;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,LGG;LUAD;TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,8,28.5714285714286,ACC;LGG;LIHC;LUAD;PAAD;SARC;TGCT;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,0,0,""
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,0,0,""
TITAN,continuous,rna_pathway_activity,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,0,0,""
GigaSSL,continuous,rna_pathway_activity,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,KIRP;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,KIRP;LIHC;SARC
TITAN,continuous,rna_pathway_activity,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,KIRP;LGG;LIHC;SARC;TGCT
GigaSSL,continuous,rna_pathway_activity,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,BLCA;HNSC
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,BLCA;HNSC;LUAD;SKCM
TITAN,continuous,rna_pathway_activity,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,BLCA;HNSC;LIHC;LUAD;LUSC
GigaSSL,continuous,rna_pathway_activity,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRC;PAAD;TGCT;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_TGF_BETA_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,KIRC;LGG;PAAD;TGCT;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,6,21.4285714285714,BLCA;LUAD;LUSC;MESO;TGCT;THCA
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,9,32.1428571428572,BLCA;KIRC;LUAD;LUSC;MESO;PAAD;SARC;TGCT;THCA
TITAN,continuous,rna_pathway_activity,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,13,46.4285714285714,ACC;BLCA;CESC;KIRC;LGG;LIHC;LUAD;LUSC;PAAD;SARC;TGCT;THCA;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,KIRP;STAD
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,BLCA;KIRP;LUAD;SARC;TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,8,28.5714285714286,BLCA;KIRP;LGG;LIHC;LUAD;SARC;STAD;TGCT
GigaSSL,continuous,rna_pathway_activity,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,STAD;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,BLCA;STAD;TGCT;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,PAAD;PRAD;STAD;TGCT;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,BLCA;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,BLCA;OV;TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,BLCA;KIRP;TGCT;THYM;UCEC
GigaSSL,continuous,rna_pathway_activity,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,2,7.14285714285714,TGCT;THYM
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,KIRC;TGCT;THYM
TITAN,continuous,rna_pathway_activity,HALLMARK_WNT_BETA_CATENIN_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,KIRC;PCPG;SARC;TGCT;THYM
GigaSSL,continuous,rna_pathway_activity,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRP;LGG;LIHC;TGCT
ProvGigaPath,continuous,rna_pathway_activity,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,4,14.2857142857143,KIRP;LIHC;OV;TGCT
TITAN,continuous,rna_pathway_activity,HALLMARK_XENOBIOTIC_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,5,17.8571428571429,GBM;KIRP;LGG;LIHC;TGCT
GigaSSL,continuous,rna_pathway_activity,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,1,3.57142857142857,TGCT
ProvGigaPath,continuous,rna_pathway_activity,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,28,3,10.7142857142857,KICH;TGCT;THYM
