outcome_type,family,tumor_type,endpoint,p_permutation,permutations,permutation_exceedances,permutation_attempted,permutation_stopped_early,p_mc_lower_95,p_mc_upper_95,p_mc_status
continuous,thorsson,OV,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,TCR Evenness,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Lymphocyte Infiltration Signature Score,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Macrophages M1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Intratumor Heterogeneity,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Stromal Fraction,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Mast Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,T Cells Regulatory Tregs,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,B Cells Naive,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Neutrophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,Nonsilent Mutation Rate,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,OV,T Cells CD4 Memory Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Th1 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Mast Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Th17 Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UVM,Eosinophils,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Proliferation,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,IFN-gamma Response,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,KICH,Plasma Cells,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,SNV Neoantigens,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,MESO,Dendritic Cells Resting,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,GBM,NK Cells Activated,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,ACC,B Cells Memory,1,0,,,,,,not permutation-tested: below the prespecified effect gate
continuous,thorsson,UCS,Wound Healing,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,UCEC,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,BRCA,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,BLCA,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,COAD,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,LUAD,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,STAD,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,OV,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,SARC,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,PCPG,Genome doubling,0.004,999,3,999,FALSE,0.000619720080483033,0.00875074874394222,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,LIHC,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,HNSC,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,LUSC,Genome doubling,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,ACC,Genome doubling,1,999,49,587,TRUE,,,not estimated: conservative early stop and p=1 assignment
binary,aneuploidy,READ,Genome doubling,0.029,999,28,999,FALSE,0.0187034694460984,0.0402548884491416,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,aneuploidy,CESC,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,SKCM,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,LGG,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,KIRC,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,GBM,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,PAAD,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,PRAD,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,aneuploidy,ESCA,Genome doubling,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,THYM,GTF2I,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,READ,APC,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,READ,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LGG,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,THCA,BRAF,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,COAD,APC,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LGG,IDH1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,COAD,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LGG,CIC,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,UCEC,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LGG,ATRX,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,BRCA,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,BRCA,CDH1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,BLCA,FGFR3,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,UCEC,PTEN,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,THCA,NRAS,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LUAD,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,COAD,KRAS,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,STAD,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LIHC,CTNNB1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,OV,TP53,0.011,999,10,999,FALSE,0.00481033119529023,0.0183314973998465,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,COAD,BRAF,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,GBM,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,BLCA,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,STAD,PIK3CA,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,HNSC,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LGG,EGFR,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LIHC,TP53,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LIHC,BAP1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,BRCA,PIK3CA,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,HNSC,NSD1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,SKCM,BRAF,0.02,999,19,999,FALSE,0.0114885636644795,0.0295417846501792,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,PAAD,TP53,0.004,999,3,999,FALSE,0.000619720080483033,0.00875074874394222,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LGG,PTEN,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,SARC,TP53,0.003,999,2,999,FALSE,0.000242543752626669,0.00721303310157184,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LUAD,EGFR,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,UCEC,ARID1A,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,LGG,FUBP1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,CESC,TP53,0.004,999,3,999,FALSE,0.000619720080483033,0.00875074874394222,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,KIRC,VHL,0.003,999,2,999,FALSE,0.000242543752626669,0.00721303310157184,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,BLCA,PIK3CA,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
binary,driver_mutation,UCEC,KMT2C,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,KRAS,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,CTNNB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,KIRC,PBRM1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,CASP8,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,COAD,FBXW7,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ATM,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,GBM,EGFR,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,PAAD,KRAS,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,KICH,TP53,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,ARID1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,COAD,SMAD4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,HRAS,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,RPL22,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,CHD3,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,CTNNB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,FAT1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,RB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,CTCF,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,MSH6,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,SIN3A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ZMYM2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,FBXW7,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,TP53,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,FOXA1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,KRAS,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UVM,GNAQ,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ATR,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,PRAD,TP53,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,KRAS,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,KMT2B,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCS,FBXW7,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,COAD,CTNNB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,KIRC,SETD2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,APC,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,KEAP1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,ERBB4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,DICER1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,PPP2R1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,CESC,KMT2C,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,RB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,SCAF4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,TAF1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,INPPL1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,NFE2L2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,KIRC,BAP1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,PIK3CA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,CESC,KMT2D,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,SMC1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ARID5B,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,AKT1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,KMT2D,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,READ,KRAS,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,CHD4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,ARID2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ZFHX3,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,RNF43,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,SPTAN1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LIHC,ARID1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,SOX17,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,KEAP1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,RASA1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,CESC,PIK3CA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,PAAD,CDKN2A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,FOXA2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,EP300,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,MAP3K1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,COAD,PIK3CA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,TGCT,KIT,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,BCOR,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,KANSL1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,PRAD,SPOP,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,NF1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UVM,GNA11,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,PIK3R1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,KEAP1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,NFE2L2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,RB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,HUWE1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,ARID1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ATF7IP,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,BCOR,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,NF1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,KMT2D,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,AJUBA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,RB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,PBRM1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,FBXW7,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LGG,NF1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,SARC,RB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,EP300,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,ARID1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,GATA3,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,CESC,EP300,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,PTEN,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LGG,NOTCH1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,COAD,ARID1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,FBXW7,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,BRCA1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,PIK3CA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,PDS5B,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,MAP2K4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ERBB3,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,ERBB3,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,ARID1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,GBM,PTEN,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,DMD,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,KIRC,MTOR,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,KDM6A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,CDH1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,ARHGAP35,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,CTNND1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,PRAD,FOXA1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,CESC,FBXW7,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,PIK3CA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,SPOP,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,COAD,SOX9,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,ATM,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,CREBBP,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,FAT1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,CDKN1A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,STK11,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,RHOA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,PAAD,SMAD4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,MAP3K1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,RASA1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,FAT1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LIHC,ALB,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,ARHGAP35,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,PTEN,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LIHC,AXIN1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LGG,PIK3CA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,RBM10,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,CDKN2A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,SMARCA4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,STAG2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,PIK3CA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,NFE2L2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,PTEN,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,ERBB2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,PIK3R1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,STAD,MUC6,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,KDM6A,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,NCOR1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,RB1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,FAT1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,KLF5,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,UCEC,NFE2L2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,ERCC2,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,CHD4,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUAD,BRAF,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,TBX3,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,RUNX1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BLCA,RXRA,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,HNSC,HLA-B,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,LUSC,NOTCH1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,KMT2C,1,0,,,,,,not permutation-tested: below the prespecified effect gate
binary,driver_mutation,BRCA,NF1,1,0,,,,,,not permutation-tested: below the prespecified effect gate
