foundation_model,family,tumor_type,endpoint,n,positive,negative,prevalence,no_skill_pr_auc,rule,balanced_accuracy,sensitivity,specificity,ppv,npv,auroc,pr_auc,ba_crossing_sensitivity,empirical_balanced_accuracy,empirical_sensitivity,empirical_specificity,empirical_ppv,empirical_npv,balanced_accuracy_delta_vs_empirical,sensitivity_delta_vs_empirical,specificity_delta_vs_empirical,ppv_delta_vs_empirical,npv_delta_vs_empirical
TITAN,aneuploidy,KIRC,Genome doubling,461,89,372,0.193058568329718,0.193058568329718,training-only optimized threshold,0.6707593330917,0.752808988764045,0.588709677419355,0.304545454545455,0.908713692946058,0.6443457774556,0.291906687284238,TRUE,0.551392412709919,0.202247191011236,0.900537634408602,0.327272727272727,0.82512315270936,0.119366920381781,0.550561797752809,-0.311827956989247,-0.022727272727272,0.083590540236698
GigaSSL,aneuploidy,LGG,Genome doubling,481,157,324,0.326403326403326,0.326403326403326,training-only optimized threshold,0.546610835888968,0.420382165605096,0.67283950617284,0.383720930232558,0.705501618122977,0.567154203035307,0.401105458925254,FALSE,0.565296453566093,0.331210191082803,0.799382716049383,0.444444444444444,0.711538461538462,-0.0186856176771251,0.089171974522293,-0.126543209876543,-0.060723514211886,-0.00603684341548505
ProvGigaPath,aneuploidy,LGG,Genome doubling,481,157,324,0.326403326403326,0.326403326403326,training-only optimized threshold,0.526873476448848,0.54140127388535,0.512345679012346,0.349794238683128,0.697478991596639,0.550444287174648,0.364825936784718,FALSE,0.532594165290556,0.312101910828025,0.753086419753086,0.37984496124031,0.693181818181818,-0.00572068884170807,0.229299363057325,-0.24074074074074,-0.030050722557182,0.00429717341482094
TITAN,aneuploidy,LGG,Genome doubling,481,157,324,0.326403326403326,0.326403326403326,training-only optimized threshold,0.551564834473539,0.54140127388535,0.561728395061729,0.374449339207049,0.716535433070866,0.573641582134151,0.363109216399915,FALSE,0.540310214673272,0.312101910828025,0.768518518518519,0.395161290322581,0.697478991596639,0.011254619800267,0.229299363057325,-0.20679012345679,-0.020711951115532,0.019056441474227
GigaSSL,aneuploidy,LIHC,Genome doubling,346,115,231,0.332369942196532,0.332369942196532,training-only optimized threshold,0.624562394127612,0.547826086956522,0.701298701298701,0.477272727272727,0.757009345794393,0.679126670431018,0.509866212706832,TRUE,0.615584415584416,0.4,0.831168831168831,0.541176470588235,0.735632183908046,0.00897797854319604,0.147826086956522,-0.12987012987013,-0.063903743315508,0.0213771618863471
ProvGigaPath,aneuploidy,LIHC,Genome doubling,346,115,231,0.332369942196532,0.332369942196532,training-only optimized threshold,0.668040654997177,0.634782608695652,0.701298701298701,0.514084507042254,0.794117647058824,0.724411820063994,0.59278833868024,TRUE,0.663372859025033,0.478260869565217,0.848484848484848,0.611111111111111,0.765625,0.00466779597214406,0.156521739130435,-0.147186147186147,-0.0970266040688571,0.028492647058824
TITAN,aneuploidy,LIHC,Genome doubling,346,115,231,0.332369942196532,0.332369942196532,training-only optimized threshold,0.618162996423866,0.591304347826087,0.645021645021645,0.453333333333333,0.760204081632653,0.673329568981743,0.53327558876019,TRUE,0.622021456804066,0.373913043478261,0.87012987012987,0.589041095890411,0.736263736263736,-0.00385846038019999,0.217391304347826,-0.225108225108225,-0.135707762557078,0.023940345368917
GigaSSL,aneuploidy,LUAD,Genome doubling,449,264,185,0.587973273942094,0.587973273942094,training-only optimized threshold,0.602774365274365,0.632575757575758,0.572972972972973,0.678861788617886,0.522167487684729,0.639004914004914,0.689518442351243,TRUE,0.600644963144963,0.693181818181818,0.508108108108108,0.667883211678832,0.537142857142857,0.00212940212940205,-0.06060606060606,0.064864864864865,0.010978576939054,-0.0149753694581281
ProvGigaPath,aneuploidy,LUAD,Genome doubling,449,264,185,0.587973273942094,0.587973273942094,training-only optimized threshold,0.648720311220311,0.632575757575758,0.664864864864865,0.729257641921397,0.559090909090909,0.701576576576577,0.737105123822669,TRUE,0.646099508599509,0.784090909090909,0.508108108108108,0.694630872483222,0.622516556291391,0.002620802620802,-0.151515151515151,0.156756756756757,0.034626769438175,-0.0634256472004821
TITAN,aneuploidy,LUAD,Genome doubling,449,264,185,0.587973273942094,0.587973273942094,training-only optimized threshold,0.656552006552007,0.621212121212121,0.691891891891892,0.742081447963801,0.56140350877193,0.708701883701884,0.739806042229855,TRUE,0.652334152334152,0.818181818181818,0.486486486486487,0.694533762057878,0.652173913043478,0.00421785421785492,-0.196969696969697,0.205405405405405,0.0475476859059231,-0.090770404271548
GigaSSL,aneuploidy,LUSC,Genome doubling,458,248,210,0.541484716157205,0.541484716157205,training-only optimized threshold,0.563959293394777,0.608870967741936,0.519047619047619,0.599206349206349,0.529126213592233,0.63097158218126,0.635363195288198,FALSE,0.580280337941628,0.665322580645161,0.495238095238095,0.608856088560886,0.556149732620321,-0.016321044546851,-0.056451612903225,0.023809523809524,-0.00964973935453706,-0.027023519028088
ProvGigaPath,aneuploidy,LUSC,Genome doubling,458,248,210,0.541484716157205,0.541484716157205,training-only optimized threshold,0.583736559139785,0.600806451612903,0.566666666666667,0.620833333333333,0.545871559633028,0.619546850998464,0.654752677503186,FALSE,0.583563748079877,0.629032258064516,0.538095238095238,0.616600790513834,0.551219512195122,0.000172811059907962,-0.028225806451613,0.028571428571429,0.00423254281949903,-0.00534795256209397
TITAN,aneuploidy,LUSC,Genome doubling,458,248,210,0.541484716157205,0.541484716157205,training-only optimized threshold,0.6088133640553,0.560483870967742,0.657142857142857,0.658767772511848,0.558704453441296,0.682507680491551,0.689871699762472,TRUE,0.628648233486943,0.709677419354839,0.547619047619048,0.649446494464945,0.614973262032086,-0.019834869431643,-0.149193548387097,0.109523809523809,0.00932127804690308,-0.05626880859079
GigaSSL,aneuploidy,OV,Genome doubling,94,65,29,0.691489361702128,0.691489361702128,training-only optimized threshold,0.529442970822281,0.369230769230769,0.689655172413793,0.727272727272727,0.327868852459016,0.639257294429708,0.777419045366079,FALSE,0.605039787798409,0.830769230769231,0.379310344827586,0.75,0.5,-0.075596816976128,-0.461538461538462,0.310344827586207,-0.022727272727273,-0.172131147540984
ProvGigaPath,aneuploidy,OV,Genome doubling,94,65,29,0.691489361702128,0.691489361702128,training-only optimized threshold,0.56790450928382,0.446153846153846,0.689655172413793,0.763157894736842,0.357142857142857,0.629177718832891,0.798232658136168,FALSE,0.608753315649867,0.769230769230769,0.448275862068966,0.757575757575758,0.464285714285714,-0.040848806366047,-0.323076923076923,0.241379310344827,0.00558213716108402,-0.107142857142857
TITAN,aneuploidy,OV,Genome doubling,94,65,29,0.691489361702128,0.691489361702128,training-only optimized threshold,0.685145888594165,0.646153846153846,0.724137931034483,0.84,0.477272727272727,0.80106100795756,0.900177671421416,TRUE,0.725729442970822,0.830769230769231,0.620689655172414,0.830769230769231,0.620689655172414,-0.0405835543766569,-0.184615384615385,0.103448275862069,0.00923076923076893,-0.143416927899687
GigaSSL,aneuploidy,PAAD,Genome doubling,163,40,123,0.245398773006135,0.245398773006135,training-only optimized threshold,0.61890243902439,0.75,0.487804878048781,0.32258064516129,0.857142857142857,0.670121951219512,0.413264234714129,TRUE,0.597764227642276,0.35,0.845528455284553,0.424242424242424,0.8,0.021138211382114,0.4,-0.357723577235772,-0.101661779081134,0.0571428571428569
ProvGigaPath,aneuploidy,PAAD,Genome doubling,163,40,123,0.245398773006135,0.245398773006135,training-only optimized threshold,0.567276422764228,0.85,0.284552845528455,0.278688524590164,0.853658536585366,0.626829268292683,0.332803831920966,FALSE,0.55619918699187,0.275,0.83739837398374,0.354838709677419,0.78030303030303,0.011077235772358,0.575,-0.552845528455285,-0.076150185087255,0.0733555062823359
TITAN,aneuploidy,PAAD,Genome doubling,163,40,123,0.245398773006135,0.245398773006135,training-only optimized threshold,0.630792682926829,0.725,0.536585365853659,0.337209302325581,0.857142857142857,0.636178861788618,0.348757364620422,TRUE,0.555894308943089,0.25,0.861788617886179,0.37037037037037,0.779411764705882,0.07489837398374,0.475,-0.32520325203252,-0.033161068044789,0.077731092436975
GigaSSL,aneuploidy,PCPG,Genome doubling,157,24,133,0.152866242038217,0.152866242038217,training-only optimized threshold,0.56437969924812,0.625,0.503759398496241,0.185185185185185,0.881578947368421,0.530388471177945,0.184062898402431,FALSE,0.471961152882206,0.0416666666666667,0.902255639097744,0.0714285714285714,0.839160839160839,0.092418546365914,0.583333333333333,-0.398496240601503,0.113756613756614,0.0424181082075821
ProvGigaPath,aneuploidy,PCPG,Genome doubling,157,24,133,0.152866242038217,0.152866242038217,training-only optimized threshold,0.575344611528822,0.541666666666667,0.609022556390977,0.2,0.880434782608696,0.587406015037594,0.211446574875554,FALSE,0.521146616541353,0.125,0.917293233082707,0.214285714285714,0.853146853146853,0.054197994987469,0.416666666666667,-0.30827067669173,-0.014285714285714,0.027287929461843
TITAN,aneuploidy,PCPG,Genome doubling,157,24,133,0.152866242038217,0.152866242038217,training-only optimized threshold,0.569548872180451,0.5,0.639097744360902,0.2,0.876288659793815,0.617481203007519,0.246511728111393,FALSE,0.534461152882205,0.166666666666667,0.902255639097744,0.235294117647059,0.857142857142857,0.0350877192982461,0.333333333333333,-0.263157894736842,-0.035294117647059,0.019145802650958
GigaSSL,aneuploidy,PRAD,Genome doubling,352,28,324,0.0795454545454545,0.0795454545454545,training-only optimized threshold,0.65652557319224,0.714285714285714,0.598765432098765,0.133333333333333,0.96039603960396,0.62907848324515,0.161047581576082,TRUE,0.53968253968254,0.107142857142857,0.972222222222222,0.25,0.926470588235294,0.1168430335097,0.607142857142857,-0.373456790123457,-0.116666666666667,0.033925451368666
ProvGigaPath,aneuploidy,PRAD,Genome doubling,352,28,324,0.0795454545454545,0.0795454545454545,training-only optimized threshold,0.540123456790123,0.5,0.580246913580247,0.0933333333333333,0.930693069306931,0.562830687830688,0.113612209003488,FALSE,0.505511463844797,0.0357142857142857,0.975308641975309,0.111111111111111,0.921282798833819,0.034611992945326,0.464285714285714,-0.395061728395062,-0.0177777777777777,0.00941027047311194
TITAN,aneuploidy,PRAD,Genome doubling,352,28,324,0.0795454545454545,0.0795454545454545,training-only optimized threshold,0.564153439153439,0.535714285714286,0.592592592592593,0.102040816326531,0.936585365853659,0.609457671957672,0.165731661959629,FALSE,0.510141093474427,0.0357142857142857,0.984567901234568,0.166666666666667,0.921965317919075,0.0540123456790119,0.5,-0.391975308641975,-0.064625850340136,0.014620047934584
GigaSSL,aneuploidy,READ,Genome doubling,142,72,70,0.507042253521127,0.507042253521127,training-only optimized threshold,0.620238095238095,0.583333333333333,0.657142857142857,0.636363636363636,0.605263157894737,0.70218253968254,0.681643584842889,TRUE,0.634126984126984,0.611111111111111,0.657142857142857,0.647058823529412,0.621621621621622,-0.013888888888889,-0.027777777777778,0,-0.010695187165776,-0.0163584637268851
ProvGigaPath,aneuploidy,READ,Genome doubling,142,72,70,0.507042253521127,0.507042253521127,training-only optimized threshold,0.611706349206349,0.680555555555556,0.542857142857143,0.604938271604938,0.622950819672131,0.626190476190476,0.627091035719189,TRUE,0.619642857142857,0.625,0.614285714285714,0.625,0.614285714285714,-0.00793650793650802,0.055555555555556,-0.071428571428571,-0.020061728395062,0.00866510538641696
TITAN,aneuploidy,READ,Genome doubling,142,72,70,0.507042253521127,0.507042253521127,training-only optimized threshold,0.516468253968254,0.347222222222222,0.685714285714286,0.531914893617021,0.505263157894737,0.582936507936508,0.576967305708908,FALSE,0.563690476190476,0.541666666666667,0.585714285714286,0.573529411764706,0.554054054054054,-0.047222222222222,-0.194444444444445,0.1,-0.0416145181476849,-0.048790896159317
GigaSSL,aneuploidy,SARC,Genome doubling,238,112,126,0.470588235294118,0.470588235294118,training-only optimized threshold,0.674603174603175,0.642857142857143,0.706349206349206,0.660550458715596,0.689922480620155,0.727820294784581,0.717302802618168,TRUE,0.690972222222222,0.651785714285714,0.73015873015873,0.682242990654206,0.702290076335878,-0.016369047619047,-0.00892857142857095,-0.0238095238095241,-0.02169253193861,-0.012367595715723
ProvGigaPath,aneuploidy,SARC,Genome doubling,238,112,126,0.470588235294118,0.470588235294118,training-only optimized threshold,0.623511904761905,0.651785714285714,0.595238095238095,0.588709677419355,0.657894736842105,0.611961451247166,0.566428257896996,TRUE,0.632440476190476,0.598214285714286,0.666666666666667,0.614678899082569,0.651162790697675,-0.00892857142857107,0.0535714285714279,-0.071428571428572,-0.025969221663214,0.00673194614442996
TITAN,aneuploidy,SARC,Genome doubling,238,112,126,0.470588235294118,0.470588235294118,training-only optimized threshold,0.661210317460317,0.758928571428571,0.563492063492063,0.607142857142857,0.724489795918367,0.719033446712018,0.678233167712806,TRUE,0.632936507936508,0.607142857142857,0.658730158730159,0.612612612612613,0.653543307086614,0.028273809523809,0.151785714285714,-0.095238095238096,-0.00546975546975603,0.070946488831753
GigaSSL,aneuploidy,SKCM,Genome doubling,98,35,63,0.357142857142857,0.357142857142857,training-only optimized threshold,0.612698412698413,0.685714285714286,0.53968253968254,0.452830188679245,0.755555555555556,0.568253968253968,0.424341407394155,TRUE,0.542857142857143,0.371428571428571,0.714285714285714,0.419354838709677,0.671641791044776,0.0698412698412699,0.314285714285715,-0.174603174603174,0.033475349969568,0.08391376451078
ProvGigaPath,aneuploidy,SKCM,Genome doubling,98,35,63,0.357142857142857,0.357142857142857,training-only optimized threshold,0.536507936507937,0.485714285714286,0.587301587301587,0.395348837209302,0.672727272727273,0.645351473922903,0.514852388528073,FALSE,0.617460317460318,0.457142857142857,0.777777777777778,0.533333333333333,0.720588235294118,-0.080952380952381,0.028571428571429,-0.190476190476191,-0.137984496124031,-0.047860962566845
TITAN,aneuploidy,SKCM,Genome doubling,98,35,63,0.357142857142857,0.357142857142857,training-only optimized threshold,0.611111111111111,0.714285714285714,0.507936507936508,0.446428571428571,0.761904761904762,0.653968253968254,0.545025532085569,TRUE,0.619047619047619,0.428571428571429,0.80952380952381,0.555555555555556,0.71830985915493,-0.00793650793650791,0.285714285714285,-0.301587301587302,-0.109126984126985,0.043594902749832
GigaSSL,aneuploidy,STAD,Genome doubling,354,152,202,0.429378531073446,0.429378531073446,training-only optimized threshold,0.66808884835852,0.638157894736842,0.698019801980198,0.613924050632912,0.719387755102041,0.742509119332986,0.671435661382633,TRUE,0.673951276706618,0.585526315789474,0.762376237623762,0.64963503649635,0.709677419354839,-0.00586242834809803,0.052631578947368,-0.0643564356435641,-0.035710985863438,0.00971033574720204
ProvGigaPath,aneuploidy,STAD,Genome doubling,354,152,202,0.429378531073446,0.429378531073446,training-only optimized threshold,0.699289994788953,0.730263157894737,0.668316831683168,0.623595505617978,0.767045454545455,0.782927305888484,0.710540447780995,TRUE,0.71098228243877,0.644736842105263,0.777227722772277,0.685314685314685,0.744075829383886,-0.011692287649817,0.0855263157894739,-0.108910891089109,-0.0617191796967069,0.0229696251615691
TITAN,aneuploidy,STAD,Genome doubling,354,152,202,0.429378531073446,0.429378531073446,training-only optimized threshold,0.68362428348098,0.723684210526316,0.643564356435644,0.604395604395604,0.755813953488372,0.782406201146431,0.724456304202131,TRUE,0.688770192808755,0.605263157894737,0.772277227722772,0.666666666666667,0.722222222222222,-0.00514590932777492,0.118421052631579,-0.128712871287128,-0.0622710622710629,0.03359173126615
GigaSSL,aneuploidy,UCEC,Genome doubling,476,97,379,0.203781512605042,0.203781512605042,training-only optimized threshold,0.729728259391236,0.762886597938144,0.696569920844327,0.391534391534392,0.9198606271777,0.761227320947692,0.46478071350502,TRUE,0.656298452248184,0.391752577319588,0.920844327176781,0.558823529411765,0.855392156862745,0.073429807143052,0.371134020618556,-0.224274406332454,-0.167289137877373,0.0644684703149551
ProvGigaPath,aneuploidy,UCEC,Genome doubling,476,97,379,0.203781512605042,0.203781512605042,training-only optimized threshold,0.684750972445122,0.77319587628866,0.596306068601583,0.328947368421053,0.911290322580645,0.714413948807225,0.407436691418273,TRUE,0.656053640888937,0.412371134020619,0.899736147757256,0.512820512820513,0.85678391959799,0.0286973315561849,0.360824742268041,-0.303430079155673,-0.18387314439946,0.054506402982655
TITAN,aneuploidy,UCEC,Genome doubling,476,97,379,0.203781512605042,0.203781512605042,training-only optimized threshold,0.770992574055436,0.731958762886598,0.810026385224274,0.496503496503497,0.921921921921922,0.856594946005495,0.565575363659478,TRUE,0.73097951744961,0.54639175257732,0.9155672823219,0.623529411764706,0.887468030690537,0.040013056605826,0.185567010309278,-0.105540897097626,-0.127025915261209,0.034453891231385
GigaSSL,driver_mutation,BLCA,ARID1A,384,98,286,0.255208333333333,0.255208333333333,training-only optimized threshold,0.474953617810761,0.540816326530612,0.409090909090909,0.238738738738739,0.722222222222222,0.554516911659769,0.320763846239523,FALSE,0.517803624946482,0.102040816326531,0.933566433566433,0.344827586206897,0.752112676056338,-0.042850007135721,0.438775510204081,-0.524475524475524,-0.106088847468158,-0.029890453834116
ProvGigaPath,driver_mutation,BLCA,ARID1A,384,98,286,0.255208333333333,0.255208333333333,training-only optimized threshold,0.530184101612673,0.591836734693878,0.468531468531469,0.276190476190476,0.770114942528736,0.534215784215784,0.267281824820833,FALSE,0.517696589125161,0.23469387755102,0.800699300699301,0.2875,0.753289473684211,0.012487512487512,0.357142857142858,-0.332167832167832,-0.011309523809524,0.0168254688445251
TITAN,driver_mutation,BLCA,ARID1A,384,98,286,0.255208333333333,0.255208333333333,training-only optimized threshold,0.569501926644784,0.530612244897959,0.608391608391608,0.317073170731707,0.790909090909091,0.553660625089197,0.304302121759168,FALSE,0.534893677750821,0.255102040816327,0.814685314685315,0.320512820512821,0.761437908496732,0.0346082488939631,0.275510204081632,-0.206293706293707,-0.003439649781114,0.029471182412359
GigaSSL,driver_mutation,BLCA,ASXL2,384,35,349,0.0911458333333333,0.0911458333333333,training-only optimized threshold,0.495947605403193,0.828571428571429,0.163323782234957,0.0903426791277258,0.904761904761905,0.48857961522718,0.104022192086163,FALSE,0.491363078182562,0.0285714285714286,0.954154727793696,0.0588235294117647,0.907356948228883,0.00458452722063102,0.8,-0.790830945558739,0.0315191497159611,-0.00259504346697803
ProvGigaPath,driver_mutation,BLCA,ASXL2,384,35,349,0.0911458333333333,0.0911458333333333,training-only optimized threshold,0.460499386000819,0.571428571428571,0.349570200573066,0.0809716599190283,0.89051094890511,0.46516577977896,0.0906296357816654,FALSE,0.479860826852231,0.0571428571428571,0.902578796561605,0.0555555555555556,0.905172413793103,-0.019361440851412,0.514285714285714,-0.553008595988539,0.0254161043634727,-0.014661464887993
TITAN,driver_mutation,BLCA,ASXL2,384,35,349,0.0911458333333333,0.0911458333333333,training-only optimized threshold,0.483422022103971,0.571428571428571,0.39541547277937,0.0865800865800866,0.901960784313725,0.524355300859599,0.107268031331521,FALSE,0.505689725747032,0.0285714285714286,0.982808022922636,0.142857142857143,0.909814323607427,-0.022267703643061,0.542857142857142,-0.587392550143266,-0.0562770562770564,-0.00785353929370203
GigaSSL,driver_mutation,BLCA,ATM,384,53,331,0.138020833333333,0.138020833333333,training-only optimized threshold,0.617539759448213,0.754716981132076,0.48036253776435,0.188679245283019,0.924418604651163,0.589921906173403,0.17132695674554,TRUE,0.470900074103631,0.0566037735849057,0.885196374622356,0.0731707317073171,0.854227405247814,0.146639685344582,0.69811320754717,-0.404833836858006,0.115508513575702,0.0701911994033489
ProvGigaPath,driver_mutation,BLCA,ATM,384,53,331,0.138020833333333,0.138020833333333,training-only optimized threshold,0.513766174542553,0.547169811320755,0.48036253776435,0.144278606965174,0.868852459016394,0.586672746964601,0.184462002675339,FALSE,0.507524368694066,0.0754716981132076,0.939577039274924,0.166666666666667,0.863888888888889,0.00624180584848699,0.471698113207548,-0.459214501510574,-0.022388059701493,0.00496357012750492
TITAN,driver_mutation,BLCA,ATM,384,53,331,0.138020833333333,0.138020833333333,training-only optimized threshold,0.571852020749017,0.735849056603774,0.40785498489426,0.165957446808511,0.906040268456376,0.622698512227099,0.203219560872465,FALSE,0.542239069714416,0.150943396226415,0.933534743202417,0.266666666666667,0.872881355932204,0.0296129510346009,0.584905660377359,-0.525679758308157,-0.100709219858156,0.033158912524172
GigaSSL,driver_mutation,BLCA,CDKN1A,384,37,347,0.0963541666666667,0.0963541666666667,training-only optimized threshold,0.467637666484929,0.324324324324324,0.610951008645533,0.0816326530612245,0.894514767932489,0.482358439130773,0.095943697106168,FALSE,0.513163018926708,0.0810810810810811,0.945244956772334,0.136363636363636,0.906077348066298,-0.045525352441779,0.243243243243243,-0.334293948126801,-0.0547309833024115,-0.0115625801338091
ProvGigaPath,driver_mutation,BLCA,CDKN1A,384,37,347,0.0963541666666667,0.0963541666666667,training-only optimized threshold,0.48640859880053,0.540540540540541,0.432276657060519,0.0921658986175115,0.898203592814371,0.505335306488044,0.0964212289349133,FALSE,0.492990108263884,0.0810810810810811,0.904899135446686,0.0833333333333333,0.902298850574713,-0.00658150946335401,0.45945945945946,-0.472622478386167,0.0088325652841782,-0.00409525776034203
TITAN,driver_mutation,BLCA,CDKN1A,384,37,347,0.0963541666666667,0.0963541666666667,training-only optimized threshold,0.490341926941351,0.378378378378378,0.602305475504323,0.0921052631578947,0.900862068965517,0.546148453929434,0.141189349292388,FALSE,0.51261780512501,0.0540540540540541,0.971181556195966,0.166666666666667,0.905913978494624,-0.022275878183659,0.324324324324324,-0.368876080691643,-0.0745614035087723,-0.00505190952910695
GigaSSL,driver_mutation,BLCA,CDKN2A,384,24,360,0.0625,0.0625,training-only optimized threshold,0.552777777777778,0.625,0.480555555555556,0.0742574257425743,0.950549450549451,0.547800925925926,0.0886369858973017,FALSE,0.495833333333333,0,0.991666666666667,0,0.937007874015748,0.056944444444445,0.625,-0.511111111111111,0.0742574257425743,0.0135415765337029
ProvGigaPath,driver_mutation,BLCA,CDKN2A,384,24,360,0.0625,0.0625,training-only optimized threshold,0.470833333333333,0.25,0.691666666666667,0.0512820512820513,0.932584269662921,0.458912037037037,0.065947057405795,FALSE,0.509722222222222,0.0416666666666667,0.977777777777778,0.111111111111111,0.938666666666667,-0.038888888888889,0.208333333333333,-0.286111111111111,-0.0598290598290597,-0.00608239700374602
TITAN,driver_mutation,BLCA,CDKN2A,384,24,360,0.0625,0.0625,training-only optimized threshold,0.604166666666667,0.625,0.583333333333333,0.0909090909090909,0.958904109589041,0.615393518518519,0.0871992026317924,TRUE,0.497222222222222,0,0.994444444444444,0,0.93717277486911,0.106944444444445,0.625,-0.411111111111111,0.0909090909090909,0.0217313347199311
GigaSSL,driver_mutation,BLCA,CREBBP,384,48,336,0.125,0.125,training-only optimized threshold,0.589285714285714,0.6875,0.491071428571429,0.161764705882353,0.916666666666667,0.561197916666667,0.157030112669814,FALSE,0.5,0.0208333333333333,0.979166666666667,0.125,0.875,0.089285714285714,0.666666666666667,-0.488095238095238,0.036764705882353,0.041666666666667
ProvGigaPath,driver_mutation,BLCA,CREBBP,384,48,336,0.125,0.125,training-only optimized threshold,0.516369047619048,0.666666666666667,0.366071428571429,0.130612244897959,0.884892086330935,0.561693948412698,0.165392063505142,FALSE,0.498511904761905,0.0208333333333333,0.976190476190476,0.111111111111111,0.874666666666667,0.017857142857143,0.645833333333334,-0.610119047619047,0.019501133786848,0.0102254196642679
TITAN,driver_mutation,BLCA,CREBBP,384,48,336,0.125,0.125,training-only optimized threshold,0.537202380952381,0.666666666666667,0.407738095238095,0.138528138528139,0.895424836601307,0.523871527777778,0.127315539475441,FALSE,0.489583333333333,0.0208333333333333,0.958333333333333,0.0666666666666667,0.872628726287263,0.0476190476190481,0.645833333333334,-0.550595238095238,0.0718614718614723,0.0227961103140441
GigaSSL,driver_mutation,BLCA,ELF3,384,46,338,0.119791666666667,0.119791666666667,training-only optimized threshold,0.467005402624132,0.543478260869565,0.390532544378698,0.108225108225108,0.862745098039216,0.48559300231541,0.123173531650395,FALSE,0.505016722408027,0.0869565217391304,0.923076923076923,0.133333333333333,0.88135593220339,-0.038011319783895,0.456521739130435,-0.532544378698225,-0.025108225108225,-0.0186108341641741
ProvGigaPath,driver_mutation,BLCA,ELF3,384,46,338,0.119791666666667,0.119791666666667,training-only optimized threshold,0.507396449704142,0.5,0.514792899408284,0.122994652406417,0.883248730964467,0.52193208129663,0.132302785087485,FALSE,0.50205814252637,0.0869565217391304,0.917159763313609,0.125,0.880681818181818,0.00533830717777195,0.41304347826087,-0.402366863905325,-0.00200534759358301,0.00256691278264898
TITAN,driver_mutation,BLCA,ELF3,384,46,338,0.119791666666667,0.119791666666667,training-only optimized threshold,0.446102392590687,0.347826086956522,0.544378698224852,0.0941176470588235,0.85981308411215,0.507332132750193,0.164215006038207,FALSE,0.519809621816311,0.0869565217391304,0.952662721893491,0.2,0.884615384615385,-0.073707229225624,0.260869565217392,-0.408284023668639,-0.105882352941177,-0.0248023005032351
GigaSSL,driver_mutation,BLCA,EP300,384,54,330,0.140625,0.140625,training-only optimized threshold,0.476936026936027,0.462962962962963,0.490909090909091,0.129533678756477,0.848167539267016,0.521661054994388,0.189411917830358,FALSE,0.508080808080808,0.0555555555555556,0.960606060606061,0.1875,0.861413043478261,-0.031144781144781,0.407407407407407,-0.46969696969697,-0.057966321243523,-0.0132455042112449
ProvGigaPath,driver_mutation,BLCA,EP300,384,54,330,0.140625,0.140625,training-only optimized threshold,0.485858585858586,0.444444444444444,0.527272727272727,0.133333333333333,0.852941176470588,0.482996632996633,0.144126414042008,FALSE,0.505218855218855,0.0740740740740741,0.936363636363636,0.16,0.860724233983287,-0.019360269360269,0.37037037037037,-0.409090909090909,-0.026666666666667,-0.00778305751269903
TITAN,driver_mutation,BLCA,EP300,384,54,330,0.140625,0.140625,training-only optimized threshold,0.527104377104377,0.648148148148148,0.406060606060606,0.151515151515152,0.875816993464052,0.531874298540965,0.152020004928637,FALSE,0.515319865319865,0.185185185185185,0.845454545454546,0.163934426229508,0.863777089783282,0.011784511784512,0.462962962962963,-0.43939393939394,-0.012419274714356,0.0120399036807699
GigaSSL,driver_mutation,BLCA,ERBB2,384,46,338,0.119791666666667,0.119791666666667,training-only optimized threshold,0.495562130177515,0.5,0.49112426035503,0.117948717948718,0.878306878306878,0.517043992796501,0.165292946586567,FALSE,0.483277591973244,0.0434782608695652,0.923076923076923,0.0714285714285714,0.876404494382023,0.012284538204271,0.456521739130435,-0.431952662721893,0.0465201465201466,0.00190238392485509
ProvGigaPath,driver_mutation,BLCA,ERBB2,384,46,338,0.119791666666667,0.119791666666667,training-only optimized threshold,0.556727553383072,0.521739130434783,0.591715976331361,0.148148148148148,0.900900900900901,0.656676099819913,0.240200658251059,FALSE,0.573192693594031,0.217391304347826,0.928994082840237,0.294117647058824,0.897142857142857,-0.016465140210959,0.304347826086957,-0.337278106508876,-0.145969498910676,0.00375804375804401
TITAN,driver_mutation,BLCA,ERBB2,384,46,338,0.119791666666667,0.119791666666667,training-only optimized threshold,0.520903010033445,0.695652173913044,0.346153846153846,0.126482213438735,0.893129770992367,0.520967326987394,0.130368044033098,FALSE,0.499099562644713,0.0869565217391304,0.911242603550296,0.117647058823529,0.88,0.021803447388732,0.608695652173914,-0.56508875739645,0.00883515461520601,0.013129770992367
GigaSSL,driver_mutation,BLCA,ERBB3,384,40,344,0.104166666666667,0.104166666666667,training-only optimized threshold,0.553779069767442,0.625,0.482558139534884,0.123152709359606,0.917127071823204,0.562572674418605,0.152210677704697,FALSE,0.509011627906977,0.05,0.968023255813953,0.153846153846154,0.897574123989218,0.044767441860465,0.575,-0.485465116279069,-0.030693444486548,0.019552947833986
ProvGigaPath,driver_mutation,BLCA,ERBB3,384,40,344,0.104166666666667,0.104166666666667,training-only optimized threshold,0.528779069767442,0.7,0.357558139534884,0.112449799196787,0.911111111111111,0.518822674418605,0.112811812067296,FALSE,0.493604651162791,0.025,0.962209302325581,0.0714285714285714,0.894594594594595,0.035174418604651,0.675,-0.604651162790697,0.0410212277682156,0.016516516516516
