outcome_type,family,tumor_type,endpoint,source,subfamily,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,measurement_class,source_modality,direct_vs_inferred,same_histology_modality,definition_group,primary_consensus_class,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_effect_GigaSSL,grouped_effect_ProvGigaPath,grouped_effect_TITAN,minimum_primary_effect,mean_primary_effect,provenance_rank,interpretation_scope
binary,driver_mutation,STAD,PIK3CA,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,365,55,310,0.686158357771261,0.705806451612903,0.814897360703812,TRUE,TRUE,TRUE,,,,,,,,,,0.609090909090909,0.658797653958944,0.752492668621701,0.686158357771261,0.705806451612903,0.814897360703812,0.282907905930385,0.297331481807027,0.434480342523267,0.618181818181818,0.727272727272727,0.872727272727273,0.6,0.590322580645161,0.632258064516129,0.215189873417722,0.239520958083832,0.296296296296296,0.898550724637681,0.924242424242424,0.96551724137931,0.150684931506849,0.150684931506849,0.150684931506849,0.150684931506849,0.150684931506849,0.150684931506849,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.679530791788856,0.74850439882698,0.809090909090909,0.686158357771261,0.735620723362659,11,association with a directly observed sequence-based alteration
binary,driver_mutation,HNSC,TP53,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,431,320,111,0.685275900900901,0.667792792792793,0.66669481981982,TRUE,TRUE,TRUE,,,,,,,,,,0.639484797297297,0.638555743243243,0.598662725225225,0.685275900900901,0.667792792792793,0.66669481981982,0.837584441335533,0.818652080863218,0.803494718355553,0.684375,0.790625,0.746875,0.594594594594595,0.486486486486487,0.450450450450451,0.829545454545455,0.816129032258065,0.796666666666667,0.395209580838323,0.446280991735537,0.381679389312977,0.74245939675174,0.74245939675174,0.74245939675174,0.74245939675174,0.74245939675174,0.74245939675174,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.673536036036036,0.677533783783784,0.689724099099099,0.66669481981982,0.673254504504505,12,association with a directly observed sequence-based alteration
binary,fusion,THCA,Any called fusion,Gao2018_TableS1,fusion,492,133,359,0.666429304458919,0.691017236685027,0.662889815066915,TRUE,TRUE,TRUE,,,,,,,,,,0.640448614572643,0.607713573627662,0.632657549165393,0.666429304458919,0.691017236685027,0.662889815066915,0.448529271751216,0.503982967005778,0.427129057285513,0.578947368421053,0.616541353383459,0.518796992481203,0.701949860724234,0.598885793871866,0.746518105849582,0.418478260869565,0.36283185840708,0.43125,0.818181818181818,0.808270676691729,0.807228915662651,0.270325203252033,0.270325203252033,0.270325203252033,0.270325203252033,0.270325203252033,0.270325203252033,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,directly observed genomic alteration,Tumour RNA sequencing,Sequence-supported alteration call; computationally called,FALSE,Any fusion call,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.686681885772928,0.653779295034243,0.71577271870484,0.662889815066915,0.673445452070287,13,association with a directly observed sequence-based alteration
binary,fusion,LGG,Any called fusion,Gao2018_TableS1,fusion,487,236,251,0.661793503950301,0.667060571274225,0.772148693362145,TRUE,TRUE,TRUE,,,,,,,,,,0.610625295428456,0.622830711054089,0.71111317442096,0.661793503950301,0.667060571274225,0.772148693362145,0.643532767259736,0.636189040350554,0.750073798544231,0.635593220338983,0.64406779661017,0.665254237288136,0.585657370517928,0.601593625498008,0.756972111553785,0.590551181102362,0.603174603174603,0.720183486238532,0.630901287553648,0.642553191489362,0.706319702602231,0.484599589322382,0.484599589322382,0.484599589322382,0.484599589322382,0.484599589322382,0.484599589322382,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour RNA sequencing,Sequence-supported alteration call; computationally called,FALSE,Any fusion call,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.636724289283544,0.667820244445945,0.766155716118577,0.661793503950301,0.700334256195557,14,association with a directly observed sequence-based alteration
binary,fusion,UCEC,Any called fusion,Gao2018_TableS1,fusion,152,80,72,0.661458333333333,0.705381944444445,0.859375,TRUE,TRUE,TRUE,,,,,,,,,,0.623611111111111,0.625694444444445,0.752083333333333,0.661458333333333,0.705381944444445,0.859375,0.672168558983152,0.743831698037789,0.81337771699175,0.525,0.6125,0.7125,0.722222222222222,0.638888888888889,0.791666666666667,0.67741935483871,0.653333333333333,0.791666666666667,0.577777777777778,0.597402597402597,0.7125,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,0.526315789473684,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour RNA sequencing,Sequence-supported alteration call; computationally called,FALSE,Any fusion call,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.673090277777778,0.625868055555556,0.853472222222222,0.661458333333333,0.742071759259259,15,association with a directly observed sequence-based alteration
binary,fusion,BLCA,Any called fusion,Gao2018_TableS1,fusion,381,288,93,0.654345878136201,0.64889486260454,0.672677718040621,TRUE,TRUE,TRUE,,,,,,,,,,0.630880376344086,0.601646505376344,0.612007168458781,0.654345878136201,0.64889486260454,0.672677718040621,0.838664952168658,0.840722139619958,0.836496594470389,0.552083333333333,0.697916666666667,0.611111111111111,0.709677419354839,0.505376344086022,0.612903225806452,0.854838709677419,0.813765182186235,0.830188679245283,0.338461538461539,0.350746268656716,0.337278106508876,0.755905511811024,0.755905511811024,0.755905511811024,0.755905511811024,0.755905511811024,0.755905511811024,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour RNA sequencing,Sequence-supported alteration call; computationally called,FALSE,Any fusion call,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.68018219832736,0.656959378733572,0.700754181600956,0.64889486260454,0.658639486260454,16,association with a directly observed sequence-based alteration
binary,driver_mutation,UCEC,ATR,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,486,51,435,0.629930132972729,0.627090376380437,0.648906919089475,TRUE,TRUE,TRUE,,,,,,,,,,0.606355645706558,0.590804597701149,0.552805949966193,0.629930132972729,0.627090376380437,0.648906919089475,0.163270003905835,0.204773776964818,0.206753102685806,0.686274509803922,0.666666666666667,0.627450980392157,0.526436781609195,0.514942528735632,0.47816091954023,0.145228215767635,0.138775510204082,0.123552123552124,0.93469387755102,0.929460580912863,0.916299559471366,0.104938271604938,0.104938271604938,0.104938271604938,0.104938271604938,0.104938271604938,0.104938271604938,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.622447599729547,0.653279242731575,0.662654947036286,0.627090376380437,0.635309142814214,17,association with a directly observed sequence-based alteration
binary,driver_mutation,KIRC,PBRM1,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,351,142,209,0.63339847698632,0.693476649369904,0.625210593705775,TRUE,TRUE,TRUE,,,,,,,,,,0.596991037131882,0.643119482444909,0.592206348136667,0.63339847698632,0.693476649369904,0.625210593705775,0.546207218691255,0.564941812442319,0.491784414253045,0.73943661971831,0.669014084507042,0.73943661971831,0.454545454545455,0.617224880382775,0.444976076555024,0.479452054794521,0.542857142857143,0.475113122171946,0.71969696969697,0.732954545454545,0.715384615384615,0.404558404558405,0.404558404558405,0.404558404558405,0.404558404558405,0.404558404558405,0.404558404558405,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.607790282364041,0.650481838398814,0.639261405755105,0.625210593705775,0.650695240020666,18,association with a directly observed sequence-based alteration
binary,driver_mutation,STAD,TP53,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,365,177,188,0.620507272508715,0.667057338622431,0.728332732299555,TRUE,TRUE,TRUE,,,,,,,,,,0.580688784709701,0.614752374083424,0.683059862964299,0.620507272508715,0.667057338622431,0.728332732299555,0.594887778656224,0.655061429615427,0.66712545364013,0.576271186440678,0.649717514124294,0.711864406779661,0.585106382978723,0.579787234042553,0.654255319148936,0.566666666666667,0.592783505154639,0.659685863874346,0.594594594594595,0.637426900584795,0.706896551724138,0.484931506849315,0.484931506849315,0.484931506849315,0.484931506849315,0.484931506849315,0.484931506849315,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.628921745402092,0.657470849861762,0.720909965140041,0.620507272508715,0.671965781143567,19,association with a directly observed sequence-based alteration
binary,driver_mutation,HNSC,NSD1,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,431,51,380,0.743292053663571,0.619349845201238,0.730392156862745,TRUE,TRUE,TRUE,,,,,,,,,,0.694195046439629,0.589241486068111,0.697936016511868,0.743292053663571,0.619349845201238,0.730392156862745,0.313419169393615,0.208198388111671,0.324561776107094,0.764705882352941,0.470588235294118,0.627450980392157,0.623684210526316,0.707894736842105,0.768421052631579,0.214285714285714,0.177777777777778,0.266666666666667,0.951807228915663,0.908783783783784,0.938906752411576,0.118329466357309,0.118329466357309,0.118329466357309,0.118329466357309,0.118329466357309,0.118329466357309,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.723374613003096,0.628689370485036,0.75092879256966,0.619349845201238,0.697678018575851,20,association with a directly observed sequence-based alteration
binary,driver_mutation,LUAD,STK11,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,463,67,396,0.613259460274386,0.740841248303935,0.655284185134931,TRUE,TRUE,TRUE,,,,,,,,,,0.622663199155736,0.683627317955676,0.595224634403739,0.613259460274386,0.740841248303935,0.655284185134931,0.230318779146883,0.330822231016322,0.232937130469762,0.641791044776119,0.761194029850746,0.597014925373134,0.603535353535354,0.606060606060606,0.593434343434343,0.215,0.246376811594203,0.199004975124378,0.908745247148289,0.9375,0.896946564885496,0.144708423326134,0.144708423326134,0.144708423326134,0.144708423326134,0.144708423326134,0.144708423326134,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.605269109000452,0.760138700437208,0.674242424242424,0.613259460274386,0.669794964571084,21,association with a directly observed sequence-based alteration
binary,driver_mutation,UCEC,ATM,TCGA_MC3_Bailey2018,Bailey_tissue_specific_driver,486,74,412,0.60204014694306,0.670362109682498,0.734321700341118,TRUE,TRUE,TRUE,,,,,,,,,,0.600006559958016,0.643138283914983,0.655831802676463,0.60204014694306,0.670362109682498,0.734321700341118,0.214288274294582,0.322233720931452,0.377322811941076,0.581081081081081,0.689189189189189,0.581081081081081,0.618932038834951,0.597087378640777,0.730582524271845,0.215,0.235023041474654,0.279220779220779,0.891608391608392,0.91449814126394,0.906626506024096,0.152263374485597,0.152263374485597,0.152263374485597,0.152263374485597,0.152263374485597,0.152263374485597,3,TITAN+GigaSSL+ProvGigaPath,TITAN,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,FALSE,Gene-specific somatic mutation,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.602138546313304,0.666196536342167,0.715527420624508,0.60204014694306,0.668907985655559,22,association with a directly observed sequence-based alteration
continuous,thorsson,BLCA,TIL Regional Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,297,,,0.57695382496528,0.663986619492468,0.494218725364272,TRUE,TRUE,TRUE,0.57695382496528,0.663986619492468,0.494218725364272,4.30977080172116,3.84094929596196,4.71239472790028,0.718106605690498,0.759520197439661,0.724111237534056,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,pathology-associated quantity,Digitised H&E whole-slide image,Computationally inferred from histology,TRUE,H&E-derived TIL regional fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.583616801463446,0.609202918430865,0.486070305985498,0.494218725364272,0.578386389940673,1,same-H&E computational concordance; not cross-modal molecular prediction
continuous,thorsson,UCEC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,445,,,0.496681064622084,0.512419765021068,0.428595196454569,TRUE,TRUE,TRUE,0.496681064622084,0.512419765021068,0.428595196454569,4.48612670295377,4.41542941803489,4.77993338499878,0.708565390099123,0.714789354780285,0.666807564353793,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,pathology-associated quantity,Digitised H&E whole-slide image,Computationally inferred from histology,TRUE,H&E-derived TIL regional fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.320960220031205,0.468304334746775,0.339612157184148,0.428595196454569,0.47923200869924,2,same-H&E computational concordance; not cross-modal molecular prediction
continuous,thorsson,LUAD,TIL Regional Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,460,,,0.513382985684503,0.520897664794366,0.417179621748586,TRUE,TRUE,TRUE,0.513382985684503,0.520897664794366,0.417179621748586,4.18578191157252,4.15333628130085,4.58089477778187,0.793340150986988,0.809005960207341,0.697332916630452,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,pathology-associated quantity,Digitised H&E whole-slide image,Computationally inferred from histology,TRUE,H&E-derived TIL regional fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.357274452282421,0.369990587159799,0.336325970422838,0.417179621748586,0.483820090742485,3,same-H&E computational concordance; not cross-modal molecular prediction
continuous,thorsson,LUSC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,383,,,0.47564139783832,0.618456858962229,0.40199390925589,TRUE,TRUE,TRUE,0.47564139783832,0.618456858962229,0.40199390925589,6.89982779285904,5.88566959666096,7.36846214697171,0.675540690402308,0.784918467116865,0.680711573688024,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,pathology-associated quantity,Digitised H&E whole-slide image,Computationally inferred from histology,TRUE,H&E-derived TIL regional fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.4148154595794,0.500745285632837,0.359388160041749,0.40199390925589,0.49869738868548,4,same-H&E computational concordance; not cross-modal molecular prediction
continuous,thorsson,CESC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,228,,,0.521422335633985,0.568085012419657,0.378220220077757,TRUE,TRUE,TRUE,0.521422335633985,0.568085012419657,0.378220220077757,6.80901451736171,6.46855364862536,7.76115477994383,0.78349905890286,0.792976853768995,0.685636093581201,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,pathology-associated quantity,Digitised H&E whole-slide image,Computationally inferred from histology,TRUE,H&E-derived TIL regional fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.42525392787603,0.432269992325728,0.307716047275897,0.378220220077757,0.489242522710466,5,same-H&E computational concordance; not cross-modal molecular prediction
continuous,thorsson,STAD,TIL Regional Fraction,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,329,,,0.515133364029901,0.602174926963168,0.326089746711725,TRUE,TRUE,TRUE,0.515133364029901,0.602174926963168,0.326089746711725,7.7949174960892,7.06067868013944,9.18970148928789,0.717846865122423,0.803686168527892,0.610546977672043,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,pathology-associated quantity,Digitised H&E whole-slide image,Computationally inferred from histology,TRUE,H&E-derived TIL regional fraction,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.420763247608674,0.46450906451443,0.247401444052892,0.326089746711725,0.481132679234931,6,same-H&E computational concordance; not cross-modal molecular prediction
continuous,thorsson,THYM,TCR Shannon,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.455335577504067,0.377498809786314,0.478222584851464,TRUE,TRUE,TRUE,0.455335577504067,0.377498809786314,0.478222584851464,1.06720073245113,1.14091083268312,1.04453801197547,0.696794530574223,0.641127154168608,0.706808503559785,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,FALSE,Immune-repertoire diversity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.450985382189316,0.356713197797509,0.458270037416206,0.377498809786314,0.437018990713948,1,agreement with a sequencing-derived continuous burden
continuous,thorsson,THCA,TCR Shannon,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,450,,,0.28242033890671,0.316317051842187,0.442919853976347,TRUE,TRUE,TRUE,0.28242033890671,0.316317051842187,0.442919853976347,1.02360038452687,0.999131736469404,0.901891347426495,0.535916532742089,0.592855046907963,0.671858822662594,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,FALSE,Immune-repertoire diversity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.220710300799757,0.262639096349641,0.422818837889917,0.28242033890671,0.347219081575081,2,agreement with a sequencing-derived continuous burden
continuous,thorsson,THYM,TCR Richness,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.258935171150769,0.262483170718931,0.345117370639104,TRUE,TRUE,TRUE,0.258935171150769,0.262483170718931,0.345117370639104,331.052338018949,330.258896770661,311.207671317812,0.635201647092749,0.603890500620916,0.684657372134991,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,sequencing-derived continuous burden,Unselected bulk-tumour RNA sequencing,Computationally reconstructed repertoire metric,FALSE,Immune-repertoire diversity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.375505391086265,0.355077563045576,0.351529659680376,0.258935171150769,0.288845237502935,3,agreement with a sequencing-derived continuous burden
continuous,rna_pathway_activity,TGCT,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.644968218445681,0.623691485861132,0.721836408052679,TRUE,TRUE,TRUE,0.644968218445681,0.623691485861132,0.721836408052679,0.302409564765604,0.311339289169641,0.267677612579377,0.809370578632324,0.808554326138219,0.823032831489207,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.59061283335324,0.533963617482964,0.657744569068747,0.623691485861132,0.663498704119831,1,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.622765731006394,0.666934648791333,0.72279893745324,TRUE,TRUE,TRUE,0.622765731006394,0.666934648791333,0.72279893745324,0.191000174663072,0.179470438079761,0.163729011773639,0.776285144204607,0.79846181752222,0.832131325956829,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.64710806901928,0.657490741646259,0.671974373836618,0.622765731006394,0.670833105750322,2,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.612025272404057,0.58298010681573,0.601312408522298,TRUE,TRUE,TRUE,0.612025272404057,0.58298010681573,0.601312408522298,0.355197156731574,0.368252877110024,0.360067664557834,0.790560493379285,0.780685652095048,0.754746961726828,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.513824859035045,0.393434627205034,0.499575434125063,0.58298010681573,0.598772595914028,3,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.581516679956338,0.586341441195594,0.65616172788265,TRUE,TRUE,TRUE,0.581516679956338,0.586341441195594,0.65616172788265,0.2270814499121,0.225768625794834,0.205835221036664,0.773517141302376,0.79542535824415,0.802107745329222,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.45483042565952,0.614225521769863,0.587650694303772,0.581516679956338,0.608006616344861,4,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.571266976135073,0.546654293816901,0.672895467015053,TRUE,TRUE,TRUE,0.571266976135073,0.546654293816901,0.672895467015053,0.238560919960673,0.245313012483801,0.208376679699747,0.771931797569382,0.762223834572828,0.809239978233267,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.465532151581062,0.456978072230446,0.583790663870415,0.546654293816901,0.596938912322342,5,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.566872684716395,0.538633524818269,0.5968205330477,TRUE,TRUE,TRUE,0.566872684716395,0.538633524818269,0.5968205330477,0.201461154266345,0.207924922364284,0.194371566291264,0.729033194268094,0.70217304552875,0.712461454743334,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.417929431546465,0.297844097766321,0.512763690538731,0.538633524818269,0.567442247527455,6,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_CHOLESTEROL_HOMEOSTASIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.566358008046562,0.533206256292079,0.62782238647143,TRUE,TRUE,TRUE,0.566358008046562,0.533206256292079,0.62782238647143,0.225111696075643,0.23355808629778,0.208548714968125,0.740536912751678,0.775534191910031,0.789925630328315,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.515014493735106,0.443759414771261,0.505183128589871,0.533206256292079,0.575795550270024,7,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.580101709524282,0.505541177175793,0.629743482712459,TRUE,TRUE,TRUE,0.580101709524282,0.505541177175793,0.629743482712459,0.205227730571888,0.222704531895115,0.192714922778598,0.763188826410303,0.738432795211319,0.789236350444404,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.439440756906768,0.504944172770836,0.580117475424077,0.505541177175793,0.571795456470845,8,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.545060763830745,0.484130156469951,0.610184984096618,TRUE,TRUE,TRUE,0.545060763830745,0.484130156469951,0.610184984096618,0.227864706010406,0.24264449116235,0.210925772136379,0.744375113368402,0.748343914384183,0.767549428623254,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.382264281600037,0.367512014343066,0.585999006065744,0.484130156469951,0.546458634799105,9,agreement with a bulk-transcriptomic pathway activity score
