outcome_type,family,tumor_type,endpoint,source,subfamily,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,measurement_class,source_modality,direct_vs_inferred,same_histology_modality,definition_group,primary_consensus_class,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_effect_GigaSSL,grouped_effect_ProvGigaPath,grouped_effect_TITAN,minimum_primary_effect,mean_primary_effect,provenance_rank,interpretation_scope
continuous,rna_pathway_activity,LIHC,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.293857484726487,0.278922649905787,0.297664644342009,TRUE,TRUE,TRUE,0.293857484726487,0.278922649905787,0.297664644342009,0.231890991062961,0.234330394470546,0.231265027337795,0.555338851179773,0.545030455455642,0.540203568363656,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.201610279511556,0.250914922744787,0.204964649244591,0.278922649905787,0.290148259658094,74,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.278098043006048,0.308311324182457,0.299153352297402,TRUE,TRUE,TRUE,0.278098043006048,0.308311324182457,0.299153352297402,0.460485890734718,0.450746695152481,0.453720830743887,0.516651141127154,0.558412069998004,0.568991616208663,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.204533964766991,0.237235083997813,0.34767309947717,0.278098043006048,0.295187573161969,75,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.276434905532068,0.281222950456032,0.310324506135537,TRUE,TRUE,TRUE,0.276434905532068,0.281222950456032,0.310324506135537,0.181892430560239,0.181289613558461,0.177581704269726,0.533459594453734,0.567426062108068,0.588061764586618,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.309220928964375,0.29583722577527,0.347529833976954,0.276434905532068,0.289327454041212,76,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.308869123980189,0.273673525296346,0.310427917899709,TRUE,TRUE,TRUE,0.308869123980189,0.273673525296346,0.310427917899709,0.21964830054442,0.225171612033255,0.219400460575199,0.569839976046311,0.546019362565706,0.590050901590259,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.309715775513439,0.269483715444034,0.354243923002805,0.273673525296346,0.297656855725415,77,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.349255363533332,0.269716747577481,0.368796102138511,TRUE,TRUE,TRUE,0.349255363533332,0.269716747577481,0.368796102138511,0.197394718649621,0.209110529017868,0.194408418011219,0.586771808541498,0.536501374371114,0.599277579264084,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.354854351892337,0.260607316691548,0.35130572832734,0.269716747577481,0.329256071083108,78,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.302396977602668,0.269024102169232,0.267260649827355,TRUE,TRUE,TRUE,0.302396977602668,0.269024102169232,0.267260649827355,0.14308509436165,0.146467660993925,0.146644228477317,0.517886091614049,0.498305945117078,0.431901921450146,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.290660848889351,0.299870699953328,0.257803272788661,0.267260649827355,0.279560576533085,79,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.263488371690424,0.314247180896751,0.34220412232579,TRUE,TRUE,TRUE,0.263488371690424,0.314247180896751,0.34220412232579,0.342090568686103,0.330092075075807,0.323293423901751,0.52739972367695,0.56988425572544,0.617180437661784,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.234301102617924,0.317503741452869,0.310692842861745,0.263488371690424,0.306646558304322,80,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.262897788176654,0.333541779203774,0.38794544915299,TRUE,TRUE,TRUE,0.262897788176654,0.333541779203774,0.38794544915299,0.415050014275641,0.394659935549263,0.378208810489758,0.530075458571591,0.592680451017337,0.641842759686868,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.262099479647908,0.317352776219181,0.387740554981463,0.262897788176654,0.328128338844473,81,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.260164068322278,0.346227314054326,0.375255648129627,TRUE,TRUE,TRUE,0.260164068322278,0.346227314054326,0.375255648129627,0.209335148968879,0.196783115431011,0.192364804340055,0.503004391026017,0.598161764772991,0.616394072422145,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.244814469865842,0.325223035139353,0.33270444860157,0.260164068322278,0.32721567683541,82,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,507,,,0.259901563466331,0.315139766284422,0.364019808487285,TRUE,TRUE,TRUE,0.259901563466331,0.315139766284422,0.364019808487285,0.340095480637959,0.327157659314028,0.315266562918882,0.394102434578562,0.401197740978638,0.415798472193806,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.201437848123292,0.273937680644699,0.318719192175023,0.259901563466331,0.313020379412679,83,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.264046684505986,0.259395579088335,0.304323681062917,TRUE,TRUE,TRUE,0.264046684505986,0.259395579088335,0.304323681062917,0.268726595517356,0.269574412328989,0.261269748415445,0.52055356742868,0.521361926050578,0.590798962932936,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.294076197740818,0.252420673338134,0.226016186150834,0.259395579088335,0.275921981552413,84,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.287571706492896,0.304770456071124,0.258917779624478,TRUE,TRUE,TRUE,0.287571706492896,0.304770456071124,0.258917779624478,0.346264119804012,0.34205900031648,0.353158862673677,0.543811137852813,0.563161767687489,0.545548222127341,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.265138640484754,0.231855150605423,0.279521631165597,0.258917779624478,0.283753314062833,85,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.253138749843528,0.313817568818458,0.354424767305166,TRUE,TRUE,TRUE,0.253138749843528,0.313817568818458,0.354424767305166,0.273980137879702,0.262614628110264,0.254725572200358,0.509814323736542,0.564551891374509,0.602619659824628,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.223556571341687,0.216265914052406,0.287318460744259,0.253138749843528,0.307127028655717,86,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,GOBP_VITAMIN_B6_METABOLIC_PROCESS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,vitamin B6 metabolism,272,,,0.256035191033556,0.250346546347978,0.277411899968408,TRUE,TRUE,TRUE,0.256035191033556,0.250346546347978,0.277411899968408,0.484576666961349,0.48642576991551,0.477564135622911,0.50320045702073,0.519215861195457,0.517712534914619,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,Focused metabolic-pathway activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.25677352516433,0.224551833470243,0.304752125215151,0.250346546347978,0.261264545783314,87,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LGG,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,490,,,0.276046247136727,0.248171512672038,0.337238055610319,TRUE,TRUE,TRUE,0.276046247136727,0.248171512672038,0.337238055610319,0.273256755641708,0.278467736370874,0.261453390142438,0.534036495659826,0.521653440404813,0.565938846144333,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.253808961495513,0.22028947878426,0.360789475785287,0.248171512672038,0.287151938473028,88,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LGG,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,490,,,0.261055671033445,0.244012587122553,0.410846289940369,TRUE,TRUE,TRUE,0.261055671033445,0.244012587122553,0.410846289940369,0.341806731863475,0.345725993987889,0.30520318402754,0.492683655747107,0.483895546148438,0.571701163066154,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.273080207344895,0.229785734490746,0.362305404835487,0.244012587122553,0.305304849365456,89,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LGG,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,490,,,0.26880603290602,0.239437828152632,0.355962369776055,TRUE,TRUE,TRUE,0.26880603290602,0.239437828152632,0.355962369776055,0.273838207910559,0.279283388307276,0.257000143538518,0.543774723538785,0.52537782246456,0.598401271720313,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.230758263381766,0.21660592409554,0.354190919559871,0.239437828152632,0.288068743611569,90,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.337512369718473,0.302184572629775,0.230098172946937,TRUE,TRUE,TRUE,0.337512369718473,0.302184572629775,0.230098172946937,0.388572700232839,0.398798652113969,0.418891042514429,0.568279398049313,0.572861531782739,0.503766962362578,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.300803963432457,0.305503876514674,0.284991289105202,0.230098172946937,0.289931705098395,91,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LGG,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,490,,,0.247158321281846,0.229007743902586,0.321504716247055,TRUE,TRUE,TRUE,0.247158321281846,0.229007743902586,0.321504716247055,0.347515577656819,0.351679827504893,0.329910293651428,0.519997490830951,0.5098219943457,0.540176819918926,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.270314030759586,0.220798581851779,0.40207231209534,0.229007743902586,0.265890260477162,92,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,SARC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,252,,,0.22674027940058,0.258765827222469,0.333466077421802,TRUE,TRUE,TRUE,0.22674027940058,0.258765827222469,0.333466077421802,0.293788637255021,0.28764048823233,0.272761725595462,0.47510616296343,0.501525612213296,0.530642346855754,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.231053214412437,0.270001192025214,0.285264439545675,0.22674027940058,0.27299072801495,93,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,PCPG,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,176,,,0.252684304529141,0.270632990773914,0.22542146920114,TRUE,TRUE,TRUE,0.252684304529141,0.270632990773914,0.22542146920114,0.267741214708101,0.264506430813998,0.272581203860481,0.564081003742021,0.579511336121506,0.558476777459828,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.294668820012939,0.27253607250104,0.249976081653729,0.22542146920114,0.249579588168065,94,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.233459522482844,0.222056152329167,0.321387632105324,TRUE,TRUE,TRUE,0.233459522482844,0.222056152329167,0.321387632105324,0.541805944979785,0.545821130813153,0.509785061350367,0.479337610924617,0.505317029963411,0.558729406633557,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.225609471645582,0.224834789428489,0.304977335744872,0.222056152329167,0.258967768972445,95,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LIHC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,354,,,0.218273833711143,0.241827730028333,0.293015240608938,TRUE,TRUE,TRUE,0.218273833711143,0.241827730028333,0.293015240608938,0.37712517747785,0.37140021522888,0.358643718609836,0.451991963303323,0.509304890658591,0.537606452079742,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.208917526765664,0.242193505339691,0.244997790266666,0.218273833711143,0.251038934782805,96,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,TGCT,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,149,,,0.27446107282718,0.213843650292834,0.348252315543192,TRUE,TRUE,TRUE,0.27446107282718,0.213843650292834,0.348252315543192,0.250781649447621,0.261047692409674,0.237686843758635,0.521988028296753,0.510600399056775,0.548507164883004,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.210190498670691,0.226604986144252,0.273406673876509,0.213843650292834,0.278852346221069,97,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LGG,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,490,,,0.239425461627337,0.212834149930772,0.279735874291542,TRUE,TRUE,TRUE,0.239425461627337,0.212834149930772,0.279735874291542,0.225212752115138,0.229115889315364,0.219163374457934,0.479191058178297,0.453735946167104,0.546898435007804,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.235272301198231,0.219785284148743,0.279588372889672,0.212834149930772,0.243998495283217,98,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,BLCA,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,382,,,0.233216611434781,0.263140324034025,0.211992861471281,TRUE,TRUE,TRUE,0.233216611434781,0.263140324034025,0.211992861471281,0.379648619272824,0.37216700903809,0.384866891996765,0.486945008256345,0.513313860250402,0.473256299949916,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.218863935206802,0.246857517855782,0.202826638361782,0.211992861471281,0.236116598980029,99,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.211569694298632,0.219922701260157,0.220472878823667,TRUE,TRUE,TRUE,0.211569694298632,0.219922701260157,0.220472878823667,0.430007695833718,0.427723777112803,0.427572916721628,0.496348725796793,0.517857142857143,0.550103133941048,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.23876827796329,0.2779314930585,0.205458014032004,0.211569694298632,0.217321758127485,100,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,THYM,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,113,,,0.218426935537255,0.206313068409991,0.226537670444058,TRUE,TRUE,TRUE,0.218426935537255,0.206313068409991,0.226537670444058,0.269619871727048,0.271701302648573,0.268217240017904,0.454745824738838,0.458064408809635,0.497621265553264,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.245329988816928,0.250519455458023,0.270739147607143,0.206313068409991,0.217092558130435,101,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,LUAD,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,462,,,0.204306113894811,0.250715633777441,0.239800609117612,TRUE,TRUE,TRUE,0.204306113894811,0.250715633777441,0.239800609117612,0.248222124508716,0.24087449293056,0.242622591098738,0.464924453506885,0.503900399577466,0.519213956023783,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.24716811355541,0.241677569990879,0.284157295228989,0.204306113894811,0.231607452263288,102,agreement with a bulk-transcriptomic pathway activity score
continuous,rna_pathway_activity,KIRP,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,MSigDB Hallmark,272,,,0.202109347678562,0.20397686254761,0.272469286402586,TRUE,TRUE,TRUE,0.202109347678562,0.20397686254761,0.272469286402586,0.271061715502885,0.270744310896631,0.258834498382717,0.504309614847926,0.511851291751444,0.530266889611365,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic pathway score,Bulk tumour RNA sequencing,Computationally derived expression score,FALSE,MSigDB Hallmark activity,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.250999768630953,0.251800999089454,0.222615721108212,0.202109347678562,0.226185165542919,103,agreement with a bulk-transcriptomic pathway activity score
continuous,thorsson,TGCT,TGF-beta Response,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,148,,,0.646897642945961,0.601040516868845,0.661787923693647,TRUE,TRUE,TRUE,0.646897642945961,0.601040516868845,0.661787923693647,0.312951756048145,0.332653027852354,0.306282116701511,0.798915734346002,0.784347187119452,0.788017550370659,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.373800637153541,0.393630039527496,0.605222744413471,0.601040516868845,0.636575361169484,1,agreement with a bulk-transcriptomic signature
continuous,thorsson,THYM,Th17 Cells,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.521660519490368,0.424936734467951,0.617301568875374,TRUE,TRUE,TRUE,0.521660519490368,0.424936734467951,0.617301568875374,1891.43143854405,2073.8641429916,1691.80705065166,0.719201210992082,0.690040920886287,0.748985295096148,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.509915174411292,0.502689421332127,0.621392436386566,0.424936734467951,0.521299607611231,2,agreement with a bulk-transcriptomic signature
