family,tumor_type,endpoint,subfamily,source,n,q2,rmse,spearman,p_permutation,permutations,permutation_exceedances,ncomp.x,seed,fastPLS_version,backend,svd_method,rsvd_oversample,rsvd_power,permutation_attempted,permutation_stopped_early,q_value,q_value_global,tier,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_rmse_mean,repeated_rmse_sd,repeated_spearman_mean,repeated_spearman_sd,nested_partitions,primary_screen_q2,primary_screen_rmse,primary_screen_spearman,repeated_minus_primary_q2,primary_estimate_label,repeated_estimate_label,outcome_type,positive,negative,balanced_accuracy,adjusted_balanced_accuracy,repeated_sensitivity_mean,repeated_sensitivity_sd,repeated_specificity_mean,repeated_specificity_sd,repeated_balanced_accuracy_mean,repeated_balanced_accuracy_sd,repeated_balanced_accuracy_min,repeated_balanced_accuracy_max,repeated_auc_mean,repeated_auc_sd,primary_screen_balanced_accuracy,repeated_minus_primary_balanced_accuracy,model_id,ncomp.y,model_file,model_sha256,training_cohort,aggregation,feature_dimension,external_validation,titan_feature_file_sha256,feature_schema_sha256,prediction_rule,contains_patient_level_training_rows,endpoint_transform,output_units,model_fastPLS_version,model_fastPLS_remote_sha,model_backend,model_svd_method,model_rsvd_oversample,model_rsvd_power,model_fit_seed,model_analysis_fingerprint,class_labels,class_priors,calibration_status,intended_use,redistribution_status,model_evidence_tier,default_inference,limited_evidence_reason,binary_pr_auc,binary_ppv_tcga_prevalence,binary_npv_tcga_prevalence,binary_observed_tcga_prevalence,binary_minimum_outer_test_positive,binary_minimum_outer_test_negative,binary_minimum_inner_training_positive,binary_minimum_inner_training_negative,binary_selected_components_median,binary_selected_components_q1,binary_selected_components_q3,binary_selected_components_minimum,binary_selected_components_maximum,binary_repeat_score_spearman,binary_repeat_class_agreement,binary_all_repeat_class_agreement,evidence_label
thorsson,BRCA,Number of Segments,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,1025,0.350589678268443,0.571902311935929,0.610099856523707,0.001,999,0,5,20260934,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B,0.339877487274803,0.010212224486884,0.324178451750124,0.352798647006894,0.576586098624469,0.00445345184958819,0.605245386728005,0.00760719425684174,5,0.350589678268443,0.571902311935929,0.610099856523707,-0.01071219099364,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__BRCA__Number_of_Segments,5,models/thorsson__BRCA__Number_of_Segments.rds,6e5fe35f88b42f6cba017b26431f4c069b84c28b755298e7f58d71946c48a0a3,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in log1p-transformed source endpoint units,FALSE,log1p,log1p-transformed source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260894,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,BRCA,Proliferation,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,1039,0.509939335020071,0.443206820100557,0.735188100726888,0.001,999,0,5,20260924,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,A,0.514549742225312,0.0130100404522983,0.491912776138274,0.523443344990947,0.441085881564713,0.00586611124829561,0.740417204174349,0.00614820153622653,5,0.509939335020071,0.443206820100557,0.735188100726888,0.00461040720524097,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__BRCA__Proliferation,7,models/thorsson__BRCA__Proliferation.rds,19eb3f61269d9807609f7e9a677765ec4e71559e3f18195997d52414b8394c03,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260838,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier A"
thorsson,BRCA,Stromal Fraction,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,980,0.313124635409364,0.153785066204422,0.571782686952323,0.001,999,0,5,20260921,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B,0.300203703552259,0.00946451656718716,0.289067845987841,0.308837926314439,0.15522193263022,0.00104856590242272,0.560682691082284,0.00780702649707721,5,0.313124635409364,0.153785066204422,0.571782686952323,-0.0129209318571052,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__BRCA__Stromal_Fraction,6,models/thorsson__BRCA__Stromal_Fraction.rds,407ea57ce13d1a48d69d1f624907ecc4651c1d422ec62e0088f0a97544361687,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260928,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,BRCA,TCR Shannon,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,999,0.276112750886931,1.05363644963283,0.533689867498896,0.001,999,0,5,20260941,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B,0.271413563898552,0.0111808915123411,0.255592129398579,0.285394787796392,1.05702595514454,0.00810456508347595,0.52839799651348,0.0107452495783273,5,0.276112750886931,1.05363644963283,0.533689867498896,-0.00469918698837918,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__BRCA__TCR_Shannon,6,models/thorsson__BRCA__TCR_Shannon.rds,14a2f1ab7a1d8e102c77432af8f2c6bc3d88020d637b75e6e48ebe575cad92a6,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260962,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,BRCA,TGF-beta Response,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,1039,0.327400199482449,0.267550395676604,0.573842982573757,0.001,999,0,8,20260929,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,B,0.31403660903694,0.0132870267779617,0.299759972444991,0.327793491805733,0.270185098284236,0.00261781877723759,0.567372529256622,0.0100091151539894,5,0.327400199482449,0.267550395676604,0.573842982573757,-0.0133635904455088,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__BRCA__TGF-beta_Response,8,models/thorsson__BRCA__TGF-beta_Response.rds,bcfe602178fe0c16ef03003a187716e149453b82996320bc37f6c9bc20c31e89,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260913,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,BRCA,TIL Regional Fraction,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,942,0.420339903882187,4.18648811801466,0.710033286846447,0.001,999,0,6,20260923,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,A,0.415872228150251,0.0158317605944892,0.394331945959836,0.429723652011627,4.2022834421124,0.0568099373960273,0.710949259227536,0.00901323503111657,5,0.420339903882187,4.18648811801466,0.710033286846447,-0.00446767573193563,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__BRCA__TIL_Regional_Fraction,6,models/thorsson__BRCA__TIL_Regional_Fraction.rds,d1ce4ce23c69e5e7fad771c832e0b6c992d99b44477df25b7fff952dac2b93a6,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260860,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier A"
thorsson,BRCA,Wound Healing,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,1039,0.526938499322388,0.110993065602254,0.722162313116055,0.001,999,0,6,20260925,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00384615384615385,0.00696116504854369,A,0.5280421566173,0.00940691072245658,0.518262372723096,0.540005048775515,0.110859105493854,0.00110561855973391,0.723690661602945,0.00380818276213535,5,0.526938499322388,0.110993065602254,0.722162313116055,0.00110365729491158,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__BRCA__Wound_Healing,6,models/thorsson__BRCA__Wound_Healing.rds,c6e1489ddea68ae2296036c0578898a4e7ad1861787a75e203dab2f7318f41dc,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260833,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier A"
thorsson,CESC,IFN-gamma Response,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,263,0.220021050880569,0.799399767815122,0.435380418676506,0.001,999,0,3,20260984,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0125,0.00696116504854369,B,0.173581263218824,0.025033422265132,0.15617779484476,0.215665332220044,0.822777053222471,0.0125608599294402,0.410004540112052,0.0355219091476247,5,0.220021050880569,0.799399767815122,0.435380418676506,-0.046439787661745,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__CESC__IFN-gamma_Response,4,models/thorsson__CESC__IFN-gamma_Response.rds,0bbd83f90042a0a4aa58dedd5ebe34544af765ce22d4c7b917d18f2f59a0a814,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20261010,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,CESC,Lymphocyte Infiltration Signature Score,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,263,0.28618721231615,0.849347254965932,0.534644034165121,0.001,999,0,4,20260983,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0125,0.00696116504854369,B,0.25038729707257,0.0203614712539788,0.229557169201534,0.276411485742073,0.870320949930945,0.0118415348451042,0.512551222614207,0.0188456503771283,5,0.28618721231615,0.849347254965932,0.534644034165121,-0.03579991524358,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__CESC__Lymphocyte_Infiltration_Signature_Score,4,models/thorsson__CESC__Lymphocyte_Infiltration_Signature_Score.rds,3bb658eb323bb7a2762d0d16b1966dcbd9b59d54af017ddd658efdcfc0495338,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260945,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,CESC,Macrophage Regulation,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,263,0.323106133448274,0.537074428658598,0.587555572266985,0.001,999,0,3,20260982,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0125,0.00696116504854369,B,0.311234975788546,0.0207333188428857,0.280202944469738,0.338337101887508,0.541714569885216,0.00813910607962327,0.582787019070485,0.0171825209447038,5,0.323106133448274,0.537074428658598,0.587555572266985,-0.0118711576597276,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__CESC__Macrophage_Regulation,4,models/thorsson__CESC__Macrophage_Regulation.rds,781034c69181bedff61fd9b1c98900a08c00193b0072811aa903bd1aa0102b0f,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260915,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,CESC,TIL Regional Fraction,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,229,0.362916122203596,7.85891160665849,0.703929131733834,0.001,999,0,5,20260979,0.99.20,cpu,rsvd,10,2,999,FALSE,0.0125,0.00696116504854369,B,0.377659512180065,0.0271718421235895,0.345113503264047,0.403435133366597,7.76597214778355,0.169045690051315,0.6779407032866,0.0137093251137677,5,0.362916122203596,7.85891160665849,0.703929131733834,0.0147433899764687,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__CESC__TIL_Regional_Fraction,5,models/thorsson__CESC__TIL_Regional_Fraction.rds,ad4ce49590b46b87de61566cc077633e43932bcee6d8f196e7fd222577175835,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260886,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,COAD,Aneuploidy Score,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,408,0.269262917240571,5.94577441417131,0.559649360729113,0.001,999,0,6,20261048,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B,0.27168939864297,0.00866139686554156,0.258066478103527,0.27860529402623,5.93581087041724,0.035218419728186,0.555397511094455,0.00584980397482212,5,0.269262917240571,5.94577441417131,0.559649360729113,0.00242648140239915,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__COAD__Aneuploidy_Score,5,models/thorsson__COAD__Aneuploidy_Score.rds,38886c9d9e86f7e7656c1d824d7d5e314b685d174b1a06579cd1bada2d76d9ca,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260968,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,COAD,Lymphocyte Infiltration Signature Score,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,417,0.285179774738829,0.725915183290113,0.534082623702336,0.001,999,0,6,20261039,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B,0.285374273196255,0.0219760239107027,0.267113623658998,0.31322276806115,0.725747353770123,0.0111943622476977,0.532093399267929,0.01829683989464,5,0.285179774738829,0.725915183290113,0.534082623702336,0.000194498457426362,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__COAD__Lymphocyte_Infiltration_Signature_Score,6,models/thorsson__COAD__Lymphocyte_Infiltration_Signature_Score.rds,a30775ac86e8285200789e5e593a5ad948f68e623718b5485470618aadf31e08,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260950,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,COAD,Nonsilent Mutation Rate,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,345,0.214426529741914,0.822250053810859,0.31038688920539,0.001,999,0,3,20261045,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B,0.246544842603236,0.0189689985892601,0.22290949968686,0.272866691869291,0.805214549867561,0.0101493607652947,0.334503069935793,0.0196103987716142,5,0.214426529741914,0.822250053810859,0.31038688920539,0.0321183128613222,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__COAD__Nonsilent_Mutation_Rate,3,models/thorsson__COAD__Nonsilent_Mutation_Rate.rds,d068e6a5beb43fdb61184bd2ff2c2d81d00683d64e050216c88ad06ad9fb8d51,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in log1p-transformed source endpoint units,FALSE,log1p,log1p-transformed source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20261019,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,COAD,SNV Neoantigens,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,350,0.238504250677271,0.949987974070289,0.382424133123752,0.001,999,0,3,20261042,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B,0.208291294799851,0.0310598481563058,0.166586513276358,0.243903912628573,0.968502030053438,0.0189563628194467,0.367660959928873,0.0197800178535292,5,0.238504250677271,0.949987974070289,0.382424133123752,-0.0302129558774202,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__COAD__SNV_Neoantigens,8,models/thorsson__COAD__SNV_Neoantigens.rds,c8a7d907454f8c0830713dc48ead04fbd4762efff765913e17d0f49bc4c0af78,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in log1p-transformed source endpoint units,FALSE,log1p,log1p-transformed source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260993,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,COAD,Silent Mutation Rate,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,345,0.233615161890655,0.654880262696324,0.358429648952525,0.001,999,0,3,20261044,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,B,0.241510720428194,0.0380518592493897,0.181044638508632,0.284305673025835,0.651336492193038,0.0162244437340373,0.350718633758959,0.0125809590399443,5,0.233615161890655,0.654880262696324,0.358429648952525,0.00789555853753901,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__COAD__Silent_Mutation_Rate,3,models/thorsson__COAD__Silent_Mutation_Rate.rds,c4cbc2897ad174fc9996e44f4bba4fe6715ed2d021bc79946677855787324594,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in log1p-transformed source endpoint units,FALSE,log1p,log1p-transformed source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260997,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier B"
thorsson,COAD,TIL Regional Fraction,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,414,0.454367384522059,6.25054757536451,0.691598227841358,0.001,999,0,8,20261035,0.99.20,cpu,rsvd,10,2,999,FALSE,0.00833333333333334,0.00696116504854369,A,0.422787438129477,0.0202884485678094,0.39836469913874,0.447597851555871,6.42809160998166,0.113059942757591,0.688137521134121,0.0164784377384375,5,0.454367384522059,6.25054757536451,0.691598227841358,-0.0315799463925816,initial nested-CV screening estimate,mean of five independently seeded nested-CV repeats,continuous,,,,,,,,,,,,,,,,,thorsson__COAD__TIL_Regional_Fraction,10,models/thorsson__COAD__TIL_Regional_Fraction.rds,f5a6b23e782dc8c2ca65ede2641f57648180d3d23a45e76cdaba972cf671a3a5,TCGA,arithmetic mean across all primary-tumour diagnostic slides,768,none,d3d91fb0f83a6de440eda5ff437a63e3ca13f50095e6841fb8efcc40e58763f0,87db12d75e442e8fcd72bbdef99be42ed7d4658e989a84c7f6dbdf21575494fc,PLS regression in source endpoint units,FALSE,none,source endpoint units,0.99.20,dcf45cccee8a1cb1a3ae8b3353a410ab0902162f,cpu,rsvd,10,2,20260853,65f5c4e5df41fb32a17d8fd99cd10e48813ea1d132a91804326a8872230e35bd,"","",not evaluated,Research use only; TCGA discovery model without external validation,local artifact; public release requires upstream permission,standard_internal_evidence,TRUE,"",,,,,,,,,,,,,,,,,"within-cancer screen-positive, prespecified screening tier A"
