foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th17 Cells,Thorsson2018_PanImmune_MS,373,,,0.00984085183723471,1577.92150217724,0.147927119555691,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262955,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th17 Cells,Thorsson2018_PanImmune_MS,373,,,0.0198241756485112,1569.94661747671,0.140496309221604,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262955,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th2 Cells,Thorsson2018_PanImmune_MS,373,,,0.107046125808388,537.227056110077,0.304909491412078,,,,,,,,,,,3,2,8,0,5,0,FALSE,20262956,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th2 Cells,Thorsson2018_PanImmune_MS,373,,,0.158009523499056,521.671310818755,0.325388790818585,,,,,,,,,,,2,1,2,0,5,0,FALSE,20262956,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Th2 Cells,Thorsson2018_PanImmune_MS,373,,,0.217396072270483,502.937913100918,0.433782426983357,,,,,,,,,,,2,1,3,0,5,0,FALSE,20262956,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Wound Healing,Thorsson2018_PanImmune_MS,373,,,0.209792946073685,0.150631434428771,0.450388850431058,,,,,,,,,,,3,2,4,0,5,0,FALSE,20262957,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Wound Healing,Thorsson2018_PanImmune_MS,373,,,0.274833884757349,0.144299196243168,0.534172867329004,,,,,,,,,,,3,3,3,0,5,0,FALSE,20262957,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,BLCA,Wound Healing,Thorsson2018_PanImmune_MS,373,,,0.366972630932036,0.134820646180232,0.609036055154087,,,,,,,,,,,3,3,3,0,5,0,FALSE,20262957,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Aneuploidy Score,Thorsson2018_PanImmune_MS,258,,,-0.0551366162083691,6.4919418016312,0.181395056927151,,,,,,,,,,,1,1,3,0,5,0,FALSE,20262958,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Aneuploidy Score,Thorsson2018_PanImmune_MS,258,,,-0.165122283911513,6.82191061749188,0.212515743840093,,,,,,,,,,,4,2,7,0,5,0,FALSE,20262958,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Aneuploidy Score,Thorsson2018_PanImmune_MS,258,,,0.0239071504374603,6.24404229617078,0.235432296500216,,,,,,,,,,,1,1,3,0,5,0,FALSE,20262958,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,B Cells Memory,Thorsson2018_PanImmune_MS,262,,,-0.0838758937195236,0.0283665756901808,0.0819457374126822,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262959,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,B Cells Memory,Thorsson2018_PanImmune_MS,262,,,-0.137209637692264,0.0290561052274688,0.0549116653244209,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262959,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,B Cells Memory,Thorsson2018_PanImmune_MS,262,,,-0.00671081499715442,0.0273381738492909,0.207580641399486,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262959,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,B Cells Naive,Thorsson2018_PanImmune_MS,262,,,-0.010172816881779,0.0447093255571251,0.163598555084994,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262960,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,B Cells Naive,Thorsson2018_PanImmune_MS,262,,,-0.062287767193679,0.0458481028692821,0.172451928493861,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262960,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,B Cells Naive,Thorsson2018_PanImmune_MS,262,,,0.0205014488103938,0.0440252852622993,0.237548228059653,,,,,,,,,,,1,1,4,0,5,0,FALSE,20262960,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Evenness,Thorsson2018_PanImmune_MS,182,,,-0.050110773609017,0.0998145283052163,0.124014288401572,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262961,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Evenness,Thorsson2018_PanImmune_MS,182,,,-0.104796501755389,0.10238052373697,0.0610999362018291,,,,,,,,,,,1,1,3,0,5,0,FALSE,20262961,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Evenness,Thorsson2018_PanImmune_MS,182,,,-0.0410279954461708,0.0993819253237228,0.103453561201954,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262961,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Richness,Thorsson2018_PanImmune_MS,198,,,-0.0741982517651618,43.486679010388,0.101477895585332,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262962,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Richness,Thorsson2018_PanImmune_MS,198,,,-0.257701433498471,47.0546773759286,0.0122607876526756,,,,,,,,,,,1,1,3,0,5,0,FALSE,20262962,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Richness,Thorsson2018_PanImmune_MS,198,,,-0.0137329394309775,42.2450473570419,0.133432360705357,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262962,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Shannon,Thorsson2018_PanImmune_MS,198,,,-0.13677852070866,1.30188235295925,0.00842070946761118,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262963,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Shannon,Thorsson2018_PanImmune_MS,198,,,-0.215313665100208,1.34610209830297,-0.100965010110967,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262963,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,BCR Shannon,Thorsson2018_PanImmune_MS,198,,,-0.0773226516308467,1.26737958239235,0.0274641466347458,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262963,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,CTA Score,Thorsson2018_PanImmune_MS,250,,,-0.0645749088453849,1.04491541960878,0.100450247203955,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262964,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,CTA Score,Thorsson2018_PanImmune_MS,250,,,-0.158282772617896,1.0899343090168,0.0772555080881294,,,,,,,,,,,2,1,6,0,5,0,FALSE,20262964,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,CTA Score,Thorsson2018_PanImmune_MS,250,,,-0.00912459387736564,1.01733835991484,0.06968751500024,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262964,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,262,,,-0.0681136517938232,0.0517918321189025,0.0682848446041711,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262965,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,262,,,-0.0972779638181991,0.0524941454340478,0.0864094540152773,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262965,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,262,,,-0.0813075094762954,0.0521107292587341,0.14087045539321,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262965,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,262,,,-0.0230714364416431,0.0328940092053388,0.162770803042321,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262966,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,262,,,0.0175677827517871,0.0322340687481386,0.210019212014232,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262966,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,262,,,0.0553977302082425,0.0316073672241617,0.303083080811512,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262966,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Eosinophils,Thorsson2018_PanImmune_MS,262,,,-0.0624512782706186,0.00910628727749294,-0.0546617865686,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262967,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Eosinophils,Thorsson2018_PanImmune_MS,262,,,-0.156923540033124,0.00950252813557054,-0.0248785371581444,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262967,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Eosinophils,Thorsson2018_PanImmune_MS,262,,,-0.0472137962929193,0.00904075109833839,0.0124331593924461,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262967,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Fraction Altered,Thorsson2018_PanImmune_MS,258,,,-0.00252620107155521,0.267812863190076,0.171855025261957,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262968,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Fraction Altered,Thorsson2018_PanImmune_MS,258,,,-0.0484117596378391,0.273873182514643,0.13057921346764,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262968,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Fraction Altered,Thorsson2018_PanImmune_MS,258,,,0.0196827232532142,0.264829825866241,0.22031759385845,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262968,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,258,,,-0.0233754080498207,12.2413859842603,0.155627355590936,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262969,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,258,,,-0.0194116165992684,12.2176559939165,0.120737743940397,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262969,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,258,,,0.00443012868582637,12.0739389684199,0.154231533419161,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262969,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,IFN-gamma Response,Thorsson2018_PanImmune_MS,262,,,0.00897794002005048,0.901552303684636,0.228754119597569,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262970,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,IFN-gamma Response,Thorsson2018_PanImmune_MS,262,,,-0.0395172056199957,0.923347350788566,0.222199461835477,,,,,,,,,,,4,1,6,0,5,0,FALSE,20262970,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,IFN-gamma Response,Thorsson2018_PanImmune_MS,262,,,0.192883336851761,0.813612145871109,0.423110548254908,,,,,,,,,,,4,3,4,0,5,0,FALSE,20262970,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Indel Neoantigens,Thorsson2018_PanImmune_MS,213,,,-0.158745821796671,1.84731305494587,0.0636196017614091,,,,,,,,,,,1,1,3,0,5,0,FALSE,20262971,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Indel Neoantigens,Thorsson2018_PanImmune_MS,213,,,-0.140336535445578,1.83257993988963,-0.0265819420066915,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262971,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
