foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,352,,,0.108074506426543,3.25953193999148,0.34633324384319,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263723,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,352,,,0.10557600645578,3.26409411766255,0.337722608270162,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263723,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,352,,,0.144722918295852,3.19186393509709,0.42106957002971,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263723,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,B Cells Memory,Thorsson2018_PanImmune_MS,297,,,0.0107624631243127,0.0308251699427249,0.247526083785852,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263724,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,B Cells Memory,Thorsson2018_PanImmune_MS,297,,,0.0445792999491276,0.0302937131719727,0.24262712793946,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263724,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,B Cells Memory,Thorsson2018_PanImmune_MS,297,,,0.0554047884417104,0.0301216012976817,0.278844949894371,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263724,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,B Cells Naive,Thorsson2018_PanImmune_MS,297,,,0.00614971772010542,0.0441071894382682,0.204008509870196,,,,,,,,,,,2,2,2,0,5,0,FALSE,20263725,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,B Cells Naive,Thorsson2018_PanImmune_MS,297,,,0.0458379051064125,0.0432175339747031,0.246992874629005,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263725,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,B Cells Naive,Thorsson2018_PanImmune_MS,297,,,0.0191290325898608,0.0438182311751812,0.186856514926958,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263725,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Evenness,Thorsson2018_PanImmune_MS,78,,,-0.0820716132915942,0.0958379545756358,0.156767283349562,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263726,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Evenness,Thorsson2018_PanImmune_MS,78,,,-0.244120549499681,0.102763944505019,0.0658455468582051,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263726,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Evenness,Thorsson2018_PanImmune_MS,78,,,-0.0080838636365459,0.0925034362105353,0.160915034332756,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263726,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Richness,Thorsson2018_PanImmune_MS,123,,,-0.082463051163238,32.4377937944381,0.173243397037314,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263727,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Richness,Thorsson2018_PanImmune_MS,123,,,-0.0985017873639591,32.6772237685755,0.165018653585476,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263727,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Richness,Thorsson2018_PanImmune_MS,123,,,-0.0820295646256522,32.431298073892,0.208920418008162,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263727,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Shannon,Thorsson2018_PanImmune_MS,123,,,-0.0661251891828936,1.14333223447404,0.197990485374876,,,,,,,,,,,1,1,7,0,5,0,FALSE,20263728,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Shannon,Thorsson2018_PanImmune_MS,123,,,-0.0309094838413846,1.1242906867954,0.107221701064403,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263728,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,BCR Shannon,Thorsson2018_PanImmune_MS,123,,,0.0348869829080195,1.08782098460022,0.16524336167493,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263728,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,CTA Score,Thorsson2018_PanImmune_MS,297,,,-0.0333743049340027,0.509292999020673,0.0588645387303105,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263729,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,CTA Score,Thorsson2018_PanImmune_MS,297,,,-0.0549186435338875,0.51457461854413,0.0441165692843545,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263729,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,CTA Score,Thorsson2018_PanImmune_MS,297,,,-0.0302943121613117,0.508533453656198,0.0383176037538454,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263729,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,297,,,-0.0498915116464938,0.00791756212399101,0.0167563907127329,,,,,,,,,,,1,1,6,0,5,0,FALSE,20263730,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,297,,,-0.11638337649663,0.00816443146834544,-0.00849881507272857,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263730,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,297,,,-0.0881559993694467,0.00806055318456776,0.116122801624846,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263730,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,297,,,-0.0402687873633343,0.018477116744694,0.119256765740522,,,,,,,,,,,2,1,4,0,5,0,FALSE,20263731,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,297,,,-0.0160744662397363,0.0182609844961397,0.110719854047065,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263731,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,297,,,-0.0309086024234235,0.0183938017230952,0.132746498435363,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263731,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Eosinophils,Thorsson2018_PanImmune_MS,297,,,-0.0547210108705123,0.00630495949253831,-0.0383122223969792,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263732,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Eosinophils,Thorsson2018_PanImmune_MS,297,,,-0.0999577414834814,0.00643874910061197,-0.0282490854086707,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263732,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Eosinophils,Thorsson2018_PanImmune_MS,297,,,-0.0993943770396726,0.00643710002504123,-0.113745528275534,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263732,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Fraction Altered,Thorsson2018_PanImmune_MS,365,,,0.154571931496941,0.182835789559713,0.437817695441769,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263733,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Fraction Altered,Thorsson2018_PanImmune_MS,365,,,0.179663582133318,0.180102141294546,0.458169945931006,,,,,,,,,,,2,2,3,0,5,0,FALSE,20263733,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Fraction Altered,Thorsson2018_PanImmune_MS,365,,,0.214157467189404,0.176274968497262,0.549493735548081,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263733,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,352,,,0.163059549370701,8.63226872253716,0.401534510973547,,,,,,,,,,,2,2,3,0,5,0,FALSE,20263734,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,352,,,0.149111493510735,8.70390216840974,0.383825197363859,,,,,,,,,,,2,2,3,0,5,0,FALSE,20263734,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,352,,,0.129539272078064,8.80343705324843,0.448861799815054,,,,,,,,,,,2,1,5,0,5,0,FALSE,20263734,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,IFN-gamma Response,Thorsson2018_PanImmune_MS,297,,,0.0115096732063988,0.614179651164873,0.222412645598327,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263735,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,IFN-gamma Response,Thorsson2018_PanImmune_MS,297,,,0.0091255776223147,0.614919861321727,0.134384674966931,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263735,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,IFN-gamma Response,Thorsson2018_PanImmune_MS,297,,,-0.0351306508955001,0.628502190719062,0.173974313227666,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263735,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Indel Neoantigens,Thorsson2018_PanImmune_MS,253,,,-0.0571584878070961,1.66531083448177,0.0862094693581504,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263736,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Indel Neoantigens,Thorsson2018_PanImmune_MS,253,,,-0.0827695070037422,1.68536226293864,0.0609490035393637,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263736,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Indel Neoantigens,Thorsson2018_PanImmune_MS,253,,,-0.000516991646895448,1.62008384488496,0.116823923985301,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263736,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,350,,,0.0800108878181705,0.104218904054448,0.326317170400278,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263737,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,350,,,0.0276012610178895,0.107146342704452,0.304850550835934,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263737,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,350,,,0.102220626094572,0.102953228417029,0.444332248877489,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263737,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,368,,,0.0181635632737235,0.0729894282195028,0.270025658733071,,,,,,,,,,,2,1,4,0,5,0,FALSE,20263738,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,368,,,0.0200581344972322,0.0729189732850948,0.251911883826811,,,,,,,,,,,3,1,3,0,5,0,FALSE,20263738,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Leukocyte Fraction,Thorsson2018_PanImmune_MS,368,,,0.0898008388500842,0.0702762540960971,0.3594563122506,,,,,,,,,,,3,1,3,0,5,0,FALSE,20263738,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,297,,,0.114793874785836,0.771216123160721,0.275650210951202,,,,,,,,,,,2,2,4,0,5,0,FALSE,20263739,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,297,,,0.0622527241486224,0.793773874436851,0.253790714300207,,,,,,,,,,,3,3,3,0,5,0,FALSE,20263739,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,297,,,0.182298432795088,0.741227136029444,0.40323848975375,,,,,,,,,,,3,2,4,0,5,0,FALSE,20263739,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,297,,,0.114370404734342,0.482687021805539,0.335704794992662,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263740,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,297,,,0.0782426783130472,0.492433805362128,0.296821251979242,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263740,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophage Regulation,Thorsson2018_PanImmune_MS,297,,,0.21939750520207,0.453163089394458,0.471869911660819,,,,,,,,,,,3,3,3,0,5,0,FALSE,20263740,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M0,Thorsson2018_PanImmune_MS,297,,,-0.0661489342997383,0.0426495515075492,-0.035144058522379,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263741,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M0,Thorsson2018_PanImmune_MS,297,,,-0.0638571785534794,0.0426036878697417,0.0629345211320457,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263741,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M0,Thorsson2018_PanImmune_MS,297,,,-0.0907532829199924,0.0431388729419226,0.0749583478816647,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263741,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M1,Thorsson2018_PanImmune_MS,297,,,-0.129890503844401,0.0419314947922239,0.0247460165449519,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263742,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M1,Thorsson2018_PanImmune_MS,297,,,-0.0171624060153714,0.0397848124868634,0.138565599973721,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263742,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M1,Thorsson2018_PanImmune_MS,297,,,-0.0710254018291712,0.0408246105939169,0.13722372496505,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263742,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M2,Thorsson2018_PanImmune_MS,297,,,-0.0193176094558567,0.0750290871110754,0.107766399712708,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263743,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M2,Thorsson2018_PanImmune_MS,297,,,-0.0116701468540616,0.0747471031674965,0.121361446864803,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263743,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Macrophages M2,Thorsson2018_PanImmune_MS,297,,,0.037626078693312,0.0729032386414976,0.245076375948859,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263743,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Mast Cells Activated,Thorsson2018_PanImmune_MS,297,,,-0.0139164571081427,0.0328250190489622,0.100025004630119,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263744,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Mast Cells Activated,Thorsson2018_PanImmune_MS,297,,,0.0113707379495404,0.03241310462659,0.163358526740829,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263744,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Mast Cells Activated,Thorsson2018_PanImmune_MS,297,,,0.0251819185694044,0.0321859023051125,0.229922316349793,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263744,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Mast Cells Resting,Thorsson2018_PanImmune_MS,297,,,0.0554903766826961,0.0719236815060995,0.357333010201848,,,,,,,,,,,3,3,5,0,5,0,FALSE,20263745,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Mast Cells Resting,Thorsson2018_PanImmune_MS,297,,,0.0165078636933018,0.0733929191047548,0.204966598368031,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263745,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Mast Cells Resting,Thorsson2018_PanImmune_MS,297,,,0.0375589361282311,0.0726032042033717,0.254609659303883,,,,,,,,,,,2,1,4,0,5,0,FALSE,20263745,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Monocytes,Thorsson2018_PanImmune_MS,297,,,-0.0133565970982701,0.0285497294205697,0.133255417579215,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263746,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Monocytes,Thorsson2018_PanImmune_MS,297,,,-0.0329873219806225,0.0288249354022478,0.198529677852022,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263746,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Monocytes,Thorsson2018_PanImmune_MS,297,,,0.0103400279580668,0.0282139472180026,0.102437008937339,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263746,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,NK Cells Activated,Thorsson2018_PanImmune_MS,297,,,-0.0166955350680698,0.0263579073570974,0.112289010546116,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263747,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,NK Cells Activated,Thorsson2018_PanImmune_MS,297,,,0.00322373670857845,0.0260984258174817,0.148237132401713,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263747,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,NK Cells Activated,Thorsson2018_PanImmune_MS,297,,,-0.0013180139279485,0.0261578161900149,0.140394301420214,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263747,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,NK Cells Resting,Thorsson2018_PanImmune_MS,297,,,-0.0449897590546704,0.00834867440326452,0.0242187216816,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263748,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,NK Cells Resting,Thorsson2018_PanImmune_MS,297,,,-0.0693373916467743,0.00844537393129769,-0.0506935116120102,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263748,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,NK Cells Resting,Thorsson2018_PanImmune_MS,297,,,-0.139824915094715,0.00871927910562311,-0.218391189636999,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263748,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Neutrophils,Thorsson2018_PanImmune_MS,297,,,-0.0274185179917212,0.00277393850295817,0.119284034425951,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263749,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Neutrophils,Thorsson2018_PanImmune_MS,297,,,-0.0373976442618953,0.00278737732573725,0.0806677657366907,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263749,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Neutrophils,Thorsson2018_PanImmune_MS,297,,,-0.0671083100341259,0.00282701026313838,0.0820732781373784,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263749,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,368,,,0.00981424340454806,0.358042805946964,0.294761243273915,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263750,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,PRAD,Nonsilent Mutation Rate,Thorsson2018_PanImmune_MS,368,,,-0.0339544341014386,0.365870433157503,0.296687584326363,,,,,,,,,,,6,1,8,0,5,0,FALSE,20263750,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
