layer,foundation_model,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,saved_current_balanced_accuracy,recomputed_primary_balanced_accuracy,primary_sensitivity,primary_specificity,primary_auc,primary_pr_auc,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_auc,equal_prior_pr_auc,optimized_balanced_accuracy,optimized_sensitivity,optimized_specificity,optimized_auc,optimized_pr_auc,current_crossing,current_candidate,recomputed_primary_crossing,equal_prior_crossing,optimized_crossing,median_primary_component,median_equal_component,median_optimized_component,median_optimized_threshold,primary_components_at_ceiling,equal_components_at_ceiling,optimized_components_at_ceiling,equal_prior_delta_ba,optimized_delta_ba,primary_reproduction_delta,near_threshold,baseline_crossing,union_positive,optimized_membership_change,equal_prior_membership_change,fastPLS_version,fastPLS_remote_sha
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,LIHC,Genome doubling,Taylor2018_TableS2,350,115,235,20260825,0.582238667900093,0.582238667900093,0.330434782608696,0.834042553191489,0.627382053654024,0.447980036480889,0.614801110083256,0.591304347826087,0.638297872340426,0.681332099907493,0.506799636536507,0.602127659574468,0.6,0.604255319148936,0.668566142460685,0.517112243136771,FALSE,FALSE,FALSE,TRUE,TRUE,5,3,4,-0.645396444512583,0,0,0,0.0325624421831637,0.0198889916743755,-5.55111512312578e-16,TRUE,FALSE,TRUE,TRUE,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,LUAD,Genome doubling,Taylor2018_TableS2,449,264,185,20260817,0.653675266175266,0.653675266175266,0.799242424242424,0.508108108108108,0.700532350532351,0.746064394934817,0.638206388206388,0.681818181818182,0.594594594594595,0.689230139230139,0.746076345107898,0.645485257985258,0.647727272727273,0.643243243243243,0.71529484029484,0.76191036622555,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,0.589216064750081,0,0,0,-0.015468877968878,-0.00819000819000826,2.22044604925031e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,LUSC,Genome doubling,Taylor2018_TableS2,459,249,210,20260819,0.612191623637407,0.612191623637407,0.714859437751004,0.50952380952381,0.6687129470262,0.688518440817505,0.603872633390706,0.650602409638554,0.557142857142857,0.684719831707784,0.700331988947469,0.600745840504877,0.658634538152611,0.542857142857143,0.680531650411169,0.703789339289247,TRUE,TRUE,TRUE,TRUE,TRUE,4,3,4,0.00895591441882304,0,0,0,-0.00831899024670113,-0.0114457831325301,-2.22044604925031e-16,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,OV,Genome doubling,Taylor2018_TableS2,96,66,30,20260818,0.677272727272727,0.677272727272727,0.787878787878788,0.566666666666667,0.714141414141414,0.841271091077952,0.745454545454545,0.757575757575758,0.733333333333333,0.78030303030303,0.858849933140347,0.66969696969697,0.606060606060606,0.733333333333333,0.709090909090909,0.820544174424226,TRUE,TRUE,TRUE,TRUE,TRUE,4,2,2,2.21651088419371,0,0,0,0.0681818181818181,-0.00757575757575757,2.22044604925031e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,PAAD,Genome doubling,Taylor2018_TableS2,163,40,123,20260824,0.56900406504065,0.56900406504065,0.325,0.813008130081301,0.607317073170732,0.342607924841092,0.574288617886179,0.425,0.723577235772358,0.651422764227642,0.349489834762364,0.610162601626016,0.7,0.520325203252033,0.575609756097561,0.303214914885097,FALSE,FALSE,FALSE,FALSE,TRUE,14,3,2,-2.13113688964459,0,0,0,0.00528455284552853,0.0411585365853658,3.33066907387547e-16,TRUE,FALSE,TRUE,TRUE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,PCPG,Genome doubling,Taylor2018_TableS2,157,24,133,20260837,0.604793233082707,0.604793233082707,0.375,0.834586466165414,0.725563909774436,0.287439906811972,0.638941102756892,0.458333333333333,0.819548872180451,0.659147869674186,0.251960919971359,0.713345864661654,0.75,0.676691729323308,0.755012531328321,0.322820323038975,TRUE,TRUE,TRUE,TRUE,TRUE,14,8,9,-5.8777157049538,0,0,0,0.0341478696741854,0.108552631578947,-2.22044604925031e-16,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,PRAD,Genome doubling,Taylor2018_TableS2,382,29,353,20260820,0.523151313861483,0.523151313861483,0.0689655172413793,0.977337110481587,0.573996287974993,0.142054259714273,0.639396307511967,0.482758620689655,0.796033994334278,0.639933574289343,0.131412478105625,0.618638272931523,0.551724137931035,0.685552407932011,0.605548500537267,0.130919944386588,FALSE,FALSE,FALSE,TRUE,TRUE,8,1,1,-2.80577333387651,0,0,0,0.116244993650483,0.09548695907004,0,FALSE,FALSE,TRUE,TRUE,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,READ,Genome doubling,Taylor2018_TableS2,143,72,71,20260833,0.580301251956182,0.580301251956182,0.597222222222222,0.563380281690141,0.557316118935837,0.558101538246558,0.580301251956182,0.597222222222222,0.563380281690141,0.557316118935837,0.558101538246558,0.581279342723005,0.458333333333333,0.704225352112676,0.557316118935837,0.558101538246558,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0.286079114962207,0,0,0,0,0.000978090766823092,-4.44089209850063e-16,TRUE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,SARC,Genome doubling,Taylor2018_TableS2,238,112,126,20260827,0.628968253968254,0.628968253968254,0.607142857142857,0.650793650793651,0.726119614512472,0.705747311163209,0.618551587301587,0.633928571428571,0.603174603174603,0.708475056689342,0.688383238805213,0.644345238095238,0.741071428571429,0.547619047619048,0.722363945578231,0.708764578989289,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,5,-0.461167354226489,0,0,0,-0.0104166666666667,0.0153769841269842,0,TRUE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,SKCM,Genome doubling,Taylor2018_TableS2,98,35,63,20260834,0.565079365079365,0.565079365079365,0.4,0.73015873015873,0.608163265306122,0.476673248068708,0.598412698412698,0.514285714285714,0.682539682539683,0.665759637188209,0.571961439003414,0.646031746031746,0.8,0.492063492063492,0.648979591836735,0.550469501411944,FALSE,FALSE,FALSE,FALSE,TRUE,4,11,4,-2.92242272846902,0,1,0,0.0333333333333333,0.080952380952381,1.11022302462516e-16,TRUE,FALSE,TRUE,TRUE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,STAD,Genome doubling,Taylor2018_TableS2,360,154,206,20260830,0.684623628798386,0.684623628798386,0.597402597402597,0.771844660194175,0.750788046904552,0.678550300421648,0.676585550371958,0.62987012987013,0.723300970873786,0.763081578615559,0.696913421581738,0.690392132139705,0.662337662337662,0.718446601941748,0.769764216366158,0.703499575528059,TRUE,TRUE,TRUE,TRUE,TRUE,5,5,5,-0.337067666330232,0,0,0,-0.00803807842642779,0.00576850334131895,0,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,aneuploidy,aneuploidy,UCEC,Genome doubling,Taylor2018_TableS2,477,97,380,20260821,0.714202387411829,0.714202387411829,0.525773195876289,0.902631578947368,0.801627780792187,0.51619810793647,0.785716223548562,0.731958762886598,0.839473684210526,0.839853499728703,0.565572750827386,0.787696690179056,0.793814432989691,0.781578947368421,0.851329354313619,0.583974108258984,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,3,-1.83333035017333,0,0,0,0.0715138361367335,0.0734943027672272,-3.33066907387547e-16,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,ARID1A,TCGA_MC3_Bailey2018,384,98,286,20261037,0.523833309547595,0.523833309547595,0.295918367346939,0.751748251748252,0.553161124589696,0.290550982604223,0.566433566433567,0.5,0.632867132867133,0.576816041101755,0.31219887670441,0.52301270158413,0.479591836734694,0.566433566433567,0.537712287712288,0.278006598557641,FALSE,FALSE,FALSE,FALSE,FALSE,12,6,5,-1.12162805463739,0,0,0,0.0426002568859711,-0.00082060796346517,3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,ASXL2,TCGA_MC3_Bailey2018,384,35,349,20261038,0.494228407695456,0.494228407695456,0.0285714285714286,0.959885386819484,0.456242325010233,0.0816147917583484,0.449652067130577,0.142857142857143,0.756446991404012,0.47818256242325,0.0886317910771665,0.522103970528039,0.571428571428571,0.472779369627507,0.488170282439623,0.0906700536746426,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,3,-3.27042569581218,0,0,0,-0.0445763405648792,0.0278755628325829,3.88578058618805e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,ATM,TCGA_MC3_Bailey2018,384,53,331,20261039,0.522601607478767,0.522601607478767,0.150943396226415,0.894259818731118,0.546998802941344,0.175065235816673,0.518383400786639,0.320754716981132,0.716012084592145,0.546086758251154,0.168548949238803,0.527703357464516,0.641509433962264,0.413897280966767,0.531779057173802,0.168300467412404,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,5,-3.78771293623964,2,0,0,-0.00421820669212791,0.0051017499857493,-5.55111512312578e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN1A,TCGA_MC3_Bailey2018,384,37,347,20261040,0.540735259755433,0.540735259755433,0.162162162162162,0.919308357348703,0.566009813848431,0.15685203161766,0.453033725368019,0.243243243243243,0.662824207492795,0.497390762520446,0.108943183951139,0.491237635329854,0.351351351351351,0.631123919308357,0.537269257730353,0.123570635574049,FALSE,FALSE,FALSE,FALSE,FALSE,17,2,3,-2.32621808492873,1,1,1,-0.0877015343874134,-0.0494976244255784,-3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,CDKN2A,TCGA_MC3_Bailey2018,384,24,360,20261041,0.493055555555556,0.493055555555556,0.0416666666666667,0.944444444444444,0.513078703703704,0.0775095588607088,0.558333333333333,0.291666666666667,0.825,0.624537037037037,0.120358064537408,0.673611111111111,0.75,0.597222222222222,0.638773148148148,0.105173431819123,FALSE,FALSE,FALSE,FALSE,TRUE,8,3,3,-4.04635975186576,0,0,0,0.0652777777777778,0.180555555555556,-4.44089209850063e-16,FALSE,FALSE,TRUE,TRUE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,CREBBP,TCGA_MC3_Bailey2018,384,48,336,20261042,0.489583333333333,0.489583333333333,0.0416666666666667,0.9375,0.485863095238095,0.126480094147137,0.491071428571429,0.3125,0.669642857142857,0.490637400793651,0.133459982269095,0.525297619047619,0.645833333333333,0.404761904761905,0.499007936507937,0.13431486644181,FALSE,FALSE,FALSE,FALSE,FALSE,13,4,5,-3.53077312028989,0,0,0,0.00148809523809518,0.0357142857142857,3.88578058618805e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,ELF3,TCGA_MC3_Bailey2018,384,46,338,20261043,0.510998199125289,0.510998199125289,0.152173913043478,0.869822485207101,0.512091587342423,0.144079798371771,0.470671468999228,0.260869565217391,0.680473372781065,0.479032673012606,0.11220689844287,0.487329560072035,0.652173913043478,0.322485207100592,0.453756110110625,0.109054106494601,FALSE,FALSE,FALSE,FALSE,FALSE,20,3,16,-8.12151542131663,3,0,1,-0.0403267301260613,-0.0236686390532545,4.44089209850063e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,EP300,TCGA_MC3_Bailey2018,384,54,330,20261044,0.522727272727273,0.522727272727273,0.166666666666667,0.878787878787879,0.529854096520763,0.152405281607567,0.528451178451179,0.296296296296296,0.760606060606061,0.541077441077441,0.155222919411225,0.495454545454545,0.666666666666667,0.324242424242424,0.525196408529742,0.145774847514738,FALSE,FALSE,FALSE,FALSE,FALSE,15,17,15,-9.36290200270678,0,1,1,0.0057239057239058,-0.0272727272727273,-3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,ERBB2,TCGA_MC3_Bailey2018,384,46,338,20261045,0.480319012091587,0.480319012091587,0.0434782608695652,0.917159763313609,0.544378698224852,0.12958604982602,0.521095960895292,0.391304347826087,0.650887573964497,0.521739130434783,0.124453428535804,0.508039619243633,0.652173913043478,0.363905325443787,0.51299202469771,0.121020755174653,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,9,-5.76183424723177,0,0,0,0.0407769488037046,0.0277206071520453,3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,ERBB3,TCGA_MC3_Bailey2018,384,40,344,20261046,0.506976744186047,0.506976744186047,0.075,0.938953488372093,0.624491279069767,0.158937070436014,0.53343023255814,0.25,0.816860465116279,0.573691860465116,0.133209809687408,0.630232558139535,0.65,0.61046511627907,0.69265988372093,0.22228833343713,FALSE,FALSE,FALSE,FALSE,TRUE,9,9,16,-6.80358771430852,1,1,1,0.0264534883720929,0.123255813953488,-4.44089209850063e-16,FALSE,FALSE,TRUE,TRUE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,ERCC2,TCGA_MC3_Bailey2018,384,35,349,20261047,0.487065083913222,0.487065083913222,0.0285714285714286,0.945558739255014,0.528857961522718,0.110157345746498,0.506794924273434,0.257142857142857,0.756446991404012,0.520916905444126,0.110631960825087,0.507736389684814,0.6,0.415472779369628,0.541792877609497,0.138741177169274,FALSE,FALSE,FALSE,FALSE,FALSE,5,4,4,-4.36127402661262,0,0,0,0.0197298403602129,0.0206713057715923,-5.55111512312578e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,FAT1,TCGA_MC3_Bailey2018,384,46,338,20261048,0.547015693336764,0.547015693336764,0.173913043478261,0.920118343195266,0.560586570620016,0.186016887095195,0.572935425778235,0.456521739130435,0.689349112426036,0.637123745819398,0.188533646721726,0.529135580138925,0.543478260869565,0.514792899408284,0.63493696938513,0.207893851240037,FALSE,FALSE,FALSE,FALSE,FALSE,12,2,2,-2.69630037037684,2,0,0,0.0259197324414715,-0.017880113197839,-4.44089209850063e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,FBXW7,TCGA_MC3_Bailey2018,384,30,354,20261049,0.54406779661017,0.54406779661017,0.133333333333333,0.954802259887006,0.56864406779661,0.182756614503076,0.527966101694915,0.2,0.855932203389831,0.567325800376648,0.132799413981475,0.523728813559322,0.366666666666667,0.680790960451977,0.543973634651601,0.165537609175009,FALSE,FALSE,FALSE,FALSE,FALSE,16,6,18,-9.86245101586751,1,1,1,-0.0161016949152542,-0.0203389830508475,-5.55111512312578e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,FGFR3,TCGA_MC3_Bailey2018,384,54,330,20261050,0.686026936026936,0.686026936026936,0.462962962962963,0.909090909090909,0.776094276094276,0.426661868133487,0.782154882154882,0.703703703703704,0.860606060606061,0.815600448933782,0.485143723239115,0.742929292929293,0.722222222222222,0.763636363636364,0.802413019079686,0.46716672684612,TRUE,TRUE,TRUE,TRUE,TRUE,7,5,5,-2.53833660048375,0,0,0,0.0961279461279462,0.056902356902357,0,FALSE,TRUE,TRUE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,KANSL1,TCGA_MC3_Bailey2018,384,24,360,20261051,0.504166666666667,0.504166666666667,0.0416666666666667,0.966666666666667,0.542013888888889,0.112666589836601,0.481944444444445,0.125,0.838888888888889,0.477662037037037,0.0710617096756827,0.509722222222222,0.625,0.394444444444444,0.516550925925926,0.0720706967804247,FALSE,FALSE,FALSE,FALSE,FALSE,4,5,4,-6.09653886594787,1,0,0,-0.0222222222222222,0.00555555555555554,-3.33066907387547e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,KDM6A,TCGA_MC3_Bailey2018,384,96,288,20261052,0.512152777777778,0.512152777777778,0.1875,0.836805555555556,0.526873553240741,0.275108224247978,0.529513888888889,0.40625,0.652777777777778,0.502097800925926,0.261860144588662,0.5,0.583333333333333,0.416666666666667,0.505063657407407,0.272428610176171,FALSE,FALSE,FALSE,FALSE,FALSE,8,8,15,-4.80655367307122,0,0,1,0.0173611111111111,-0.0121527777777778,-2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,KLF5,TCGA_MC3_Bailey2018,384,21,363,20261053,0.500393545848091,0.500393545848091,0.0476190476190476,0.953168044077135,0.44811753902663,0.051413885789133,0.470484061393152,0.0952380952380952,0.845730027548209,0.461891643709826,0.0694884022617591,0.383313656040929,0.380952380952381,0.385674931129477,0.429489702216975,0.0470851910684964,FALSE,FALSE,FALSE,FALSE,FALSE,13,7,4,-9.14957914936759,1,1,1,-0.029909484454939,-0.117079889807163,2.22044604925031e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN permutation/FDR screen,TITAN,driver_mutation,Bailey_tissue_specific_driver,BLCA,KMT2C,TCGA_MC3_Bailey2018,384,71,313,20261054,0.469423570175044,0.469423570175044,0.0985915492957746,0.840255591054313,0.454124105656302,0.164271645702698,0.438847140350088,0.197183098591549,0.680511182108626,0.448409305674301,0.162688662482082,0.488052918147865,0.535211267605634,0.440894568690096,0.43153489627863,0.161410913076314,FALSE,FALSE,FALSE,FALSE,FALSE,14,12,9,-2.78180397388012,0,0,1,-0.0305764298249562,0.0186293479728209,-1.11022302462516e-16,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
