foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,selected_components_median,selected_components_min,selected_components_max,seed,common_cohort
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,CTA Score,Thorsson2018_PanImmune_MS,436,,,0.0016617385316422,1.48107988842919,0.186255110011387,,,,1,1,1,20261702,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,437,,,-0.0498232621146999,0.0452978654528416,0.0759775618763848,,,,1,1,1,20261703,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,437,,,-0.0834813539281862,0.0460182779081249,0.00454858531688439,,,,1,1,1,20261703,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Dendritic Cells Activated,Thorsson2018_PanImmune_MS,437,,,-0.0349375333021833,0.0449755735469865,0.123140799843279,,,,1,1,2,20261703,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,437,,,-0.0554717372547851,0.0435791443120484,0.0654603092980408,,,,1,1,2,20261704,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,437,,,-0.094175672175544,0.0443709698449708,0.0432732121121254,,,,1,1,1,20261704,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Dendritic Cells Resting,Thorsson2018_PanImmune_MS,437,,,-0.034931998237604,0.0431530306366585,0.0823628958471158,,,,1,1,1,20261704,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Eosinophils,Thorsson2018_PanImmune_MS,437,,,-0.0341807454744119,0.00240647386003643,-0.0414752987614001,,,,1,1,1,20261705,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Eosinophils,Thorsson2018_PanImmune_MS,437,,,-0.0425916772236679,0.00241623989943754,-0.0343355095157832,,,,1,1,1,20261705,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Eosinophils,Thorsson2018_PanImmune_MS,437,,,-0.0255144743616227,0.0023963697125078,-0.0360020000525527,,,,1,1,1,20261705,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Fraction Altered,Thorsson2018_PanImmune_MS,440,,,0.186010822534292,0.231848189334572,0.453287465327817,,,,3,2,4,20261706,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Fraction Altered,Thorsson2018_PanImmune_MS,440,,,0.132876281335753,0.239295717298898,0.435055496623997,,,,4,3,4,20261706,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Fraction Altered,Thorsson2018_PanImmune_MS,440,,,0.141548757452719,0.238096060653895,0.430253865886798,,,,3,3,5,20261706,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,435,,,0.11377264798663,12.9424186544235,0.414153726907227,,,,3,2,4,20261707,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,435,,,0.112363057674781,12.952707357068,0.401339494448055,,,,3,3,4,20261707,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Homologous Recombination Defects,Thorsson2018_PanImmune_MS,435,,,0.137456189851072,12.7683109502457,0.403176713444286,,,,2,2,3,20261707,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,IFN-gamma Response,Thorsson2018_PanImmune_MS,437,,,0.234906582857871,0.854565777985456,0.477248543003372,,,,2,2,3,20261708,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,IFN-gamma Response,Thorsson2018_PanImmune_MS,437,,,0.265925691660707,0.837063252638528,0.52369125536723,,,,4,4,4,20261708,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,IFN-gamma Response,Thorsson2018_PanImmune_MS,437,,,0.257134737601385,0.842060488375516,0.520992467053946,,,,2,1,3,20261708,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Indel Neoantigens,Thorsson2018_PanImmune_MS,381,,,0.0157291498864071,1.59543501892089,0.176912644972198,,,,1,1,1,20261709,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Indel Neoantigens,Thorsson2018_PanImmune_MS,381,,,-0.00667327356888681,1.61348925640191,0.132478093081338,,,,1,1,1,20261709,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Indel Neoantigens,Thorsson2018_PanImmune_MS,381,,,0.0272604552750908,1.58606176022726,0.189263834453825,,,,1,1,1,20261709,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,419,,,-0.0130889053606575,0.143971929129567,0.121954697680693,,,,1,1,1,20261710,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,419,,,-0.0702672161513991,0.147979022974828,0.0957578929854861,,,,1,1,2,20261710,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Intratumor Heterogeneity,Thorsson2018_PanImmune_MS,419,,,-0.0650516950228239,0.147618024218042,0.0583487158393074,,,,1,1,2,20261710,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,446,,,0.203808855350355,0.120405549909965,0.47193249837769,,,,3,2,3,20261711,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,446,,,0.187561226167997,0.121627885064465,0.478471244618648,,,,4,3,5,20261711,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Leukocyte Fraction,Thorsson2018_PanImmune_MS,446,,,0.28197092890953,0.114342806616891,0.556777671333351,,,,3,3,3,20261711,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,437,,,0.177865577781997,0.929753535758616,0.425572235201583,,,,2,2,3,20261712,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,437,,,0.198577464242156,0.917967272097558,0.456258486062996,,,,5,3,5,20261712,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,437,,,0.299671202717649,0.85811879628497,0.524094792985899,,,,3,3,4,20261712,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophage Regulation,Thorsson2018_PanImmune_MS,437,,,0.0865417306693585,0.614767146530144,0.332655766376401,,,,2,2,3,20261713,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophage Regulation,Thorsson2018_PanImmune_MS,437,,,0.0728751471983918,0.619348950777207,0.353929655284922,,,,5,5,6,20261713,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophage Regulation,Thorsson2018_PanImmune_MS,437,,,0.178206435933984,0.583106204514773,0.405658791899496,,,,2,2,4,20261713,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M0,Thorsson2018_PanImmune_MS,437,,,0.0534708420073787,0.139146778729409,0.267824470964045,,,,2,2,2,20261714,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M0,Thorsson2018_PanImmune_MS,437,,,-0.00994735125230362,0.143732680714287,0.219779783422519,,,,3,2,4,20261714,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M0,Thorsson2018_PanImmune_MS,437,,,0.0576172929617596,0.138841664749055,0.287325295568436,,,,2,1,3,20261714,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M1,Thorsson2018_PanImmune_MS,437,,,0.0975860674976987,0.0627897251999964,0.346555400897519,,,,2,1,2,20261715,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M1,Thorsson2018_PanImmune_MS,437,,,-0.00568047818463469,0.0662850665112085,0.22335665045204,,,,1,1,4,20261715,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M1,Thorsson2018_PanImmune_MS,437,,,0.0840752024396151,0.0632580201211238,0.310406127700497,,,,1,1,2,20261715,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M2,Thorsson2018_PanImmune_MS,437,,,0.0474651476567947,0.0835988068580509,0.255877526974665,,,,2,1,3,20261716,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M2,Thorsson2018_PanImmune_MS,437,,,0.0213108274851639,0.0847387461130968,0.226201550008665,,,,2,1,3,20261716,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Macrophages M2,Thorsson2018_PanImmune_MS,437,,,0.0111823458412348,0.0851760993083848,0.205175620142256,,,,1,1,2,20261716,TRUE
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Mast Cells Activated,Thorsson2018_PanImmune_MS,437,,,0.00422853249342026,0.0569904941961553,0.157734312225669,,,,1,1,2,20261717,TRUE
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Mast Cells Activated,Thorsson2018_PanImmune_MS,437,,,-0.0751035808602727,0.0592171822247783,0.148188663145063,,,,1,1,4,20261717,TRUE
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,HNSC,Mast Cells Activated,Thorsson2018_PanImmune_MS,437,,,0.0490886370436261,0.0556919728217786,0.254346757170304,,,,2,1,2,20261717,TRUE
