foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,selected_components_median,selected_components_min,selected_components_max,seed,common_cohort
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,KRAS,TCGA_MC3_Bailey2018,463,140,323,,,,0.56843210968598,0.589562140645732,0.380720737056691,9,2,10,20260939,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,MGA,TCGA_MC3_Bailey2018,463,36,427,,,,0.488290398126464,0.533827738745772,0.0898547218281375,1,1,8,20260940,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,MGA,TCGA_MC3_Bailey2018,463,36,427,,,,0.478922716627635,0.489461358313817,0.0754273780903599,4,3,8,20260940,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,MGA,TCGA_MC3_Bailey2018,463,36,427,,,,0.512555295342181,0.518605256310174,0.0934329823584393,7,2,9,20260940,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,NF1,TCGA_MC3_Bailey2018,463,57,406,,,,0.503068014864748,0.522686025408348,0.141727716080477,8,4,10,20260941,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,NF1,TCGA_MC3_Bailey2018,463,57,406,,,,0.500604960677556,0.535779102929738,0.141500527632917,4,2,10,20260941,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,NF1,TCGA_MC3_Bailey2018,463,57,406,,,,0.510457177426325,0.627430645579466,0.18397736508101,7,4,10,20260941,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,PIK3CA,TCGA_MC3_Bailey2018,463,26,437,,,,0.508933286393241,0.452385143460658,0.0572190519471222,5,1,8,20260942,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,PIK3CA,TCGA_MC3_Bailey2018,463,26,437,,,,0.491990846681922,0.461890512233762,0.060563550338211,2,1,10,20260942,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,PIK3CA,TCGA_MC3_Bailey2018,463,26,437,,,,0.565481429325823,0.690987502200317,0.159063735855493,6,3,10,20260942,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,RB1,TCGA_MC3_Bailey2018,463,25,438,,,,0.510867579908676,0.543470319634703,0.0656778695875977,3,1,10,20260943,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,RB1,TCGA_MC3_Bailey2018,463,25,438,,,,0.487442922374429,0.547579908675799,0.067956633029577,4,2,10,20260943,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,RB1,TCGA_MC3_Bailey2018,463,25,438,,,,0.530867579908676,0.592694063926941,0.0909487035100388,8,2,9,20260943,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,RBM10,TCGA_MC3_Bailey2018,463,33,430,,,,0.504686398872445,0.504651162790698,0.0771862510458916,8,1,8,20260944,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,RBM10,TCGA_MC3_Bailey2018,463,33,430,,,,0.47906976744186,0.442706131078224,0.0614962999039499,2,1,10,20260944,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,RBM10,TCGA_MC3_Bailey2018,463,33,430,,,,0.496511627906977,0.529809725158562,0.0792561874145704,1,1,9,20260944,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,SETD2,TCGA_MC3_Bailey2018,463,30,433,,,,0.484988452655889,0.466743648960739,0.0601006352072359,6,1,10,20260945,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,SETD2,TCGA_MC3_Bailey2018,463,30,433,,,,0.514857582755966,0.523171670515781,0.075446005853163,5,2,10,20260945,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,SETD2,TCGA_MC3_Bailey2018,463,30,433,,,,0.508583525789069,0.497844495765974,0.0771861544558188,5,1,7,20260945,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,SMARCA4,TCGA_MC3_Bailey2018,463,36,427,,,,0.500845693468644,0.603434816549571,0.118963106194119,7,6,10,20260946,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,SMARCA4,TCGA_MC3_Bailey2018,463,36,427,,,,0.503187613843352,0.4811995836586,0.0776474594475005,7,3,10,20260946,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,SMARCA4,TCGA_MC3_Bailey2018,463,36,427,,,,0.502016653655998,0.605971896955504,0.111630457425342,7,3,9,20260946,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,STK11,TCGA_MC3_Bailey2018,463,67,396,,,,0.534222825267601,0.624001206090758,0.244568091519429,8,7,9,20260947,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,STK11,TCGA_MC3_Bailey2018,463,67,396,,,,0.608849690939243,0.698175787728027,0.301881805888138,6,4,8,20260947,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,STK11,TCGA_MC3_Bailey2018,463,67,396,,,,0.542835067088799,0.657244082617217,0.23538006209173,8,5,10,20260947,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,TP53,TCGA_MC3_Bailey2018,463,234,229,,,,0.660750942410331,0.730228044638525,0.711340323221167,2,1,9,20260948,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,TP53,TCGA_MC3_Bailey2018,463,234,229,,,,0.707946105326018,0.768876199007203,0.725472393205428,2,2,3,20260948,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUAD,TP53,TCGA_MC3_Bailey2018,463,234,229,,,,0.722856716306498,0.77774045459635,0.729871767778913,3,2,3,20260948,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,ARHGAP35,TCGA_MC3_Bailey2018,460,26,434,,,,0.503101736972705,0.524725274725275,0.076129112761557,6,4,8,20260949,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,ARHGAP35,TCGA_MC3_Bailey2018,460,26,434,,,,0.538107054236087,0.690889755405885,0.107760539733642,9,9,10,20260949,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,ARHGAP35,TCGA_MC3_Bailey2018,460,26,434,,,,0.490783410138249,0.484402694080113,0.0597382319431994,4,1,10,20260949,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,ARID1A,TCGA_MC3_Bailey2018,460,31,429,,,,0.509136025265058,0.563576208737499,0.101193151950124,4,1,6,20260950,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,ARID1A,TCGA_MC3_Bailey2018,460,31,429,,,,0.533235581622678,0.619745845552297,0.119402489869412,6,3,9,20260950,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,ARID1A,TCGA_MC3_Bailey2018,460,31,429,,,,0.481351981351981,0.563501015113918,0.0809709250399443,7,3,9,20260950,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,CDKN2A,TCGA_MC3_Bailey2018,460,68,392,,,,0.479291716686675,0.501388055222089,0.157799095231638,3,1,10,20260951,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,CDKN2A,TCGA_MC3_Bailey2018,460,68,392,,,,0.545543217286915,0.59577581032413,0.194167609810006,10,7,10,20260951,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,CDKN2A,TCGA_MC3_Bailey2018,460,68,392,,,,0.501050420168067,0.515681272509004,0.169433032313728,6,2,10,20260951,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,CUL3,TCGA_MC3_Bailey2018,460,25,435,,,,0.490804597701149,0.532045977011494,0.0636257641809183,5,3,10,20260952,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,CUL3,TCGA_MC3_Bailey2018,460,25,435,,,,0.483908045977011,0.466114942528736,0.0503807335221466,5,1,10,20260952,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,CUL3,TCGA_MC3_Bailey2018,460,25,435,,,,0.488505747126437,0.52367816091954,0.0701475237166253,5,1,8,20260952,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,FAT1,TCGA_MC3_Bailey2018,460,67,393,,,,0.496771865861532,0.471801298849265,0.141866245684429,7,1,10,20260953,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,FAT1,TCGA_MC3_Bailey2018,460,67,393,,,,0.489480080513463,0.479586798830276,0.14336802555202,3,1,6,20260953,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,FAT1,TCGA_MC3_Bailey2018,460,67,393,,,,0.518229463370172,0.562834681554062,0.208731368705378,2,1,6,20260953,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,FBXW7,TCGA_MC3_Bailey2018,460,25,435,,,,0.487356321839081,0.529195402298851,0.0622700481148759,6,3,9,20260954,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,FBXW7,TCGA_MC3_Bailey2018,460,25,435,,,,0.496551724137931,0.572413793103448,0.0620038528356172,2,2,4,20260954,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,FBXW7,TCGA_MC3_Bailey2018,460,25,435,,,,0.491264367816092,0.609563218390805,0.0721841984344949,7,4,8,20260954,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KDM6A,TCGA_MC3_Bailey2018,460,21,439,,,,0.489749430523918,0.492786636294609,0.0540540091036948,5,1,7,20260955,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KDM6A,TCGA_MC3_Bailey2018,460,21,439,,,,0.490888382687927,0.491051090139928,0.0440021581552669,5,1,7,20260955,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KDM6A,TCGA_MC3_Bailey2018,460,21,439,,,,0.496583143507973,0.38713526412843,0.0375398467577491,1,1,6,20260955,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KEAP1,TCGA_MC3_Bailey2018,460,51,409,,,,0.567452898029628,0.626108634162712,0.22070319119557,3,2,6,20260956,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KEAP1,TCGA_MC3_Bailey2018,460,51,409,,,,0.509899803442159,0.594611438707512,0.161668931591849,6,3,9,20260956,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KEAP1,TCGA_MC3_Bailey2018,460,51,409,,,,0.540486121098806,0.640634738002781,0.219728954124559,5,1,6,20260956,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KMT2D,TCGA_MC3_Bailey2018,460,103,357,,,,0.486171167496125,0.560550433765739,0.243270643700912,5,1,10,20260957,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KMT2D,TCGA_MC3_Bailey2018,460,103,357,,,,0.510823746974518,0.536781702972451,0.250394714872565,2,2,3,20260957,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,KMT2D,TCGA_MC3_Bailey2018,460,103,357,,,,0.509042451932229,0.551304016752332,0.282581438268273,7,2,8,20260957,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NF1,TCGA_MC3_Bailey2018,460,49,411,,,,0.525001241372461,0.468940861015939,0.124364981999955,5,3,9,20260958,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NF1,TCGA_MC3_Bailey2018,460,49,411,,,,0.52303987288346,0.582005064799643,0.149491253625345,9,2,10,20260958,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NF1,TCGA_MC3_Bailey2018,460,49,411,,,,0.485873181389344,0.55712796067332,0.126596258082932,3,2,7,20260958,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NFE2L2,TCGA_MC3_Bailey2018,460,66,394,,,,0.54653130287648,0.540378403322566,0.192544657167487,8,1,10,20260959,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NFE2L2,TCGA_MC3_Bailey2018,460,66,394,,,,0.496077526534379,0.585756037532687,0.187028436670197,4,2,4,20260959,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NFE2L2,TCGA_MC3_Bailey2018,460,66,394,,,,0.517458852484233,0.591139824642363,0.204229621866,9,4,10,20260959,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NOTCH1,TCGA_MC3_Bailey2018,460,36,424,,,,0.496200209643606,0.460036687631027,0.0873358117876355,7,2,9,20260960,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NOTCH1,TCGA_MC3_Bailey2018,460,36,424,,,,0.521619496855346,0.542321802935011,0.101908454776582,8,2,10,20260960,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,NOTCH1,TCGA_MC3_Bailey2018,460,36,424,,,,0.484407756813417,0.446540880503145,0.0746097014235657,8,6,10,20260960,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,PIK3CA,TCGA_MC3_Bailey2018,460,54,406,,,,0.485221674876847,0.427659186279876,0.101850130401177,1,1,8,20260961,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,PIK3CA,TCGA_MC3_Bailey2018,460,54,406,,,,0.524174420726145,0.525542784163474,0.155041118234025,8,4,10,20260961,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,PIK3CA,TCGA_MC3_Bailey2018,460,54,406,,,,0.49635103083379,0.48978288633461,0.117112887895671,4,1,10,20260961,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,PTEN,TCGA_MC3_Bailey2018,460,51,409,,,,0.513543314636368,0.628265976317177,0.160474165442443,7,6,8,20260962,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,PTEN,TCGA_MC3_Bailey2018,460,51,409,,,,0.478019080492833,0.449590104990652,0.0973258651144539,6,3,8,20260962,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,PTEN,TCGA_MC3_Bailey2018,460,51,409,,,,0.546646531473225,0.567572750371542,0.144615897989481,8,3,10,20260962,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,RASA1,TCGA_MC3_Bailey2018,460,29,431,,,,0.493039443155452,0.546763741099288,0.0844496982895661,1,1,9,20260963,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,RASA1,TCGA_MC3_Bailey2018,460,29,431,,,,0.486078886310905,0.464677174173934,0.0574210546966261,2,1,10,20260963,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,RASA1,TCGA_MC3_Bailey2018,460,29,431,,,,0.496359708776702,0.621169693575486,0.0948913412051744,7,6,10,20260963,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,RB1,TCGA_MC3_Bailey2018,460,31,429,,,,0.494172494172494,0.536957665989924,0.0777585611996455,1,1,4,20260964,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,RB1,TCGA_MC3_Bailey2018,460,31,429,,,,0.491841491841492,0.513346868185578,0.0764832262985422,2,1,5,20260964,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,RB1,TCGA_MC3_Bailey2018,460,31,429,,,,0.492819008948041,0.566959921798632,0.0949454519308255,5,1,10,20260964,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,TP53,TCGA_MC3_Bailey2018,460,381,79,,,,0.516744742350244,0.52599754144656,0.840323924993124,6,2,10,20260965,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,TP53,TCGA_MC3_Bailey2018,460,381,79,,,,0.53873882853251,0.589421575467624,0.875954499212499,7,3,8,20260965,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,LUSC,TP53,TCGA_MC3_Bailey2018,460,381,79,,,,0.546380278414565,0.586232100734244,0.867462355190255,10,8,10,20260965,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,OV,TP53,TCGA_MC3_Bailey2018,70,21,49,,,,0.554421768707483,0.572400388726919,0.456886241116908,2,1,7,20260966,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,OV,TP53,TCGA_MC3_Bailey2018,70,21,49,,,,0.700680272108844,0.72108843537415,0.548379073260551,3,2,8,20260966,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,OV,TP53,TCGA_MC3_Bailey2018,70,21,49,,,,0.591836734693878,0.591836734693878,0.483651709767374,5,1,9,20260966,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,CDKN2A,TCGA_MC3_Bailey2018,175,34,141,,,,0.543178973717146,0.554860241969128,0.27469587209239,7,4,10,20260967,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,CDKN2A,TCGA_MC3_Bailey2018,175,34,141,,,,0.423028785982478,0.386107634543179,0.15560849907577,5,1,7,20260967,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,CDKN2A,TCGA_MC3_Bailey2018,175,34,141,,,,0.488423028785982,0.517313308302044,0.243522441947642,5,5,9,20260967,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,KRAS,TCGA_MC3_Bailey2018,175,116,59,,,,0.536163062536528,0.572910578609001,0.742548342190046,4,1,5,20260968,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,KRAS,TCGA_MC3_Bailey2018,175,116,59,,,,0.562025131502046,0.566627703097604,0.707336473936167,3,3,10,20260968,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,KRAS,TCGA_MC3_Bailey2018,175,116,59,,,,0.549532437171245,0.571011104617183,0.711484453118683,2,1,10,20260968,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,SMAD4,TCGA_MC3_Bailey2018,175,37,138,,,,0.515863689776733,0.50117508813161,0.23352836712602,4,1,8,20260969,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,SMAD4,TCGA_MC3_Bailey2018,175,37,138,,,,0.534665099882491,0.564042303172738,0.264757383061832,4,3,6,20260969,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,SMAD4,TCGA_MC3_Bailey2018,175,37,138,,,,0.510282021151586,0.50274187230709,0.229119268377124,8,8,10,20260969,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,TP53,TCGA_MC3_Bailey2018,175,106,69,,,,0.603841946951053,0.625375991249658,0.706675734118723,2,2,4,20260970,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,TP53,TCGA_MC3_Bailey2018,175,106,69,,,,0.5755400601586,0.621274268526114,0.685567952241767,3,2,4,20260970,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,PAAD,TP53,TCGA_MC3_Bailey2018,175,106,69,,,,0.584974022422751,0.621410992616899,0.69513114095775,4,3,10,20260970,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,FOXA1,TCGA_MC3_Bailey2018,368,23,345,,,,0.507246376811594,0.615500945179584,0.128600606850136,7,1,9,20260971,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,FOXA1,TCGA_MC3_Bailey2018,368,23,345,,,,0.507246376811594,0.520982986767486,0.0782633918185593,5,2,9,20260971,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,FOXA1,TCGA_MC3_Bailey2018,368,23,345,,,,0.528985507246377,0.572904851921865,0.106100840767388,5,2,8,20260971,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,SPOP,TCGA_MC3_Bailey2018,368,39,329,,,,0.561725508534019,0.629101395058842,0.223244378677854,6,5,9,20260972,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,SPOP,TCGA_MC3_Bailey2018,368,39,329,,,,0.556308939287663,0.548203569480165,0.139898854305724,7,6,10,20260972,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,SPOP,TCGA_MC3_Bailey2018,368,39,329,,,,0.520224456394669,0.634089314940379,0.178326741057888,5,2,8,20260972,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,TP53,TCGA_MC3_Bailey2018,368,42,326,,,,0.533450189891908,0.591586327782647,0.188641619001052,7,3,8,20260973,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,TP53,TCGA_MC3_Bailey2018,368,42,326,,,,0.555360794624598,0.600277534326614,0.208398276708593,6,3,10,20260973,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,PRAD,TP53,TCGA_MC3_Bailey2018,368,42,326,,,,0.579170318434122,0.618609406952965,0.203719671050855,7,3,9,20260973,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,READ,APC,TCGA_MC3_Bailey2018,134,64,70,,,,0.830357142857143,0.894642857142857,0.857861761619182,2,2,4,20260974,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,READ,APC,TCGA_MC3_Bailey2018,134,64,70,,,,0.862276785714286,0.898660714285714,0.852033710245584,1,1,3,20260974,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,READ,APC,TCGA_MC3_Bailey2018,134,64,70,,,,0.854464285714286,0.888616071428572,0.861446725990925,1,1,4,20260974,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,READ,KRAS,TCGA_MC3_Bailey2018,134,29,105,,,,0.532019704433498,0.616420361247947,0.311164156698261,8,3,10,20260975,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,READ,KRAS,TCGA_MC3_Bailey2018,134,29,105,,,,0.578981937602627,0.607553366174056,0.320284673884939,8,3,10,20260975,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,READ,KRAS,TCGA_MC3_Bailey2018,134,29,105,,,,0.559934318555008,0.610180623973727,0.28927620604302,10,4,10,20260975,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,READ,TP53,TCGA_MC3_Bailey2018,134,66,68,,,,0.836007130124777,0.909982174688057,0.864456725148678,6,4,8,20260976,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,READ,TP53,TCGA_MC3_Bailey2018,134,66,68,,,,0.85204991087344,0.901960784313725,0.857676713873838,1,1,4,20260976,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,READ,TP53,TCGA_MC3_Bailey2018,134,66,68,,,,0.88168449197861,0.939171122994652,0.920029051964516,1,1,3,20260976,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,ATRX,TCGA_MC3_Bailey2018,229,35,194,,,,0.496465390279823,0.560972017673049,0.190034667156534,5,4,8,20260977,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,ATRX,TCGA_MC3_Bailey2018,229,35,194,,,,0.510751104565538,0.540648011782032,0.210524722291147,3,1,8,20260977,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,ATRX,TCGA_MC3_Bailey2018,229,35,194,,,,0.500441826215022,0.57820324005891,0.192103045440751,4,2,8,20260977,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,RB1,TCGA_MC3_Bailey2018,229,24,205,,,,0.486686991869919,0.535772357723577,0.119762820218215,6,6,10,20260978,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,RB1,TCGA_MC3_Bailey2018,229,24,205,,,,0.468292682926829,0.459959349593496,0.103431720526747,3,1,9,20260978,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,RB1,TCGA_MC3_Bailey2018,229,24,205,,,,0.538109756097561,0.574390243902439,0.14563247256194,3,1,10,20260978,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,TP53,TCGA_MC3_Bailey2018,229,81,148,,,,0.551217884551218,0.564647981314648,0.420574085407988,6,1,10,20260979,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,TP53,TCGA_MC3_Bailey2018,229,81,148,,,,0.521396396396396,0.585669002335669,0.418949720996818,3,2,9,20260979,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,SARC,TP53,TCGA_MC3_Bailey2018,229,81,148,,,,0.560643977310644,0.644394394394394,0.441697734299246,6,5,10,20260979,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,SKCM,BRAF,TCGA_MC3_Bailey2018,98,52,46,,,,0.619147157190636,0.645903010033445,0.669497043595602,5,2,6,20260980,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,SKCM,BRAF,TCGA_MC3_Bailey2018,98,52,46,,,,0.594899665551839,0.641722408026756,0.664888242349909,4,1,6,20260980,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,SKCM,BRAF,TCGA_MC3_Bailey2018,98,52,46,,,,0.646739130434783,0.665551839464883,0.64743772201175,2,1,7,20260980,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,APC,TCGA_MC3_Bailey2018,365,36,329,,,,0.543608578183046,0.559777102330294,0.12918060473526,5,1,10,20260981,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,APC,TCGA_MC3_Bailey2018,365,36,329,,,,0.514311043566363,0.623100303951368,0.178367378211742,7,2,9,20260981,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,APC,TCGA_MC3_Bailey2018,365,36,329,,,,0.534278959810875,0.624282337048295,0.198039411001336,7,3,10,20260981,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID1A,TCGA_MC3_Bailey2018,365,89,276,,,,0.590457580198665,0.62933561309233,0.354010752660432,4,3,9,20260982,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID1A,TCGA_MC3_Bailey2018,365,89,276,,,,0.586651196873473,0.627951473701352,0.340812930092485,3,2,10,20260982,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID1A,TCGA_MC3_Bailey2018,365,89,276,,,,0.590274385279271,0.620990066764371,0.369465534953471,6,3,7,20260982,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,STAD,ARID2,TCGA_MC3_Bailey2018,365,22,343,,,,0.500861383514445,0.612509939040551,0.0907479079905765,5,3,6,20260983,TRUE
