outer_fold,outer_test_positive,outer_test_negative,primary_component,primary_inner_ba,equal_component,equal_inner_ba,equal_threshold,optimized_component,optimized_inner_ba,optimized_threshold,outer_training_prior_positive,layer,foundation_model,family,tumor_type,endpoint
4,15,52,1,0.544099927705037,1,0.577154791549522,-1.27432068957035,1,0.607599003936059,-1.0904459130925,0.218518518518519,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,RTK RAS
5,14,52,2,0.575078988941548,14,0.581516587677725,-1.25751357125397,1,0.61303317535545,-1.61316725520582,0.22140221402214,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,RTK RAS
1,5,63,6,0.548947368421053,2,0.604526315789474,-2.57702193869581,2,0.628526315789474,-2.29893829381585,0.0706319702602231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TGF-Beta
2,5,63,3,0.528631578947368,1,0.57021052631579,-2.57702193869581,20,0.612736842105263,-47.0051246239559,0.0706319702602231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TGF-Beta
3,5,63,14,0.528631578947368,2,0.57021052631579,-2.57702193869581,17,0.633368421052632,-34.580848594679,0.0706319702602231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TGF-Beta
4,5,62,2,0.522331725728664,2,0.598972530928916,-2.58101395996534,2,0.666911302159782,-4.08383090402518,0.0703703703703704,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TGF-Beta
5,4,62,1,0.5,2,0.531573705179283,-2.52972066557779,20,0.591633466135458,-52.4113861610783,0.0738007380073801,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TGF-Beta
1,26,42,2,0.650341819896275,5,0.669024045261669,-0.508843462562,4,0.677864214992928,-0.779267306168985,0.37546468401487,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TP53
2,26,42,3,0.602781706742103,3,0.637317303158887,-0.508843462562,3,0.647218293257897,-0.526977220371795,0.37546468401487,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TP53
3,25,42,3,0.667542016806723,2,0.658088235294118,-0.498991166118988,3,0.672443977591037,-0.00477242384463661,0.377777777777778,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TP53
4,25,42,1,0.634628851540616,1,0.63077731092437,-0.498991166118988,3,0.642857142857143,-0.112546498686709,0.377777777777778,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TP53
5,25,42,13,0.657212885154062,4,0.675595238095238,-0.498991166118988,4,0.680497198879552,-0.498378249397305,0.377777777777778,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,TP53
1,30,38,5,0.582714799820063,5,0.592555105713001,-0.26170658604852,5,0.612573099415205,-1.00994501337858,0.434944237918216,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,WNT
2,30,38,3,0.632703553756185,3,0.650106837606838,-0.26170658604852,3,0.650444219523167,-0.132607388563624,0.434944237918216,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,WNT
3,29,38,3,0.6382136485281,5,0.643008474576271,-0.253195896380612,5,0.651037020517395,-0.430174106080237,0.437037037037037,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,WNT
4,29,38,20,0.585080285459411,11,0.582738626226584,-0.253195896380612,16,0.606378233719893,-2.47335708321757,0.437037037037037,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,WNT
5,29,38,3,0.631188670829616,6,0.623271632471008,-0.253195896380612,3,0.638826940231936,-0.412035102157374,0.437037037037037,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LIHC,WNT
1,51,35,11,0.60395862414546,13,0.587386806972333,0.368830974928384,1,0.611797129460611,0.503703034581299,0.591176470588235,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,Cell Cycle
2,51,35,1,0.60775260388704,1,0.626955152296074,0.368830974928384,1,0.630552274598232,0.385453000420878,0.591176470588235,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,Cell Cycle
3,50,35,16,0.594041598404445,1,0.60456585226868,0.373793764270513,1,0.617600968729967,0.400686226821919,0.592375366568915,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,Cell Cycle
4,50,35,2,0.568469976494052,10,0.573776622266543,0.373793764270513,14,0.582057126575967,1.32010119999458,0.592375366568915,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,Cell Cycle
5,50,34,1,0.567185289957567,1,0.619271570014144,0.366625274791901,1,0.624752475247525,0.411361364788197,0.590643274853801,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,Cell Cycle
1,21,70,20,0.585714285714286,8,0.598214285714286,-1.25276296849537,8,0.635714285714286,-3.1701651854179,0.222222222222222,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,HIPPO
2,20,70,7,0.535141093474427,2,0.537830687830688,-1.24034044849681,1,0.565167548500882,-1.46673901896732,0.224376731301939,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,HIPPO
3,20,70,11,0.566005291005291,16,0.575132275132275,-1.24034044849681,5,0.602821869488536,-2.00742044314516,0.224376731301939,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,HIPPO
4,20,70,8,0.587279541446208,11,0.587477954144621,-1.24034044849681,9,0.602072310405644,-0.559092848963703,0.224376731301939,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,HIPPO
5,20,70,13,0.591512345679012,6,0.593187830687831,-1.24034044849681,6,0.632363315696649,-1.72848485291808,0.224376731301939,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,HIPPO
1,21,70,17,0.555228987541674,20,0.550447446920512,-1.22090186642638,13,0.581066853834006,-3.22067563957374,0.227777777777778,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,MYC
2,21,70,10,0.560712405685208,2,0.571854711352869,-1.22090186642638,3,0.591156343218108,-1.56245325042607,0.227777777777778,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,MYC
3,21,70,3,0.543297069661344,1,0.550271977539919,-1.22090186642638,2,0.578961221266889,-1.34886733685194,0.227777777777778,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,MYC
4,20,69,5,0.51200500928445,2,0.552791812410934,-1.21237117402477,3,0.567301463920197,-2.64238974090014,0.229281767955801,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,MYC
5,20,69,16,0.556915835384549,11,0.581314505333161,-1.21237117402477,19,0.589886427430151,-5.28963603128943,0.229281767955801,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,MYC
1,20,71,9,0.58693956220458,5,0.592469368087743,-1.30164147578955,5,0.607750906337479,-1.04426136187746,0.213888888888889,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NOTCH
2,20,71,6,0.571566242944335,2,0.571933366986371,-1.30164147578955,20,0.601395071359736,-3.74383520926278,0.213888888888889,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NOTCH
3,19,71,9,0.563944006523512,5,0.571101748663586,-1.28873807095365,8,0.589924798405364,-1.96391384734357,0.21606648199446,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NOTCH
4,19,71,11,0.539865905590287,7,0.548994291927154,-1.28873807095365,6,0.578010328893721,-2.05885093157764,0.21606648199446,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NOTCH
5,19,70,8,0.533270133622246,6,0.550695196821957,-1.29226541147161,6,0.578999638858794,-0.968112505705445,0.215469613259669,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NOTCH
1,13,78,5,0.544516129032258,1,0.619354838709677,-1.82454929205105,2,0.649032258064516,-2.1379883712646,0.138888888888889,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NRF2
2,13,78,6,0.552903225806452,2,0.640322580645161,-1.82454929205105,3,0.666129032258064,-2.23596129867164,0.138888888888889,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NRF2
3,13,78,16,0.570645161290323,2,0.616451612903226,-1.82454929205105,20,0.643870967741935,-7.5320681418093,0.138888888888889,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NRF2
4,12,77,17,0.571496122564782,2,0.667896097345691,-1.80796727945491,2,0.686053842758969,-1.89032723345718,0.140883977900553,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NRF2
5,12,77,20,0.554946094193304,1,0.625622596305403,-1.80796727945491,1,0.651629783746296,-2.35314049629665,0.140883977900553,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,NRF2
1,35,56,5,0.577932224356262,2,0.575734887203359,-0.463688768387061,1,0.602542400468765,-0.525813908838356,0.386111111111111,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,PI3K
2,35,56,17,0.560125655132003,19,0.555893746541229,-0.463688768387061,1,0.583873172954849,-0.804857070060432,0.386111111111111,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,PI3K
3,35,55,15,0.561766802773997,4,0.563079266316676,-0.468203448741588,15,0.585261520513319,1.31794584400374,0.385041551246537,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,PI3K
4,35,55,20,0.616161125153931,18,0.618850865253743,-0.468203448741588,17,0.627519605936872,1.79951404818337,0.385041551246537,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,PI3K
5,34,55,2,0.568211068211068,3,0.572297297297297,-0.461034959262975,3,0.593404118404118,-0.665951828260392,0.386740331491713,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,PI3K
1,68,23,3,0.542592592592593,2,0.574074074074074,1.09861228866811,3,0.588888888888889,0.536855312198457,0.75,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,RTK RAS
2,68,23,2,0.533333333333333,1,0.512962962962963,1.09861228866811,1,0.55,1.5293577425391,0.75,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,RTK RAS
3,68,23,3,0.52037037037037,2,0.522222222222222,1.09861228866811,2,0.535185185185185,1.08738270411592,0.75,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,RTK RAS
4,67,22,13,0.546875633591501,7,0.55188354081343,1.09125931436285,4,0.582802806050039,1.30452082768062,0.748618784530387,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,RTK RAS
5,67,22,4,0.528912047362232,1,0.558939215765784,1.09125931436285,1,0.572016544341268,0.974795062558133,0.748618784530387,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,RTK RAS
1,9,82,3,0.501543209876543,1,0.608024691358025,-2.19722457733622,1,0.632716049382716,-2.25618926289785,0.1,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TGF-Beta
2,9,81,11,0.520213675213675,2,0.622435897435897,-2.20030624387363,1,0.651965811965812,-2.4245199742969,0.0997229916897507,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TGF-Beta
3,9,81,1,0.5,1,0.570042735042735,-2.20030624387363,1,0.579358974358974,-2.2589517805713,0.0997229916897507,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TGF-Beta
4,9,81,17,0.548034188034188,1,0.611666666666667,-2.20030624387363,1,0.682820512820513,-2.55409590618892,0.0997229916897507,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TGF-Beta
5,9,81,17,0.540299145299145,1,0.582435897435897,-2.20030624387363,1,0.642692307692308,-2.35789148137101,0.0997229916897507,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TGF-Beta
1,55,36,8,0.67026134266006,3,0.67351598173516,0.440311839438332,1,0.684688623336248,0.367629373370776,0.608333333333333,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TP53
2,55,36,3,0.716166326629748,2,0.714611872146119,0.440311839438332,2,0.728067618770038,0.25475628594084,0.608333333333333,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TP53
3,55,35,2,0.711106823589942,2,0.693806675670461,0.43324467221524,2,0.719580037301434,0.166391460650747,0.606648199445983,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TP53
4,55,35,5,0.730143417583124,3,0.732539070036658,0.43324467221524,3,0.739854653032349,0.180223593714712,0.606648199445983,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TP53
5,54,35,3,0.685787451984635,3,0.709731113956466,0.437800488751101,3,0.717925736235595,0.210540950094168,0.607734806629834,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,TP53
1,16,75,19,0.603075826525577,6,0.61179340972641,-1.58956970921738,6,0.626021163440978,-2.00816950959095,0.169444444444444,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,WNT
2,16,75,17,0.544026536542574,1,0.541723778715938,-1.58956970921738,1,0.583063764460771,-1.86649615069251,0.169444444444444,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,WNT
3,15,75,4,0.553889308447513,4,0.590058258711835,-1.5733091883456,4,0.616031934405006,-1.17986907299926,0.171745152354571,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,WNT
4,15,75,5,0.548575898155141,19,0.546984572230014,-1.5733091883456,4,0.57125903549466,-2.10740340223285,0.171745152354571,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,WNT
5,15,74,19,0.586021505376344,7,0.596075268817204,-1.57664808961111,7,0.607795698924731,-2.12409355515952,0.171270718232044,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUAD,WNT
1,70,11,1,0.496415770609319,6,0.512051971326165,1.94233232770743,2,0.557930107526882,2.75694239551978,0.87460815047022,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,Cell Cycle
2,70,10,20,0.501486143893697,1,0.53671649619722,1.91763971511706,1,0.551403094676108,1.81335100061569,0.871875,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,Cell Cycle
3,70,10,12,0.536279395052015,5,0.534530990471195,1.91763971511706,5,0.603461841070024,2.97877311451868,0.871875,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,Cell Cycle
4,70,10,13,0.557435090479937,5,0.555686685899117,1.91763971511706,16,0.628201765888627,6.23322659336734,0.871875,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,Cell Cycle
5,69,10,1,0.494642857142857,17,0.477918118466899,1.92121753646494,9,0.537020905923345,4.37760681344052,0.872274143302181,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,Cell Cycle
1,24,65,4,0.569802885592359,1,0.599410688884373,-1.002951170099,13,0.621499695183906,-2.85597990925949,0.268361581920904,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,HIPPO
2,24,65,8,0.56996545417598,2,0.592217029059134,-1.002951170099,8,0.595224547856127,-0.316577523313985,0.268361581920904,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,HIPPO
3,24,65,11,0.551717130664499,1,0.553972769762243,-1.002951170099,1,0.581812639707377,-1.68112132082587,0.268361581920904,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,HIPPO
4,24,65,1,0.544726681568787,2,0.566246697825645,-1.002951170099,1,0.614793741109531,-1.61481186053908,0.268361581920904,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,HIPPO
5,23,64,2,0.565144230769231,2,0.577724358974359,-0.996333439547692,2,0.589022435897436,-0.849254523727759,0.269662921348315,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,HIPPO
1,11,78,7,0.56959706959707,2,0.56456043956044,-2.00533356952611,18,0.595467032967033,-8.01779788461196,0.11864406779661,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,MYC
2,11,78,13,0.537545787545788,1,0.603250915750916,-2.00533356952611,1,0.616071428571429,-1.90150490917144,0.11864406779661,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,MYC
3,11,78,8,0.534569597069597,9,0.574404761904762,-2.00533356952611,11,0.599358974358974,-5.35077551187155,0.11864406779661,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,MYC
4,10,78,10,0.591457960644007,8,0.62116129994037,-1.98180307211592,4,0.643746273106738,-3.39651968126689,0.12112676056338,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,MYC
5,10,78,7,0.521280560524747,1,0.613595706618962,-1.98180307211592,1,0.614005664877758,-2.03268265794104,0.12112676056338,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,MYC
1,28,62,15,0.55946382914724,14,0.558204241239284,-0.805820343064058,15,0.567660550458716,0.111909496947641,0.308781869688385,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NOTCH
2,28,61,4,0.512132559445797,4,0.550777008050927,-0.809910328315583,4,0.553323347687699,-0.823477510882819,0.307909604519774,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NOTCH
3,27,61,12,0.533487940630798,2,0.568181818181818,-0.800777844752311,2,0.578849721706865,-1.2811149487092,0.309859154929577,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NOTCH
4,27,61,2,0.523747680890538,2,0.53821892393321,-0.800777844752311,3,0.561502782931354,-1.10073503006375,0.309859154929577,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NOTCH
5,27,61,1,0.525788497217069,6,0.523840445269017,-0.800777844752311,7,0.544341372912801,-2.08464115998175,0.309859154929577,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NOTCH
1,22,67,7,0.572646261139093,3,0.613199018468294,-1.12134053974567,2,0.635541779671962,-0.845176072337994,0.245762711864407,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NRF2
2,22,67,8,0.576779026217229,3,0.618946144905076,-1.12134053974567,3,0.636445822032804,-1.20571303115333,0.245762711864407,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NRF2
3,22,67,6,0.611132635929226,7,0.62417667570709,-1.12134053974567,3,0.646519436910758,-2.03284266174528,0.245762711864407,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NRF2
4,22,67,8,0.61326359292264,1,0.665439752034095,-1.12134053974567,2,0.679387834172801,-0.9708831965366,0.245762711864407,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NRF2
5,21,66,8,0.60736092265943,2,0.671048168249661,-1.11365016603265,2,0.676390773405699,-0.938885699789781,0.247191011235955,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,NRF2
1,62,28,2,0.543540382012333,1,0.567472552263498,0.805820343064058,1,0.579560836215972,0.524880341420191,0.691218130311615,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,PI3K
2,61,28,1,0.555513948698746,1,0.620127316981839,0.809910328315583,1,0.621138363602322,0.844507867516168,0.692090395480226,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,PI3K
3,61,27,5,0.544990723562152,1,0.591929499072356,0.800777844752311,1,0.61178107606679,0.899893601111736,0.690140845070423,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,PI3K
4,61,27,1,0.565769944341373,1,0.572170686456401,0.800777844752311,1,0.60834879406308,0.422014295347256,0.690140845070423,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,PI3K
5,61,27,2,0.551948051948052,1,0.588311688311688,0.800777844752311,1,0.612801484230056,0.74835915595487,0.690140845070423,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,PI3K
1,48,42,7,0.552393857271906,2,0.559701251774423,0.141880587235444,8,0.586591818299135,1.88401337424304,0.535410764872521,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,RTK RAS
2,48,41,15,0.567869167869168,15,0.571669071669072,0.135801541159062,17,0.585088985088985,1.94935034472553,0.533898305084746,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,RTK RAS
3,47,41,4,0.5707336523126,4,0.577352472089314,0.141078598259905,4,0.591387559808613,-0.73932201192689,0.535211267605634,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,RTK RAS
4,47,41,4,0.580223285486443,4,0.566427432216906,0.141078598259905,4,0.592583732057416,-0.0569789056626835,0.535211267605634,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,RTK RAS
5,47,41,3,0.538197767145136,2,0.55207336523126,0.141078598259905,2,0.552870813397129,0.180405794212747,0.535211267605634,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,RTK RAS
1,10,80,17,0.528138898392063,1,0.596091344509066,-2.14482430094269,1,0.634322613752994,-2.27232826094167,0.104815864022663,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TGF-Beta
2,10,79,2,0.504049791116037,1,0.523574047233353,-2.14798386123306,4,0.551624179384432,-4.64504431777343,0.104519774011299,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TGF-Beta
3,9,79,14,0.540594388178649,4,0.563299020421717,-2.1213156141509,20,0.628673418562178,-15.4515906112272,0.107042253521127,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TGF-Beta
4,9,79,20,0.542171675244895,18,0.570604349991699,-2.1213156141509,5,0.597459737672256,-1.53845365114171,0.107042253521127,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TGF-Beta
5,9,79,5,0.538975593558028,4,0.587497924622281,-2.1213156141509,4,0.613813714095965,-2.14706993292081,0.107042253521127,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TGF-Beta
1,76,13,8,0.562302631578947,1,0.590065789473684,1.80500469597808,1,0.606381578947369,1.65698787775546,0.858757062146893,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TP53
2,76,13,8,0.532434210526316,1,0.562105263157895,1.80500469597808,1,0.594342105263158,1.26686633081135,0.858757062146893,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TP53
3,76,13,11,0.583947368421053,2,0.603486842105263,1.80500469597808,15,0.621447368421053,3.35494020425774,0.858757062146893,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TP53
4,76,12,8,0.555276057791538,1,0.566015221878225,1.7852020686819,8,0.604102167182663,0.886955470520135,0.856338028169014,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TP53
5,76,12,6,0.573303663570691,5,0.589041537667699,1.7852020686819,4,0.633513931888545,1.20274476376968,0.856338028169014,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,TP53
1,17,73,13,0.515111375432526,5,0.519679930795848,-1.50754360475276,1,0.564527465397924,-1.99697758130528,0.181303116147309,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,WNT
2,16,73,7,0.533484162895928,1,0.55083843492148,-1.4920394182168,1,0.579345222251797,-1.84068662026802,0.18361581920904,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,WNT
3,16,72,13,0.545490716180371,7,0.558620689655172,-1.49549365308488,11,0.579973474801061,-1.83613084811835,0.183098591549296,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,WNT
4,16,72,20,0.525596816976127,13,0.518567639257294,-1.49549365308488,1,0.573872679045093,-1.80011219451039,0.183098591549296,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,WNT
5,16,72,20,0.542705570291777,18,0.535676392572944,-1.49549365308488,1,0.569496021220159,-1.79327235257804,0.183098591549296,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,LUSC,WNT
1,8,7,13,0.564814814814815,13,0.564814814814815,0.0363676441708748,10,0.617063492063492,-33.7938701367685,0.509090909090909,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,Cell Cycle
2,7,7,10,0.644955300127714,10,0.644955300127714,0.0714589639821451,10,0.646232439335888,14.8581073699539,0.517857142857143,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,Cell Cycle
3,7,7,1,0.585568326947637,1,0.568326947637292,0.0714589639821451,1,0.600255427841635,-0.339360917551685,0.517857142857143,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,Cell Cycle
4,7,7,4,0.641123882503193,5,0.659642401021712,0.0714589639821451,4,0.674329501915709,-1.26109820076015,0.517857142857143,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,Cell Cycle
5,7,6,13,0.543103448275862,13,0.543103448275862,0.0350913198112702,11,0.614532019704434,40.1895029239875,0.508771929824562,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,Cell Cycle
1,6,9,3,0.609243697478992,3,0.59453781512605,-0.481838086892738,9,0.63515406162465,23.1482624164959,0.381818181818182,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,HIPPO
2,6,9,3,0.535714285714286,3,0.55952380952381,-0.481838086892738,18,0.589635854341737,33981.9855444614,0.381818181818182,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,HIPPO
3,5,9,5,0.520053475935829,5,0.505347593582888,-0.435318071257846,6,0.557486631016043,1.66732321147611,0.392857142857143,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,HIPPO
4,5,8,4,0.487662337662338,4,0.518831168831169,-0.464305608131098,1,0.585714285714286,-2.34452378998332,0.385964912280702,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,HIPPO
5,5,8,9,0.433116883116883,9,0.455844155844156,-0.464305608131098,4,0.525974025974026,-10.317899832913,0.385964912280702,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,MESO,HIPPO
1,21,9,18,0.642857142857143,18,0.642857142857143,0.847297860387204,19,0.668650793650794,30.8088847778846,0.7,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,Cell Cycle
2,21,9,14,0.603174603174603,7,0.621031746031746,0.847297860387204,18,0.630952380952381,-13.2423261584163,0.7,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,Cell Cycle
3,21,9,3,0.571428571428571,1,0.527777777777778,0.847297860387204,3,0.571428571428571,0.0815741798190036,0.7,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,Cell Cycle
4,21,9,5,0.545634920634921,4,0.577380952380952,0.847297860387204,12,0.589285714285714,9.67297305934088,0.7,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,Cell Cycle
5,21,9,8,0.48015873015873,4,0.492063492063492,0.847297860387204,3,0.547619047619048,1.29980858581754,0.7,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,Cell Cycle
1,5,26,3,0.579186893203884,1,0.575849514563107,-1.86214026598985,2,0.612560679611651,-0.891379479862023,0.134453781512605,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,MYC
2,4,26,4,0.559394631639063,4,0.628498001142205,-1.80151564417342,1,0.677327241576242,-1.42644619902933,0.141666666666667,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,MYC
3,4,26,2,0.637350085665334,2,0.598800685322673,-1.80151564417342,2,0.688178183894917,-3.58040087186101,0.141666666666667,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,MYC
4,4,26,4,0.617932609937179,5,0.657624214734438,-1.80151564417342,5,0.677327241576242,-1.91738086578317,0.141666666666667,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,MYC
5,4,25,2,0.564196832579186,5,0.6289592760181,-1.81117755508516,5,0.688914027149321,-3.51424491067794,0.140495867768595,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,MYC
