outer_fold,outer_test_positive,outer_test_negative,primary_component,primary_inner_ba,equal_component,equal_inner_ba,equal_threshold,optimized_component,optimized_inner_ba,optimized_threshold,outer_training_prior_positive,layer,foundation_model,family,tumor_type,endpoint
5,13,5,16,0.553787878787879,16,0.553787878787879,0.829279354884525,10,0.56780303030303,-68.2931926817268,0.69620253164557,matched three-representation atlas,ProvGigaPath,fusion,SKCM,Any called fusion
1,38,18,17,0.509266409266409,3,0.528861003861004,0.748717031714756,5,0.599324324324324,2.68420479535529,0.678899082568807,matched three-representation atlas,ProvGigaPath,fusion,STAD,Any called fusion
2,37,18,6,0.541418983700863,1,0.57895493767977,0.7554510638961,1,0.589884947267498,0.766474851919277,0.680365296803653,matched three-representation atlas,ProvGigaPath,fusion,STAD,Any called fusion
3,37,18,16,0.538063279002876,16,0.53470757430489,0.7554510638961,16,0.58326941514861,26.7422384787955,0.680365296803653,matched three-representation atlas,ProvGigaPath,fusion,STAD,Any called fusion
4,37,17,13,0.571982228944135,2,0.611210889498062,0.741266428904144,4,0.627611305416391,1.28661438733691,0.677272727272727,matched three-representation atlas,ProvGigaPath,fusion,STAD,Any called fusion
5,37,17,16,0.545845543057,1,0.59911144720673,0.741266428904144,1,0.614566594196049,0.636865558127824,0.677272727272727,matched three-representation atlas,ProvGigaPath,fusion,STAD,Any called fusion
1,12,18,8,0.578457446808511,8,0.578457446808511,-0.426518517305997,6,0.594710401891253,2.61435037549396,0.394957983193277,matched three-representation atlas,ProvGigaPath,fusion,TGCT,Any called fusion
2,12,18,2,0.545656028368794,2,0.560874704491726,-0.426518517305997,7,0.601950354609929,-4.71604381542663,0.394957983193277,matched three-representation atlas,ProvGigaPath,fusion,TGCT,Any called fusion
3,12,18,5,0.634013002364066,5,0.648345153664303,-0.426518517305997,5,0.695921985815603,-3.04310490383137,0.394957983193277,matched three-representation atlas,ProvGigaPath,fusion,TGCT,Any called fusion
4,12,18,18,0.558067375886525,18,0.558067375886525,-0.426518517305997,4,0.600029550827423,-3.16893960202315,0.394957983193277,matched three-representation atlas,ProvGigaPath,fusion,TGCT,Any called fusion
5,11,18,5,0.545138888888889,5,0.545138888888889,-0.405465108108164,6,0.586805555555556,-3.22932213331033,0.4,matched three-representation atlas,ProvGigaPath,fusion,TGCT,Any called fusion
1,27,72,4,0.613339030964434,3,0.632256261915719,-0.996043121647554,3,0.652061008480705,-1.22854384806302,0.269720101781171,matched three-representation atlas,ProvGigaPath,fusion,THCA,Any called fusion
2,27,72,3,0.63343961606732,2,0.655035829334035,-0.996043121647554,2,0.674068108605614,-0.567685203656298,0.269720101781171,matched three-representation atlas,ProvGigaPath,fusion,THCA,Any called fusion
3,27,72,4,0.601653408717376,3,0.631746762211557,-0.996043121647554,3,0.634294260732365,-0.800924087957074,0.269720101781171,matched three-representation atlas,ProvGigaPath,fusion,THCA,Any called fusion
4,26,72,5,0.610733009866814,2,0.656126868344785,-0.986653381297715,2,0.681803380116578,-1.59159907215535,0.271573604060914,matched three-representation atlas,ProvGigaPath,fusion,THCA,Any called fusion
5,26,71,6,0.619207554517134,2,0.646157840083074,-0.99013164567404,4,0.663389148494289,-0.761953905664467,0.270886075949367,matched three-representation atlas,ProvGigaPath,fusion,THCA,Any called fusion
1,4,95,6,0.584466180371353,19,0.575182360742706,-3.15965646520823,19,0.734416445623342,-41.0155521111587,0.0407124681933842,matched three-representation atlas,ProvGigaPath,fusion,THCA,Fusion pair: CCDC6--RET
2,4,95,3,0.524618700265252,9,0.568551061007958,-3.15965646520823,4,0.662052387267905,-6.00333610877682,0.0407124681933842,matched three-representation atlas,ProvGigaPath,fusion,THCA,Fusion pair: CCDC6--RET
3,4,94,4,0.613095238095238,3,0.687830687830688,-3.16230547337981,9,0.703042328042328,-12.7741831947875,0.0406091370558376,matched three-representation atlas,ProvGigaPath,fusion,THCA,Fusion pair: CCDC6--RET
4,4,94,7,0.583167989417989,4,0.720403439153439,-3.16230547337981,3,0.752480158730159,-3.88981710387115,0.0406091370558376,matched three-representation atlas,ProvGigaPath,fusion,THCA,Fusion pair: CCDC6--RET
5,4,94,6,0.558531746031746,1,0.647156084656085,-3.16230547337981,14,0.722883597883598,-22.6832858858963,0.0406091370558376,matched three-representation atlas,ProvGigaPath,fusion,THCA,Fusion pair: CCDC6--RET
1,6,18,4,0.620289855072464,5,0.623550724637681,-1.23837423104327,1,0.67536231884058,-1.68917733650366,0.224719101123596,matched three-representation atlas,ProvGigaPath,fusion,THYM,Any called fusion
2,5,18,3,0.60351966873706,3,0.622153209109731,-1.18958406687384,1,0.669772256728779,-2.48453394398003,0.233333333333333,matched three-representation atlas,ProvGigaPath,fusion,THYM,Any called fusion
3,5,17,16,0.707142857142857,16,0.707142857142857,-1.20397280432594,13,0.733333333333333,-13.5010245756444,0.230769230769231,matched three-representation atlas,ProvGigaPath,fusion,THYM,Any called fusion
4,5,17,13,0.647619047619048,13,0.647619047619048,-1.20397280432594,14,0.666666666666667,-140.242632771604,0.230769230769231,matched three-representation atlas,ProvGigaPath,fusion,THYM,Any called fusion
5,5,17,2,0.533333333333333,1,0.535714285714286,-1.20397280432594,5,0.607142857142857,-3.36141711151124,0.230769230769231,matched three-representation atlas,ProvGigaPath,fusion,THYM,Any called fusion
1,16,15,3,0.693667763157895,3,0.704358552631579,0.115831815525122,3,0.714089912280702,0.220372787139885,0.528925619834711,matched three-representation atlas,ProvGigaPath,fusion,UCEC,Any called fusion
2,16,15,3,0.644873903508772,3,0.645833333333333,0.115831815525122,3,0.663240131578947,1.28253385542154,0.528925619834711,matched three-representation atlas,ProvGigaPath,fusion,UCEC,Any called fusion
3,16,14,3,0.654903017241379,3,0.663523706896552,0.0984400728132527,4,0.690193965517241,0.614647604105031,0.524590163934426,matched three-representation atlas,ProvGigaPath,fusion,UCEC,Any called fusion
4,16,14,3,0.613415948275862,3,0.622844827586207,0.0984400728132527,2,0.64520474137931,1.42317782601267,0.524590163934426,matched three-representation atlas,ProvGigaPath,fusion,UCEC,Any called fusion
5,16,14,3,0.656519396551724,3,0.656519396551724,0.0984400728132527,3,0.710398706896552,-0.61131490525867,0.524590163934426,matched three-representation atlas,ProvGigaPath,fusion,UCEC,Any called fusion
1,15,64,6,0.816444050701922,5,0.815898868747444,-1.4729464781811,5,0.829187678887829,-1.56884550439564,0.186495176848875,matched three-representation atlas,ProvGigaPath,microsatellite_instability,COAD,MSI-H (MANTIS >0.4)
2,15,64,9,0.72573940302576,4,0.75303257462178,-1.4729464781811,5,0.789661987188224,-2.62460798194791,0.186495176848875,matched three-representation atlas,ProvGigaPath,microsatellite_instability,COAD,MSI-H (MANTIS >0.4)
3,15,63,4,0.718503937007874,3,0.755973391257127,-1.47689125647212,3,0.786043985881075,-1.86567247793371,0.185897435897436,matched three-representation atlas,ProvGigaPath,microsatellite_instability,COAD,MSI-H (MANTIS >0.4)
4,14,63,3,0.735152809288669,4,0.77085279594288,-1.45979682311282,5,0.818363806219138,-2.11197805145938,0.188498402555911,matched three-representation atlas,ProvGigaPath,microsatellite_instability,COAD,MSI-H (MANTIS >0.4)
5,14,63,3,0.693380488455892,3,0.745262244761778,-1.45979682311282,4,0.776424663018818,-2.55083785933264,0.188498402555911,matched three-representation atlas,ProvGigaPath,microsatellite_instability,COAD,MSI-H (MANTIS >0.4)
1,13,61,4,0.758854781582054,4,0.760414909765559,-1.59711742804606,17,0.835216731320628,-34.3927107322732,0.168384879725086,matched three-representation atlas,ProvGigaPath,microsatellite_instability,STAD,MSI-H (MANTIS >0.4)
2,13,61,18,0.699443413729128,9,0.709520998482037,-1.59711742804606,16,0.77192612582223,-24.2286566362068,0.168384879725086,matched three-representation atlas,ProvGigaPath,microsatellite_instability,STAD,MSI-H (MANTIS >0.4)
3,12,61,4,0.760743801652893,4,0.783884297520661,-1.57691472072854,4,0.801818181818182,-1.78456880309306,0.171232876712329,matched three-representation atlas,ProvGigaPath,microsatellite_instability,STAD,MSI-H (MANTIS >0.4)
4,12,60,20,0.768559670781893,11,0.768559670781893,-1.5810384379124,4,0.825925925925926,-2.61008705378107,0.170648464163823,matched three-representation atlas,ProvGigaPath,microsatellite_instability,STAD,MSI-H (MANTIS >0.4)
5,12,60,3,0.705020576131687,8,0.742962962962963,-1.5810384379124,5,0.801810699588477,-3.04593219005715,0.170648464163823,matched three-representation atlas,ProvGigaPath,microsatellite_instability,STAD,MSI-H (MANTIS >0.4)
1,31,67,15,0.625244379276637,9,0.636180351906158,-0.755667537541279,9,0.652309384164223,-0.843617926113392,0.319587628865979,matched three-representation atlas,ProvGigaPath,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4)
2,31,66,8,0.60453438831406,9,0.623508825319537,-0.759448260381185,8,0.638785757760195,-1.56154102146871,0.318766066838046,matched three-representation atlas,ProvGigaPath,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4)
3,31,66,10,0.62469567863664,8,0.638344491783323,-0.759448260381185,8,0.655249543517955,-0.979579594726662,0.318766066838046,matched three-representation atlas,ProvGigaPath,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4)
4,31,66,10,0.596469872185027,9,0.606603773584906,-0.759448260381185,8,0.626354230066951,-1.71454451890825,0.318766066838046,matched three-representation atlas,ProvGigaPath,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4)
5,31,66,8,0.602388922702374,8,0.599832623250152,-0.759448260381185,8,0.611077297626293,-1.01991702242981,0.318766066838046,matched three-representation atlas,ProvGigaPath,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4)
1,12,64,15,0.779150197628459,15,0.786561264822134,-1.74919985480926,4,0.827569169960474,-4.4333726341945,0.148148148148148,matched three-representation atlas,ProvGigaPath,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6)
2,11,64,12,0.769609134826526,5,0.790601668862538,-1.7267269989572,3,0.844400527009223,-3.49379120114706,0.151006711409396,matched three-representation atlas,ProvGigaPath,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6)
3,11,63,18,0.829965004374453,18,0.829965004374453,-1.73067177724822,8,0.867804024496938,-4.97647327453956,0.150501672240803,matched three-representation atlas,ProvGigaPath,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6)
4,11,63,12,0.814916885389326,7,0.812948381452318,-1.73067177724822,4,0.859930008748906,-3.25715298254599,0.150501672240803,matched three-representation atlas,ProvGigaPath,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6)
5,11,63,8,0.835870516185477,7,0.843044619422572,-1.73067177724822,8,0.866535433070866,-3.45844111675178,0.150501672240803,matched three-representation atlas,ProvGigaPath,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6)
1,11,61,8,0.747933884297521,10,0.783057851239669,-1.70474809223843,7,0.81301652892562,-5.13961556501492,0.153846153846154,matched three-representation atlas,ProvGigaPath,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6)
2,11,61,19,0.793388429752066,11,0.803719008264463,-1.70474809223843,15,0.847107438016529,-26.724592520778,0.153846153846154,matched three-representation atlas,ProvGigaPath,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6)
