family,tumor_type,endpoint,repeat,outer_fold,selected_components,outer_training_positive,outer_training_negative,outer_test_positive,outer_test_negative,inner_folds,minimum_inner_training_positive,minimum_inner_training_negative,minimum_inner_validation_positive,minimum_inner_validation_negative,seed
driver_mutation,OV,TP53,2,2,6,17,40,5,10,5,13,32,3,8,20280847
driver_mutation,OV,TP53,2,3,3,18,40,4,10,5,14,32,3,8,20280847
driver_mutation,OV,TP53,2,4,10,18,40,4,10,5,14,32,3,8,20280847
driver_mutation,OV,TP53,2,5,3,18,40,4,10,5,14,32,3,8,20280847
driver_mutation,OV,TP53,3,1,8,17,40,5,10,5,13,32,3,8,20290847
driver_mutation,OV,TP53,3,2,4,17,40,5,10,5,13,32,3,8,20290847
driver_mutation,OV,TP53,3,3,10,18,40,4,10,5,14,32,3,8,20290847
driver_mutation,OV,TP53,3,4,9,18,40,4,10,5,14,32,3,8,20290847
driver_mutation,OV,TP53,3,5,2,18,40,4,10,5,14,32,3,8,20290847
driver_mutation,OV,TP53,4,1,9,17,40,5,10,5,13,32,3,8,20300847
driver_mutation,OV,TP53,4,2,3,17,40,5,10,5,13,32,3,8,20300847
driver_mutation,OV,TP53,4,3,7,18,40,4,10,5,14,32,3,8,20300847
driver_mutation,OV,TP53,4,4,4,18,40,4,10,5,14,32,3,8,20300847
driver_mutation,OV,TP53,4,5,3,18,40,4,10,5,14,32,3,8,20300847
driver_mutation,OV,TP53,5,1,2,17,40,5,10,5,13,32,3,8,20310847
driver_mutation,OV,TP53,5,2,3,17,40,5,10,5,13,32,3,8,20310847
driver_mutation,OV,TP53,5,3,17,18,40,4,10,5,14,32,3,8,20310847
driver_mutation,OV,TP53,5,4,2,18,40,4,10,5,14,32,3,8,20310847
driver_mutation,OV,TP53,5,5,10,18,40,4,10,5,14,32,3,8,20310847
driver_mutation,PAAD,TP53,1,1,1,84,55,22,14,5,67,44,16,11,20270863
driver_mutation,PAAD,TP53,1,2,3,85,55,21,14,5,68,44,17,11,20270863
driver_mutation,PAAD,TP53,1,3,3,85,55,21,14,5,68,44,17,11,20270863
driver_mutation,PAAD,TP53,1,4,6,85,55,21,14,5,68,44,17,11,20270863
driver_mutation,PAAD,TP53,1,5,3,85,56,21,13,5,68,44,17,11,20270863
driver_mutation,PAAD,TP53,2,1,7,84,55,22,14,5,67,44,16,11,20280863
driver_mutation,PAAD,TP53,2,2,2,85,55,21,14,5,68,44,17,11,20280863
driver_mutation,PAAD,TP53,2,3,1,85,55,21,14,5,68,44,17,11,20280863
driver_mutation,PAAD,TP53,2,4,3,85,55,21,14,5,68,44,17,11,20280863
driver_mutation,PAAD,TP53,2,5,3,85,56,21,13,5,68,44,17,11,20280863
driver_mutation,PAAD,TP53,3,1,10,84,55,22,14,5,67,44,16,11,20290863
driver_mutation,PAAD,TP53,3,2,7,85,55,21,14,5,68,44,17,11,20290863
driver_mutation,PAAD,TP53,3,3,2,85,55,21,14,5,68,44,17,11,20290863
driver_mutation,PAAD,TP53,3,4,3,85,55,21,14,5,68,44,17,11,20290863
driver_mutation,PAAD,TP53,3,5,17,85,56,21,13,5,68,44,17,11,20290863
driver_mutation,PAAD,TP53,4,1,2,84,55,22,14,5,67,44,16,11,20300863
driver_mutation,PAAD,TP53,4,2,8,85,55,21,14,5,68,44,17,11,20300863
driver_mutation,PAAD,TP53,4,3,3,85,55,21,14,5,68,44,17,11,20300863
driver_mutation,PAAD,TP53,4,4,2,85,55,21,14,5,68,44,17,11,20300863
driver_mutation,PAAD,TP53,4,5,13,85,56,21,13,5,68,44,17,11,20300863
driver_mutation,PAAD,TP53,5,1,3,84,55,22,14,5,67,44,16,11,20310863
driver_mutation,PAAD,TP53,5,2,12,85,55,21,14,5,68,44,17,11,20310863
driver_mutation,PAAD,TP53,5,3,7,85,55,21,14,5,68,44,17,11,20310863
driver_mutation,PAAD,TP53,5,4,2,85,55,21,14,5,68,44,17,11,20310863
driver_mutation,PAAD,TP53,5,5,1,85,56,21,13,5,68,44,17,11,20310863
driver_mutation,READ,APC,1,1,1,52,56,13,14,5,41,44,10,11,20270829
driver_mutation,READ,APC,1,2,4,52,56,13,14,5,41,44,10,11,20270829
driver_mutation,READ,APC,1,3,3,52,56,13,14,5,41,44,10,11,20270829
driver_mutation,READ,APC,1,4,3,52,56,13,14,5,41,44,10,11,20270829
driver_mutation,READ,APC,1,5,5,52,56,13,14,5,41,44,10,11,20270829
driver_mutation,READ,APC,2,1,1,52,56,13,14,5,41,44,10,11,20280829
driver_mutation,READ,APC,2,2,1,52,56,13,14,5,41,44,10,11,20280829
driver_mutation,READ,APC,2,3,4,52,56,13,14,5,41,44,10,11,20280829
driver_mutation,READ,APC,2,4,3,52,56,13,14,5,41,44,10,11,20280829
driver_mutation,READ,APC,2,5,1,52,56,13,14,5,41,44,10,11,20280829
driver_mutation,READ,APC,3,1,1,52,56,13,14,5,41,44,10,11,20290829
driver_mutation,READ,APC,3,2,1,52,56,13,14,5,41,44,10,11,20290829
driver_mutation,READ,APC,3,3,5,52,56,13,14,5,41,44,10,11,20290829
driver_mutation,READ,APC,3,4,1,52,56,13,14,5,41,44,10,11,20290829
driver_mutation,READ,APC,3,5,1,52,56,13,14,5,41,44,10,11,20290829
driver_mutation,READ,APC,4,1,3,52,56,13,14,5,41,44,10,11,20300829
driver_mutation,READ,APC,4,2,1,52,56,13,14,5,41,44,10,11,20300829
driver_mutation,READ,APC,4,3,4,52,56,13,14,5,41,44,10,11,20300829
driver_mutation,READ,APC,4,4,1,52,56,13,14,5,41,44,10,11,20300829
driver_mutation,READ,APC,4,5,1,52,56,13,14,5,41,44,10,11,20300829
driver_mutation,READ,APC,5,1,1,52,56,13,14,5,41,44,10,11,20310829
driver_mutation,READ,APC,5,2,1,52,56,13,14,5,41,44,10,11,20310829
driver_mutation,READ,APC,5,3,1,52,56,13,14,5,41,44,10,11,20310829
driver_mutation,READ,APC,5,4,1,52,56,13,14,5,41,44,10,11,20310829
driver_mutation,READ,APC,5,5,1,52,56,13,14,5,41,44,10,11,20310829
driver_mutation,READ,TP53,1,1,3,52,55,14,14,5,41,44,10,11,20270832
driver_mutation,READ,TP53,1,2,1,53,55,13,14,5,42,44,10,11,20270832
driver_mutation,READ,TP53,1,3,3,53,55,13,14,5,42,44,10,11,20270832
driver_mutation,READ,TP53,1,4,2,53,55,13,14,5,42,44,10,11,20270832
driver_mutation,READ,TP53,1,5,2,53,56,13,13,5,42,44,10,11,20270832
driver_mutation,READ,TP53,2,1,1,52,55,14,14,5,41,44,10,11,20280832
driver_mutation,READ,TP53,2,2,1,53,55,13,14,5,42,44,10,11,20280832
driver_mutation,READ,TP53,2,3,1,53,55,13,14,5,42,44,10,11,20280832
driver_mutation,READ,TP53,2,4,4,53,55,13,14,5,42,44,10,11,20280832
driver_mutation,READ,TP53,2,5,1,53,56,13,13,5,42,44,10,11,20280832
driver_mutation,READ,TP53,3,1,1,52,55,14,14,5,41,44,10,11,20290832
driver_mutation,READ,TP53,3,2,1,53,55,13,14,5,42,44,10,11,20290832
driver_mutation,READ,TP53,3,3,1,53,55,13,14,5,42,44,10,11,20290832
driver_mutation,READ,TP53,3,4,2,53,55,13,14,5,42,44,10,11,20290832
driver_mutation,READ,TP53,3,5,1,53,56,13,13,5,42,44,10,11,20290832
driver_mutation,READ,TP53,4,1,1,52,55,14,14,5,41,44,10,11,20300832
driver_mutation,READ,TP53,4,2,2,53,55,13,14,5,42,44,10,11,20300832
driver_mutation,READ,TP53,4,3,1,53,55,13,14,5,42,44,10,11,20300832
driver_mutation,READ,TP53,4,4,1,53,55,13,14,5,42,44,10,11,20300832
driver_mutation,READ,TP53,4,5,2,53,56,13,13,5,42,44,10,11,20300832
driver_mutation,READ,TP53,5,1,3,52,55,14,14,5,41,44,10,11,20310832
driver_mutation,READ,TP53,5,2,2,53,55,13,14,5,42,44,10,11,20310832
driver_mutation,READ,TP53,5,3,1,53,55,13,14,5,42,44,10,11,20310832
driver_mutation,READ,TP53,5,4,1,53,55,13,14,5,42,44,10,11,20310832
driver_mutation,READ,TP53,5,5,3,53,56,13,13,5,42,44,10,11,20310832
driver_mutation,SKCM,BRAF,1,1,15,41,36,11,10,5,32,28,8,7,20270855
driver_mutation,SKCM,BRAF,1,2,2,41,37,11,9,5,32,29,8,7,20270855
driver_mutation,SKCM,BRAF,1,3,2,42,37,10,9,5,33,29,8,7,20270855
driver_mutation,SKCM,BRAF,1,4,3,42,37,10,9,5,33,29,8,7,20270855
driver_mutation,SKCM,BRAF,1,5,1,42,37,10,9,5,33,29,8,7,20270855
driver_mutation,SKCM,BRAF,2,1,15,41,36,11,10,5,32,28,8,7,20280855
driver_mutation,SKCM,BRAF,2,2,1,41,37,11,9,5,32,29,8,7,20280855
driver_mutation,SKCM,BRAF,2,3,2,42,37,10,9,5,33,29,8,7,20280855
driver_mutation,SKCM,BRAF,2,4,3,42,37,10,9,5,33,29,8,7,20280855
driver_mutation,SKCM,BRAF,2,5,2,42,37,10,9,5,33,29,8,7,20280855
driver_mutation,SKCM,BRAF,3,1,1,41,36,11,10,5,32,28,8,7,20290855
driver_mutation,SKCM,BRAF,3,2,3,41,37,11,9,5,32,29,8,7,20290855
driver_mutation,SKCM,BRAF,3,3,1,42,37,10,9,5,33,29,8,7,20290855
driver_mutation,SKCM,BRAF,3,4,2,42,37,10,9,5,33,29,8,7,20290855
driver_mutation,SKCM,BRAF,3,5,3,42,37,10,9,5,33,29,8,7,20290855
driver_mutation,SKCM,BRAF,4,1,2,41,36,11,10,5,32,28,8,7,20300855
driver_mutation,SKCM,BRAF,4,2,2,41,37,11,9,5,32,29,8,7,20300855
driver_mutation,SKCM,BRAF,4,3,1,42,37,10,9,5,33,29,8,7,20300855
driver_mutation,SKCM,BRAF,4,4,3,42,37,10,9,5,33,29,8,7,20300855
driver_mutation,SKCM,BRAF,4,5,16,42,37,10,9,5,33,29,8,7,20300855
driver_mutation,SKCM,BRAF,5,1,1,41,36,11,10,5,32,28,8,7,20310855
driver_mutation,SKCM,BRAF,5,2,11,41,37,11,9,5,32,29,8,7,20310855
driver_mutation,SKCM,BRAF,5,3,1,42,37,10,9,5,33,29,8,7,20310855
driver_mutation,SKCM,BRAF,5,4,3,42,37,10,9,5,33,29,8,7,20310855
driver_mutation,SKCM,BRAF,5,5,3,42,37,10,9,5,33,29,8,7,20310855
driver_mutation,STAD,ARID1A,1,1,3,72,224,19,56,5,57,179,14,44,20270867
driver_mutation,STAD,ARID1A,1,2,19,73,224,18,56,5,58,179,14,44,20270867
driver_mutation,STAD,ARID1A,1,3,11,73,224,18,56,5,58,179,14,44,20270867
driver_mutation,STAD,ARID1A,1,4,3,73,224,18,56,5,58,179,14,44,20270867
driver_mutation,STAD,ARID1A,1,5,4,73,224,18,56,5,58,179,14,44,20270867
driver_mutation,STAD,ARID1A,2,1,3,72,224,19,56,5,57,179,14,44,20280867
driver_mutation,STAD,ARID1A,2,2,16,73,224,18,56,5,58,179,14,44,20280867
driver_mutation,STAD,ARID1A,2,3,6,73,224,18,56,5,58,179,14,44,20280867
driver_mutation,STAD,ARID1A,2,4,3,73,224,18,56,5,58,179,14,44,20280867
driver_mutation,STAD,ARID1A,2,5,12,73,224,18,56,5,58,179,14,44,20280867
driver_mutation,STAD,ARID1A,3,1,13,72,224,19,56,5,57,179,14,44,20290867
driver_mutation,STAD,ARID1A,3,2,3,73,224,18,56,5,58,179,14,44,20290867
driver_mutation,STAD,ARID1A,3,3,7,73,224,18,56,5,58,179,14,44,20290867
driver_mutation,STAD,ARID1A,3,4,13,73,224,18,56,5,58,179,14,44,20290867
driver_mutation,STAD,ARID1A,3,5,6,73,224,18,56,5,58,179,14,44,20290867
driver_mutation,STAD,ARID1A,4,1,3,72,224,19,56,5,57,179,14,44,20300867
driver_mutation,STAD,ARID1A,4,2,6,73,224,18,56,5,58,179,14,44,20300867
driver_mutation,STAD,ARID1A,4,3,11,73,224,18,56,5,58,179,14,44,20300867
driver_mutation,STAD,ARID1A,4,4,13,73,224,18,56,5,58,179,14,44,20300867
driver_mutation,STAD,ARID1A,4,5,2,73,224,18,56,5,58,179,14,44,20300867
driver_mutation,STAD,ARID1A,5,1,2,72,224,19,56,5,57,179,14,44,20310867
driver_mutation,STAD,ARID1A,5,2,9,73,224,18,56,5,58,179,14,44,20310867
driver_mutation,STAD,ARID1A,5,3,20,73,224,18,56,5,58,179,14,44,20310867
driver_mutation,STAD,ARID1A,5,4,6,73,224,18,56,5,58,179,14,44,20310867
driver_mutation,STAD,ARID1A,5,5,9,73,224,18,56,5,58,179,14,44,20310867
driver_mutation,STAD,PIK3CA,1,1,13,46,250,12,63,5,36,200,9,50,20270862
driver_mutation,STAD,PIK3CA,1,2,3,46,250,12,63,5,36,200,9,50,20270862
driver_mutation,STAD,PIK3CA,1,3,12,46,250,12,63,5,36,200,9,50,20270862
driver_mutation,STAD,PIK3CA,1,4,4,47,251,11,62,5,37,200,9,50,20270862
driver_mutation,STAD,PIK3CA,1,5,11,47,251,11,62,5,37,200,9,50,20270862
driver_mutation,STAD,PIK3CA,2,1,4,46,250,12,63,5,36,200,9,50,20280862
driver_mutation,STAD,PIK3CA,2,2,11,46,250,12,63,5,36,200,9,50,20280862
driver_mutation,STAD,PIK3CA,2,3,3,46,250,12,63,5,36,200,9,50,20280862
driver_mutation,STAD,PIK3CA,2,4,4,47,251,11,62,5,37,200,9,50,20280862
driver_mutation,STAD,PIK3CA,2,5,13,47,251,11,62,5,37,200,9,50,20280862
driver_mutation,STAD,PIK3CA,3,1,7,46,250,12,63,5,36,200,9,50,20290862
driver_mutation,STAD,PIK3CA,3,2,12,46,250,12,63,5,36,200,9,50,20290862
driver_mutation,STAD,PIK3CA,3,3,3,46,250,12,63,5,36,200,9,50,20290862
driver_mutation,STAD,PIK3CA,3,4,5,47,251,11,62,5,37,200,9,50,20290862
driver_mutation,STAD,PIK3CA,3,5,2,47,251,11,62,5,37,200,9,50,20290862
driver_mutation,STAD,PIK3CA,4,1,3,46,250,12,63,5,36,200,9,50,20300862
driver_mutation,STAD,PIK3CA,4,2,4,46,250,12,63,5,36,200,9,50,20300862
driver_mutation,STAD,PIK3CA,4,3,4,46,250,12,63,5,36,200,9,50,20300862
driver_mutation,STAD,PIK3CA,4,4,2,47,251,11,62,5,37,200,9,50,20300862
driver_mutation,STAD,PIK3CA,4,5,7,47,251,11,62,5,37,200,9,50,20300862
driver_mutation,STAD,PIK3CA,5,1,11,46,250,12,63,5,36,200,9,50,20310862
driver_mutation,STAD,PIK3CA,5,2,3,46,250,12,63,5,36,200,9,50,20310862
driver_mutation,STAD,PIK3CA,5,3,5,46,250,12,63,5,36,200,9,50,20310862
driver_mutation,STAD,PIK3CA,5,4,10,47,251,11,62,5,37,200,9,50,20310862
driver_mutation,STAD,PIK3CA,5,5,7,47,251,11,62,5,37,200,9,50,20310862
driver_mutation,STAD,TP53,1,1,3,143,153,36,39,5,114,122,28,30,20270845
driver_mutation,STAD,TP53,1,2,3,143,153,36,39,5,114,122,28,30,20270845
driver_mutation,STAD,TP53,1,3,3,143,154,36,38,5,114,123,28,30,20270845
driver_mutation,STAD,TP53,1,4,1,143,154,36,38,5,114,123,28,30,20270845
driver_mutation,STAD,TP53,1,5,4,144,154,35,38,5,115,123,28,30,20270845
driver_mutation,STAD,TP53,2,1,3,143,153,36,39,5,114,122,28,30,20280845
driver_mutation,STAD,TP53,2,2,3,143,153,36,39,5,114,122,28,30,20280845
driver_mutation,STAD,TP53,2,3,3,143,154,36,38,5,114,123,28,30,20280845
driver_mutation,STAD,TP53,2,4,1,143,154,36,38,5,114,123,28,30,20280845
driver_mutation,STAD,TP53,2,5,3,144,154,35,38,5,115,123,28,30,20280845
driver_mutation,STAD,TP53,3,1,5,143,153,36,39,5,114,122,28,30,20290845
driver_mutation,STAD,TP53,3,2,2,143,153,36,39,5,114,122,28,30,20290845
driver_mutation,STAD,TP53,3,3,3,143,154,36,38,5,114,123,28,30,20290845
driver_mutation,STAD,TP53,3,4,3,143,154,36,38,5,114,123,28,30,20290845
driver_mutation,STAD,TP53,3,5,3,144,154,35,38,5,115,123,28,30,20290845
driver_mutation,STAD,TP53,4,1,3,143,153,36,39,5,114,122,28,30,20300845
driver_mutation,STAD,TP53,4,2,3,143,153,36,39,5,114,122,28,30,20300845
driver_mutation,STAD,TP53,4,3,3,143,154,36,38,5,114,123,28,30,20300845
driver_mutation,STAD,TP53,4,4,3,143,154,36,38,5,114,123,28,30,20300845
driver_mutation,STAD,TP53,4,5,2,144,154,35,38,5,115,123,28,30,20300845
driver_mutation,STAD,TP53,5,1,3,143,153,36,39,5,114,122,28,30,20310845
driver_mutation,STAD,TP53,5,2,5,143,153,36,39,5,114,122,28,30,20310845
driver_mutation,STAD,TP53,5,3,2,143,154,36,38,5,114,123,28,30,20310845
driver_mutation,STAD,TP53,5,4,3,143,154,36,38,5,114,123,28,30,20310845
driver_mutation,STAD,TP53,5,5,3,144,154,35,38,5,115,123,28,30,20310845
driver_mutation,THCA,BRAF,1,1,4,231,160,58,41,5,184,128,46,32,20270831
driver_mutation,THCA,BRAF,1,2,4,231,161,58,40,5,184,128,46,32,20270831
driver_mutation,THCA,BRAF,1,3,4,231,161,58,40,5,184,128,46,32,20270831
driver_mutation,THCA,BRAF,1,4,7,231,161,58,40,5,184,128,46,32,20270831
driver_mutation,THCA,BRAF,1,5,4,232,161,57,40,5,185,128,46,32,20270831
driver_mutation,THCA,BRAF,2,1,3,231,160,58,41,5,184,128,46,32,20280831
driver_mutation,THCA,BRAF,2,2,3,231,161,58,40,5,184,128,46,32,20280831
driver_mutation,THCA,BRAF,2,3,3,231,161,58,40,5,184,128,46,32,20280831
driver_mutation,THCA,BRAF,2,4,6,231,161,58,40,5,184,128,46,32,20280831
driver_mutation,THCA,BRAF,2,5,4,232,161,57,40,5,185,128,46,32,20280831
driver_mutation,THCA,BRAF,3,1,5,231,160,58,41,5,184,128,46,32,20290831
driver_mutation,THCA,BRAF,3,2,4,231,161,58,40,5,184,128,46,32,20290831
driver_mutation,THCA,BRAF,3,3,3,231,161,58,40,5,184,128,46,32,20290831
driver_mutation,THCA,BRAF,3,4,13,231,161,58,40,5,184,128,46,32,20290831
driver_mutation,THCA,BRAF,3,5,4,232,161,57,40,5,185,128,46,32,20290831
driver_mutation,THCA,BRAF,4,1,4,231,160,58,41,5,184,128,46,32,20300831
driver_mutation,THCA,BRAF,4,2,4,231,161,58,40,5,184,128,46,32,20300831
driver_mutation,THCA,BRAF,4,3,5,231,161,58,40,5,184,128,46,32,20300831
driver_mutation,THCA,BRAF,4,4,3,231,161,58,40,5,184,128,46,32,20300831
driver_mutation,THCA,BRAF,4,5,7,232,161,57,40,5,185,128,46,32,20300831
driver_mutation,THCA,BRAF,5,1,3,231,160,58,41,5,184,128,46,32,20310831
driver_mutation,THCA,BRAF,5,2,4,231,161,58,40,5,184,128,46,32,20310831
driver_mutation,THCA,BRAF,5,3,4,231,161,58,40,5,184,128,46,32,20310831
driver_mutation,THCA,BRAF,5,4,4,231,161,58,40,5,184,128,46,32,20310831
driver_mutation,THCA,BRAF,5,5,4,232,161,57,40,5,185,128,46,32,20310831
driver_mutation,THCA,NRAS,1,1,3,31,360,8,91,5,24,288,6,72,20270841
driver_mutation,THCA,NRAS,1,2,6,31,361,8,90,5,24,288,6,72,20270841
driver_mutation,THCA,NRAS,1,3,6,31,361,8,90,5,24,288,6,72,20270841
driver_mutation,THCA,NRAS,1,4,3,31,361,8,90,5,24,288,6,72,20270841
driver_mutation,THCA,NRAS,1,5,6,32,361,7,90,5,25,288,6,72,20270841
driver_mutation,THCA,NRAS,2,1,6,31,360,8,91,5,24,288,6,72,20280841
driver_mutation,THCA,NRAS,2,2,6,31,361,8,90,5,24,288,6,72,20280841
driver_mutation,THCA,NRAS,2,3,11,31,361,8,90,5,24,288,6,72,20280841
driver_mutation,THCA,NRAS,2,4,5,31,361,8,90,5,24,288,6,72,20280841
driver_mutation,THCA,NRAS,2,5,6,32,361,7,90,5,25,288,6,72,20280841
driver_mutation,THCA,NRAS,3,1,9,31,360,8,91,5,24,288,6,72,20290841
driver_mutation,THCA,NRAS,3,2,10,31,361,8,90,5,24,288,6,72,20290841
driver_mutation,THCA,NRAS,3,3,5,31,361,8,90,5,24,288,6,72,20290841
driver_mutation,THCA,NRAS,3,4,7,31,361,8,90,5,24,288,6,72,20290841
driver_mutation,THCA,NRAS,3,5,7,32,361,7,90,5,25,288,6,72,20290841
driver_mutation,THCA,NRAS,4,1,5,31,360,8,91,5,24,288,6,72,20300841
driver_mutation,THCA,NRAS,4,2,9,31,361,8,90,5,24,288,6,72,20300841
driver_mutation,THCA,NRAS,4,3,11,31,361,8,90,5,24,288,6,72,20300841
driver_mutation,THCA,NRAS,4,4,7,31,361,8,90,5,24,288,6,72,20300841
driver_mutation,THCA,NRAS,4,5,7,32,361,7,90,5,25,288,6,72,20300841
driver_mutation,THCA,NRAS,5,1,4,31,360,8,91,5,24,288,6,72,20310841
driver_mutation,THCA,NRAS,5,2,6,31,361,8,90,5,24,288,6,72,20310841
driver_mutation,THCA,NRAS,5,3,6,31,361,8,90,5,24,288,6,72,20310841
driver_mutation,THCA,NRAS,5,4,3,31,361,8,90,5,24,288,6,72,20310841
driver_mutation,THCA,NRAS,5,5,5,32,361,7,90,5,25,288,6,72,20310841
driver_mutation,THYM,GTF2I,1,1,4,47,48,12,13,5,37,38,9,9,20270828
driver_mutation,THYM,GTF2I,1,2,4,47,49,12,12,5,37,39,9,9,20270828
driver_mutation,THYM,GTF2I,1,3,9,47,49,12,12,5,37,39,9,9,20270828
driver_mutation,THYM,GTF2I,1,4,1,47,49,12,12,5,37,39,9,9,20270828
driver_mutation,THYM,GTF2I,1,5,1,48,49,11,12,5,38,39,9,9,20270828
driver_mutation,THYM,GTF2I,2,1,9,47,48,12,13,5,37,38,9,9,20280828
driver_mutation,THYM,GTF2I,2,2,3,47,49,12,12,5,37,39,9,9,20280828
driver_mutation,THYM,GTF2I,2,3,2,47,49,12,12,5,37,39,9,9,20280828
driver_mutation,THYM,GTF2I,2,4,1,47,49,12,12,5,37,39,9,9,20280828
driver_mutation,THYM,GTF2I,2,5,2,48,49,11,12,5,38,39,9,9,20280828
driver_mutation,THYM,GTF2I,3,1,6,47,48,12,13,5,37,38,9,9,20290828
driver_mutation,THYM,GTF2I,3,2,2,47,49,12,12,5,37,39,9,9,20290828
driver_mutation,THYM,GTF2I,3,3,4,47,49,12,12,5,37,39,9,9,20290828
driver_mutation,THYM,GTF2I,3,4,1,47,49,12,12,5,37,39,9,9,20290828
driver_mutation,THYM,GTF2I,3,5,8,48,49,11,12,5,38,39,9,9,20290828
driver_mutation,THYM,GTF2I,4,1,3,47,48,12,13,5,37,38,9,9,20300828
driver_mutation,THYM,GTF2I,4,2,3,47,49,12,12,5,37,39,9,9,20300828
driver_mutation,THYM,GTF2I,4,3,3,47,49,12,12,5,37,39,9,9,20300828
driver_mutation,THYM,GTF2I,4,4,1,47,49,12,12,5,37,39,9,9,20300828
driver_mutation,THYM,GTF2I,4,5,1,48,49,11,12,5,38,39,9,9,20300828
driver_mutation,THYM,GTF2I,5,1,2,47,48,12,13,5,37,38,9,9,20310828
driver_mutation,THYM,GTF2I,5,2,5,47,49,12,12,5,37,39,9,9,20310828
driver_mutation,THYM,GTF2I,5,3,6,47,49,12,12,5,37,39,9,9,20310828
driver_mutation,THYM,GTF2I,5,4,7,47,49,12,12,5,37,39,9,9,20310828
driver_mutation,THYM,GTF2I,5,5,8,48,49,11,12,5,38,39,9,9,20310828
driver_mutation,UCEC,ARID1A,1,1,9,140,248,36,63,5,112,198,28,49,20270853
driver_mutation,UCEC,ARID1A,1,2,3,141,249,35,62,5,112,199,28,49,20270853
driver_mutation,UCEC,ARID1A,1,3,4,141,249,35,62,5,112,199,28,49,20270853
driver_mutation,UCEC,ARID1A,1,4,5,141,249,35,62,5,112,199,28,49,20270853
driver_mutation,UCEC,ARID1A,1,5,9,141,249,35,62,5,112,199,28,49,20270853
driver_mutation,UCEC,ARID1A,2,1,8,140,248,36,63,5,112,198,28,49,20280853
driver_mutation,UCEC,ARID1A,2,2,4,141,249,35,62,5,112,199,28,49,20280853
driver_mutation,UCEC,ARID1A,2,3,6,141,249,35,62,5,112,199,28,49,20280853
driver_mutation,UCEC,ARID1A,2,4,9,141,249,35,62,5,112,199,28,49,20280853
driver_mutation,UCEC,ARID1A,2,5,9,141,249,35,62,5,112,199,28,49,20280853
driver_mutation,UCEC,ARID1A,3,1,4,140,248,36,63,5,112,198,28,49,20290853
driver_mutation,UCEC,ARID1A,3,2,7,141,249,35,62,5,112,199,28,49,20290853
driver_mutation,UCEC,ARID1A,3,3,3,141,249,35,62,5,112,199,28,49,20290853
driver_mutation,UCEC,ARID1A,3,4,5,141,249,35,62,5,112,199,28,49,20290853
driver_mutation,UCEC,ARID1A,3,5,6,141,249,35,62,5,112,199,28,49,20290853
driver_mutation,UCEC,ARID1A,4,1,4,140,248,36,63,5,112,198,28,49,20300853
driver_mutation,UCEC,ARID1A,4,2,6,141,249,35,62,5,112,199,28,49,20300853
driver_mutation,UCEC,ARID1A,4,3,8,141,249,35,62,5,112,199,28,49,20300853
driver_mutation,UCEC,ARID1A,4,4,9,141,249,35,62,5,112,199,28,49,20300853
driver_mutation,UCEC,ARID1A,4,5,8,141,249,35,62,5,112,199,28,49,20300853
driver_mutation,UCEC,ARID1A,5,1,4,140,248,36,63,5,112,198,28,49,20310853
driver_mutation,UCEC,ARID1A,5,2,8,141,249,35,62,5,112,199,28,49,20310853
driver_mutation,UCEC,ARID1A,5,3,10,141,249,35,62,5,112,199,28,49,20310853
driver_mutation,UCEC,ARID1A,5,4,5,141,249,35,62,5,112,199,28,49,20310853
driver_mutation,UCEC,ARID1A,5,5,4,141,249,35,62,5,112,199,28,49,20310853
driver_mutation,UCEC,ATM,1,1,5,59,330,15,83,5,47,264,11,66,20270866
driver_mutation,UCEC,ATM,1,2,7,59,330,15,83,5,47,264,11,66,20270866
driver_mutation,UCEC,ATM,1,3,5,59,330,15,83,5,47,264,11,66,20270866
driver_mutation,UCEC,ATM,1,4,14,59,331,15,82,5,47,264,11,66,20270866
driver_mutation,UCEC,ATM,1,5,4,60,331,14,82,5,48,264,12,66,20270866
driver_mutation,UCEC,ATM,2,1,10,59,330,15,83,5,47,264,11,66,20280866
driver_mutation,UCEC,ATM,2,2,5,59,330,15,83,5,47,264,11,66,20280866
driver_mutation,UCEC,ATM,2,3,9,59,330,15,83,5,47,264,11,66,20280866
driver_mutation,UCEC,ATM,2,4,4,59,331,15,82,5,47,264,11,66,20280866
driver_mutation,UCEC,ATM,2,5,4,60,331,14,82,5,48,264,12,66,20280866
driver_mutation,UCEC,ATM,3,1,5,59,330,15,83,5,47,264,11,66,20290866
driver_mutation,UCEC,ATM,3,2,5,59,330,15,83,5,47,264,11,66,20290866
driver_mutation,UCEC,ATM,3,3,5,59,330,15,83,5,47,264,11,66,20290866
driver_mutation,UCEC,ATM,3,4,4,59,331,15,82,5,47,264,11,66,20290866
driver_mutation,UCEC,ATM,3,5,6,60,331,14,82,5,48,264,12,66,20290866
driver_mutation,UCEC,ATM,4,1,4,59,330,15,83,5,47,264,11,66,20300866
driver_mutation,UCEC,ATM,4,2,16,59,330,15,83,5,47,264,11,66,20300866
driver_mutation,UCEC,ATM,4,3,4,59,330,15,83,5,47,264,11,66,20300866
driver_mutation,UCEC,ATM,4,4,8,59,331,15,82,5,47,264,11,66,20300866
driver_mutation,UCEC,ATM,4,5,5,60,331,14,82,5,48,264,12,66,20300866
driver_mutation,UCEC,ATM,5,1,8,59,330,15,83,5,47,264,11,66,20310866
