family,tumor_type,endpoint,repeat,outer_fold,selected_components,outer_training_positive,outer_training_negative,outer_test_positive,outer_test_negative,inner_folds,minimum_inner_training_positive,minimum_inner_training_negative,minimum_inner_validation_positive,minimum_inner_validation_negative,seed
driver_mutation,UCEC,PTEN,2,5,2,209,181,52,45,5,167,144,41,36,20280839
driver_mutation,UCEC,PTEN,3,1,7,208,180,53,46,5,166,144,41,36,20290839
driver_mutation,UCEC,PTEN,3,2,7,209,181,52,45,5,167,144,41,36,20290839
driver_mutation,UCEC,PTEN,3,3,4,209,181,52,45,5,167,144,41,36,20290839
driver_mutation,UCEC,PTEN,3,4,7,209,181,52,45,5,167,144,41,36,20290839
driver_mutation,UCEC,PTEN,3,5,4,209,181,52,45,5,167,144,41,36,20290839
driver_mutation,UCEC,PTEN,4,1,4,208,180,53,46,5,166,144,41,36,20300839
driver_mutation,UCEC,PTEN,4,2,3,209,181,52,45,5,167,144,41,36,20300839
driver_mutation,UCEC,PTEN,4,3,4,209,181,52,45,5,167,144,41,36,20300839
driver_mutation,UCEC,PTEN,4,4,4,209,181,52,45,5,167,144,41,36,20300839
driver_mutation,UCEC,PTEN,4,5,7,209,181,52,45,5,167,144,41,36,20300839
driver_mutation,UCEC,PTEN,5,1,4,208,180,53,46,5,166,144,41,36,20310839
driver_mutation,UCEC,PTEN,5,2,7,209,181,52,45,5,167,144,41,36,20310839
driver_mutation,UCEC,PTEN,5,3,4,209,181,52,45,5,167,144,41,36,20310839
driver_mutation,UCEC,PTEN,5,4,4,209,181,52,45,5,167,144,41,36,20310839
driver_mutation,UCEC,PTEN,5,5,4,209,181,52,45,5,167,144,41,36,20310839
driver_mutation,UCEC,TP53,1,1,3,124,265,31,67,5,99,212,24,53,20270838
driver_mutation,UCEC,TP53,1,2,5,124,265,31,67,5,99,212,24,53,20270838
driver_mutation,UCEC,TP53,1,3,2,124,266,31,66,5,99,212,24,53,20270838
driver_mutation,UCEC,TP53,1,4,4,124,266,31,66,5,99,212,24,53,20270838
driver_mutation,UCEC,TP53,1,5,6,124,266,31,66,5,99,212,24,53,20270838
driver_mutation,UCEC,TP53,2,1,3,124,265,31,67,5,99,212,24,53,20280838
driver_mutation,UCEC,TP53,2,2,9,124,265,31,67,5,99,212,24,53,20280838
driver_mutation,UCEC,TP53,2,3,10,124,266,31,66,5,99,212,24,53,20280838
driver_mutation,UCEC,TP53,2,4,6,124,266,31,66,5,99,212,24,53,20280838
driver_mutation,UCEC,TP53,2,5,6,124,266,31,66,5,99,212,24,53,20280838
driver_mutation,UCEC,TP53,3,1,4,124,265,31,67,5,99,212,24,53,20290838
driver_mutation,UCEC,TP53,3,2,2,124,265,31,67,5,99,212,24,53,20290838
driver_mutation,UCEC,TP53,3,3,6,124,266,31,66,5,99,212,24,53,20290838
driver_mutation,UCEC,TP53,3,4,4,124,266,31,66,5,99,212,24,53,20290838
driver_mutation,UCEC,TP53,3,5,4,124,266,31,66,5,99,212,24,53,20290838
driver_mutation,UCEC,TP53,4,1,5,124,265,31,67,5,99,212,24,53,20300838
driver_mutation,UCEC,TP53,4,2,3,124,265,31,67,5,99,212,24,53,20300838
driver_mutation,UCEC,TP53,4,3,3,124,266,31,66,5,99,212,24,53,20300838
driver_mutation,UCEC,TP53,4,4,8,124,266,31,66,5,99,212,24,53,20300838
driver_mutation,UCEC,TP53,4,5,9,124,266,31,66,5,99,212,24,53,20300838
driver_mutation,UCEC,TP53,5,1,3,124,265,31,67,5,99,212,24,53,20310838
driver_mutation,UCEC,TP53,5,2,4,124,265,31,67,5,99,212,24,53,20310838
driver_mutation,UCEC,TP53,5,3,3,124,266,31,66,5,99,212,24,53,20310838
driver_mutation,UCEC,TP53,5,4,14,124,266,31,66,5,99,212,24,53,20310838
driver_mutation,UCEC,TP53,5,5,5,124,266,31,66,5,99,212,24,53,20310838
driver_mutation,UVM,GNA11,1,1,4,28,35,8,9,5,22,28,5,7,20270856
driver_mutation,UVM,GNA11,1,2,1,29,35,7,9,5,23,28,5,7,20270856
driver_mutation,UVM,GNA11,1,3,8,29,35,7,9,5,23,28,5,7,20270856
driver_mutation,UVM,GNA11,1,4,5,29,35,7,9,5,23,28,5,7,20270856
driver_mutation,UVM,GNA11,1,5,3,29,36,7,8,5,23,28,5,7,20270856
driver_mutation,UVM,GNA11,2,1,16,28,35,8,9,5,22,28,5,7,20280856
driver_mutation,UVM,GNA11,2,2,8,29,35,7,9,5,23,28,5,7,20280856
driver_mutation,UVM,GNA11,2,3,8,29,35,7,9,5,23,28,5,7,20280856
driver_mutation,UVM,GNA11,2,4,2,29,35,7,9,5,23,28,5,7,20280856
driver_mutation,UVM,GNA11,2,5,9,29,36,7,8,5,23,28,5,7,20280856
driver_mutation,UVM,GNA11,3,1,4,28,35,8,9,5,22,28,5,7,20290856
driver_mutation,UVM,GNA11,3,2,3,29,35,7,9,5,23,28,5,7,20290856
driver_mutation,UVM,GNA11,3,3,15,29,35,7,9,5,23,28,5,7,20290856
driver_mutation,UVM,GNA11,3,4,6,29,35,7,9,5,23,28,5,7,20290856
driver_mutation,UVM,GNA11,3,5,5,29,36,7,8,5,23,28,5,7,20290856
driver_mutation,UVM,GNA11,4,1,16,28,35,8,9,5,22,28,5,7,20300856
driver_mutation,UVM,GNA11,4,2,6,29,35,7,9,5,23,28,5,7,20300856
driver_mutation,UVM,GNA11,4,3,10,29,35,7,9,5,23,28,5,7,20300856
driver_mutation,UVM,GNA11,4,4,13,29,35,7,9,5,23,28,5,7,20300856
driver_mutation,UVM,GNA11,4,5,5,29,36,7,8,5,23,28,5,7,20300856
driver_mutation,UVM,GNA11,5,1,2,28,35,8,9,5,22,28,5,7,20310856
driver_mutation,UVM,GNA11,5,2,10,29,35,7,9,5,23,28,5,7,20310856
driver_mutation,UVM,GNA11,5,3,10,29,35,7,9,5,23,28,5,7,20310856
driver_mutation,UVM,GNA11,5,4,4,29,35,7,9,5,23,28,5,7,20310856
driver_mutation,UVM,GNA11,5,5,10,29,36,7,8,5,23,28,5,7,20310856
fusion,LGG,Any called fusion,1,1,1,188,200,48,51,5,150,160,37,40,20270871
fusion,LGG,Any called fusion,1,2,1,189,201,47,50,5,151,160,37,40,20270871
fusion,LGG,Any called fusion,1,3,2,189,201,47,50,5,151,160,37,40,20270871
fusion,LGG,Any called fusion,1,4,2,189,201,47,50,5,151,160,37,40,20270871
fusion,LGG,Any called fusion,1,5,1,189,201,47,50,5,151,160,37,40,20270871
fusion,LGG,Any called fusion,2,1,1,188,200,48,51,5,150,160,37,40,20280871
fusion,LGG,Any called fusion,2,2,1,189,201,47,50,5,151,160,37,40,20280871
fusion,LGG,Any called fusion,2,3,3,189,201,47,50,5,151,160,37,40,20280871
fusion,LGG,Any called fusion,2,4,1,189,201,47,50,5,151,160,37,40,20280871
fusion,LGG,Any called fusion,2,5,2,189,201,47,50,5,151,160,37,40,20280871
fusion,LGG,Any called fusion,3,1,2,188,200,48,51,5,150,160,37,40,20290871
fusion,LGG,Any called fusion,3,2,1,189,201,47,50,5,151,160,37,40,20290871
fusion,LGG,Any called fusion,3,3,1,189,201,47,50,5,151,160,37,40,20290871
fusion,LGG,Any called fusion,3,4,2,189,201,47,50,5,151,160,37,40,20290871
fusion,LGG,Any called fusion,3,5,2,189,201,47,50,5,151,160,37,40,20290871
fusion,LGG,Any called fusion,4,1,1,188,200,48,51,5,150,160,37,40,20300871
fusion,LGG,Any called fusion,4,2,1,189,201,47,50,5,151,160,37,40,20300871
fusion,LGG,Any called fusion,4,3,1,189,201,47,50,5,151,160,37,40,20300871
fusion,LGG,Any called fusion,4,4,1,189,201,47,50,5,151,160,37,40,20300871
fusion,LGG,Any called fusion,4,5,1,189,201,47,50,5,151,160,37,40,20300871
fusion,LGG,Any called fusion,5,1,1,188,200,48,51,5,150,160,37,40,20310871
fusion,LGG,Any called fusion,5,2,1,189,201,47,50,5,151,160,37,40,20310871
fusion,LGG,Any called fusion,5,3,2,189,201,47,50,5,151,160,37,40,20310871
fusion,LGG,Any called fusion,5,4,2,189,201,47,50,5,151,160,37,40,20310871
fusion,LGG,Any called fusion,5,5,4,189,201,47,50,5,151,160,37,40,20310871
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,1,12,127,192,32,49,5,101,153,25,38,20270875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,2,9,127,193,32,48,5,101,154,25,38,20270875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,3,20,127,193,32,48,5,101,154,25,38,20270875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,4,10,127,193,32,48,5,101,154,25,38,20270875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,1,5,11,128,193,31,48,5,102,154,25,38,20270875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,1,11,127,192,32,49,5,101,153,25,38,20280875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,2,13,127,193,32,48,5,101,154,25,38,20280875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,3,7,127,193,32,48,5,101,154,25,38,20280875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,4,5,127,193,32,48,5,101,154,25,38,20280875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,2,5,5,128,193,31,48,5,102,154,25,38,20280875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,1,16,127,192,32,49,5,101,153,25,38,20290875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,2,13,127,193,32,48,5,101,154,25,38,20290875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,3,7,127,193,32,48,5,101,154,25,38,20290875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,4,9,127,193,32,48,5,101,154,25,38,20290875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,3,5,10,128,193,31,48,5,102,154,25,38,20290875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,1,16,127,192,32,49,5,101,153,25,38,20300875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,2,10,127,193,32,48,5,101,154,25,38,20300875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,3,19,127,193,32,48,5,101,154,25,38,20300875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,4,15,127,193,32,48,5,101,154,25,38,20300875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,4,5,12,128,193,31,48,5,102,154,25,38,20300875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,1,11,127,192,32,49,5,101,153,25,38,20310875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,2,12,127,193,32,48,5,101,154,25,38,20310875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,3,9,127,193,32,48,5,101,154,25,38,20310875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,4,9,127,193,32,48,5,101,154,25,38,20310875
fusion,PRAD,Fusion pair: TMPRSS2--ERG,5,5,18,128,193,31,48,5,102,154,25,38,20310875
fusion,SARC,Any called fusion,1,1,5,172,28,44,8,5,137,22,34,5,20270874
fusion,SARC,Any called fusion,1,2,19,173,29,43,7,5,138,23,34,5,20270874
fusion,SARC,Any called fusion,1,3,19,173,29,43,7,5,138,23,34,5,20270874
fusion,SARC,Any called fusion,1,4,19,173,29,43,7,5,138,23,34,5,20270874
fusion,SARC,Any called fusion,1,5,20,173,29,43,7,5,138,23,34,5,20270874
fusion,SARC,Any called fusion,2,1,4,172,28,44,8,5,137,22,34,5,20280874
fusion,SARC,Any called fusion,2,2,12,173,29,43,7,5,138,23,34,5,20280874
fusion,SARC,Any called fusion,2,3,14,173,29,43,7,5,138,23,34,5,20280874
fusion,SARC,Any called fusion,2,4,14,173,29,43,7,5,138,23,34,5,20280874
fusion,SARC,Any called fusion,2,5,6,173,29,43,7,5,138,23,34,5,20280874
fusion,SARC,Any called fusion,3,1,14,172,28,44,8,5,137,22,34,5,20290874
fusion,SARC,Any called fusion,3,2,13,173,29,43,7,5,138,23,34,5,20290874
fusion,SARC,Any called fusion,3,3,8,173,29,43,7,5,138,23,34,5,20290874
fusion,SARC,Any called fusion,3,4,5,173,29,43,7,5,138,23,34,5,20290874
fusion,SARC,Any called fusion,3,5,7,173,29,43,7,5,138,23,34,5,20290874
fusion,SARC,Any called fusion,4,1,8,172,28,44,8,5,137,22,34,5,20300874
fusion,SARC,Any called fusion,4,2,13,173,29,43,7,5,138,23,34,5,20300874
fusion,SARC,Any called fusion,4,3,17,173,29,43,7,5,138,23,34,5,20300874
fusion,SARC,Any called fusion,4,4,6,173,29,43,7,5,138,23,34,5,20300874
fusion,SARC,Any called fusion,4,5,18,173,29,43,7,5,138,23,34,5,20300874
fusion,SARC,Any called fusion,5,1,19,172,28,44,8,5,137,22,34,5,20310874
fusion,SARC,Any called fusion,5,2,20,173,29,43,7,5,138,23,34,5,20310874
fusion,SARC,Any called fusion,5,3,9,173,29,43,7,5,138,23,34,5,20310874
fusion,SARC,Any called fusion,5,4,9,173,29,43,7,5,138,23,34,5,20310874
fusion,SARC,Any called fusion,5,5,12,173,29,43,7,5,138,23,34,5,20310874
fusion,THCA,Any called fusion,1,1,15,110,291,28,73,5,88,232,22,58,20270873
fusion,THCA,Any called fusion,1,2,9,110,291,28,73,5,88,232,22,58,20270873
fusion,THCA,Any called fusion,1,3,3,110,291,28,73,5,88,232,22,58,20270873
fusion,THCA,Any called fusion,1,4,13,111,291,27,73,5,88,232,22,58,20270873
fusion,THCA,Any called fusion,1,5,5,111,292,27,72,5,88,233,22,58,20270873
fusion,THCA,Any called fusion,2,1,9,110,291,28,73,5,88,232,22,58,20280873
fusion,THCA,Any called fusion,2,2,19,110,291,28,73,5,88,232,22,58,20280873
fusion,THCA,Any called fusion,2,3,5,110,291,28,73,5,88,232,22,58,20280873
fusion,THCA,Any called fusion,2,4,7,111,291,27,73,5,88,232,22,58,20280873
fusion,THCA,Any called fusion,2,5,5,111,292,27,72,5,88,233,22,58,20280873
fusion,THCA,Any called fusion,3,1,18,110,291,28,73,5,88,232,22,58,20290873
fusion,THCA,Any called fusion,3,2,13,110,291,28,73,5,88,232,22,58,20290873
fusion,THCA,Any called fusion,3,3,8,110,291,28,73,5,88,232,22,58,20290873
fusion,THCA,Any called fusion,3,4,5,111,291,27,73,5,88,232,22,58,20290873
fusion,THCA,Any called fusion,3,5,18,111,292,27,72,5,88,233,22,58,20290873
fusion,THCA,Any called fusion,4,1,9,110,291,28,73,5,88,232,22,58,20300873
fusion,THCA,Any called fusion,4,2,20,110,291,28,73,5,88,232,22,58,20300873
fusion,THCA,Any called fusion,4,3,20,110,291,28,73,5,88,232,22,58,20300873
fusion,THCA,Any called fusion,4,4,6,111,291,27,73,5,88,232,22,58,20300873
fusion,THCA,Any called fusion,4,5,5,111,292,27,72,5,88,233,22,58,20300873
fusion,THCA,Any called fusion,5,1,18,110,291,28,73,5,88,232,22,58,20310873
fusion,THCA,Any called fusion,5,2,13,110,291,28,73,5,88,232,22,58,20310873
fusion,THCA,Any called fusion,5,3,5,110,291,28,73,5,88,232,22,58,20310873
fusion,THCA,Any called fusion,5,4,18,111,291,27,73,5,88,232,22,58,20310873
fusion,THCA,Any called fusion,5,5,6,111,292,27,72,5,88,233,22,58,20310873
fusion,THCA,Fusion pair: CCDC6--RET,1,1,7,16,384,5,97,5,12,307,3,76,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,2,9,17,385,4,96,5,13,308,3,77,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,3,10,17,385,4,96,5,13,308,3,77,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,4,4,17,385,4,96,5,13,308,3,77,20270872
fusion,THCA,Fusion pair: CCDC6--RET,1,5,7,17,385,4,96,5,13,308,3,77,20270872
fusion,THCA,Fusion pair: CCDC6--RET,2,1,9,16,384,5,97,5,12,307,3,76,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,2,8,17,385,4,96,5,13,308,3,77,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,3,9,17,385,4,96,5,13,308,3,77,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,4,4,17,385,4,96,5,13,308,3,77,20280872
fusion,THCA,Fusion pair: CCDC6--RET,2,5,8,17,385,4,96,5,13,308,3,77,20280872
fusion,THCA,Fusion pair: CCDC6--RET,3,1,9,16,384,5,97,5,12,307,3,76,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,2,7,17,385,4,96,5,13,308,3,77,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,3,6,17,385,4,96,5,13,308,3,77,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,4,8,17,385,4,96,5,13,308,3,77,20290872
fusion,THCA,Fusion pair: CCDC6--RET,3,5,6,17,385,4,96,5,13,308,3,77,20290872
fusion,THCA,Fusion pair: CCDC6--RET,4,1,10,16,384,5,97,5,12,307,3,76,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,2,10,17,385,4,96,5,13,308,3,77,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,3,8,17,385,4,96,5,13,308,3,77,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,4,6,17,385,4,96,5,13,308,3,77,20300872
fusion,THCA,Fusion pair: CCDC6--RET,4,5,11,17,385,4,96,5,13,308,3,77,20300872
fusion,THCA,Fusion pair: CCDC6--RET,5,1,9,16,384,5,97,5,12,307,3,76,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,2,9,17,385,4,96,5,13,308,3,77,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,3,10,17,385,4,96,5,13,308,3,77,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,4,8,17,385,4,96,5,13,308,3,77,20310872
fusion,THCA,Fusion pair: CCDC6--RET,5,5,8,17,385,4,96,5,13,308,3,77,20310872
fusion,UCEC,Any called fusion,1,1,3,64,58,16,15,5,51,46,12,11,20270870
fusion,UCEC,Any called fusion,1,2,14,64,58,16,15,5,51,46,12,11,20270870
fusion,UCEC,Any called fusion,1,3,2,64,58,16,15,5,51,46,12,11,20270870
fusion,UCEC,Any called fusion,1,4,2,64,59,16,14,5,51,47,12,11,20270870
fusion,UCEC,Any called fusion,1,5,2,64,59,16,14,5,51,47,12,11,20270870
fusion,UCEC,Any called fusion,2,1,4,64,58,16,15,5,51,46,12,11,20280870
fusion,UCEC,Any called fusion,2,2,2,64,58,16,15,5,51,46,12,11,20280870
fusion,UCEC,Any called fusion,2,3,15,64,58,16,15,5,51,46,12,11,20280870
fusion,UCEC,Any called fusion,2,4,2,64,59,16,14,5,51,47,12,11,20280870
fusion,UCEC,Any called fusion,2,5,2,64,59,16,14,5,51,47,12,11,20280870
fusion,UCEC,Any called fusion,3,1,2,64,58,16,15,5,51,46,12,11,20290870
fusion,UCEC,Any called fusion,3,2,8,64,58,16,15,5,51,46,12,11,20290870
fusion,UCEC,Any called fusion,3,3,2,64,58,16,15,5,51,46,12,11,20290870
fusion,UCEC,Any called fusion,3,4,6,64,59,16,14,5,51,47,12,11,20290870
fusion,UCEC,Any called fusion,3,5,2,64,59,16,14,5,51,47,12,11,20290870
fusion,UCEC,Any called fusion,4,1,2,64,58,16,15,5,51,46,12,11,20300870
fusion,UCEC,Any called fusion,4,2,2,64,58,16,15,5,51,46,12,11,20300870
fusion,UCEC,Any called fusion,4,3,2,64,58,16,15,5,51,46,12,11,20300870
fusion,UCEC,Any called fusion,4,4,2,64,59,16,14,5,51,47,12,11,20300870
fusion,UCEC,Any called fusion,4,5,6,64,59,16,14,5,51,47,12,11,20300870
fusion,UCEC,Any called fusion,5,1,2,64,58,16,15,5,51,46,12,11,20310870
fusion,UCEC,Any called fusion,5,2,5,64,58,16,15,5,51,46,12,11,20310870
fusion,UCEC,Any called fusion,5,3,3,64,58,16,15,5,51,46,12,11,20310870
fusion,UCEC,Any called fusion,5,4,2,64,59,16,14,5,51,47,12,11,20310870
fusion,UCEC,Any called fusion,5,5,4,64,59,16,14,5,51,47,12,11,20310870
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,1,7,59,253,15,64,5,47,202,11,50,20270876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,2,11,59,253,15,64,5,47,202,11,50,20270876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,3,5,59,254,15,63,5,47,203,11,50,20270876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,4,7,59,254,15,63,5,47,203,11,50,20270876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),1,5,6,60,254,14,63,5,48,203,12,50,20270876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,1,4,59,253,15,64,5,47,202,11,50,20280876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,2,4,59,253,15,64,5,47,202,11,50,20280876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,3,4,59,254,15,63,5,47,203,11,50,20280876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,4,6,59,254,15,63,5,47,203,11,50,20280876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),2,5,5,60,254,14,63,5,48,203,12,50,20280876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,1,5,59,253,15,64,5,47,202,11,50,20290876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,2,9,59,253,15,64,5,47,202,11,50,20290876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,3,7,59,254,15,63,5,47,203,11,50,20290876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,4,6,59,254,15,63,5,47,203,11,50,20290876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),3,5,7,60,254,14,63,5,48,203,12,50,20290876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,1,5,59,253,15,64,5,47,202,11,50,20300876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,2,4,59,253,15,64,5,47,202,11,50,20300876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,3,13,59,254,15,63,5,47,203,11,50,20300876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,4,13,59,254,15,63,5,47,203,11,50,20300876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),4,5,7,60,254,14,63,5,48,203,12,50,20300876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,1,9,59,253,15,64,5,47,202,11,50,20310876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,2,11,59,253,15,64,5,47,202,11,50,20310876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,3,6,59,254,15,63,5,47,203,11,50,20310876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,4,5,59,254,15,63,5,47,203,11,50,20310876
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),5,5,5,60,254,14,63,5,48,203,12,50,20310876
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,1,6,50,246,13,62,5,40,196,10,49,20270877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,2,3,50,246,13,62,5,40,196,10,49,20270877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,3,5,50,246,13,62,5,40,196,10,49,20270877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,4,8,51,247,12,61,5,40,197,10,49,20270877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),1,5,3,51,247,12,61,5,40,197,10,49,20270877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,1,20,50,246,13,62,5,40,196,10,49,20280877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,2,7,50,246,13,62,5,40,196,10,49,20280877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,3,8,50,246,13,62,5,40,196,10,49,20280877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,4,7,51,247,12,61,5,40,197,10,49,20280877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),2,5,6,51,247,12,61,5,40,197,10,49,20280877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,1,7,50,246,13,62,5,40,196,10,49,20290877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,2,11,50,246,13,62,5,40,196,10,49,20290877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,3,7,50,246,13,62,5,40,196,10,49,20290877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,4,20,51,247,12,61,5,40,197,10,49,20290877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),3,5,9,51,247,12,61,5,40,197,10,49,20290877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,1,8,50,246,13,62,5,40,196,10,49,20300877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,2,4,50,246,13,62,5,40,196,10,49,20300877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,3,20,50,246,13,62,5,40,196,10,49,20300877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,4,11,51,247,12,61,5,40,197,10,49,20300877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),4,5,13,51,247,12,61,5,40,197,10,49,20300877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,1,3,50,246,13,62,5,40,196,10,49,20310877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,2,11,50,246,13,62,5,40,196,10,49,20310877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,3,16,50,246,13,62,5,40,196,10,49,20310877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,4,20,51,247,12,61,5,40,197,10,49,20310877
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),5,5,7,51,247,12,61,5,40,197,10,49,20310877
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,1,6,124,265,31,67,5,99,212,24,53,20270878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,2,10,124,265,31,67,5,99,212,24,53,20270878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,3,14,124,266,31,66,5,99,212,24,53,20270878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,4,4,124,266,31,66,5,99,212,24,53,20270878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),1,5,3,124,266,31,66,5,99,212,24,53,20270878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),2,1,4,124,265,31,67,5,99,212,24,53,20280878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),2,2,5,124,265,31,67,5,99,212,24,53,20280878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),2,3,5,124,266,31,66,5,99,212,24,53,20280878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),2,4,20,124,266,31,66,5,99,212,24,53,20280878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),2,5,5,124,266,31,66,5,99,212,24,53,20280878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),3,1,4,124,265,31,67,5,99,212,24,53,20290878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),3,2,4,124,265,31,67,5,99,212,24,53,20290878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),3,3,12,124,266,31,66,5,99,212,24,53,20290878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),3,4,3,124,266,31,66,5,99,212,24,53,20290878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),3,5,9,124,266,31,66,5,99,212,24,53,20290878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),4,1,11,124,265,31,67,5,99,212,24,53,20300878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),4,2,5,124,265,31,67,5,99,212,24,53,20300878
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),4,3,3,124,266,31,66,5,99,212,24,53,20300878
