outcome_type,family,tumor_type,endpoint,n,positive,negative,screen_tier,size_stratum,imbalance_stratum,minority_fraction,selection_hash,selected,selection_version,selection_uses_pls_performance,selection_rule
continuous,thorsson,LIHC,T Cells CD8,352,,,C,medium,not applicable,,2c739988d3b103bace9315e40820d2464f8d671a9d0912494a70441129b23eb5,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SARC,T Cells Regulatory Tregs,218,,,C,medium,not applicable,,2c8ae6b35312528e0a0b0f6a6f88335b141b6024954b38e846ddfa6404ffcf8b,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,CESC,T Cells Follicular Helper,263,,,C,medium,not applicable,,2e4522463f92a8465173800e2e955eb45aa64df198fae5001eea6df616426067,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,Macrophages M1,261,,,B,medium,not applicable,,2e6b5c70ef3d37da3c26a84c4b097b7823047168e46619832bed3677c8e28316,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,STAD,T Cells gamma delta,334,,,C,medium,not applicable,,2e727e88b526c4d46c4df1b71215bcdd2ad92755f44446a801cc3f73e25b09e3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,T Cells gamma delta,325,,,C,medium,not applicable,,2ed760307f39da2938a8296aea8f1cc5d31477c850ce185860704d095ce2a339,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,CESC,Dendritic Cells Activated,263,,,C,medium,not applicable,,2f39a0bfa988847ad5824339e767ad7bdf1cbd775c8623ac4238f780cb87d9e9,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,BLCA,TCR Evenness,288,,,C,medium,not applicable,,2ffb2862e90dab7da491ff765f096149e333ce5b9c38eed9c7903d70c8261e19,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,THCA,Indel Neoantigens,171,,,C,medium,not applicable,,306818919efe49b567b2607fa2191bb00206b924ddc6b8b6570ebd091bf15b7a,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,CTA Score,325,,,C,medium,not applicable,,309bf993810cd5b35b4e315604f18eef9c149e740ccf1d7c9d2f393612afd24d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,TCR Evenness,208,,,C,medium,not applicable,,312d0a01f207be548a7bcfc9899216f6c1b93a7971114666ba3c888ffa6a117a,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SKCM,Th1 Cells,291,,,B,medium,not applicable,,31e5c2f4163be00dca794992e52aac3e6f8915d9337b866e230917444860b9a1,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,Monocytes,148,,,C,medium,not applicable,,32617981f5a91b20407f513f91d81caad33fa7467f00f6b4a1a67b54daa98529,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,Intratumor Heterogeneity,148,,,C,medium,not applicable,,329bb96851ea1fcc1fb9e5e5966dd05782257dfa7aa943da65890241444e02b8,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SARC,Wound Healing,218,,,B,medium,not applicable,,333fdb4107633b9bda575647f4bee52e04e6c07909dfaa8a0e3b101a97f2cec5,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,T Cells Regulatory Tregs,148,,,C,medium,not applicable,,335e3aa0581d6f4017e8283033bc57f07e1017d4eea004baf76485e8b2115f7f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,STAD,NK Cells Activated,334,,,C,medium,not applicable,,3572ef47d6e38009d29cfc93a326f50b591d9d57c327af4240f66498dfa36d78,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SKCM,Macrophages M0,291,,,C,medium,not applicable,,35c28c1d1cbea3c21b0c613f4402c9c9a9a9b0a3498e5d1fa5a6ca4214abd19f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRC,BCR Richness,246,,,C,medium,not applicable,,35c8dd0c6ec2595bd86657bb5e5685443683aa917e42c6cb50f335e0686d98d9,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,T Cells CD4 Memory Resting,352,,,C,medium,not applicable,,37690d6c2ac15e69ded597e96b3c5b2b0e096a84f14da7bf9161b29ac8d5ba5c,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,Dendritic Cells Activated,261,,,C,medium,not applicable,,37b65edfb6093952cc2343626747a76882a49f20ba11c2f8bd49a0bf2c2a23e1,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,GBM,Leukocyte Fraction,245,,,B,medium,not applicable,,37ce586415d811cca0761e3c4d0a304286fe8bf03d88c85a80b74440e1e565ed,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,GBM,Nonsilent Mutation Rate,242,,,C,medium,not applicable,,38257845a1401a6982ff7bbd00669fc615660cbb1e468a22321297958eb74a40,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,CESC,Macrophage Regulation,263,,,B,medium,not applicable,,384020408c3330354d94f644ea95b4e761859e7f0e2465a82f9de921baa8d0d4,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,Proliferation,261,,,A,medium,not applicable,,389f3a9e3dc72f3e18ff6b334dc33694b38253363263c08c4d82418242159cc8,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SKCM,Intratumor Heterogeneity,287,,,C,medium,not applicable,,38ae6ec4f80b0454dcb00f01435c8e3656bbc718f35ddf5fab41f0cd16604172,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,Nonsilent Mutation Rate,320,,,C,medium,not applicable,,38b8dced672a28e071c07df186bd09dfeb704af6dfb11b32249542b25a986e17,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,COAD,Silent Mutation Rate,345,,,B,medium,not applicable,,38d0fc775ba53b3af4e88aba6a3774c4552617f253d9ab5db1266d25bf0675df,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SKCM,NK Cells Resting,291,,,C,medium,not applicable,,3941fbaf9bb51c13ddc1c2b6db46c80509f266b0e1b7f18c4b6b832e7e00225f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,STAD,Mast Cells Activated,334,,,C,medium,not applicable,,39923f2874f593cb765db2232532b780066266e724529d95c015247fed3588e4,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PCPG,B Cells Naive,175,,,C,medium,not applicable,,39bde832ca1979d8c115f6a8d945616ca6f85d49a5982ed16c53086af8a368ef,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,B Cells Memory,148,,,C,medium,not applicable,,39c663c89433f872a400b0670b1ad4f4220d19967bf4f03f6192d2dc2d0bd873,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,STAD,Th1 Cells,334,,,C,medium,not applicable,,3a8be450013d04c651f4f24070103e69ff76fa8a00fec15a81fc2268b5521cac,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PCPG,B Cells Memory,175,,,C,medium,not applicable,,3a9e630be0966659418a691230f78f354ce22f8a783b97675d0b69ebe839951b,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,Mast Cells Activated,352,,,C,medium,not applicable,,3b9373658e81c1623790f181059d0380bc5a7429262eb8fdab567902c99c6e52,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,Indel Neoantigens,274,,,C,medium,not applicable,,3c2811225128f643899c2da4f88ba78eb3f555f5e44828e1c3aa82ebf22788b2,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PAAD,Fraction Altered,181,,,C,medium,not applicable,,3c826a05df8aa5fa1a9f648e09e791f35c0d9c4840bc5289dd22f2e61cd2722d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PAAD,Macrophage Regulation,149,,,C,medium,not applicable,,3cc10a1ec46c86d028bf0ddb123864cfee7ac74cf6809ab1fa4882c2daf8e613,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,NK Cells Activated,325,,,C,medium,not applicable,,3ce3206daf048bc3127c960f043c1369179651a8344886d4a0fe487c929e4c89,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,CESC,T Cells CD4 Memory Activated,263,,,C,medium,not applicable,,3cfdb2c563fbc3e2d1ec0dc10c6629eb888d6effc218675263a32a2f38649803,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,Macrophage Regulation,261,,,B,medium,not applicable,,3d508aa6f5cb66a5bad9f46888a0ac14fd0db910e6362d903ee3d2c3602f7be3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,T Cells CD4 Memory Activated,148,,,C,medium,not applicable,,3d5e0f096508fb00d39bcf29e4d443c62ee7fe3cba24316996389ebd6fdbe1f3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PAAD,T Cells Regulatory Tregs,149,,,C,medium,not applicable,,3e59da0612fc5cd45289c8b23a4574e1f73f3a426efba1cf49efe55ec51762bc,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,STAD,T Cells CD4 Memory Activated,334,,,B,medium,not applicable,,3e8f18c5750fa57e38a3ffa48bf75c8708f64b423fcc9b12f9762053c0c7c3dd,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,NK Cells Activated,352,,,C,medium,not applicable,,3eac30cd6429600cc1241707cbe8c49de1472cde1eb077e3f557de32250b2f5b,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,CESC,Wound Healing,263,,,C,medium,not applicable,,3fcd039c89a6a6f9a120e34c5c717113c1f5a30d2b373941f5df824e41fdd95d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,GBM,Silent Mutation Rate,242,,,C,medium,not applicable,,3fcee8892a7f31da510b7236e452d5aa27060feca9847cfa3fad9933bf4dbfc9,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,T Cells CD4 Naive,148,,,C,medium,not applicable,,4095eba9d1c65e729e220e95536e3c19482185b08f98236d52208a530caa5158,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PCPG,Macrophages M2,175,,,C,medium,not applicable,,40f519017f3a02d3c68c203e50f46ff7e1fee3c2304ce63e5d1b393ece623ae4,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,NK Cells Resting,325,,,C,medium,not applicable,,40fe5a07e0cbd6663cd11d5d884ec1c0f6b91f9e702c1905721b31f42ad98642,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,T Cells CD4 Memory Activated,261,,,C,medium,not applicable,,412d9e91260249986532ddf28c98eda514c080efd3500c5dd367663d20e62b42,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SKCM,T Cells Follicular Helper,291,,,C,medium,not applicable,,415879d8fea3b0e1042bc3629ab8a06fb9dd5c913f9efd503b7d2292bbb91a98,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,Lymphocyte Infiltration Signature Score,325,,,C,medium,not applicable,,41dbd94a6215232dcadb35a73e2039b0126672d02c0d5d95e795074abd285733,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,COAD,BCR Evenness,178,,,C,medium,not applicable,,41e20f17f9743822747ddd99cd398c93243cdff62b4dc5d1c7ef70925e821c6e,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PAAD,Dendritic Cells Resting,149,,,C,medium,not applicable,,427e3b68d6190aed8c940297ebcf6a6377b5cd858530f9755e59f4f36bba57eb,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,Leukocyte Fraction,268,,,B,medium,not applicable,,4323140ef4c6f325cab181c82d0ecb87ea3dd6c511135763ed4f701b04357ebd,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,Fraction Altered,356,,,C,medium,not applicable,,432df32f63be686fec03d4bcf0286356b7906cf8bcd70e09d5798403603439bb,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,Macrophages M0,148,,,C,medium,not applicable,,4360ae5d517443b9eaf01faf8212e9d42b0a320c4ebb0efa63b69788eba6e526,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,TCR Richness,148,,,B,medium,not applicable,,438b9fff8cd552c548da5c1d65d5dca2ab3fc803aa2a4982c02337540af2d7b1,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,Stromal Fraction,148,,,B,medium,not applicable,,441bd317f203943d340e7d25159fe554eea7acc9c205aa501fd99575125e3f4f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,BLCA,Indel Neoantigens,350,,,C,medium,not applicable,,44aff338adcae8180bdf547b2dbeb3cc7fc81c9b370d00aa0d82024ede18d50c,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,TCR Richness,261,,,C,medium,not applicable,,4521c159c34b65ea63f85ec16e247abc09a3890d01cc2aa5c4bcbda7dd383faa,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,Fraction Altered,265,,,C,medium,not applicable,,45ff382880e116115d9e27b1a43ed1e3404cd2fe53571f0a6067ec1c7084517d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRP,T Cells gamma delta,261,,,C,medium,not applicable,,467676f000d61b24b79e4e3a9417c38f288f579fb70ca493a0cefc101dec68c7,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,Proliferation,352,,,A,medium,not applicable,,488f48f17dc420cef1a0093cfe80a5321ec2783b01b3f6b066ca0cf65690718f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,KIRC,Intratumor Heterogeneity,316,,,C,medium,not applicable,,48b7d4f72b83e2ebb61519cc7690fe24738df86eec9444e52da7222d455df55e,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,Macrophages M0,325,,,C,medium,not applicable,,49d966954b7584dd34f4e4c8bd1c58d6c7f56a4214b89ea85f10a54c394ea80f,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,Dendritic Cells Resting,352,,,C,medium,not applicable,,49e52ad9dc26c09dc133af01dd187d2e379c544e257bc49841897be10072dfdc,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PCPG,SNV Neoantigens,173,,,C,medium,not applicable,,4a2a1ac23411279eb1bff293c5316db54b28c9a3d3fc197928406251faa72973,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SARC,NK Cells Activated,218,,,C,medium,not applicable,,4b50d136046a896448211b1188c17a1c6ed8d26d9ac5f896a03bccbea990803c,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PAAD,Dendritic Cells Activated,149,,,C,medium,not applicable,,4b61e8a860f47c1bd5c87395ae668d1deea85faa4918f3872f0462a104dbfe90,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,Macrophages M2,148,,,A,medium,not applicable,,4b8e5053d4acba65810d69f629dfa29b4e1a07204da015c416e67940510bca14,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,TGCT,Neutrophils,148,,,C,medium,not applicable,,4bd9696036e8acb20e53a9c018d8d5e63ee2fa1e2bdd5717235d3da0e9b1efd9,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PAAD,IFN-gamma Response,149,,,C,medium,not applicable,,4c5c8e2ff19ba636b0caae00a58cb33dd2e2f84f2d085009c67042837e945c4d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PCPG,IFN-gamma Response,175,,,C,medium,not applicable,,4c5f7d86846161a3a1621085fa42bf375556eefdab93c9c9a1fd5679ca1847b3,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,TCR Richness,319,,,C,medium,not applicable,,4c66fd367a63ddb8e76e18dbc005436192cdd1fb2e8456ef9df47486cb3f9c99,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SARC,Lymphocyte Infiltration Signature Score,218,,,A,medium,not applicable,,4c93c939f7f108d2589baf4c28c0f6d0b27a76550996ac9c280d19361a5cd5e1,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,SARC,Mast Cells Resting,218,,,C,medium,not applicable,,4c98fa46602bb3c474a42ed2d52291eefeba0e051d715711fc80c6d10bdff544,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,T Cells CD4 Memory Activated,325,,,C,medium,not applicable,,4d05c6d5486984df7f1c728d90ef013b1b0644e5b8165054ab6f0fb0163818d2,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,LIHC,T Cells gamma delta,352,,,C,medium,not applicable,,4d127278216b5704aa06ace31135cfa5dd3268652c2296bfa6dd3e9623c09ccd,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,COAD,TCR Richness,250,,,C,medium,not applicable,,4d29897071d081468ec57cc5e1b06f92474e816ecd7f5a80b8eb5c88b1f728a5,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PRAD,Proliferation,325,,,B,medium,not applicable,,4d9a310ea21e7c8b6a58d29194fa5ecd09d94accbd52e9c104f5f1e2be7fe45d,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
continuous,thorsson,PAAD,NK Cells Activated,149,,,C,medium,not applicable,,4da2574dd6a300686bdb9d1c0d0f73b78501e845f93cd97ef8b2b82fe459766a,FALSE,titan-representative-benchmark-v1,FALSE,one lowest salted SHA-256 endpoint per non-empty outcome-family and sample-size-tercile cell; binary cells additionally stratified by minority-class-fraction tercile
