outcome_type,family,tumor_type,endpoint,performance_checkpoint_passed,p_permutation,permutation_attempted,permutation_exceedances,permutation_stopped_early,p_assignment_status,local_bh_denominator,across_cancer_family_bh_denominator,outcome_wide_bh_denominator,atlas_wide_bh_denominator,included_in_local_bh,included_in_across_cancer_family_bh,included_in_outcome_wide_bh,included_in_atlas_wide_bh,q_recomputed_local,q_recomputed_across_cancer_family,q_recomputed_outcome_wide,q_recomputed_atlas_wide,q_saved_local,q_saved_across_cancer_family,q_saved_outcome_wide,q_saved_atlas_wide
continuous,thorsson,HNSC,T Cells Follicular Helper,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,T Cells Regulatory Tregs,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,T Cells gamma delta,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,TCR Evenness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,TCR Richness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,TCR Shannon,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,TGF-beta Response,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,Th1 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,Th17 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,Th2 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,HNSC,Wound Healing,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Aneuploidy Score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,B Cells Memory,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,B Cells Naive,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,CTA Score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Dendritic Cells Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Dendritic Cells Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Eosinophils,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Fraction Altered,TRUE,0.001,999,0,FALSE,completed_permutation,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0143333333333333,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.0143333333333333,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KICH,Homologous Recombination Defects,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,IFN-gamma Response,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Intratumor Heterogeneity,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Leukocyte Fraction,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Lymphocyte Infiltration Signature Score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Macrophage Regulation,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Macrophages M0,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Macrophages M1,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Macrophages M2,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Mast Cells Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Mast Cells Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Monocytes,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,NK Cells Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,NK Cells Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Neutrophils,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Nonsilent Mutation Rate,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Number of Segments,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Plasma Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Proliferation,TRUE,0.001,999,0,FALSE,completed_permutation,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0143333333333333,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.0143333333333333,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KICH,SNV Neoantigens,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Silent Mutation Rate,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Stromal Fraction,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,T Cells CD4 Memory Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,T Cells CD4 Memory Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,T Cells CD4 Naive,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,T Cells CD8,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,T Cells Follicular Helper,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,T Cells Regulatory Tregs,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,T Cells gamma delta,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,TCR Richness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,TGF-beta Response,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Th1 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Th17 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Th2 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KICH,Wound Healing,TRUE,0.001,999,0,FALSE,completed_permutation,43,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.0143333333333333,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.0143333333333333,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Aneuploidy Score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,B Cells Memory,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,B Cells Naive,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,BCR Evenness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,BCR Richness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,BCR Shannon,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,CTA Score,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Dendritic Cells Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Dendritic Cells Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Eosinophils,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Fraction Altered,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Homologous Recombination Defects,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,IFN-gamma Response,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Indel Neoantigens,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Intratumor Heterogeneity,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Leukocyte Fraction,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Lymphocyte Infiltration Signature Score,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Macrophage Regulation,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Macrophages M0,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Macrophages M1,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Macrophages M2,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Mast Cells Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Mast Cells Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Monocytes,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,NK Cells Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,NK Cells Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Neutrophils,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Nonsilent Mutation Rate,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Number of Segments,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Plasma Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Proliferation,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,SNV Neoantigens,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Silent Mutation Rate,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Stromal Fraction,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,T Cells CD4 Memory Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,T Cells CD4 Memory Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,T Cells CD4 Naive,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,T Cells CD8,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,T Cells Follicular Helper,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,T Cells Regulatory Tregs,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,T Cells gamma delta,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,TCR Evenness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,TCR Richness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,TCR Shannon,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,TGF-beta Response,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Th1 Cells,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRC,Th17 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Th2 Cells,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRC,Wound Healing,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00445454545454545,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRP,Aneuploidy Score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,B Cells Memory,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,B Cells Naive,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,BCR Evenness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,BCR Richness,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,BCR Shannon,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,CTA Score,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Dendritic Cells Activated,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Dendritic Cells Resting,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Eosinophils,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Fraction Altered,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Homologous Recombination Defects,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRP,IFN-gamma Response,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Indel Neoantigens,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Intratumor Heterogeneity,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Leukocyte Fraction,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRP,Lymphocyte Infiltration Signature Score,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRP,Macrophage Regulation,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711
continuous,thorsson,KIRP,Macrophages M0,FALSE,1,,,FALSE,not_permuted_below_performance_checkpoint_p1,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,1,1,1,1,1,1,1,1
continuous,thorsson,KIRP,Macrophages M1,TRUE,0.001,999,0,FALSE,completed_permutation,49,1434,3174,3633,TRUE,TRUE,TRUE,TRUE,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711,0.00544444444444445,0.00648868778280543,0.00417631578947368,0.00428925619834711
