outcome_type,family,subfamily,tumor_type,endpoint,source,mean_effect,sd_effect,mean_rank_within_outcome_repeat,median_rank_within_outcome_repeat,winner_proportion,foundation_model
binary,oncogenic_pathway,oncogenic_pathway,LUAD,NRF2,SanchezVega2018_TableS4,0.655964653902798,0.0307891096149799,100.8,117,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUAD,RTK RAS,SanchezVega2018_TableS4,0.442734460910091,0.0167306571656513,351.4,353,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUAD,TGF-Beta,SanchezVega2018_TableS4,0.509720853858785,0.0371932882143161,311.8,331,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUAD,TP53,SanchezVega2018_TableS4,0.702787743824488,0.0144209160686638,54,48,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUAD,WNT,SanchezVega2018_TableS4,0.559115216334468,0.0294804838879326,247.6,259,0.6,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,Cell Cycle,SanchezVega2018_TableS4,0.530302005859815,0.0309493615086003,288,293,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,MYC,SanchezVega2018_TableS4,0.518950380753747,0.020233859413378,306.2,309,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,NRF2,SanchezVega2018_TableS4,0.632118356888999,0.0164411551976957,125.6,131,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,PI3K,SanchezVega2018_TableS4,0.589852817996889,0.0132479745719903,197.4,202,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,RTK RAS,SanchezVega2018_TableS4,0.558843264382011,0.0266908899672728,250.2,226,0.6,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,TGF-Beta,SanchezVega2018_TableS4,0.509916509561002,0.0418516076555882,308.4,332,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,TP53,SanchezVega2018_TableS4,0.582493613100473,0.0227357148520509,210.6,228,1,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,LUSC,WNT,SanchezVega2018_TableS4,0.567949112547451,0.027902958576955,234.4,222,0.8,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,MESO,Cell Cycle,SanchezVega2018_TableS4,0.622385620915033,0.0215800747004316,145.6,130,1,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PAAD,MYC,SanchezVega2018_TableS4,0.639202657807309,0.0294394570004845,121.4,127,0.8,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PAAD,RTK RAS,SanchezVega2018_TableS4,0.589380989380989,0.0246354043016485,200.6,195,0.8,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PAAD,TP53,SanchezVega2018_TableS4,0.552076017351787,0.0329600716160168,265.2,249,0.6,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PCPG,Cell Cycle,SanchezVega2018_TableS4,0.696179183135705,0.0367275060674459,64.4,52,0.6,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PCPG,RTK RAS,SanchezVega2018_TableS4,0.7394412191582,0.0239441078946916,34.2,33,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PRAD,MYC,SanchezVega2018_TableS4,0.598757763975155,0.0314888114969118,181.8,201,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PRAD,NOTCH,SanchezVega2018_TableS4,0.52218564845293,0.0268673184495045,299.6,321,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PRAD,PI3K,SanchezVega2018_TableS4,0.570734078755469,0.0112818993419697,234,230,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PRAD,RTK RAS,SanchezVega2018_TableS4,0.502330480579329,0.017908187390667,324.4,325,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PRAD,TP53,SanchezVega2018_TableS4,0.607084785133566,0.0302301236761166,169.4,172,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,PRAD,WNT,SanchezVega2018_TableS4,0.594964610717897,0.0193385001746033,188.6,174,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,READ,Cell Cycle,SanchezVega2018_TableS4,0.644245524296675,0.0448633191778867,117.6,104,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,READ,NOTCH,SanchezVega2018_TableS4,0.603846153846154,0.0160040409115153,171.4,174,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,READ,PI3K,SanchezVega2018_TableS4,0.561679012345679,0.048321435553732,242.2,239,0.6,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,READ,RTK RAS,SanchezVega2018_TableS4,0.571354838709677,0.0490912680186182,224.2,264,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,0.6671354899203,0.021283749578652,85.8,80,1,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,0.608275862068966,0.033906858286955,168.4,178,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,0.580832487309645,0.0330268022495345,210.4,181,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,0.581515047879617,0.0505146355228587,210.6,209,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,0.602559480894016,0.0239481114492632,174.6,180,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,0.604046632623567,0.0353092454051195,176.8,184,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,HIPPO,SanchezVega2018_TableS4,0.692442067736185,0.0368197916418111,64.8,63,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,MYC,SanchezVega2018_TableS4,0.548633652378971,0.0288589660356235,264,252,0.8,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,0.649519586104952,0.0307386292173534,106.6,90,0.8,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,PI3K,SanchezVega2018_TableS4,0.637132501006847,0.0355523093668703,126,97,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,RTK RAS,SanchezVega2018_TableS4,0.658617925284592,0.0204045513771857,93.6,100,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,TGF-Beta,SanchezVega2018_TableS4,0.615953118946145,0.0125102308391918,152.8,145,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,TP53,SanchezVega2018_TableS4,0.648573680063042,0.0327486862474272,108,96,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,STAD,WNT,SanchezVega2018_TableS4,0.637797445103114,0.0249603856881833,118.2,105,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,TGCT,RTK RAS,SanchezVega2018_TableS4,0.681398252184769,0.0277047782924539,72.8,64,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,THCA,Cell Cycle,SanchezVega2018_TableS4,0.58261177581864,0.0450628107032048,212,227,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,THCA,PI3K,SanchezVega2018_TableS4,0.483306700756365,0.042379411435134,331.4,334,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,THCA,RTK RAS,SanchezVega2018_TableS4,0.771703142536476,0.0307157810173318,27.4,25,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,THCA,WNT,SanchezVega2018_TableS4,0.718807189542484,0.0191492532434593,43.8,44,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,Cell Cycle,SanchezVega2018_TableS4,0.540993990579828,0.0475389726686277,271.4,307,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,0.620009045680687,0.0256956866067117,148.2,171,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,MYC,SanchezVega2018_TableS4,0.516237424547284,0.0217410818938682,309.8,304,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,0.615527279737806,0.0241861440610943,153,156,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,NRF2,SanchezVega2018_TableS4,0.517879113367835,0.0306371020134582,305.4,318,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,0.494377034625629,0.0195383604732977,330.8,323,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,RTK RAS,SanchezVega2018_TableS4,0.56265155508698,0.0265443330169476,245.8,251,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TGF-Beta,SanchezVega2018_TableS4,0.603394625176803,0.0367028950352496,178.4,216,0.2,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,TP53,SanchezVega2018_TableS4,0.721410412291367,0.013114782463957,42.2,42,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCEC,WNT,SanchezVega2018_TableS4,0.586385820703827,0.0155021420368481,204.4,215,0,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCS,NOTCH,SanchezVega2018_TableS4,0.603571428571429,0.0817410050561918,179.4,150,0.4,ProvGigaPath
binary,oncogenic_pathway,oncogenic_pathway,UCS,RTK RAS,SanchezVega2018_TableS4,0.6121875,0.0485432313767841,163.8,132,0.2,ProvGigaPath
continuous,aneuploidy,aneuploidy,COAD,Aneuploidy score,Taylor2018_TableS2,0.297692875364599,0.00623142819470153,185,178,1,ProvGigaPath
continuous,aneuploidy,aneuploidy,COAD,Deleted arm count,Taylor2018_TableS2,0.198698601266516,0.0231820685040085,454,440,0.6,ProvGigaPath
continuous,aneuploidy,aneuploidy,KIRP,Amplified arm count,Taylor2018_TableS2,0.21639693770193,0.0166304491269199,393.2,408,1,ProvGigaPath
continuous,aneuploidy,aneuploidy,KIRP,Deleted arm count,Taylor2018_TableS2,0.0949896510168753,0.0142740659999826,779.8,772,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,LGG,Aneuploidy score,Taylor2018_TableS2,0.0854910552881892,0.0222517601724538,801.6,814,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,LUAD,Aneuploidy score,Taylor2018_TableS2,0.105346156219018,0.0230062007717837,753.6,744,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,LUAD,Deleted arm count,Taylor2018_TableS2,0.0730660110345503,0.0347380780199027,818.6,788,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,OV,Amplified arm count,Taylor2018_TableS2,-0.0272809238442931,0.0862700827477397,906.6,911,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,SARC,Deleted arm count,Taylor2018_TableS2,0.034344062010284,0.0393442308227682,872.6,896,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,STAD,Aneuploidy score,Taylor2018_TableS2,0.212351866575957,0.0328622083736995,410,421,0.4,ProvGigaPath
continuous,aneuploidy,aneuploidy,STAD,Deleted arm count,Taylor2018_TableS2,0.080980364870813,0.0342212592382861,800.4,831,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,THYM,Amplified arm count,Taylor2018_TableS2,0.122793275591772,0.021814827307738,704.8,725,0.4,ProvGigaPath
continuous,aneuploidy,aneuploidy,UCEC,Aneuploidy score,Taylor2018_TableS2,0.199441319206567,0.0111607992158969,448,457,0,ProvGigaPath
continuous,aneuploidy,aneuploidy,UCEC,Deleted arm count,Taylor2018_TableS2,0.152273224607771,0.0156807903601805,616.8,592,0,ProvGigaPath
continuous,fusion,fusion,KICH,Fusion burden,Gao2018_TableS1,0.0238545262678999,0.079027241902848,866.6,888,0.4,ProvGigaPath
continuous,fusion,fusion,LGG,Fusion burden,Gao2018_TableS1,0.0746260348203976,0.0152124426193808,822.6,838,0,ProvGigaPath
continuous,fusion,fusion,SARC,Fusion burden,Gao2018_TableS1,0.106976826981564,0.0523209435737189,730,672,0.2,ProvGigaPath
continuous,fusion,fusion,UCEC,Fusion burden,Gao2018_TableS1,0.113597054659022,0.0632604646657788,700.4,714,0,ProvGigaPath
continuous,microsatellite_instability,microsatellite_instability,COAD,MANTIS score,cBioPortal_TCGA_PanCancer,0.320974206412153,0.0155300589678533,142.6,137,1,ProvGigaPath
continuous,microsatellite_instability,microsatellite_instability,COAD,MSIsensor score,cBioPortal_TCGA_PanCancer,0.27027090663746,0.0167606531061242,241.4,237,0.6,ProvGigaPath
continuous,microsatellite_instability,microsatellite_instability,STAD,MANTIS score,cBioPortal_TCGA_PanCancer,0.189287302730879,0.0173553577264558,483.4,477,0.4,ProvGigaPath
continuous,microsatellite_instability,microsatellite_instability,STAD,MSIsensor score,cBioPortal_TCGA_PanCancer,0.202157307592613,0.00969850986154293,438.6,435,0.4,ProvGigaPath
continuous,microsatellite_instability,microsatellite_instability,TGCT,MSIsensor score,cBioPortal_TCGA_PanCancer,0.212868527112397,0.0487977320883762,413.2,417,0.6,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_ADIPOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.127512198377972,0.0905423645378522,662,771,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.149408062625744,0.0624321564163256,606.8,658,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.112110049630245,0.078556704698397,955.6,966,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.115285393728474,0.195141201201692,618,853,0.4,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_BILE_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.0254004610739133,0.0596414050399787,921.2,917,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.0736732273929459,0.0676342113910616,946.4,948,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0703616185816226,0.0783270322606927,786.8,832,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0727282814495111,0.0316601124945708,819,817,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0160897109936397,0.134120950957658,831.6,849,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_FATTY_ACID_METABOLISM,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0391260490729281,0.109400345823871,828.6,805,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_HEDGEHOG_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.0441934477415846,0.0831022720758729,930.8,939,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.031330130034793,0.0995465254384149,901.2,946,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.137753259186915,0.05035881705131,647.8,654,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0820098795528027,0.0414096758414345,791.4,741,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.127799377459097,0.0533109784452574,677.2,685,0.4,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.155592210113048,0.085394659788373,574.8,510,1,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_NOTCH_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0337767392034242,0.0567122550525035,869.6,866,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.176943460626697,0.0479773318694979,522.2,475,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_PANCREAS_BETA_CELLS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.219266711373553,0.0923539112379964,972.6,973,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_PEROXISOME,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.03123218325346,0.0808667319663107,919.2,938,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,-0.0416934988126894,0.109934502391345,913.8,936,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,ACC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.160910091276663,0.0411052900609126,578.8,577,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.384260396307344,0.0164406327430179,68.6,67,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.142462070956094,0.0333026280185316,641,658,0.6,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ANGIOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.256580951363071,0.00866245840672161,272.6,270,0.8,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.30269733310855,0.00532032246748527,175.6,179,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APICAL_SURFACE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.216729355944541,0.0158068205445729,392.8,367,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.283064416318718,0.0267333330440241,213,190,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_COAGULATION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.215362843196388,0.0137943479196944,395.2,387,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_COMPLEMENT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.387174976960113,0.0194426985405228,68.6,67,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_E2F_TARGETS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.287224701463519,0.0145926024641891,205.8,220,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.324847440321044,0.00896309258003758,136.6,129,0.4,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.198496133211293,0.0180658064763881,453.2,436,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_ESTROGEN_RESPONSE_LATE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.188346767242331,0.0350466533957888,492.8,433,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_G2M_CHECKPOINT,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.267950117529279,0.0265406100107938,247.2,245,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_GLYCOLYSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.101028437543258,0.0153016190483232,764.4,760,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_HYPOXIA,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.125317452654922,0.0283049793618776,698.4,730,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL2_STAT5_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.299991983887983,0.0147439095343659,182.8,188,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.404603105156551,0.0177655418442475,55.2,50,0.6,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.397635090083924,0.0229873646790793,59.4,54,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.240245455632308,0.0288294325574478,322.6,295,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.348093836299624,0.0245928607725373,105.8,105,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_KRAS_SIGNALING_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.281560388793928,0.00931494923184722,217.6,226,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MTORC1_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.274823250788304,0.0242567219062013,233.2,239,0.6,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYC_TARGETS_V1,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.182673486733325,0.0250640993890525,508.4,466,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYC_TARGETS_V2,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0562428356298967,0.0257247547371722,847.8,860,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_MYOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.183196483561817,0.0152036930227794,509.2,521,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_P53_PATHWAY,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.119766997318273,0.0153068335221557,717.6,709,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_PI3K_AKT_MTOR_SIGNALING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.136729643312626,0.0277972211245111,660.8,659,0.2,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_SPERMATOGENESIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.174704542456454,0.0152552799817043,534.8,532,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.290594785987405,0.0132030477075596,201.2,206,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.273317069166584,0.0158412608680488,234.8,232,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_DN,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.174000252497633,0.00894394017140295,539.8,530,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,BLCA,HALLMARK_UV_RESPONSE_UP,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.281174015582603,0.0118569999546648,219.8,222,0.6,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_ALLOGRAFT_REJECTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.0928811437375505,0.0372974830777833,775.4,777,0,ProvGigaPath
continuous,rna_pathway_activity,MSigDB Hallmark,CESC,HALLMARK_APICAL_JUNCTION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,0.176196263339393,0.0361510390928783,527.6,557,0.8,ProvGigaPath
