outcome_type,family,tumor_type,endpoint,highlighted,model_n,high_volume,subgroup_variable,subgroup,subgroup_n,positive,negative,denominator_adequate,reason,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc
continuous,thorsson,TGCT,TGF-beta Response,TRUE,148,FALSE,Broad race,Missing,21,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,TGCT,TGF-beta Response,TRUE,148,FALSE,Broad race,White,117,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,TGCT,TGF-beta Response,TRUE,148,FALSE,Recorded sex,MALE,132,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,TGCT,TGF-beta Response,TRUE,148,FALSE,Recorded sex,Missing,16,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,THYM,Th17 Cells,TRUE,117,FALSE,Broad race,Asian,12,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,THYM,Th17 Cells,TRUE,117,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,THYM,Th17 Cells,TRUE,117,FALSE,Broad race,Missing,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,THYM,Th17 Cells,TRUE,117,FALSE,Broad race,White,97,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,THYM,Th17 Cells,TRUE,117,FALSE,Recorded sex,FEMALE,57,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,THYM,Th17 Cells,TRUE,117,FALSE,Recorded sex,MALE,60,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,BLCA,Genome doubling,FALSE,376,TRUE,Broad race,Asian,43,15,28,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,aneuploidy,BLCA,Genome doubling,FALSE,376,TRUE,Broad race,Black or African American,20,14,6,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,BLCA,Genome doubling,FALSE,376,TRUE,Broad race,Missing,15,11,4,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,BLCA,Genome doubling,FALSE,376,TRUE,Broad race,White,298,188,110,TRUE,performance estimated,,,,0.786170212765958,0.52,0.653085106382979,0.711450676982592,0.772872448283944
binary,aneuploidy,BLCA,Genome doubling,FALSE,376,TRUE,Recorded sex,FEMALE,98,53,45,TRUE,performance estimated,,,,0.750943396226415,0.546666666666667,0.648805031446541,0.708763102725367,0.719914022293087
binary,aneuploidy,BLCA,Genome doubling,FALSE,376,TRUE,Recorded sex,MALE,278,175,103,TRUE,performance estimated,,,,0.8,0.584466019417476,0.692233009708738,0.744632454923717,0.797946679508733
binary,aneuploidy,BRCA,Genome doubling,FALSE,998,TRUE,Broad race,Asian,59,32,27,TRUE,performance estimated,,,,0.75,0.503703703703704,0.626851851851852,0.674768518518519,0.709961792644756
binary,aneuploidy,BRCA,Genome doubling,FALSE,998,TRUE,Broad race,Black or African American,159,83,76,TRUE,performance estimated,,,,0.686746987951807,0.694736842105263,0.690741915028535,0.764743183259353,0.774733677850251
binary,aneuploidy,BRCA,Genome doubling,FALSE,998,TRUE,Broad race,Missing,86,41,45,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,BRCA,Genome doubling,FALSE,998,TRUE,Broad race,Other recorded race,1,1,0,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,BRCA,Genome doubling,FALSE,998,TRUE,Broad race,White,693,281,412,TRUE,performance estimated,,,,0.587900355871886,0.795145631067961,0.691522993469924,0.765414780776008,0.660740504844232
binary,aneuploidy,BRCA,Genome doubling,FALSE,998,TRUE,Recorded sex,FEMALE,987,433,554,TRUE,performance estimated,,,,0.629561200923788,0.765342960288809,0.697452080606298,0.768604563910589,0.698870116016022
binary,aneuploidy,BRCA,Genome doubling,FALSE,998,TRUE,Recorded sex,MALE,11,5,6,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,CESC,Genome doubling,FALSE,259,TRUE,Broad race,Asian,19,4,15,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,CESC,Genome doubling,FALSE,259,TRUE,Broad race,Black or African American,25,11,14,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,CESC,Genome doubling,FALSE,259,TRUE,Broad race,Missing,34,16,18,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,CESC,Genome doubling,FALSE,259,TRUE,Broad race,Other recorded race,5,1,4,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,CESC,Genome doubling,FALSE,259,TRUE,Broad race,White,176,53,123,TRUE,performance estimated,,,,0.369811320754717,0.808130081300813,0.588970701027765,0.628900138057984,0.414746186755734
binary,aneuploidy,CESC,Genome doubling,FALSE,259,TRUE,Recorded sex,FEMALE,259,85,174,TRUE,performance estimated,,,,0.367058823529412,0.791954022988506,0.579506423258959,0.616822177146721,0.421530031160107
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Broad race,Asian,10,6,4,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Broad race,Black or African American,57,25,32,TRUE,performance estimated,,,,0.664,0.6875,0.67575,0.6975,0.646209135783562
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Broad race,Missing,141,49,92,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Broad race,Other recorded race,1,1,0,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Broad race,White,199,84,115,TRUE,performance estimated,,,,0.633333333333333,0.72,0.676666666666667,0.722898550724638,0.638307915303332
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Recorded sex,FEMALE,200,76,124,TRUE,performance estimated,,,,0.615789473684211,0.766129032258064,0.690959252971138,0.749066213921902,0.667652987414631
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Recorded sex,MALE,207,89,118,TRUE,performance estimated,,,,0.649438202247191,0.713559322033898,0.681498762140545,0.721024566749191,0.633579714761996
binary,aneuploidy,COAD,Genome doubling,FALSE,408,TRUE,Recorded sex,Missing,1,0,1,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,HNSC,Genome doubling,FALSE,435,TRUE,Broad race,Asian,8,2,6,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,HNSC,Genome doubling,FALSE,435,TRUE,Broad race,Black or African American,42,21,21,TRUE,performance estimated,,,,0.590476190476191,0.676190476190476,0.633333333333333,0.683446712018141,0.696082706622722
binary,aneuploidy,HNSC,Genome doubling,FALSE,435,TRUE,Broad race,Missing,12,6,6,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,HNSC,Genome doubling,FALSE,435,TRUE,Broad race,Other recorded race,2,1,1,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,HNSC,Genome doubling,FALSE,435,TRUE,Broad race,White,371,146,225,TRUE,performance estimated,,,,0.504109589041096,0.749333333333333,0.626721461187215,0.649686453576865,0.537417623903883
binary,aneuploidy,HNSC,Genome doubling,FALSE,435,TRUE,Recorded sex,FEMALE,119,40,79,TRUE,performance estimated,,,,0.455,0.784810126582279,0.619905063291139,0.663544303797468,0.515011534242304
binary,aneuploidy,HNSC,Genome doubling,FALSE,435,TRUE,Recorded sex,MALE,316,136,180,TRUE,performance estimated,,,,0.527941176470588,0.728888888888889,0.628415032679739,0.653880718954248,0.573285777545298
binary,aneuploidy,LUAD,Genome doubling,FALSE,449,TRUE,Broad race,Asian,7,4,3,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,LUAD,Genome doubling,FALSE,449,TRUE,Broad race,Black or African American,49,28,21,TRUE,performance estimated,,,,0.778571428571429,0.380952380952381,0.579761904761905,0.720068027210884,0.801736033556753
binary,aneuploidy,LUAD,Genome doubling,FALSE,449,TRUE,Broad race,Missing,51,34,17,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,LUAD,Genome doubling,FALSE,449,TRUE,Broad race,Other recorded race,1,1,0,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,LUAD,Genome doubling,FALSE,449,TRUE,Broad race,White,341,197,144,TRUE,performance estimated,,,,0.775634517766498,0.545833333333333,0.660733925549915,0.713310772701636,0.754343633962364
binary,aneuploidy,LUAD,Genome doubling,FALSE,449,TRUE,Recorded sex,FEMALE,240,142,98,TRUE,performance estimated,,,,0.791549295774648,0.538775510204082,0.665162402989365,0.732322506467376,0.777869198415518
binary,aneuploidy,LUAD,Genome doubling,FALSE,449,TRUE,Recorded sex,MALE,209,122,87,TRUE,performance estimated,,,,0.781967213114754,0.494252873563218,0.638110043338986,0.688769549651404,0.743278767839114
binary,aneuploidy,LUSC,Genome doubling,FALSE,459,TRUE,Broad race,Asian,9,4,5,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,LUSC,Genome doubling,FALSE,459,TRUE,Broad race,Black or African American,28,16,12,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,LUSC,Genome doubling,FALSE,459,TRUE,Broad race,Missing,107,60,47,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,LUSC,Genome doubling,FALSE,459,TRUE,Broad race,White,315,169,146,TRUE,performance estimated,,,,0.698224852071006,0.523287671232877,0.610756261651941,0.668087865769636,0.688121020729545
binary,aneuploidy,LUSC,Genome doubling,FALSE,459,TRUE,Recorded sex,FEMALE,116,47,69,TRUE,performance estimated,,,,0.6,0.663768115942029,0.631884057971015,0.697440641381437,0.611300634515708
binary,aneuploidy,LUSC,Genome doubling,FALSE,459,TRUE,Recorded sex,MALE,343,202,141,TRUE,performance estimated,,,,0.731683168316832,0.490780141843972,0.611231655080402,0.658661610841935,0.717472679181587
binary,aneuploidy,OV,Genome doubling,FALSE,96,FALSE,Broad race,Asian,1,1,0,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,OV,Genome doubling,FALSE,96,FALSE,Broad race,Black or African American,11,9,2,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,OV,Genome doubling,FALSE,96,FALSE,Broad race,Missing,2,1,1,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,OV,Genome doubling,FALSE,96,FALSE,Broad race,Other recorded race,3,2,1,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,OV,Genome doubling,FALSE,96,FALSE,Broad race,White,79,53,26,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,OV,Genome doubling,FALSE,96,FALSE,Recorded sex,FEMALE,96,66,30,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,PCPG,Genome doubling,FALSE,157,FALSE,Broad race,Asian,5,1,4,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,PCPG,Genome doubling,FALSE,157,FALSE,Broad race,Black or African American,19,3,16,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,PCPG,Genome doubling,FALSE,157,FALSE,Broad race,Missing,3,0,3,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,PCPG,Genome doubling,FALSE,157,FALSE,Broad race,Other recorded race,1,0,1,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,PCPG,Genome doubling,FALSE,157,FALSE,Broad race,White,129,20,109,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,PCPG,Genome doubling,FALSE,157,FALSE,Recorded sex,FEMALE,87,10,77,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,PCPG,Genome doubling,FALSE,157,FALSE,Recorded sex,MALE,70,14,56,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
binary,aneuploidy,SARC,Genome doubling,FALSE,238,TRUE,Broad race,Asian,6,4,2,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,SARC,Genome doubling,FALSE,238,TRUE,Broad race,Black or African American,17,8,9,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,SARC,Genome doubling,FALSE,238,TRUE,Broad race,Missing,7,4,3,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,SARC,Genome doubling,FALSE,238,TRUE,Broad race,White,208,96,112,TRUE,performance estimated,,,,0.677083333333333,0.664285714285714,0.670684523809524,0.73500744047619,0.698996710557116
binary,aneuploidy,SARC,Genome doubling,FALSE,238,TRUE,Recorded sex,FEMALE,128,56,72,TRUE,performance estimated,,,,0.646428571428571,0.691666666666667,0.669047619047619,0.727132936507936,0.666778168345774
binary,aneuploidy,SARC,Genome doubling,FALSE,238,TRUE,Recorded sex,MALE,110,56,54,TRUE,performance estimated,,,,0.667857142857143,0.618518518518519,0.643187830687831,0.703439153439154,0.714630814818845
binary,aneuploidy,STAD,Genome doubling,FALSE,360,TRUE,Broad race,Asian,80,36,44,TRUE,performance estimated,,,,0.566666666666667,0.672727272727273,0.61969696969697,0.697474747474747,0.66643503403756
binary,aneuploidy,STAD,Genome doubling,FALSE,360,TRUE,Broad race,Black or African American,10,7,3,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,STAD,Genome doubling,FALSE,360,TRUE,Broad race,Missing,41,15,26,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,STAD,Genome doubling,FALSE,360,TRUE,Broad race,Other recorded race,1,1,0,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,STAD,Genome doubling,FALSE,360,TRUE,Broad race,White,228,95,133,TRUE,performance estimated,,,,0.633684210526316,0.796992481203008,0.715338345864662,0.77994459833795,0.707952402054405
binary,aneuploidy,STAD,Genome doubling,FALSE,360,TRUE,Recorded sex,FEMALE,121,55,66,TRUE,performance estimated,,,,0.694545454545455,0.854545454545455,0.774545454545455,0.856694214876033,0.844661697648121
binary,aneuploidy,STAD,Genome doubling,FALSE,360,TRUE,Recorded sex,MALE,239,99,140,TRUE,performance estimated,,,,0.56969696969697,0.722857142857143,0.646277056277056,0.711313131313131,0.619445601566537
binary,aneuploidy,UCEC,Genome doubling,FALSE,477,TRUE,Broad race,Asian,19,2,17,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,UCEC,Genome doubling,FALSE,477,TRUE,Broad race,Black or African American,97,27,70,TRUE,performance estimated,,,,0.533333333333333,0.854285714285714,0.693809523809524,0.798624338624339,0.594033826148293
binary,aneuploidy,UCEC,Genome doubling,FALSE,477,TRUE,Broad race,Missing,30,9,21,FALSE,demographic field missing,,,,,,,,
binary,aneuploidy,UCEC,Genome doubling,FALSE,477,TRUE,Broad race,Other recorded race,11,3,8,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,aneuploidy,UCEC,Genome doubling,FALSE,477,TRUE,Broad race,White,320,56,264,TRUE,performance estimated,,,,0.546428571428571,0.921212121212121,0.733820346320346,0.831682900432901,0.542094944588393
binary,aneuploidy,UCEC,Genome doubling,FALSE,477,TRUE,Recorded sex,FEMALE,477,97,380,TRUE,performance estimated,,,,0.54639175257732,0.904736842105263,0.725564297341291,0.835729788388497,0.567823897373826
binary,driver_mutation,BLCA,FGFR3,FALSE,384,TRUE,Broad race,Asian,44,12,32,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BLCA,FGFR3,FALSE,384,TRUE,Broad race,Black or African American,21,1,20,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BLCA,FGFR3,FALSE,384,TRUE,Broad race,Missing,17,2,15,FALSE,demographic field missing,,,,,,,,
binary,driver_mutation,BLCA,FGFR3,FALSE,384,TRUE,Broad race,White,302,39,263,TRUE,performance estimated,,,,0.328205128205128,0.961216730038023,0.644710929121576,0.777127815150629,0.404947026832277
binary,driver_mutation,BLCA,FGFR3,FALSE,384,TRUE,Recorded sex,FEMALE,99,8,91,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BLCA,FGFR3,FALSE,384,TRUE,Recorded sex,MALE,285,46,239,TRUE,performance estimated,,,,0.465217391304348,0.930543933054393,0.697880662179371,0.792923412770602,0.45407077158418
binary,driver_mutation,BLCA,TP53,FALSE,384,TRUE,Broad race,Asian,44,9,35,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BLCA,TP53,FALSE,384,TRUE,Broad race,Black or African American,21,10,11,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,driver_mutation,BLCA,TP53,FALSE,384,TRUE,Broad race,Missing,17,8,9,FALSE,demographic field missing,,,,,,,,
binary,driver_mutation,BLCA,TP53,FALSE,384,TRUE,Broad race,White,302,158,144,TRUE,performance estimated,,,,0.692405063291139,0.555555555555556,0.623980309423347,0.654861111111111,0.650136289185232
binary,driver_mutation,BLCA,TP53,FALSE,384,TRUE,Recorded sex,FEMALE,99,50,49,TRUE,performance estimated,,,,0.684,0.546938775510204,0.615469387755102,0.649224489795918,0.619073711251848
binary,driver_mutation,BLCA,TP53,FALSE,384,TRUE,Recorded sex,MALE,285,135,150,TRUE,performance estimated,,,,0.66962962962963,0.633333333333333,0.651481481481481,0.688385185185185,0.636715187047476
binary,driver_mutation,BRCA,CDH1,FALSE,981,TRUE,Broad race,Asian,59,6,53,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,CDH1,FALSE,981,TRUE,Broad race,Black or African American,151,6,145,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,CDH1,FALSE,981,TRUE,Broad race,Missing,91,0,91,FALSE,demographic field missing,,,,,,,,
binary,driver_mutation,BRCA,CDH1,FALSE,981,TRUE,Broad race,Other recorded race,1,0,1,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,CDH1,FALSE,981,TRUE,Broad race,White,679,84,595,TRUE,performance estimated,,,,0.542857142857143,0.929747899159664,0.736302521008403,0.869499799919968,0.475481066335607
binary,driver_mutation,BRCA,CDH1,FALSE,981,TRUE,Recorded sex,FEMALE,970,96,874,TRUE,performance estimated,,,,0.514583333333333,0.940732265446224,0.727657799389779,0.877207284515637,0.440020358657327
binary,driver_mutation,BRCA,CDH1,FALSE,981,TRUE,Recorded sex,MALE,11,0,11,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,FOXA1,FALSE,981,TRUE,Broad race,Asian,59,0,59,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,FOXA1,FALSE,981,TRUE,Broad race,Black or African American,151,2,149,FALSE,fewer than 20 positive subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,FOXA1,FALSE,981,TRUE,Broad race,Missing,91,1,90,FALSE,demographic field missing,,,,,,,,
binary,driver_mutation,BRCA,FOXA1,FALSE,981,TRUE,Broad race,Other recorded race,1,0,1,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,FOXA1,FALSE,981,TRUE,Broad race,White,679,25,654,TRUE,performance estimated,,,,0.152,0.989908256880734,0.570954128440367,0.673896024464832,0.171521640918085
binary,driver_mutation,BRCA,FOXA1,FALSE,981,TRUE,Recorded sex,FEMALE,970,28,942,TRUE,performance estimated,,,,0.171428571428571,0.989808917197452,0.580618744313012,0.6875720351835,0.151620679752373
binary,driver_mutation,BRCA,FOXA1,FALSE,981,TRUE,Recorded sex,MALE,11,0,11,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,PIK3CA,FALSE,981,TRUE,Broad race,Asian,59,23,36,TRUE,performance estimated,,,,0.243478260869565,0.905555555555556,0.57451690821256,0.628260869565217,0.561155757718974
binary,driver_mutation,BRCA,PIK3CA,FALSE,981,TRUE,Broad race,Black or African American,151,25,126,TRUE,performance estimated,,,,0.264,0.888888888888889,0.576444444444444,0.682920634920635,0.286217475270829
binary,driver_mutation,BRCA,PIK3CA,FALSE,981,TRUE,Broad race,Missing,91,4,87,FALSE,demographic field missing,,,,,,,,
binary,driver_mutation,BRCA,PIK3CA,FALSE,981,TRUE,Broad race,Other recorded race,1,0,1,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,PIK3CA,FALSE,981,TRUE,Broad race,White,679,214,465,TRUE,performance estimated,,,,0.430841121495327,0.822365591397849,0.626603356446588,0.694587478645362,0.497306320023515
binary,driver_mutation,BRCA,PIK3CA,FALSE,981,TRUE,Recorded sex,FEMALE,970,263,707,TRUE,performance estimated,,,,0.396197718631179,0.854596888260255,0.625397303445717,0.71373930440301,0.457234676233023
binary,driver_mutation,BRCA,PIK3CA,FALSE,981,TRUE,Recorded sex,MALE,11,3,8,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
binary,driver_mutation,BRCA,TP53,FALSE,981,TRUE,Broad race,Asian,59,28,31,TRUE,performance estimated,,,,0.671428571428572,0.825806451612903,0.748617511520737,0.848847926267281,0.803309881299955
binary,driver_mutation,BRCA,TP53,FALSE,981,TRUE,Broad race,Black or African American,151,62,89,TRUE,performance estimated,,,,0.645161290322581,0.793258426966292,0.719209858644437,0.819934758970642,0.760058385853974
binary,driver_mutation,BRCA,TP53,FALSE,981,TRUE,Broad race,Missing,91,4,87,FALSE,demographic field missing,,,,,,,,
binary,driver_mutation,BRCA,TP53,FALSE,981,TRUE,Broad race,Other recorded race,1,1,0,FALSE,fewer than 20 positive and 20 negative subgroup patients,,,,,,,,
