outcome_type,family,tumor_type,endpoint,highlighted,model_n,high_volume,subgroup_variable,subgroup,subgroup_n,positive,negative,denominator_adequate,reason,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc
continuous,rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_COAGULATION,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_COAGULATION,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_COAGULATION,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_COAGULATION,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_HYPOXIA,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_HYPOXIA,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_HYPOXIA,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_HYPOXIA,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,FALSE,69,FALSE,Broad race,Black or African American,9,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,FALSE,69,FALSE,Broad race,Other recorded race,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,FALSE,69,FALSE,Broad race,White,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,FALSE,69,FALSE,Recorded sex,FEMALE,69,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,FALSE,176,FALSE,Recorded sex,MALE,98,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,Asian,11,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,Black or African American,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Broad race,White,155,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,FALSE,176,FALSE,Recorded sex,FEMALE,78,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
